id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v26가드레일사유,v32_weak_non_digital_gov
2201,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"SK텔레콤, 2분기 영업익 5660억원 …AI 데이터센터 매출 92.5% 성장",sk텔레콤 2분기 영업익 5660억원 ai 데이터센터 매출 92 5 성장,더글로벌기빙뉴스,더글로벌기빙뉴스,"Wed, 05 Aug 2026 01:36:00 GMT","SK텔레콤, 2분기 영업익 5660억원 …AI 데이터센터 매출 92.5% 성장 더글로벌기빙뉴스",https://news.google.com/rss/articles/CBMiVEFVX3lxTE04LXdMOUxqLUk5LWg3azVHQVJ2UEFwNkVXTGlvc09vcm9FN28ySXJlZF9XbTljQzRCNmU3WGJLVnNVUWVFMkJ1VEoybWhMY0RXdHRsbw?oc=5,google_rss_SKT when:2d,376.0,46.0,"ai_infrastructure_security,aidc_datacenter,earnings,financial_performance",aidc_general,SKT,,,,,,,general,24.0,published_today,business_change,event:SKT:ai_infrastructure_security+aidc_datacenter,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,376.0,"financial_performance,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,,
1937,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"엔비디아 품은 네이버, 다시 빛난 ‘지분 경영’",엔비디아 품은 네이버 다시 빛난 지분 경영,데이터뉴스,데이터뉴스,"Tue, 04 Aug 2026 23:47:22 GMT","엔비디아 품은 네이버, 다시 빛난 ‘지분 경영’ 데이터뉴스",https://news.google.com/rss/articles/CBMiX0FVX3lxTE1FdTBmUXd0OGRfZURfLWZMTktNUjdaWUdWVWVqT2dpSW1aMGlVUVhTUldQX2F3RFFkOHN2OXVYT0xocGNFR2hieFJyaVdYMW9hQzZ4STU3Um5nT0hFZXA4?oc=5,google_rss_네이버 when:2d,369.5,31.5,strategy_mna_governance,strategy_mna_governance,네이버,,,,,,,general,24.0,published_today,direct_risk,global_incident:mna_capital:naver:mna_capital,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,369.5,strategy_mna_governance,competitor:strategy_mna,global_incident:mna_capital:naver:mna_capital:general,global_incident:mna_capital:naver:mna_capital,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,global_incident:mna_capital:naver:mna_capital,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:mna_capital:naver:mna_capital,comp_domestic_strategy,,,
2077,경쟁사/해외이슈,경쟁사_해외이슈,네이버,GPU는 엔비디아·자본은 브룩필드… 네이버 ‘AI 팩토리 전략’,gpu는 엔비디아 자본은 브룩필드 네이버 ai 팩토리 전략,v.daum.net,v.daum.net,"Mon, 03 Aug 2026 15:10:17 GMT",GPU는 엔비디아·자본은 브룩필드… 네이버 ‘AI 팩토리 전략’ v.daum.net,https://news.google.com/rss/articles/CBMiT0FVX3lxTFBuV05Hdlp3anpSXzBhTkJDTzJZTGh3YW9KTTN0SVZrZlNwSUU3bjc1N2pZSjZUU3NoNVJ3NndxUThzbG1LcTh4bU41d2pwSkE?oc=5,google_rss_네이버 AI when:2d,365.0,30.5,"ai_infrastructure_security,aidc_datacenter,policy_legislation",aidc_gpu_npu,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security+aidc_datacenter,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,365.0,"policy_legislation,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,5,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local_low_confidence,OFF_TOPIC,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,self_filler_reference,,,
2065,경쟁사/해외이슈,경쟁사_해외이슈,네이버,GPU는 엔비디아·자본은 브룩필드… 네이버 ‘AI 팩토리 전략’,gpu는 엔비디아 자본은 브룩필드 네이버 ai 팩토리 전략,국민일보,국민일보,"Mon, 03 Aug 2026 15:07:00 GMT",GPU는 엔비디아·자본은 브룩필드… 네이버 ‘AI 팩토리 전략’ 국민일보,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE82a3BBRWh0RG1UdDYzSjJtMk5ydjZ6TVZhS29IV1Y2NW1YSlZmZnE0MmJLY0FHekRrMF9Ic1VjOHduX1Rra3JJV1gtb2RKdkMxZDFTLURfNkxfZE5qeWpxM08ydFA0cFXSAWxBVV95cUxPZk8tcHZIaHNzNHllckx6ZlpBQ1o2SjBqaU9tWDhNYVl0cGVzalplclpNeC1QWUs3Y2xVR2dNYWhhZlp1S1dpaFlHdG1SaDkxbHdYQ2JaUUtLQ21SWk9leU1zell0NEZkMUNpa3o?oc=5,google_rss_네이버 AI when:2d,365.0,30.5,"ai_infrastructure_security,aidc_datacenter,policy_legislation",aidc_gpu_npu,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security+aidc_datacenter,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,365.0,"policy_legislation,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,,
2021,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"코스피, 개인 매수세에 6350선 '상승' 마감...엔비디아 투자 네이버 '급등'도",코스피 개인 매수세에 6350선 상승 마감 엔비디아 투자 네이버 급등 도,ksdaily.co.kr,ksdaily.co.kr,"Tue, 04 Aug 2026 13:00:47 GMT","코스피, 개인 매수세에 6350선 '상승' 마감...엔비디아 투자 네이버 '급등'도 ksdaily.co.kr",https://news.google.com/rss/articles/CBMia0FVX3lxTE54ZGdSdFowUVdkNkZ3SGpqOUVoRTdmSXpkQkE4RzZ4Zy1qZHVQNmhVaUR0aF9qZTFRb09OenpFQ3VnZ2pSMk9IVms5N1ZVZDNzWHhEVzdmelV4X2JsR2xMRndYSENlbTF2TjJJ?oc=5,google_rss_네이버 when:2d,343.0,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,general,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,343.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:코스피 개인 매수세에 6350선 상승 마감 엔비디아 투자 네이버 급등 도,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:코스피 개인 매수세에 6350선 상승 마감 엔비디아 투자 네이버 급등 도,comp_domestic_ai_platform,,,
2095,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"[속보] 쿠팡Inc, 2분기 영업손실 8350억…공정위 과징금 반영에 적자 전환",쿠팡inc 2분기 영업손실 8350억 공정위 과징금 반영에 적자 전환,네이트,네이트,"Tue, 04 Aug 2026 20:16:00 GMT","[속보] 쿠팡Inc, 2분기 영업손실 8350억…공정위 과징금 반영에 적자 전환 네이트",https://news.google.com/rss/articles/CBMiYEFVX3lxTE9rZ3lwcnl6QXZCamJkODgwSWtReFRaNGpGd1lJQXk3NnNNU3dqc1FTaGp4Y0RIdFR2MWFTM05SVmpHVVY4YnoyQ3A0cEF0OHM1NkJIVlhIS1ZIR1FsLUFLYw?oc=5,google_rss_네이버 과징금 when:2d,330.25,116.5,"antitrust_platform,earnings,financial_performance,legal_regulatory_enforcement",antitrust_general,"공정위,쿠팡",brand_not_in_title,Y,,,,government:platform_obligation,platform_operator_obligation,29.0,published_today+exclusive_breaking,official_action,global_incident:platform_regulation:coupang:platform_operator_obligation,penalty_or_sanction,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,coupang_competitor_enforcement_or_risk,Y,naver,330.25,"legal_regulatory_enforcement,financial_performance",government:platform_obligation,global_incident:platform_regulation:coupang:platform_operator_obligation:sanction_penalty,global_incident:platform_regulation:coupang:platform_operator_obligation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,global_incident:platform_regulation:coupang:platform_operator_obligation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_DIRECT_RISK,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:coupang:platform_operator_obligation,comp_domestic_direct_risk,,,
2070,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, 브라질서 AI 기업들과 협업 논의…GPU 클라우드 사업 추진",네이버 브라질서 ai 기업들과 협업 논의 gpu 클라우드 사업 추진,글로벌경제신문,글로벌경제신문,"Tue, 04 Aug 2026 06:31:08 GMT","네이버, 브라질서 AI 기업들과 협업 논의…GPU 클라우드 사업 추진 글로벌경제신문",https://news.google.com/rss/articles/CBMibEFVX3lxTFB2RVJaZHRVemJ2YnY5aS16bmZGTW9UQXdVbWV1WUZUNFdReGk0Mi1PcWxZc1JUOU5QNFg1cVZHNFVOSk9XWHExU01RVEMxWlQ3YUU1UnJHQ3BDZTBnZTVyXzMyNzVjRXQyanBMd9IBcEFVX3lxTFBtckhxaHN3a0VLdTVjRU1qb3YxNWlWWlhVUng3ekxkSk9oaW9kZ2VCbHZNMXltMkJwTlowM1pjN2dPVGVrVi1TOXF6a3JmYThCNkd0aWVMSG0weE93RkEwcVoxaTByMzNWZ0E1VThJbTA?oc=5,google_rss_네이버 AI when:2d,323.0,23.5,"ai_infrastructure_security,aidc_datacenter",aidc_gpu_npu,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security+aidc_datacenter,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,323.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,,
2058,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"최수연 네이버 대표 ""남미 시장, 글로벌 AI 인프라 거점""...브라질·칠레 기업과 협업 논의",최수연 네이버 대표 남미 시장 글로벌 ai 인프라 거점 브라질 칠레 기업과 협업 논의,아이뉴스24,아이뉴스24,"Tue, 04 Aug 2026 07:46:20 GMT","최수연 네이버 대표 ""남미 시장, 글로벌 AI 인프라 거점""...브라질·칠레 기업과 협업 논의 아이뉴스24",https://news.google.com/rss/articles/CBMiTEFVX3lxTE0xUWhWd3dUdlAwN3FpeHlsVlBNWUtUX2tUTmh3RW9RTzNKRWVvejlOYUVyWmUwc2ZxcVZoWDNIN0tQc0VGVzFUd211WU4?oc=5,google_rss_네이버 AI when:2d,313.0,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:leadership_service:naver:leadership_service,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,313.0,ai_infrastructure_security,competitor:ai_strategy,global_incident:leadership_service:naver:leadership_service:general,global_incident:leadership_service:naver:leadership_service,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,,
2059,경쟁사/해외이슈,경쟁사_해외이슈,네이버,'글로벌 AI 인프라 사업자' 존재감 키우는 네이버...남미 기업 연쇄 회동,글로벌 ai 인프라 사업자 존재감 키우는 네이버 남미 기업 연쇄 회동,파이낸셜뉴스,파이낸셜뉴스,"Tue, 04 Aug 2026 06:26:25 GMT",'글로벌 AI 인프라 사업자' 존재감 키우는 네이버...남미 기업 연쇄 회동 파이낸셜뉴스,https://news.google.com/rss/articles/CBMiWkFVX3lxTE5OT01wTVFCVURPX2xNSDJLQmdBZ0ZqeHQ4ZTF0bFJHZGZnZHVSN3lQRUtvMFlKWU84Q2xBVFZFMERYei14MkZTdHoxcWVEYW9EbDRQeFNvTk9Sdw?oc=5,google_rss_네이버 AI when:2d,313.0,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,313.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,,
2834,경쟁사/해외이슈,경쟁사_해외이슈,구글,[#클라우드 월드] 신세계I&C-KT '클라우드 사업' 협력 확대·서울대 공과대학-LG AI연구원 '군집 인식 업사이클링' 개발·구글클라우드-여기어때 'YAPP' 구축 지원·오픈AI-컴투스 '오픈AI 게임 빌더스 서울' 개최,클라우드 월드 신세계i c kt 클라우드 사업 협력 확대 서울대 공과대학 lg ai연구원 군집 인식 업사이클링 개발 구글클라우드 여기어때 yapp 구축 지원 오픈ai 컴투스 오픈ai 게임 빌더스 서울 개최,뉴스웍스,뉴스웍스,"Tue, 04 Aug 2026 08:25:14 GMT",[#클라우드 월드] 신세계I&C-KT '클라우드 사업' 협력 확대·서울대 공과대학-LG AI연구원 '군집 인식 업사이클링' 개발·구글클라우드-여기어때 'YAPP' 구축 지원·오픈AI-컴투스 '오픈AI 게임 빌더스 서울' 개최 뉴스웍스,https://news.google.com/rss/articles/CBMic0FVX3lxTFBhSEM3UTZrMkE5X1VTc09HRDFTNlcxNlYtNzRLV1hKSXptd01EM0NKWVZ5a0JfX1hBOG13LUtyVkNRTjAwYy1ONW9NaUFjYzJZRjlxSnJocURWcGtLZ1JJNXRxTXBBcFRKNjFMMTBabmpsVGPSAXNBVV95cUxQYUhDN1E2azJBOV9VU3NPR0QxUzZXMTZWLTc0S1dYSkl6bXdNRDNDSllWeWtCX19YQThtdy1LclZDUU4wMGMtTjVvTWlBY2MyWUY5cUpyaHFEVnBrS2dSSTV0cU1wQXBUSjYxTDEwWm5qbFRj?oc=5,google_rss_구글 when:2d,312.5,16.0,ai_infrastructure_security,ai_infrastructure_security,"KT,구글,오픈AI",,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:google:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,312.5,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:google:openai_security_access:general,global_incident:ai_security_policy:google:openai_security_access,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,
