issue_id,issue_group,issue_family,internal_category,primary_category,self_tier,gov_tier,competitor_tier,competitor_scope,issue_score,max_ceo_priority,max_pa_priority,max_relevance,article_count,top_article_id,candidate_article_ids,titles,sources,company_impact,label_reasons,is_pr,exclude,v26_max_todayness,v26_article_forms,v26_event_key,v26_2_roundup,v26_2_gov_ok,v26_2_gov_reason,v26_2_market_stock,v26_2_industry_structural,v27_event_key,v27_industry_ok,v27_industry_reason,v27_industry_score
I001,global_incident:platform_regulation:naver:coupang_designation_disclosure,comp_domestic_direct_risk,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,OFF_TOPIC,COMP_DOMESTIC_DIRECT_RISK,domestic,720.5,4,5,4,1,398,398,"티빙, 쿠팡 과징금 유탄 맞나…‘남 일 아니다’ 유통플랫폼 초긴장 : 네이버 블로그",Naver Blog,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,False,False,24.0,official_action,global_incident:platform_regulation:naver:coupang_designation_disclosure,False,True,public_actor_official_action,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
I002,global_incident:ai_security_policy:naver:ai_security_policy,comp_domestic_public_infra,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,OFF_TOPIC,GOV_AI_CORE_POLICY,COMP_DOMESTIC_PUBLIC_INFRA,domestic,676.0,5,4,5,8,441,"441,374,352,1849,1867,1866,1746,348","네이버, 독자 '사이버보안 AI 모델' 만든다…정부 사업 선정(종합) | 네이버, 독자 '사이버보안 AI 모델' 만든다…정부 사업 선정 | 네이버 컨소, 정부 '사이버보안 AI 모델' 개발 사업자 선정 | `사이버보안 특화 AI 모델` 개발에 네이버클라우드 컨소시엄 선정 | 네이버, 독자 '사이버보안 AI 모델' 만든다…정부 사업 선정(종합)",연합뉴스 | 네이트 | 매일일보 | 디지털데일리 | 파이낸셜뉴스,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경 / 카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류,False,False,29.0,direct_risk,global_incident:ai_security_policy:naver:ai_security_policy,False,True,public_private_project,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
I003,comp_domestic_ai_platform:네이버 엔비디아 10억 달러 전략 투자로 글로벌 ai 동맹 강화,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_AI_PLATFORM,mixed,666.5,4,4,5,1,1763,1763,"네이버–엔비디아, 10억 달러 전략 투자로 글로벌 AI 동맹 강화",sisaworld.kr,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,business_change,event:네이버:ai_infrastructure_security+policy_legislation,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=True,bridge=True",3
I004,global_incident:ai_security_policy:naver:anthropic_glasswing_security,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_AI_PLATFORM,domestic,653.0,4,4,5,4,1858,"1858,1872,1782,1811","‘한국형 미토스’ 개발에 네이버클라우드 컨소시엄...“사이버 보안 모델 속도” | ‘K-미토스’ 만든다…‘보안 특화 AI’ 개발 사업자, 네이버 선정 | [속보]'한국판 미토스' 보안특화 AI 사업자에 네이버 컨소시엄 | '한국판 미토스' 보안특화 AI 사업자에 네이버 컨소시엄",매일경제 | 헤럴드경제 | 노컷뉴스 | 네이트,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,29.0,direct_risk,global_incident:ai_security_policy:naver:anthropic_glasswing_security,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
I005,global_incident:platform_regulation:naver:platform_operator_obligation,comp_domestic_public_infra,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,GOV_AI_CORE_POLICY,COMP_DOMESTIC_PUBLIC_INFRA,domestic,645.0,5,4,5,2,350,"350,1847","네이버, 정부 ‘보안 특화 AI’ 사업 선정… “경쟁력 강화”(종합) | 성낙호 네이버클라우드 총괄 ""국방 AI, 개별 적용 넘어 군 전체 '전력 지능화' 필요""",천지일보 | 지디넷코리아,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경 / 카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,29.0,"business_change,direct_risk",global_incident:platform_regulation:naver:platform_operator_obligation,False,True,public_actor_official_action,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
I006,comp_domestic_ai_platform:네이버 컨소시엄 사이버 보안 특화 ai 모델 개발 사업 선정,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_AI_PLATFORM,domestic,633.0,4,4,5,2,1758,"1758,1855","네이버 컨소시엄, '사이버 보안 특화 AI 모델' 개발 사업 선정 | 네이버 컨소시엄, '사이버 보안 특화 AI 모델' 개발 사업 선정",연합뉴스 한민족센터 | 매일경제 마켓,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,direct_risk,event:네이버:ai_infrastructure_security+phishing_security,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
I007,comp_domestic_ai_platform:보안 특화 ai 개발 사업자에 네이버 컨소시엄,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_AI_PLATFORM,domestic,633.0,4,4,5,2,1780,"1780,1816",[속보] '보안 특화 AI' 개발 사업자에 네이버 컨소시엄 | [속보] '보안 특화 AI' 개발 사업자에 네이버 컨소시엄,파이낸셜뉴스 | 네이트,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,29.0,direct_risk,event:네이버:ai_infrastructure_security+phishing_security,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
I008,comp_domestic_ai_platform:네이버클라우드 컨소시엄 보안 특화 ai 사업 선정 700b급 모델 구축,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_AI_PLATFORM,domestic,633.0,4,4,5,2,1864,"1864,1810","네이버클라우드 컨소시엄, '보안 특화 AI' 사업 선정…700B급 모델 구축 - 머니투데이 | 네이버클라우드 컨소시엄, '보안 특화 AI' 사업 선정…700B급 모델 구축",머니투데이 | 네이트,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,direct_risk,event:네이버:ai_infrastructure_security+phishing_security,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=True,bridge=True",3
I009,comp_domestic_direct_risk:lgu+ ai 에이전트 오류 위험 잡는다 어라이즈 ai와 협력,comp_domestic_direct_risk,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,,COMP_DOMESTIC_DIRECT_RISK,domestic,633.0,4,4,5,2,2032,"2032,2040","LGU+, AI 에이전트 오류·위험 잡는다…어라이즈 AI와 협력 | LGU+, AI 에이전트 오류·위험 잡는다…어라이즈 AI와 협력",서울경제 | 네이트,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,14.0,direct_risk,event:LGU+:ai_infrastructure_security+privacy_security_reliability,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
I010,comp_domestic_ai_platform:보안특화 ai 개발 사업자에 네이버 컨소시엄 선정,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_AI_PLATFORM,domestic,631.5,4,4,5,1,1793,1793,[속보] '보안특화 AI' 개발 사업자에 네이버 컨소시엄 선정,SBS Biz,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,29.0,direct_risk,event:네이버:ai_infrastructure_security+phishing_security,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
I011,comp_domestic_ai_platform:사이버 보안 ai 모델 사업자에 네이버 클라우드 컨소시엄,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_AI_PLATFORM,domestic,631.5,4,4,5,1,1814,1814,[속보] 사이버 보안 AI 모델 사업자에 '네이버 클라우드 컨소시엄',데일리안,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,29.0,direct_risk,event:네이버:ai_infrastructure_security+phishing_security,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
I012,comp_domestic_ai_platform:네이버클라우드 컨소시엄 국내 보안 환경 특화 ai 모델 만든다,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_AI_PLATFORM,domestic,631.5,4,4,5,1,1765,1765,"네이버클라우드 컨소시엄, 국내 보안 환경 특화 AI 모델 만든다",asiatoday.co.kr,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,direct_risk,event:네이버:ai_infrastructure_security+phishing_security,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
I013,comp_domestic_ai_platform:보안특화 ai 모델 개발 사업자 네이버 선정,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_AI_PLATFORM,domestic,631.5,4,4,5,1,1807,1807,"[속보] ‘보안특화 AI 모델’ 개발 사업자, 네이버 선정",조선일보,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,29.0,direct_risk,event:네이버:ai_infrastructure_security+phishing_security,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
I014,comp_domestic_ai_platform:보안 특화 ai 네이버클라우드가 만든다 32개 기관 참여,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_AI_PLATFORM,domestic,631.5,4,4,5,1,1768,1768,'보안 특화 AI' 네이버클라우드가 만든다...32개 기관 참여,MTN 머니투데이방송,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,direct_risk,event:네이버:ai_infrastructure_security+phishing_security,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
I015,comp_domestic_ai_platform:네이버클라우드 보안 특화 ai 모델 개발 사업자로 최종 선정,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_AI_PLATFORM,domestic,631.5,4,4,5,1,1759,1759,"네이버클라우드, 보안 특화 AI 모델 개발 사업자로 최종 선정",채널A,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,direct_risk,event:네이버:ai_infrastructure_security+phishing_security,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
I016,comp_domestic_ai_platform:네이버클라우드 보안 특화 ai 만든다 특화 파운데이션 모델 사업자 선정,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_AI_PLATFORM,domestic,631.5,4,4,5,1,1796,1796,"네이버클라우드, 보안 특화 AI 만든다..특화 파운데이션 모델 사업자 선정",한국정경신문,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,direct_risk,event:네이버:ai_infrastructure_security+phishing_security,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
I017,comp_domestic_ai_platform:보안 특화 ai 사업자에 네이버클라우드,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_AI_PLATFORM,domestic,631.5,4,4,5,1,1744,1744,[속보] '보안 특화 AI' 사업자에 네이버클라우드,ebn.co.kr,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,29.0,direct_risk,event:네이버:ai_infrastructure_security+phishing_security,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
I018,comp_domestic_ai_platform:소버린 ai 생태계 네이버클라우드 보안 특화 ai 최종사업자 선정,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_AI_PLATFORM,domestic,631.5,4,4,5,1,1790,1790,"[소버린 AI 생태계]네이버클라우드, 보안 특화 AI 최종사업자 선정",newsfreezone.co.kr,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,direct_risk,event:네이버:ai_infrastructure_security+phishing_security,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=True,bridge=True",3
I019,comp_domestic_ai_platform:2파전 벌인 보안 특화 ai 네이버클라우드가 잡았다,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_AI_PLATFORM,domestic,631.5,4,4,5,1,1755,1755,"2파전 벌인 '보안 특화 AI', 네이버클라우드가 잡았다",ebn.co.kr,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,direct_risk,event:네이버:ai_infrastructure_security+phishing_security,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
I020,comp_domestic_ai_platform:lg 손잡은 네이버클라우드 사이버 보안 특화 독파모 만든다,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_AI_PLATFORM,domestic,631.5,4,4,5,1,1877,1877,"LG 손잡은 네이버클라우드, '사이버 보안 특화' 독파모 만든다",비즈워치,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,direct_risk,event:네이버:ai_infrastructure_security+phishing_security,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
I021,comp_domestic_ai_platform:5일 불꽃축제 lgu+ 기지국 장비 증설 aion 활용,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_AI_PLATFORM,domestic,631.5,4,4,5,1,2015,2015,"'5일 불꽃축제' LGU+, 기지국·장비 증설…'AION' 활용",shinailbo.co.kr,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,14.0,business_change,event:LGU+:ai_infrastructure_security,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=True,bridge=False",2
I022,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,STRATEGIC_REFERENCE,OFF_TOPIC,COMP_DOMESTIC_AI_PLATFORM,domestic,622.0,5,4,5,33,360,"360,1830,1848,1770,1976,1868,1798,2506,2003,1982","네이버클라우드, 정부 ‘사이버보안 AI’ 사업자 선정…B200 GPU 256장 지원 | 네이버, '국가 보안 AI' 개발 착수…GPU 4천장 투입 | [종합] 네이버, '보안 AI' 품었다…GPU·데이터·실증 역량 앞세워 | 네이버클라우드, LG와 보안 AI 만든다…GPU 4000장 선제 투입 | KT 클라우드, LS일렉트릭과 AIDC 전력 공급체계 구축 맞손",뉴스인 | 연합뉴스 | 지디넷코리아 | 뉴시스 | 뉴스1,"카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경 / 카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈 / 카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",로컬 보조 라벨 / v26.2: overseas structural industry candidate / 로컬 보조 라벨 / v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영 / v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,False,False,29.0,"business_change,direct_risk",global_incident:ai_security_policy:naver:ai_security_policy,True,True,roundup_but_public_actor_central,False,False,,False,roundup,0
I023,global_incident:platform_regulation:naver:platform_content_moderation_obligation,comp_domestic_finance_commerce,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,OFF_TOPIC,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,616.0,4,4,5,7,1842,"1842,1775,1806,1750,276,275,278","네이버 벤처스, 바오밥 스튜디오에 전략적 투자…글로벌 콘텐츠 협력 확대 | 네이버, 플러스 멤버십에 'EBS e북' 추가…교육 콘텐츠로 제휴 확대 | 네이버플러스 멤버십, EBS 전자책 구독 연계…교육 콘텐츠 확대 | 네이버플러스 멤버십, EBS 전자책 품었다…교육 콘텐츠로 혜택 확대 | 네이버 벤처스, 바오밥 스튜디오에 전략적 투자…글로벌 콘텐츠 협력 확대",뉴스1 | 디지털투데이 | 네이트 | 메트로신문 | 뉴시스,"카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈 / 카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",로컬 보조 라벨 / v26.2: overseas structural industry candidate / v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영 / 로컬 보조 라벨,False,False,24.0,"business_change,general",global_incident:platform_regulation:naver:platform_content_moderation_obligation,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=True,bridge=True",3
I024,comp_domestic_public_infra:정부 보안특화 ai 모델 개발 사업자로 네이버 컨소시엄 선정,comp_domestic_public_infra,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,GOV_AI_CORE_POLICY,COMP_DOMESTIC_PUBLIC_INFRA,domestic,597.0,5,4,5,9,300,"300,383,1831,1795,1803,1853,1753,1779,1797","[속보] 정부, 보안특화 AI 모델 개발 사업자로 네이버 컨소시엄 선정 | [속보] 정부, 보안특화 AI 모델 개발 사업자로 네이버 컨소시엄 선정 | [속보] 정부, 보안특화 AI 모델 개발 사업자로 네이버 컨소시엄 선정 | [속보] 정부, 보안특화 AI 모델 개발 사업자로 네이버 컨소시엄 선정 | [속보] 정부, 보안특화 AI 모델 개발 사업자로 네이버 컨소시엄 선정",서울경제 | 네이트 | 연합뉴스 | 매일경제 | 스페셜타임스,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경 / 카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,29.0,direct_risk,event:네이버:ai_infrastructure_security+phishing_security,False,True,public_private_project,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
I025,comp_domestic_finance_commerce:kt 전국 cu 매장서 디지털 사이니지 광고 운영,comp_domestic_finance_commerce,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,591.0,4,4,5,2,1956,"1956,1958","KT, 전국 CU 매장서 디지털 사이니지 광고 운영 | KT, 전국 CU 매장서 디지털 사이니지 광고 운영",지디넷코리아 | 아이뉴스24,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,general,,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
I026,comp_domestic_finance_commerce:kt cu 3000개 매장 디지털 광고 운영 리테일 미디어 사업 확대,comp_domestic_finance_commerce,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,589.5,4,4,5,1,1957,1957,"KT, CU 3000개 매장 디지털 광고 운영…리테일 미디어 사업 확대",서울경제TV,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,general,,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=True,bridge=True",3
I027,comp_domestic_finance_commerce:kt 전국 3000곳 cu 편의점 디지털 광고 운영 맡는다,comp_domestic_finance_commerce,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,589.5,4,4,5,1,1968,1968,"KT, 전국 3000곳 CU 편의점 디지털 광고 운영 맡는다",서울경제,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,general,,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
