id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형
221,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오게임즈,"매각 카카오게임즈, 대표 전격 교체",매각 카카오게임즈 대표 전격 교체,헤럴드경제,헤럴드경제,"Fri, 05 Jun 2026 01:08:44 GMT","매각 카카오게임즈, 대표 전격 교체 헤럴드경제",https://news.google.com/rss/articles/CBMiVkFVX3lxTFA4SXlLb0tjLURiclktUXdld0k3UGstaFBPOVNra3NGVHpOMUZtdHB3ZVNmaDdQeWw3b0FoV0M1UDJNVl9OTTdySFZhZl91OFgtaVFZU2dB?oc=5,google_rss_카카오게임즈 site:heraldcorp.com when:1d,103.0,124.0,"kakao_games_management,leadership_change,strategy_mna_governance",kakao_games_control_sale,"카카오,카카오게임즈",,,Y,must_review:self_strict:leadership_service:leadership_change+strategy_mna_governance,,,direct_self_risk,103.0,"leadership_change,strategy_mna_governance",self:leadership_service,global_incident:leadership_service:kakao:executive_change:executive_or_org_change,global_incident:leadership_service:kakao:executive_change,자사_및_계열사_이슈,SELF_DIRECT_RISK,경영권/인선,카카오게임즈 경영진 교체,매각 절차를 밟고 있는 카카오게임즈의 대표가 전격 교체됨.,1,1,1,,,매각 중인 카카오게임즈의 대표 교체는 직접적인 내부 이슈임.,gemini,DIRECT_RISK,,,other,,,카카오게임즈 경영진 교체,경영권/인선
94,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"매각 카카오게임즈, 대표 전격 교체",매각 카카오게임즈 대표 전격 교체,v.daum.net,v.daum.net,"Fri, 05 Jun 2026 01:10:01 GMT","매각 카카오게임즈, 대표 전격 교체 v.daum.net",https://news.google.com/rss/articles/CBMiVEFVX3lxTE9ydmVPNlVsWjVabDJnTUVBVktVQTY4YXdhMEZJQzNHWFN6UjFMUkZxRmtIQ1pVSHkwT3ZGdnYzNFY2Z2lYNEZFVV9QNTdUVDJnaENiMw?oc=5,"google_rss_""카카오"" when:1d",100.0,124.0,"kakao_games_management,leadership_change,strategy_mna_governance",kakao_games_control_sale,"카카오,카카오게임즈",,,Y,must_review:self_strict:leadership_service:leadership_change+strategy_mna_governance,,,direct_self_risk,100.0,"leadership_change,strategy_mna_governance",self:leadership_service,global_incident:leadership_service:kakao:executive_change:executive_or_org_change,global_incident:leadership_service:kakao:executive_change,자사_및_계열사_이슈,SELF_DIRECT_RISK,경영권/인선,카카오게임즈 경영진 교체,매각된 카카오게임즈의 대표가 전격 교체됨.,1,1,1,,,매각 중인 카카오게임즈의 대표 교체는 직접적인 내부 이슈임.,gemini,DIRECT_RISK,,,other,,,카카오게임즈 경영진 교체,경영권/인선
29,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"창사 첫 파업 맞은 카카오, ‘AI 올인’ 앞두고 조직력 내상 우려",창사 첫 파업 맞은 카카오 ai 올인 앞두고 조직력 내상 우려,파이낸셜투데이,파이낸셜투데이,"Thu, 04 Jun 2026 23:55:03 GMT","창사 첫 파업 맞은 카카오, ‘AI 올인’ 앞두고 조직력 내상 우려 파이낸셜투데이",https://news.google.com/rss/articles/CBMibkFVX3lxTE4yRmhUTGZwZkF3OUoxOFZSMTU3blZsLVFfZ2JDbmFaZExDRmZMcktwQi1GbVFUTTJ5S0sxcElnUVpCVGVTbDd5R2tjd1NfdDlwcFBWNzRsZXhRZEJtWkxWSkZ2VVBBLWFhOXFuLWR30gFuQVVfeXFMTjJGaFRMZnBmQXc5SjE4VlIxNTduVmwtUV9nYkNuYVpkTENGZkxyS3BCLUZtUVRNMnlLSzFwSWdRWkJUZVNsN3lHa2N3U190OXBwUFY3NGxleFFkQm1aTFZKRnZVUEEtYWE5cW4tZHc?oc=5,google_rss_카카오 when:1d,100.0,105.5,"ai_infrastructure_security,labor_dispute,labor_negotiation",labor_general,카카오,,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,100.0,"labor_negotiation,ai_infrastructure_security",self:labor_strike,global_incident:labor_ir:kakao:strike_negotiation:general,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,노동/파업,카카오 노조 임단협/파업 및 내부 갈등,"카카오 노조가 창사 첫 파업을 예고하며, 'AI 올인'을 앞둔 상황에서 조직력 내상 우려가 제기됨.",1,1,1,,,카카오 노조의 첫 파업 예고는 경영진 인지가 필요한 직접적인 내부 리스크임.,gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노동/파업
67,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오게임즈, 김태환·이시우 공동대표 선임",카카오게임즈 김태환 이시우 공동대표 선임,헤럴드경제,헤럴드경제,"Fri, 05 Jun 2026 02:38:34 GMT","카카오게임즈, 김태환·이시우 공동대표 선임 헤럴드경제",https://news.google.com/rss/articles/CBMiVkFVX3lxTE5aSE9aNGpiUDNVVkNzaERobUdxRTVsUlo0dG4yWkVlMEI1WDlVeW11cmVsZVVFNlg1NzNsMWdKWVA3QlcycHN4ZHI3Z0lGZnAtbEJRenhn?oc=5,google_rss_카카오 when:1d,100.0,90.0,"kakao_games_management,leadership_change",kakao_games_ceo_appointment,"카카오,카카오게임즈",,,Y,must_review:self_strict:leadership_service:leadership_change,,,direct_self_risk,100.0,leadership_change,self:leadership_service,global_incident:leadership_service:kakao:executive_change:executive_or_org_change,global_incident:leadership_service:kakao:executive_change,자사_및_계열사_이슈,SELF_DIRECT_RISK,경영권/인선,카카오게임즈 최대주주 변경 및 공동대표 체제,"카카오게임즈가 김태환, 이시우 공동대표 체제로 전환함.",1,1,1,,,카카오게임즈의 공동대표 선임은 경영진 인사가 필요한 직접적인 내부 이슈임.,gemini,DIRECT_RISK,,,other,,,카카오게임즈 최대주주 변경 및 공동대표 체제,경영권/인선
65,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"'라인야후에 인수' 카카오게임즈, 22일 임시주총…이사 신규선임",라인야후에 인수 카카오게임즈 22일 임시주총 이사 신규선임,연합뉴스,연합뉴스,"Thu, 04 Jun 2026 07:25:42 GMT","'라인야후에 인수' 카카오게임즈, 22일 임시주총…이사 신규선임 연합뉴스",https://news.google.com/rss/articles/CBMiYEFVX3lxTFBUTFM1NS1VMVZrd2pFN1lFNGdNVEZEbS1hSnZMc0J5STlNTXN4VHRTQ0RJNWxxdFJXLTF5M1pKVGVjTUQzcUppdjZEaHV4eG9HYmZXN0p6UF9hb0ZMbXoyTNIBYEFVX3lxTFBUTFM1NS1VMVZrd2pFN1lFNGdNVEZEbS1hSnZMc0J5STlNTXN4VHRTQ0RJNWxxdFJXLTF5M1pKVGVjTUQzcUppdjZEaHV4eG9HYmZXN0p6UF9hb0ZMbXoyTA?oc=5,google_rss_카카오 when:1d,100.0,87.0,"kakao_games_management,strategy_mna_governance",kakao_games_control_sale,"카카오,카카오게임즈",,,Y,must_review:self_strict:strategy_mna:strategy_mna_governance,,,direct_self_risk,100.0,strategy_mna_governance,self:strategy_mna,global_incident:leadership_service:kakao:executive_change:executive_or_org_change,global_incident:leadership_service:kakao:executive_change,자사_및_계열사_이슈,SELF_DIRECT_RISK,경영권/인선,카카오게임즈 최대주주 변경 및 공동대표 체제,라인야후에 인수되는 카카오게임즈가 22일 임시 주주총회를 열고 이사를 신규 선임할 예정임.,1,1,1,,,카카오게임즈의 임시 주총 및 이사 선임은 직접적인 내부 이슈임.,gemini,DIRECT_RISK,,COMP_DOMESTIC_STRATEGY,other,,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,카카오게임즈 최대주주 변경 및 공동대표 체제,경영권/인선
72,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오 노조 ""엔터프라이즈, 경영실패 책임 노동자에 전가""",카카오 노조 엔터프라이즈 경영실패 책임 노동자에 전가,연합뉴스,연합뉴스,"Thu, 04 Jun 2026 06:18:20 GMT","카카오 노조 ""엔터프라이즈, 경영실패 책임 노동자에 전가"" 연합뉴스",https://news.google.com/rss/articles/CBMiW0FVX3lxTE5RdjZCQUctc25OTGR6OGpiWUxPNm1OcWtrdHFOTWliUTdVX3U3WVoxaEhDOE90eUJERk5qcTk2Ym0wa1hCLTZSNEpVVzBPVGhVRjZnbFQ2VWg5VUHSAWBBVV95cUxNb1F6YzJTdUM4MHpFWllOSDZNYnhiWmMxTVVaN1FmUmw3VWFCeXl4UUpjbDJIMUZoWXN6UU1TeWtmRnZLd0JKTlFWRktSUjZvd05EMXh5VkdGNTRpOHhFLTI?oc=5,google_rss_카카오 when:1d,100.0,71.5,"labor_dispute,labor_negotiation",labor_general,카카오,,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,100.0,labor_negotiation,self:labor_strike,global_incident:labor_ir:kakao:labor_ir:conflict_escalation,global_incident:labor_ir:kakao:labor_ir,자사_및_계열사_이슈,SELF_DIRECT_RISK,노동/파업,카카오 노조 임단협/파업 및 내부 갈등,카카오 노조가 엔터프라이즈 부문의 경영 실패 책임을 노동자에게 전가하고 있다고 주장하며 반발하고 있음.,1,1,1,,,계열사 경영 실패와 관련된 노조의 비판은 직접적인 내부 리스크임.,gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노동/파업
57,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"""임단협 결렬은 경영진 탓""...공세 강화하는 카카오 노조[1일IT템]",임단협 결렬은 경영진 탓 공세 강화하는 카카오 노조 1일it템,파이낸셜뉴스,파이낸셜뉴스,"Thu, 04 Jun 2026 21:00:00 GMT","""임단협 결렬은 경영진 탓""...공세 강화하는 카카오 노조[1일IT템] 파이낸셜뉴스",https://news.google.com/rss/articles/CBMiXkFVX3lxTE5ELXNXaGlQWXRUcEZCT3JIYlo2OWtZRVFHbHNKWnk4dF9IZ2E4Q1VlY3lGa1lwQVRxalNMV2RFMDRwQktvbEVLa3gwcVhOLVdpblZfUmRsbklzTGNtTVHSAV5BVV95cUxORC1zV2hpUFl0VHBGQk9ySGJaNjlrWUVRR2xzSlp5OHRfSGdhOENVZWN5RmtZcEFUcWpTTFdkRTA0cEJLb2xFS2t4MHFYTi1XaW5WX1JkbG5Jc0xjbU1R?oc=5,google_rss_카카오 when:1d,98.0,86.5,"labor_dispute,labor_negotiation",labor_general,카카오,,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,98.0,labor_negotiation,self:labor_strike,global_incident:labor_ir:kakao:labor_ir:conflict_escalation,global_incident:labor_ir:kakao:labor_ir,자사_및_계열사_이슈,SELF_DIRECT_RISK,노동/파업,카카오 노조 임단협/파업 및 내부 갈등,임단협 결렬에 대해 카카오 노조가 경영진 탓이라며 공세를 강화하고 있음.,1,1,1,,,"노조의 경영진 책임론 제기는 직접적인 내부 갈등 심화 사안으로, 경영진의 주의가 필요함.",gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노동/파업
86,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오 노조 “엔터프라이즈 임단협 결렬, 고용불안이 원인”",카카오 노조 엔터프라이즈 임단협 결렬 고용불안이 원인,서울경제TV,서울경제TV,"Thu, 04 Jun 2026 07:55:36 GMT","카카오 노조 “엔터프라이즈 임단협 결렬, 고용불안이 원인” 서울경제TV",https://news.google.com/rss/articles/CBMiZEFVX3lxTE1PMTVVSkNuSXp5eFJlS213VXYzQTEwdmtJZnNWc1AyQXZsbDdDd3lGTkF6TkowWFVXNHpLOVhFalZ4TnUyUXEyRlBoSXN0X2hFb3Excm1DQWg3M2ZTUWUtbTE4YV8?oc=5,google_rss_카카오 when:1d,98.0,86.5,"labor_dispute,labor_negotiation",labor_general,카카오,,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,98.0,labor_negotiation,self:labor_strike,global_incident:labor_ir:kakao:labor_ir:conflict_escalation,global_incident:labor_ir:kakao:labor_ir,자사_및_계열사_이슈,SELF_DIRECT_RISK,노동/파업,카카오 노조 임단협/파업 및 내부 갈등,카카오 노조가 엔터프라이즈 임단협 결렬의 원인을 고용 불안에 있다고 지적하며 경영진의 책임 회피를 비판함.,1,1,1,,,계열사 임단협 이슈와 연계된 노조의 경영진 책임론 제기는 직접적인 내부 리스크임.,gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노동/파업
96,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오게임즈, 김태환·이시우 공동대표 선임",카카오게임즈 김태환 이시우 공동대표 선임,네이트,네이트,"Fri, 05 Jun 2026 02:39:00 GMT","카카오게임즈, 김태환·이시우 공동대표 선임 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE43NVZ3Y0N2aHdXMFRYQUJVSlFqanR1LUtBc1pjVUtiOEJCWVJfZjREMWJTVVpFelRhWnhCQ1Y0OU9DU1JmUzlpMGwyS2lGU29UQnNz?oc=5,"google_rss_""카카오"" when:1d",97.0,90.0,"kakao_games_management,leadership_change",kakao_games_ceo_appointment,"카카오,카카오게임즈",,,Y,must_review:self_strict:leadership_service:leadership_change,,,direct_self_risk,97.0,leadership_change,self:leadership_service,global_incident:leadership_service:kakao:executive_change:executive_or_org_change,global_incident:leadership_service:kakao:executive_change,자사_및_계열사_이슈,SELF_DIRECT_RISK,경영권/인선,카카오게임즈 최대주주 변경 및 공동대표 체제,"카카오게임즈가 김태환, 이시우 공동대표 체제로 전환함.",1,1,1,,,카카오게임즈의 공동대표 선임은 경영진 인사가 필요한 직접적인 내부 이슈임.,gemini,DIRECT_RISK,,,other,,,카카오게임즈 최대주주 변경 및 공동대표 체제,경영권/인선
105,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오 노조, 파업 전 연일 회사 압박…""교섭 결렬은 경영진탓""",카카오 노조 파업 전 연일 회사 압박 교섭 결렬은 경영진탓,뉴스1,뉴스1,"Thu, 04 Jun 2026 05:51:07 GMT","카카오 노조, 파업 전 연일 회사 압박…""교섭 결렬은 경영진탓"" 뉴스1",https://news.google.com/rss/articles/CBMiX0FVX3lxTE5kQ1JmbUJRRTdXdjdycURuY3lESUw2Y09OcTJoOVJoYjZuUFV3VlNMXzFYZ21jOVJyUVJweTFDbXhCRW5MRWlKbmhWV2FsalVOSzg2Ny01QU9zRzdobE9F?oc=5,google_rss_카카오 파업 when:1d,97.0,89.5,"labor_dispute,labor_negotiation",labor_general,카카오,,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,97.0,labor_negotiation,self:labor_strike,global_incident:labor_ir:kakao:strike_negotiation:conflict_escalation,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,노동/파업,카카오 노조 임단협/파업 및 내부 갈등,카카오 노조가 파업 전 회사를 압박하며 교섭 결렬은 경영진 탓이라고 주장함.,1,1,1,,,"노조와 경영진 간의 갈등 심화는 직접적인 내부 리스크로, 경영진의 인지가 필수적임.",gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노동/파업
