id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v26가드레일사유
255,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"티빙 개인정보 유출, 네이버·카카오·KT 연동 이용자도 피해 가능성 제기",티빙 개인정보 유출 네이버 카카오 kt 연동 이용자도 피해 가능성 제기,MSN,MSN,"Thu, 16 Jul 2026 03:30:33 GMT","티빙 개인정보 유출, 네이버·카카오·KT 연동 이용자도 피해 가능성 제기 MSN",https://news.google.com/rss/articles/CBMiyARBVV95cUxNZnU3aVNJZ1dad1NsS2I2d19OZWJ3VE1KUmNiM2R1OGcyc3FOTDdGYm9sWGVra1FuOUU2RnlXOG1HdXBBYjdmNkE2VWZ5U2RISnczR0t0OTRNSUlvVTUxUDlYWnEwalRmaUM2Z2VJY19rRzZQd09zVGtvbjFuSmVtelZoVjBrcXBIQ29KVEVHOW1IUndzT05XRmdPNjVCZUFXa2x3T1FhUTdzYWpwT0ZsSVJ2X0tTeWNJd3hQOEgtRmhLLUd5WWh2N1FkVDRnc3B0YUJuVmxiMWxjMkJ1cjVtSTc0TzR1VlFRbjJ1WW9wMnlVSWNHeURDSHpUTF9kV0F5NGVWd2dLNjAweC01cThoRVRIMWh2N1BjU1dXUkxSanA3SGhCNGE5VlFhYlVxZlMzMExjX2Zzbi0yNWJOMzhIYjRBQVpremlYQl95aE1tSEJkRU9aWDkwdEI4Z2FScDBjeGdpUl9PdmdPWWlNRm9LSjFxZlVLdWwxTlhkT3p4VGFsMDVLWEs1VXhKM0tVZ2FvMnJnQU15S0xwa1NFd0NfS0hkRU9wZlF4T0hfLTlwVDRkNWhDQ1RSMFFSMUstcEpCdml5cC1ZdHFkaHV2ZlZmRWtUMjRrbVQ1UDc2REZVZUJXZm1HRHBtcU50RFROY2pxLVhvZ1NoZk4zdTNqODdKeGR6WkVYeWdsVVFuMG5lVjVpTDVlTW9BamhfUVIxRjczS1VFa0ktV3J4RU9BMGlYS3NIZHViUkgxSUlzeHotdFVGU2gzMEliSw?oc=5,google_rss_카카오 개인정보 when:2d,372.8,94.0,"phishing_security,privacy_security_reliability",security_privacy_leak,"KT,네이버,카카오",,,Y,must_review:self_strict:privacy_security:privacy_security_reliability,,,direct_self_risk,14.0,published_yesterday,direct_risk,privacy_security:tving:data_leak,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,372.8,privacy_security_reliability,self:privacy_security,global_incident:platform_regulation:kakao:platform_regulation:general,global_incident:platform_regulation:kakao:platform_regulation,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_privacy_security,global_incident:platform_regulation:kakao:platform_regulation,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local_low_confidence,DIRECT_RISK,,COMP_DOMESTIC_DIRECT_RISK,mixed,,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,global_incident:platform_regulation:kakao:platform_regulation,self_privacy_security,,
2011,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"'정재헌 號' SKT, '내수용 통신사' 틀 깬다… AIDC 매출화·글로벌 AI 동맹 속도",정재헌 skt 내수용 통신사 틀 깬다 aidc 매출화 글로벌 ai 동맹 속도,매일산업뉴스,매일산업뉴스,"Thu, 16 Jul 2026 21:00:00 GMT","'정재헌 號' SKT, '내수용 통신사' 틀 깬다… AIDC 매출화·글로벌 AI 동맹 속도 매일산업뉴스",https://news.google.com/rss/articles/CBMiY0FVX3lxTE5LaF9ybWRUTk1GbzlscUYtTkhqRHlEeVV6VGYtMzIwOTkwWTVCU0dleFJRd1k3aTFiTjlLbzhpWHVoOUYyWFpEa2dFWnJDY3piSnFFUlJ3by1DbUU0TGQtdGNsUQ?oc=5,google_rss_SKT when:2d,341.0,46.0,"ai_infrastructure_security,aidc_datacenter,earnings,financial_performance",aidc_general,SKT,,,,,,,general,24.0,published_today,business_change,event:SKT:ai_infrastructure_security+aidc_datacenter,general,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,naver_telco_strategy_or_infra,Y,telco,341.0,"financial_performance,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,
1987,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버 커넥트재단, 엔비디아 로봇 시뮬레이션 고교 대회 연다",네이버 커넥트재단 엔비디아 로봇 시뮬레이션 고교 대회 연다,edaily.co.kr,이데일리,"Thu, 16 Jul 2026 01:41:28 GMT","네이버 커넥트재단, 엔비디아 로봇 시뮬레이션 고교 대회 연다 edaily.co.kr",https://news.google.com/rss/articles/CBMigAFBVV95cUxQQ20xemVocGFTTDYydS1kNTZROTdJTFFzYUxzaFNVdkl0bl9nd083V0pPS2Y0d0lfR19yV1hFME4wTmx2UTduUW5GelJPMFhFRDVmV1o4c09PdTF0b0UtYU93S05hOEZxOFQtT005dnJxZWtlX2lGZlB2QmdNWGY2Mw?oc=5,google_rss_네이버 site:edaily.co.kr when:2d,340.0,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,general,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,340.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 커넥트재단 엔비디아 로봇 시뮬레이션 고교 대회 연다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 커넥트재단 엔비디아 로봇 시뮬레이션 고교 대회 연다,comp_domestic_ai_platform,,
2769,경쟁사/해외이슈,경쟁사_해외이슈,구글,"법원 “KT 5G 속도 광고, 기만·과장 해당…공정위 과징금 적법”",법원 kt 5g 속도 광고 기만 과장 해당 공정위 과징금 적법,dt.co.kr,디지털타임스,"Thu, 16 Jul 2026 09:03:34 GMT","법원 “KT 5G 속도 광고, 기만·과장 해당…공정위 과징금 적법” dt.co.kr",https://news.google.com/rss/articles/CBMiTkFVX3lxTE1meHlBM3hKVjB0aDVWdzNwOHNNSGl4UWljU2N0YXNqa2Q4NWgxdHdnZFZONWlTVjE0a3ctdWtyUWxzM0VaakxLUDlpNTgzQQ?oc=5,google_rss_구글 site:dt.co.kr when:2d,339.5,106.5,"antitrust_platform,legal_regulatory_enforcement,search_ads",antitrust_general,"KT,공정위",brand_not_in_title,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,official_action,global_incident:platform_regulation:kt:platform_algorithm_ad_obligation,penalty_or_sanction,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,339.5,legal_regulatory_enforcement,government:platform_obligation,global_incident:platform_regulation:kt:platform_algorithm_ad_obligation:sanction_penalty,global_incident:platform_regulation:kt:platform_algorithm_ad_obligation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,global_incident:platform_regulation:kt:platform_algorithm_ad_obligation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_DIRECT_RISK,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:kt:platform_algorithm_ad_obligation,comp_domestic_direct_risk,,
1922,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버-엔비디아, 월드 모델 '빈수레'…자체 모델 별도 개발",네이버 엔비디아 월드 모델 빈수레 자체 모델 별도 개발,딜사이트,딜사이트,"Thu, 16 Jul 2026 00:00:00 GMT","네이버-엔비디아, 월드 모델 '빈수레'…자체 모델 별도 개발 딜사이트",https://news.google.com/rss/articles/CBMiT0FVX3lxTE5GRTNrQVR4ZF9GM1pmM0lFRGV3cXZSeGwtejFlTE1QNEVJMVR6ZmNkVVlDTks0eDdGbExENUdjSjgzcUJSRlZMR1p4RjdZWTg?oc=5,google_rss_네이버 AI when:2d,332.0,6.5,,,네이버,,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,332.0,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:네이버 엔비디아 월드 모델 빈수레 자체 모델 별도 개발,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:네이버 엔비디아 월드 모델 빈수레 자체 모델 별도 개발,comp_domestic_strategy,,
2255,경쟁사/해외이슈,경쟁사_해외이슈,쿠팡,"티빙, KBO·KT 효과에 쿠팡플레이 제쳐…과징금 처분은 변수",티빙 kbo kt 효과에 쿠팡플레이 제쳐 과징금 처분은 변수,MTN 머니투데이방송,MTN 머니투데이방송,"Wed, 15 Jul 2026 21:00:01 GMT","티빙, KBO·KT 효과에 쿠팡플레이 제쳐…과징금 처분은 변수 MTN 머니투데이방송",https://news.google.com/rss/articles/CBMiZEFVX3lxTE1DM3pLa2lXUWlGT1pLdFlsa0ViTnZIdS1iT0NuZ3lzZFE0aktMNVlyZkFya1VPNGFSMDdkMWN6M2tiaC1QbkpDd1pnaDVnNXoyOU1xNUVGMkUtOVBvcE8zUjhVR24?oc=5,google_rss_쿠팡 AI when:2d,326.5,43.0,"antitrust_platform,legal_regulatory_enforcement,strategy_mna_governance",antitrust_general,"KT,쿠팡",,,,,,,general,14.0,published_yesterday,official_action,global_incident:platform_regulation:coupang:coupang_designation_disclosure,penalty_or_sanction,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,coupang_competitor_enforcement_or_risk,Y,coupang,326.5,"legal_regulatory_enforcement,strategy_mna_governance",competitor:strategy_mna,global_incident:platform_regulation:coupang:coupang_designation_disclosure:sanction_penalty,global_incident:platform_regulation:coupang:coupang_designation_disclosure,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,global_incident:platform_regulation:coupang:coupang_designation_disclosure,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_DIRECT_RISK,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:coupang:coupang_designation_disclosure,comp_domestic_direct_risk,,
814,정부/국회,정부_국회,공정거래위원회,"법원, KT '5G 20배 속도' 광고도 기만 판결…정부 정책 기조·규제 간극 논란",법원 kt 5g 20배 속도 광고도 기만 판결 정부 정책 기조 규제 간극 논란,네이트,네이트,"Fri, 17 Jul 2026 00:28:06 GMT","법원, KT '5G 20배 속도' 광고도 기만 판결…정부 정책 기조·규제 간극 논란 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTFBuYUNSbmNmczdxMzFxSGx0dF9wMXBRcGlYVE4yOElRUF9DeW92Y0RPOHhFUjZveDlSVktsVUZ2cHdkM1BVSmd3ZXptQ3RfZ0RFR29J?oc=5,google_rss_공정거래위원회 과징금 when:2d,324.6,75.0,"legal_regulatory_enforcement,policy_legislation,search_ads,service_reform_backlash",legal_regulatory_enforcement,KT,v43_not_government_policy,,,,,,general,24.0,published_today,direct_risk,event:KT:legal_regulatory_enforcement+policy_legislation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,324.6,"service_reform_backlash,legal_regulatory_enforcement,policy_legislation",government:regulatory_enforcement,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,comp_domestic_direct_risk:법원 kt 5g 20배 속도 광고도 기만 판결 정부 정책 기조 규제 간극 논란,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,GOV_GENERAL_LOW_RELEVANCE,COMP_DOMESTIC_DIRECT_RISK,domestic,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,comp_domestic_direct_risk:법원 kt 5g 20배 속도 광고도 기만 판결 정부 정책 기조 규제 간극 논란,comp_domestic_direct_risk,,
801,정부/국회,정부_국회,공정거래위원회,"법원, KT '5G 20배 속도' 광고도 기만 판결…정부 정책 기조·규제 간극 논란",법원 kt 5g 20배 속도 광고도 기만 판결 정부 정책 기조 규제 간극 논란,알파경제,알파경제,"Fri, 17 Jul 2026 00:27:46 GMT","법원, KT '5G 20배 속도' 광고도 기만 판결…정부 정책 기조·규제 간극 논란 알파경제",https://news.google.com/rss/articles/CBMibkFVX3lxTE9CYThvaThqMmxxX0VBc1UzY01mTXdJUk0xc3lkWFZCM0MwdFE3ckJvRVF4WFlENWNiSXhZTjV1LW5ZdkdjaXZVeTM2WndBX08xRjhLYlIyR3B4ZmpqMUpueEs3aFplSmtoTG51RDN3?oc=5,google_rss_공정거래위원회 규제 when:2d,324.6,75.0,"legal_regulatory_enforcement,policy_legislation,search_ads,service_reform_backlash",legal_regulatory_enforcement,KT,v43_not_government_policy,,,,,,general,24.0,published_today,direct_risk,event:KT:legal_regulatory_enforcement+policy_legislation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,324.6,"service_reform_backlash,legal_regulatory_enforcement,policy_legislation",government:regulatory_enforcement,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,comp_domestic_direct_risk:법원 kt 5g 20배 속도 광고도 기만 판결 정부 정책 기조 규제 간극 논란,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,GOV_GENERAL_LOW_RELEVANCE,COMP_DOMESTIC_DIRECT_RISK,domestic,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,comp_domestic_direct_risk:법원 kt 5g 20배 속도 광고도 기만 판결 정부 정책 기조 규제 간극 논란,comp_domestic_direct_risk,,
2281,경쟁사/해외이슈,경쟁사_해외이슈,쿠팡,"티빙, KBO·KT 효과에 쿠팡플레이 제쳐…과징금 처분은 변수",티빙 kbo kt 효과에 쿠팡플레이 제쳐 과징금 처분은 변수,v.daum.net,v.daum.net,"Wed, 15 Jul 2026 21:02:45 GMT","티빙, KBO·KT 효과에 쿠팡플레이 제쳐…과징금 처분은 변수 v.daum.net",https://news.google.com/rss/articles/CBMiS0FVX3lxTFB1VmVVN0xreXR2VjJiX1hmTThrQ0xSaHlENXlleUxpY2VSSERDUng5ZGpDWUJXaGtfRXRqR1F1cWNzclNaQm1raGtNbw?oc=5,google_rss_쿠팡 과징금 when:2d,322.5,43.0,"antitrust_platform,legal_regulatory_enforcement,strategy_mna_governance",antitrust_general,"KT,쿠팡",,,,,,,general,14.0,published_yesterday,official_action,global_incident:platform_regulation:coupang:coupang_designation_disclosure,penalty_or_sanction,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,coupang_competitor_enforcement_or_risk,Y,coupang,322.5,"legal_regulatory_enforcement,strategy_mna_governance",competitor:strategy_mna,global_incident:platform_regulation:coupang:coupang_designation_disclosure:sanction_penalty,global_incident:platform_regulation:coupang:coupang_designation_disclosure,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,global_incident:platform_regulation:coupang:coupang_designation_disclosure,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,5,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local_low_confidence,OFF_TOPIC,,COMP_DOMESTIC_DIRECT_RISK,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:coupang:coupang_designation_disclosure,self_filler_reference,,
1911,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"구글·네이버 출신 'DDD', 노코드 AI 업무자동화 비법 공개",구글 네이버 출신 ddd 노코드 ai 업무자동화 비법 공개,코리아스타트업포스트,코리아스타트업포스트,"Thu, 16 Jul 2026 07:34:04 GMT","구글·네이버 출신 'DDD', 노코드 AI 업무자동화 비법 공개 코리아스타트업포스트",https://news.google.com/rss/articles/CBMiVEFVX3lxTE5LdTRSZ3JxNnphV201X1NRRGpNdnRpUGEyZG9vXzU0bWRST0F5TXVqbUM2UklQSU9JdUxfbjlDMVV3V0E1dXlTM3oyWHVHcmZhOWt2MA?oc=5,google_rss_네이버 AI when:2d,312.5,16.0,ai_infrastructure_security,ai_infrastructure_security,"구글,네이버",,,,,,,general,14.0,published_yesterday,business_change,event:구글+네이버:ai_infrastructure_security,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,312.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:구글 네이버 출신 ddd 노코드 ai 업무자동화 비법 공개,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:구글 네이버 출신 ddd 노코드 ai 업무자동화 비법 공개,comp_domestic_ai_platform,,
