kind,order,issue_id,category,priority,best_article_id,backup_article_ids,reason,issue_group,issue_family,internal_category,issue_score,titles
selected,1,I043,자사_및_계열사_이슈,4,1869,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,self_filler_reference:하나증권 naver ai 클라우드 신사업 성과 있어야 주가 반등 목표주가 40만원 유지,self_filler_reference,SELF_AFFILIATE_BUSINESS,583.5,"하나증권 “NAVER, AIㆍ클라우드 신사업 성과 있어야 주가 반등⋯목표주가 40만원 유지”"
selected,2,I056,자사_및_계열사_이슈,4,50,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,self_strategic_reference:네이버 카카오 it 투자 4 이상 정보보호에 전략은 달랐다,self_strategic_reference,SELF_AFFILIATE_BUSINESS,490.8,"네이버·카카오, IT 투자 4% 이상 정보보호에…전략은 달랐다"
selected,3,I050,정부_국회,5,246,"239,248,205,244,233,497,606,544,2521",로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전 / 로컬 보조 라벨 / 로컬 보조 라벨 / v26.2: overseas structural industry candidate / v26.2: no central Korean public actor/action for Government section: foreign_public_policy / v26.2: overseas structural industry candidate / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류,global_incident:platform_enforcement:google:app_market_payment_fee,government_platform_regulation,GOV_PLATFORM_REGULATION,566.0,"공정위, 앱마켓서 ‘갑질’한 구글에 8500억 과징금 예고 | [일문일답] 공정위 ""구글 앱마켓 갑질 과징금 최대 8496억원 예상"" | '앱마켓 갑질' 구글 제재 착수… 8천억대 과징금 위기"
selected,4,I052,정부_국회,4,2183,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,global_incident:platform_enforcement:coupang:privacy_data_violation,government_platform_regulation,GOV_PLATFORM_REGULATION,564.5,"미 하원 법사위, 쿠팡 개인정보 유출 관련 중간보고서에서 ""한국 정부가 차별적 공격"""
selected,5,I053,정부_국회,4,2167,"2216,2263,2206,2258,2232,2165",로컬 보조 라벨 / v26.2: overseas structural industry candidate / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,global_incident:platform_regulation:coupang:platform_operator_obligation,comp_domestic_public_infra,COMPETITOR_PLATFORM_RISK,550.0,"美 하원 법사위, 韓 정부 ‘쿠팡 규제’ 비판…“한미 FTA 위반” | 美하원 법사위 “韓, 쿠팡 등 미국기업에 과도한 규제”…중간보고서 발표 | [속보]美하원 ""韓정부, 쿠팡 차별적 규제…한미 무역 합의 위반"""
selected,6,I001,경쟁사_해외이슈,4,1870,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버 엔비디아 손잡고 ai 팩토리 승부수 문제는 수익화 시간표,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"네이버, 엔비디아 손잡고 AI 팩토리 승부수…문제는 ‘수익화 시간표’"
selected,7,I002,경쟁사_해외이슈,4,1765,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:한국투자 네이버 ai 팩토리 사업 매력적 적절한 시점 유의미한 전략 변화,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"한국투자 ""네이버 AI 팩토리 사업 매력적, 적절한 시점 유의미한 전략 변화"""
selected,8,I003,경쟁사_해외이슈,4,1902,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:이제 네이버에서 대화로 검색 ai탭 정식 출시,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,이제 네이버에서 대화로 검색... 'AI탭' 정식 출시
selected,9,I004,경쟁사_해외이슈,4,2117,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_public_infra:kt 양자보안 시장 선점 나선다 qkd pqc 결합 통신망 확대,comp_domestic_public_infra,COMPETITOR_PLATFORM_RISK,631.5,"KT, 양자보안 시장 선점 나선다…QKD·PQC 결합 통신망 확대"
selected,10,I005,경쟁사_해외이슈,4,1940,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버 ai탭 도입 전후 검색엔진 점유율 2026년 자료 인터넷 트렌드,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,네이버 ‘AI탭’ 도입 전후 검색엔진 점유율(2026년) - 자료: 인터넷 트렌드
selected,11,I057,정부_국회,4,2179,517,로컬 보조 라벨 / v26.2: overseas structural industry candidate / v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,global_incident:platform_regulation:coupang:coupang_designation_disclosure,comp_domestic_direct_risk,COMPETITOR_PLATFORM_RISK,488.0,"엄벌하면 사고 안 칠까? 쿠팡 최대 과징금 갑론을박 | 美 하원 韓, 쿠팡 등 미국 기업 차별…공정위 규제 직격"
selected,12,I069,정부_국회,4,3190,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,government_ai_core_policy:미르의 글로벌 레이더 텐스토렌트 ai 처리성능 신기록 삼성 현대차 등 국내 대기업 투자,government_ai_core_policy,GOV_AI_DIGITAL_POLICY,426.5,"[미르의 글로벌 레이더]텐스토렌트, AI 처리성능 ‘신기록’…삼성·현대차 등 국내 대기업 투자"
selected,13,I070,자사_및_계열사_이슈,5,2374,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,global_incident:privacy_security:kakao:kakao,self_legal_regulatory,SELF_DIRECT_RISK,425.8,토스vs카카오 광고노출 방해 소송전 '고소 취하'로 마무리
selected,14,I071,자사_및_계열사_이슈,5,101,"11,87,110,102,53,103,100,111",로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,카카오 노조 임단협/파업 및 내부 갈등,self_labor,SELF_DIRECT_RISK,416.4,"카카오 노조, 집회 대신 '로그아웃'…2차 파업 승부수 왜 : 네이버 블로그 | NC 노조, 카카오 파업 연대 성명…""IT·게임 산업 전체 문제"" | 노조의 몽니?⋯카카오 파업 진통 결국 하반기까지"
backup,1,I006,경쟁사_해외이슈,4,2070,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_public_infra:kt 양자암호통신 연구 넘어 서비스로 공공 국방 보안 확대,comp_domestic_public_infra,COMPETITOR_PLATFORM_RISK,631.5,"KT, 양자암호통신 연구 넘어 서비스로…공공·국방 보안 확대"
backup,2,I007,경쟁사_해외이슈,4,2094,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_public_infra:kt 양자보안 사업 확대 국방 pqc 전환 제주망 개발,comp_domestic_public_infra,COMPETITOR_PLATFORM_RISK,631.5,"KT, 양자보안 사업 확대…국방 PQC 전환·제주망 개발"
backup,3,I008,경쟁사_해외이슈,4,1768,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:노타 비전 에이전트 nva 네이버클라우드 마켓 입점,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"노타 비전 에이전트 ‘NVA’, 네이버클라우드 마켓 입점"
backup,4,I009,경쟁사_해외이슈,4,1772,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:노타 비전 에이전트 nva 네이버클라우드 마켓플레이스 등재,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"노타 비전 에이전트 'NVA', 네이버클라우드 마켓플레이스 등재"
backup,5,I010,경쟁사_해외이슈,4,1889,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:하나증권 naver ai 클라우드 신사업 성과 있어야 주가 반등 목표주가 40만원 유지,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"하나증권 ""NAVER, AI·클라우드 신사업 성과 있어야 주가 반등···목표주가 40만원 유지"""
backup,6,I011,경쟁사_해외이슈,4,1764,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:노타 영상관제 ai nva 네이버클라우드 마켓플레이스 입점,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"노타, 영상관제 AI ‘NVA’ 네이버클라우드 마켓플레이스 입점"
backup,7,I012,경쟁사_해외이슈,4,1827,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:검색보다 대화 네이버 ai 쇼핑 에이전트 정식 출시,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"‘검색보다 대화’…네이버, AI 쇼핑 에이전트 정식 출시"
backup,8,I013,경쟁사_해외이슈,4,1867,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버웹툰 웹툰 ip 기반 ai 스토리챗 바이어스 출시,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버웹툰, 웹툰 IP 기반 AI 스토리챗 '바이어스' 출시"
backup,9,I014,경쟁사_해외이슈,4,1864,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:웹툰 속 주인공 되는 ai챗 네이버웹툰 바이어스 출시,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"“웹툰 속 주인공 되는 AI챗”…네이버웹툰, ‘바이어스’ 출시"
backup,10,I015,경쟁사_해외이슈,4,1847,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:종목분석 네이버 ai탭 수익화 주목 네오클라우드 변수,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,[종목분석] 네이버 AI탭 수익화 주목…네오클라우드 변수
backup,11,I016,경쟁사_해외이슈,4,2158,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_strategy:lgu+ 지속가능경영보고서 발간 정보보안 강화 내용 고도화,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,615.5,"LGU+, 지속가능경영보고서 발간...정보보안 강화 내용 고도화"
backup,12,I017,경쟁사_해외이슈,4,2147,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_strategy:글로벌 투자자 눈에 비친 통신3사 lgu+ 거버넌스 우려 가장 커,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,615.5,"글로벌 투자자 눈에 비친 통신3사…""LGU+ 거버넌스 우려 가장 커"""
backup,13,I018,경쟁사_해외이슈,4,1980,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_strategy:skt 퀀텀코리아서 차세대 양자암호 기술 공개,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,615.5,"SKT, 퀀텀코리아서 차세대 양자암호 기술 공개"
backup,14,I019,경쟁사_해외이슈,4,2166,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_strategy:보안투자액 톱3 삼성전자 쿠팡 kt 순 자율공시 기업 30 증가,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,615.5,"보안투자액 톱3, 삼성전자·쿠팡·KT 순... 자율공시 기업 30% 증가"
backup,15,I020,경쟁사_해외이슈,4,2124,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_strategy:kt 양자보안 특허 28건 기술 이전 12건 완료 pqc 역량 키울 것,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,615.5,"KT, 양자보안 특허 28건·기술 이전 12건 완료…“PQC 역량 키울 것”"
backup,16,I021,경쟁사_해외이슈,4,2019,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_strategy:skt 퀀텀코리아 2026 참가 6g 드론 cctv용 보안칩 공개,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,615.5,"SKT, '퀀텀코리아 2026' 참가…6G 드론·CCTV용 보안칩 공개"
backup,17,I022,경쟁사_해외이슈,4,2157,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_strategy:통신3사 7월 맞이 경영 전략 공개 skt는 정보보안 kt는 요금 혁신 lgu+는 esg,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,615.5,"통신3사, 7월 맞이 경영 전략 공개…SKT는 정보보안, KT는 요금 혁신, LGU+는 ESG"
backup,18,I023,경쟁사_해외이슈,4,2002,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_strategy:skt 손톱 크기 칩에 양자보안 담는다 퀀텀코리아에서 기술 공개,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,615.5,"SKT, 손톱 크기 칩에 ‘양자보안’ 담는다...퀀텀코리아에서 기술 공개"
backup,19,I024,경쟁사_해외이슈,4,2038,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_strategy:skt kt 퀀텀코리아 출격 차세대 양자보안 선봬,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,615.5,"SKT·KT, 퀀텀코리아 출격…차세대 양자보안 선봬"
backup,20,I025,경쟁사_해외이슈,4,2078,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_strategy:kt 양자암호로 완전 보안 구현 신사업 경쟁력 강화,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,615.5,"KT, 양자암호로 ‘완전 보안’ 구현…신사업 경쟁력 강화"
backup,21,I026,경쟁사_해외이슈,4,2067,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_strategy:kt 양자암호통신 시장 선점 속도 전 구간 보안 체계 구축,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,615.5,"KT, 양자암호통신 시장 선점 속도…전 구간 보안 체계 구축"
backup,22,I027,경쟁사_해외이슈,4,1994,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_strategy:skt 퀀텀코리아서 양자보안 혁신 공개 고객 서비스 경쟁력도 입증,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,615.5,"SKT, 퀀텀코리아서 양자보안 혁신 공개…고객 서비스 경쟁력도 입증"
backup,23,I028,경쟁사_해외이슈,4,2057,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_strategy:kt qkd pqc 장점만 모았다 하이브리드 양자보안 시동,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,615.5,"KT, QKD·PQC 장점만 모았다…'하이브리드 양자보안' 시동"
backup,24,I029,경쟁사_해외이슈,4,1996,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_strategy:skt 30km 무선 양자암호 뚫었다 위성 6g 초공간 보안 선점 박차,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,615.5,"SKT, 30km 무선 양자암호 뚫었다… 위성·6G 초공간 보안 선점 박차"
