kind,order,issue_id,category,priority,best_article_id,backup_article_ids,reason,issue_group,issue_family,internal_category,issue_score,titles
selected,1,I029,자사_및_계열사_이슈,5,27,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,self_direct_risk:네이버 카카오 2분기 실적도 광고 커머스가 살렸다,self_direct_risk,SELF_DIRECT_RISK,610.8,"네이버·카카오 2분기 실적도 광고, 커머스가 살렸다"
selected,2,I031,자사_및_계열사_이슈,4,351,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,self_strategic_reference:허위정보법 대상 사업자 공개 네이버 카카오 구글 등 8곳,self_strategic_reference,SELF_AFFILIATE_BUSINESS,605.8,허위정보법 대상 사업자 공개…네이버·카카오·구글 등 8곳
selected,3,I001,정부_국회,5,168,"1127,2433,2414,2372,2419,2375,2434,2410,2385",로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전 / 로컬 보조 라벨 / 로컬 보조 라벨 / v26.2: overseas structural industry candidate / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate / v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate / v40: 직접 리스크는 아니지만 자사 사업 확장·,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,711.0,"카카오-KT cloud, AI 보안 툴 통합·관리 플랫폼 공동 구축 | 금융감독원 ‘AI 사령탑’ 신설…GPU 인프라 확보 나서나 | KT, 통신 본업에 AI 성장 더한다…1GW 데이터센터 확장 기대-NH"
selected,4,I002,정부_국회,5,2093,"716,768,2215,2100",로컬 보조 라벨 / 로컬 보조 라벨 / v26.2: overseas structural industry candidate,global_incident:platform_regulation:naver:platform_content_moderation_obligation,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,701.5,"정부, 네이버·구글 등 8곳 '허위조작정보 대응' 의무 플랫폼 지정 | 방미통위 ""네이버·구글 등 8곳 허위조작정보 대응 의무 사업자"" | 방미통위, 허위조작정보법 적용 대상 8개 플랫폼 지정…네이버·구글·X 포함"
selected,5,I040,정부_국회,4,2240,"2235,2205,2105,2114,2772,857",로컬 보조 라벨 / v26.2: overseas structural industry candidate / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate / v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,global_incident:platform_regulation:naver:platform_regulation,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,527.0,"이찬진 금융감독원장이 7일 경기 성남시 네이버1784에서 열린 모험자본 투자 플랫폼 출범식에 참석해 모험자본 투자 플랫폼 시연을 하고 있다. | 네이버페이 개최 모험자본 투자 플랫폼 출범식이 7일 경기 성남시 네이버1784에서 열렸다. 이찬진 금융감독원장을 비롯함 참석자들이 출범 세리머니를 하고 있다. 앞줄 왼쪽 다섯번째부터 황성엽 금융투자협회장, 이찬진 금융감독원장, 박상진 네이버페이 대표, 송병준 | 허위정보 대응 의무 플랫폼 공개…네이버·구글 등 8곳 지정"
selected,6,I003,경쟁사_해외이슈,4,2125,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:주가 누른 네이버 데이터센터 완공 땐 13조 가치,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,주가 누른 네이버 데이터센터… “완공 땐 13조 가치”
selected,7,I005,경쟁사_해외이슈,4,2153,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버클라우드 미스트랄ai 제조 ai 동맹 소버린 ai로 글로벌 공략,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버클라우드 - 미스트랄AI, 제조 AI 동맹 … ‘소버린 AI’로 글로벌 공략"
selected,8,I006,경쟁사_해외이슈,4,2143,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버클라우드 미스트랄ai와 전방위 파트너십 체결 글로벌 제조ai 수요 공략,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버클라우드, 미스트랄AI와 전방위 파트너십 체결…""글로벌 제조AI 수요 공략"""
selected,9,I007,경쟁사_해외이슈,4,2139,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버클라우드 미스트랄 ai와 제조 ax 위한 소버린 ai 동맹,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버클라우드, 미스트랄 AI와 제조 AX 위한 '소버린 AI' 동맹"
selected,10,I008,경쟁사_해외이슈,4,2239,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버가 인공지능 ai 뮤직 서비스 바이브 vibe 에 새로운 음원 사용료 정산 시스템 vps vibe pa,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,네이버가 인공지능(AI) 뮤직 서비스 바이브(VIBE)에 새로운 음원 사용료 정산 시스템 VPS(VIBE Payment System)를 상반기 도입한다. 이용자가 낸 스트리밍 요금이 실제 들은 음악 저작권자에게만 전달되는 게 핵심이다.
selected,11,I035,자사_및_계열사_이슈,4,2152,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,self_filler_reference:네이버 ai탭 안전성까지 챙긴다 asf 2 0 공개,self_filler_reference,SELF_AFFILIATE_BUSINESS,583.5,"네이버, AI탭 안전성까지 챙긴다…‘ASF 2.0’ 공개"
selected,12,I041,정부_국회,4,456,"2803,2203,79,712",v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영 / 로컬 보조 라벨,global_incident:platform_regulation:kakao:platform_operator_obligation,self_strategic_reference,SELF_AFFILIATE_BUSINESS,524.8,허위정보법 적용 플랫폼 공개…네이버·카카오·구글 등 8곳 | 허위정보법 적용 플랫폼 공개…네이버·카카오·구글 등 8곳 | 허위정보법 적용 플랫폼 공개…네이버·카카오·구글 등 8곳
selected,13,I044,정부_국회,5,453,"743,760,775",로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전 / 로컬 보조 라벨 / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류,global_incident:platform_regulation:platform_sector:platform_operator_obligation,government_regulatory_enforcement,GOV_PLATFORM_REGULATION,509.0,"네카오, '가짜뉴스 처벌법' 규제 대상…해외 플랫폼 제재는 한계(종합) | 방미통위 ""가짜뉴스 제재, 뉴토끼 등 불법 플랫폼은 쉽지 않아"" | 방미통위, 불법·허위정보 가이드라인 배포…플랫폼 책임 기준 구체화"
selected,14,I045,자사_및_계열사_이슈,5,135,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,self_direct_risk:카카오페이 ai 어닝콜 출시 해외기업 실적 실시간으로 번역,self_direct_risk,SELF_DIRECT_RISK,496.8,카카오페이證 'AI 어닝콜' 출시... 해외기업 실적 실시간으로 번역
backup,1,I004,정부_국회,4,711,"2197,421",로컬 보조 라벨 / v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,global_incident:platform_regulation:kakao:platform_content_moderation_obligation,platform_obligation,SELF_AFFILIATE_BUSINESS,650.5,"방미통위, 허위조작정보 대응 의무 사업자로 네이버·카카오·구글·메타 포함 8곳 지정 | 네이버·카카오·구글 등 8개 플랫폼, 허위조작정보 대응 의무 적용 | 네이버·카카오·구글 등 8곳 정통망법 대상… 전체공개 게시물에 자율규제 적용"
backup,2,I009,경쟁사_해외이슈,4,2110,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버 ai탭 확산에 검색 제휴 언론사 생존 시험대,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,네이버 AI탭 확산에 검색 제휴 언론사 생존 시험대
backup,3,I010,경쟁사_해외이슈,4,2138,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:포털 도입 독파모 ai 네이버 검색에 도전장,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"포털 도입 독파모 AI, 네이버 검색에 도전장"
backup,4,I011,경쟁사_해외이슈,4,2254,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버 전 서비스에 ai 에이전트 도입 연내 쇼핑 건강 확장,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버, 전 서비스에 'AI 에이전트' 도입…연내 쇼핑·건강 확장"
backup,5,I012,경쟁사_해외이슈,4,2102,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버클라우드 미스트랄ai와 제조 ai 혁신 미국 빅테크와 경쟁,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버클라우드, 佛 미스트랄AI와 제조 AI 혁신…“미국 빅테크와 경쟁”"
backup,6,I013,경쟁사_해외이슈,4,2151,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버클라우드 미스트랄ai와 제조 특화 소버린 ai 동맹,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버클라우드, 미스트랄AI와 제조 특화 소버린 AI '동맹'"
backup,7,I014,경쟁사_해외이슈,4,2250,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버클라우드 미스트랄 제조업 특화 소버린 ai 동맹,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,네이버클라우드·佛 미스트랄 … 제조업 특화 '소버린 AI' 동맹
backup,8,I015,경쟁사_해외이슈,4,2169,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:제조 ai 공략 네이버클라우드 미스트랄ai와 전방위 협력,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"제조 AI 공략⋯네이버클라우드, 佛 미스트랄AI와 전방위 협력"
backup,9,I016,경쟁사_해외이슈,4,2259,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:이용자 서비스까지 ai 안전성 확대 네이버 asf 2 0 공개,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"“이용자·서비스까지 AI 안전성 확대”…네이버, ASF 2.0 공개"
backup,10,I017,경쟁사_해외이슈,4,2260,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버클라우드 미스트랄 ai와 손잡고 제조 ai 시장 정조준,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버클라우드, 미스트랄 AI와 손잡고 ‘제조 AI 시장’ 정조준"
backup,11,I018,경쟁사_해외이슈,4,1993,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버 ai 안전관리 asf 2 0 출시 서비스 전 과정 관리,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버, AI 안전관리 'ASF 2.0' 출시…서비스 전 과정 관리"
backup,12,I019,경쟁사_해외이슈,4,2161,,로컬 보조 라벨,comp_domestic_ai_platform:네이버클라우드 미스트랄ai와 동맹 글로벌 제조시장 공략,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,619.5,"네이버클라우드, 미스트랄AI와 동맹…글로벌 제조시장 공략"
