id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v27_event_key,v26가드레일사유,v32_weak_non_digital_gov
2148,경쟁사/해외이슈,경쟁사_해외이슈,LGU+,"LGU+, 지엔씨에너지와 손잡고 AI데이터센터 전력망 강화",lgu+ 지엔씨에너지와 손잡고 ai데이터센터 전력망 강화,MSN,MSN,"Sat, 11 Jul 2026 17:09:28 GMT","LGU+, 지엔씨에너지와 손잡고 AI데이터센터 전력망 강화 MSN",https://news.google.com/rss/articles/CBMi8gNBVV95cUxOeXRBdXpPZWtFSS1DWEFQNU16ZFFsVUlDVGp1U19GSGdjU2x6cFU3c1hKaEFSb21fNGliQ0l4ZkdhYjJFZThzWnkzSmt5N092ZXBnMG96eEJ3WlNITUJ3a2lIT3RUTW91SUJuMEVHNVYtSnFZWmJ1WGFkWEl2WHUzNEdKMWl2eWFOQ0Z2T2VkQTJ2LVRpbDlRQ3Zoek1jRlY4anhOdGlJMENLN1llYWh0UWxEdXN5azQtVHpBbHlXTU9xQTdoOE1WUlhwMEFuOTFBdDR0Zm8zdE41bkpqdDlyRHZoTUFLSEpnS2xSaTNqb29kZnFYQXBOSU5IUk80Vkk0cVUtWFNvdzJZa2h1V3BzUk05WTJydGpXWlRYd2p4ZUpBR1FZWlhVUGx1S29sQkpvdU85QzZuOHBnaVdrUWQwX1h5Z1JmVWZQa1NjOWFmS3JRYnBpVzlyUVBBX00yOXhKSVJ5bmtMZVJCdFY3WjFGYS1XdU50NHBPLVVuYVlaTXd0RUZpQ3l3b3hGOFZsd0w3SE5FVjRwc053c1RZVm1EblpGUnpWcXZ2VFFfRUpLUlBWeERFSWUtc1lVeXFubnlGajAtTTBVOTVuUEVrQUl5RVd1WWRHci1aV1NDNmlwRTFLeEJRV2VEbG1CMnhLRDI1cmc?oc=5,google_rss_LGU+ when:4d,355.5,21.0,"ai_infrastructure_security,aidc_datacenter",aidc_law_power,LGU+,,,,,,,general,14.0,published_yesterday,business_change,event:LGU+:ai_infrastructure_security+aidc_datacenter,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,355.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_PUBLIC_INFRA,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_public_infra,,,,
1902,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버 D2SF, AI 보안 스타트업 에임인텔리전스에 신규 투자",네이버 d2sf ai 보안 스타트업 에임인텔리전스에 신규 투자,MSN,MSN,"Sun, 12 Jul 2026 02:13:57 GMT","네이버 D2SF, AI 보안 스타트업 에임인텔리전스에 신규 투자 MSN",https://news.google.com/rss/articles/CBMigARBVV95cUxNYWZDTk9LazBqQnRsa1MtLUVJOFZtZnZZOWRYZDhDNjhfODZmc3I5YlBfLUItcHF5MGRJT1JaQWFpM2d3R3FxXzc5YTVuV0luSVc3a0lyblZHbUZzTnppcjh5T0RUZjZLcDB0cDJZTEpiY0p6dFJvYXQtRHgtNWEyNHF4TnNobU9mSURBWnpCXzJnRXQ0MHYyYlNYUmhtUHBvZGtpdmdicjN5eHpMd291b1FJSUxQWjI2LXVEY3JNSk16cFAxS0FYdGwzdy1zUGltcTBsei10ZHFMc3lLbEJZbXVNdFJSbFoxUUtESXpVem56N0xNVXFvei1Mb0ZnaDJiQVlXU1E2SHdraTVnTUFWSDBnTVlqR3E2VlhleGFUckVnd3dKdks1d3VoLU1XLUhfODE2aFBHXzZwSXNzYldqS3hYajNwUFplTW9lbzVXWkpRVUJUaGV1Zm5uWEFQekVzaVNMTi1vWkNqZXNqWURHSkhEd0d4V0g4ZFFuS0JRelltZEM3Y2s3S3N4MTBLc1hacklzOEVZeVcwUXRMU3RvbmNLMFlsbFhPZUEtZWQ2NzlmRlkwTzNvS1lwQjlRYnQyV3VhbVN1WkU3cDlxOHcteHYxMFI1STk0VVpNUWVhTXlWZTRSUVAxMnIzRkQwZXp6a2lLaEtneFlidUZiTFhwTw?oc=5,google_rss_네이버 AI when:4d,330.0,27.5,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,네이버,,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:ai_security_policy:naver:ai_security_policy,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,330.0,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,global_incident:ai_security_policy:naver:ai_security_policy:general,global_incident:ai_security_policy:naver:ai_security_policy,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,global_incident:ai_security_policy:naver:ai_security_policy,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:naver:ai_security_policy,comp_domestic_ai_platform,,,,
240,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,엔비디아 올라탄 네이버…안방 갇힌 '글로벌 카카오',엔비디아 올라탄 네이버 안방 갇힌 글로벌 카카오,MSN,MSN,"Thu, 09 Jul 2026 21:00:46 GMT",엔비디아 올라탄 네이버…안방 갇힌 '글로벌 카카오' MSN,https://news.google.com/rss/articles/CBMi7ANBVV95cUxObGN1QXk5MzFlTmJGR1ZGM2xCTlc5QTZFalNJREdFb3ZpX2lDUnNaY0dMS0ktNWtIWTg3dGRuYnlEM2FKdHRrR1IzRE51UVJSNEFucVRWeGlKaUQwSzhwNVREWE1waWZYUDAxd25NSkdmZUxBX2w4VUNrbF9pV3ZUcmgtckxmMXh2QjJzYkVWdWQzbGJGeHAxZ2h1elk3dzAtY3Z0MTVtNVpvcVVfZUg3aXVXdk5tQlRwYW1VVDB3dUgzN3V1YjdnQjgwVXhkUk1KVF9xZHgzcnJZZHN4SEhzWWNmSDFNWlFTTXAtY1Z2QThiV0dzQjRRVUpUaGhpTUx3OGxBWjc3MGNZVWVyZnotY1ZBckJiT3JWbGR6cndxb3A4bUJKRUxfMjREckNfM3N1cnJMOHNhQkJwLW1WUWU4aEZGdlNkM0VwMGZzQWxUNXZIWUljMDdPaHFfMTdvWWtMMTRqbUtWdGFFLWFuOVBQTE5ZOFllNjFvYzVlSFJ2OWZpN3ljVEpQU2Y5U1dtVDdkQTVWaUt3VDJmUDBLVzhrdjZ1WEItQVdpZDU1Tnp6MGN0VVM2MjVUV244S0k0WGx5VEduTTRuS2xpVlgtNjkyTFNHV19HbzVlMnVYS3V1N21ld1ktaFFjOWlNY3E?oc=5,google_rss_카카오 김범수 when:4d,330.0,13.0,,,"네이버,카카오",,,,,,,general,0.0,,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,330.0,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:엔비디아 올라탄 네이버 안방 갇힌 글로벌 카카오,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,COMP_DOMESTIC_STRATEGY,mixed,,카카오 현직자가 사업 방향과 외부 질의 가능성을 참고할 실질 변화,self_strategic_reference:엔비디아 올라탄 네이버 안방 갇힌 글로벌 카카오,self_strategic_reference,,,,
2021,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"SKT·KT, 국내 최대 양자 전시회서 차세대 보안 기술 뽐낸다",skt kt 국내 최대 양자 전시회서 차세대 보안 기술 뽐낸다,MSN,MSN,"Sun, 12 Jul 2026 17:08:05 GMT","SKT·KT, 국내 최대 양자 전시회서 차세대 보안 기술 뽐낸다 MSN",https://news.google.com/rss/articles/CBMi9wNBVV95cUxNZnlLUmpCc0tFSVhDYzJRZEIxb0l0M2JwdmxET1NlN1U3bU9kZHVWZnRGbURrWGRHMFVHMDlvUnIxQk44UlFSeDlhWWYwVThDdWptTVBNOGRTN094RVVBcjgzaEVqLVpSbHB0Y2hGQTBjMmxrbEpUZFZKdUtQS0NlNU1mYjl0Z2MzajlNX3NoTjJKeC00WkJiT0tLQXZ6TW5Da0NobTBIaklhaFpEbjZnRWc4M2FQc0dYVWhUVmJ5a2QxZkk2UDJjQVNXYUVtQTBJem0xMGl6ZFB4UFBQel8wYlMxMjAxQXVRU1Z6S1ItTUZUYmwwTlpGU3lkQ2h4V1J3ZXVJZVFKeGdtbUpvVXRsM0NkWWxPS3F4Ry1ELUtWd2d0TVlrdnotYlh1QnZfNmRBN0xrZHhHT2dsYnJvcHUtZGZKR1dvdnFENU93dnJxTnM2RF80UmQ5V095YldVY1p5cnNBbnBvblNyMGtVZ2x3Tjg4WjNpbXhKRVRCblUtOUoweXRMZHQ2VDZIYzNPVlBhMzQwZzg2T0xSdTIxUFdRNUdjdFdMWUlYUm1SV1AxLUtjT0FBcWN1eGdCa3ZQU1NXSTh3dElpWXlhQTRJdUsxRE1DckE2b09pc3ZvQUVSV1pGNjdfeW1UbUV5dkVOamU3NjczdTdlaw?oc=5,google_rss_SKT when:4d,328.0,21.0,"phishing_security,privacy_security_reliability,self_pr_promo",security_general,"KT,SKT",,,,,,,general,24.0,published_today,direct_risk,event:KT+SKT:phishing_security+privacy_security_reliability,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,328.0,privacy_security_reliability,competitor:security_reliability,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:skt kt 국내 최대 양자 전시회서 차세대 보안 기술 뽐낸다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:skt kt 국내 최대 양자 전시회서 차세대 보안 기술 뽐낸다,comp_domestic_strategy,,,,
2098,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 정보보호 자문위 출범…'AX 플랫폼 컴퍼니' 보안체계 고도화",kt 정보보호 자문위 출범 ax 플랫폼 컴퍼니 보안체계 고도화,블로터,블로터,"Sun, 12 Jul 2026 09:30:00 GMT","KT, 정보보호 자문위 출범…'AX 플랫폼 컴퍼니' 보안체계 고도화 블로터",https://news.google.com/rss/articles/CBMiaEFVX3lxTFBlSTJQUFA1NFBGcjA5REpfbkZfaUxETWxSSHF2Q25nQ0ZZLW94bDhkU3JoMURuWGNnM1lXcTd6RmpfdkFDbS0teFBYeGI3NTF2d2xIN3NfLXlraTUxOTk4cC1KRnYtblJ10gFsQVVfeXFMT1hiQkJTWVlFNi1SWjRUMXE3Z3ZObUM1UVdhd3A3d1R1RG5jRVROekV1UjFZQy02d0VzY2gwZUhnZW95S2xxZVFJY3k2YUw3Y3hHOGVSN2JFX2NlOU9HRkM1SElpS21IRkJfZ2p6?oc=5,google_rss_KT when:4d,327.5,25.0,"market_power_platform,phishing_security,privacy_security_reliability",security_general,KT,,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:platform_regulation:kt:platform_regulation,action_started,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,327.5,"privacy_security_reliability,market_power_platform",competitor:regulatory_enforcement,global_incident:platform_regulation:kt:platform_regulation:general,global_incident:platform_regulation:kt:platform_regulation,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,,
2149,경쟁사/해외이슈,경쟁사_해외이슈,LGU+,"LGU+, 통신사 최초 AI 보안 전담 조직 신설… '미토스發' 위협 대응",lgu+ 통신사 최초 ai 보안 전담 조직 신설 미토스 위협 대응,MSN,MSN,"Thu, 09 Jul 2026 16:41:59 GMT","LGU+, 통신사 최초 AI 보안 전담 조직 신설… '미토스發' 위협 대응 MSN",https://news.google.com/rss/articles/CBMihARBVV95cUxPdnZ2dVhfTlg3aFFuNGtHRXBvV0Q2SUxoYlhSZ0NPYU9NeVVVWTJta0hlMTJaTVdWZDA2TmtaUW8wWE00OEpCRGhZaTRmX2FMbXZtZ0JGMTdpeTJYZ0Nib1R4c1NjbVdYekFES3JMbmJzTmdkYXhXOHEtT2RFeTVpNjdpU0lFcjBZbm1YclZTZFhMWTI4Uml5RGcwcDNEa21yeXI1NlhuVzJHUUdfSWhHZUlVcUQ0ZHMzdFB5UEY5Q3VELUo4SVA5aDdaRy1TcHRlZldTeGtReUJhN2NzbnhtdkU5ZUN6WDVrMktEQXBpdHZxRVhNQ1ZVRkczRm5FMUoxV0FKNzItTlVlSFNsZEFmRV9YY0ZfLUhGdnJNeDFBMy1lRnlZb2U1cHo0RjVmQU85b3N5QWU5RjlnRjdfZnpudUh6d1pkSTFBZDJkVU5uWlA0WXZpRmxxUERVWmhMSDJ4al8wTG1KQnJMMTFFOFBpVEtrRjNOb3pmNGJLVUNKTjdQNjREMXVyZ2VBODVianprOFZlR2txbGVxQXczMk1yWU4zTWVBRC03UDdrcXd5NWtVWDRWby1jX0ZTTE9ONjUwVHU0TXI4dzhkVGlRRGNUYS1mSDB5MFlEQWJSZUdhZldIUkpES0pTRGVuZmdidkkzTXY5NUFEaHpkRlg2bDdvREU5a1A?oc=5,google_rss_LGU+ when:4d,324.0,25.0,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,"LGU+,앤트로픽,토스",,,,,,,general,0.0,,direct_risk,global_incident:ai_security_policy:toss:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,toss,324.0,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,global_incident:ai_security_policy:toss:anthropic_glasswing_security:general,global_incident:ai_security_policy:toss:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,global_incident:ai_security_policy:toss:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:toss:anthropic_glasswing_security,comp_domestic_ai_platform,,,,
2138,경쟁사/해외이슈,경쟁사_해외이슈,LGU+,"LGU+, 양자보안 통신 지연 ‘150ms 이내’로…국제표준화 추진",lgu+ 양자보안 통신 지연 150ms 이내로 국제표준화 추진,마이데일리,마이데일리,"Sun, 12 Jul 2026 07:54:57 GMT","LGU+, 양자보안 통신 지연 ‘150ms 이내’로…국제표준화 추진 마이데일리",https://news.google.com/rss/articles/CBMiYEFVX3lxTE0zSnFtSmV1Q2RHczVCZzNvaEZTdFh2ZHlMV19lRlpzbDhtNUluRXBMTUczWDlHbEg4enQ0WVR0MTNaWXE4LWl1ZG9mNGxrWS1BZXBER3p0TXRIblRHTGRBUg?oc=5,google_rss_LGU+ when:4d,322.5,18.0,"phishing_security,privacy_security_reliability",security_general,LGU+,,,,,,,general,14.0,published_yesterday,direct_risk,event:LGU+:phishing_security+privacy_security_reliability,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,322.5,privacy_security_reliability,competitor:security_reliability,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:lgu+ 양자보안 통신 지연 150ms 이내로 국제표준화 추진,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:lgu+ 양자보안 통신 지연 150ms 이내로 국제표준화 추진,comp_domestic_strategy,,,,
1907,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버·삼성SDS·엘리스, 2조원 규모 국가 AI GPU 사업자 최종 선정",네이버 삼성sds 엘리스 2조원 규모 국가 ai gpu 사업자 최종 선정,MSN,MSN,"Thu, 09 Jul 2026 22:01:12 GMT","네이버·삼성SDS·엘리스, 2조원 규모 국가 AI GPU 사업자 최종 선정 MSN",https://news.google.com/rss/articles/CBMi8wJBVV95cUxORy1RREFsT0lDRVU0bFFWTi1vVXJaRV9zb05nRVM1T09HSjhzMGdnYUkzaVJHbElrY3NhY3dNSS1hRWs4MmN6V1hfbWRSZGlManpvRnRJbS1kWU00R2lCTXMybXhwdnZtbVhHaU85a1A0ZlBBU3lvelFTMjE0RWNkajRPV1RpWUY2eUlKOWtWODVkZkVyZGJ3MHN0OThSd1FVVzVyX2w1MHBJeE84cXloOGFzTmhncGdRS1VDSnB3TGtCdVRjTk9KOWJPd3lKTW9rZ2ZjS1p5RjQzcTJoQWNIOGxOVUNINk5yRHpIUzEwZno0c19rNUpDVjV4RGo2MkxfOWtJdEI1bWE0TlNIbmphTFlwWDlVUi0zWUkxb2R3a3ROZWVvenBnSVgzeFVIbW1FSXZGTkZGQnI0LTZYOHQwM3hSTG83d2V0UUxfLVpQeU9qQWxqSWFSSWdid2I1b0hWNm9mdFYwV09UcDVPTDZxa3BNTQ?oc=5,google_rss_네이버 AI when:4d,319.5,23.5,"ai_infrastructure_security,aidc_datacenter",aidc_national_center,네이버,,,,,,,general,0.0,,business_change,event:네이버:ai_infrastructure_security+aidc_datacenter,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,319.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,,,
1896,경쟁사/해외이슈,경쟁사_해외이슈,네이버,구글 이어 네이버도 FAQ 대신 ‘AI 검색’,구글 이어 네이버도 faq 대신 ai 검색,헤럴드경제,헤럴드경제,"Fri, 10 Jul 2026 02:33:00 GMT",구글 이어 네이버도 FAQ 대신 ‘AI 검색’ 헤럴드경제,https://news.google.com/rss/articles/CBMiVkFVX3lxTE92djFxSmg0SU5HSEJJTkt5QzlSVDdOS3p6NUxlNnVqR2lteFp1aUYzQ1dSRFlOZkpmLVBBTzduSllXZ2ZOUlVLamRUcXN5TFN2QmZsbUhn?oc=5,google_rss_네이버 AI when:4d,318.0,19.0,"ai_infrastructure_security,search_ads",ai_infrastructure_security,"구글,네이버",,,,,,,general,0.0,,business_change,event:구글+네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,318.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:구글 이어 네이버도 faq 대신 ai 검색,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:구글 이어 네이버도 faq 대신 ai 검색,comp_domestic_ai_platform,,,,
2141,경쟁사/해외이슈,경쟁사_해외이슈,LGU+,"LGU+, 양자보안 통신 지연 '150ms 이내'로…국제표준화 추진",lgu+ 양자보안 통신 지연 150ms 이내 로 국제표준화 추진,네이트,네이트,"Sun, 12 Jul 2026 07:55:00 GMT","LGU+, 양자보안 통신 지연 '150ms 이내'로…국제표준화 추진 네이트",https://news.google.com/rss/articles/CBMiYEFVX3lxTE45VHZ5Z3BfSC1MVGsyWG05MmNTekJvdUN3WGJPUEhCSi1hbmxzbDRTRnZzZnozbHNnTWcxR0JUWDBoS0hJYkVJVHZVMFFOd1ltbzlLMnNVUkVabDF0ckhnQw?oc=5,google_rss_LGU+ when:4d,317.5,18.0,"phishing_security,privacy_security_reliability",security_general,LGU+,,,,,,,general,14.0,published_yesterday,direct_risk,event:LGU+:phishing_security+privacy_security_reliability,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,317.5,privacy_security_reliability,competitor:security_reliability,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:lgu+ 양자보안 통신 지연 150ms 이내 로 국제표준화 추진,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:lgu+ 양자보안 통신 지연 150ms 이내 로 국제표준화 추진,comp_domestic_strategy,,,,
