카테고리,카테고리명,검색어,기사제목,언론사,정규언론사,게시일,RSS게시일,RSS요약,본문전문,본문글자수,본문추출방식,본문품질점수,본문품질사유,중요도점수,본문사용가능,본문정제적용,원래RSS링크,링크,랭킹점수,사건태그,사건단계,원문날짜,원문날짜출처,날짜검증결과,날짜후보수,대표선택점수,개인정보보안사건키,개인정보보안대표보너스,전역사건키,전역사건기본키,전역사건대표보너스,이슈패밀리,정책규제의무,자사홍보성,제외단계,v20_issue_id,v20_issue_group,수집검색어,수집원카테고리,수집JSON카테고리,Gemini판단카테고리,최종카테고리,최종카테고리명,본문상태,최종카테고리검증결과
자사_및_계열사_이슈,자사 및 계열사 이슈,카카오,"추석 병원·주차장 어디서 찾나…네이버·카카오, 연휴 서비스 확대",디지털투데이,디지털투데이,"Wed, 23 Sep 2026 02:44:09 GMT","Wed, 23 Sep 2026 02:44:09 GMT","추석 병원·주차장 어디서 찾나…네이버·카카오, 연휴 서비스 확대 디지털투데이",Google 뉴스가 전세계 매체로부터 종합한 최신 뉴스,30,meta_description_short,-103.0,meta_description_not_full_body,18.5,False,False,https://news.google.com/rss/articles/CBMic0FVX3lxTFBWeGlGTExfeUxENGg2eE5YSlJ4bWd0b3lFR1JLc1NiRUkwMVVVSm1QRU9FRTZUUWFKb1Jrbm04aVA1cDVlUDVLNXJSXzFpaEVJU0hLbDlRMzEyeVI5dVJPTHg1M3NxdXFwNUJ3OWw3X1BUdnM?oc=5,https://news.google.com/rss/articles/CBMic0FVX3lxTFBWeGlGTExfeUxENGg2eE5YSlJ4bWd0b3lFR1JLc1NiRUkwMVVVSm1QRU9FRTZUUWFKb1Jrbm04aVA1cDVlUDVLNXJSXzFpaEVJU0hLbDlRMzEyeVI5dVJPTHg1M3NxdXFwNUJ3OWw3X1BUdnM?oc=5&hl=ko&gl=KR&ceid=KR%3Ako,43.8,,,,no_original_date_found,no_original_date_found_kept,0.0,-151.75,,0.0,,,0.0,,,,issue_representative_attempt,I011,self_strategic_reference:추석 병원 주차장 어디서 찾나 네이버 카카오 연휴 서비스 확대,카카오,자사 및 계열사 이슈,자사_및_계열사_이슈,자사_및_계열사_이슈,자사_및_계열사_이슈,자사 및 계열사 이슈,,
자사_및_계열사_이슈,자사 및 계열사 이슈,MS,'AI 동맹' 엔비디아·MS 손잡은 LG그룹株…고점 회복은 언제쯤[stock&톡],v.daum.net,v.daum.net,"Wed, 23 Sep 2026 01:44:06 GMT","Wed, 23 Sep 2026 01:44:06 GMT",'AI 동맹' 엔비디아·MS 손잡은 LG그룹株…고점 회복은 언제쯤[stock&톡] v.daum.net,Google 뉴스가 전세계 매체로부터 종합한 최신 뉴스,30,meta_description_short,-103.0,meta_description_not_full_body,-100.5,False,False,https://news.google.com/rss/articles/CBMiT0FVX3lxTE52NkExMTdpcEJKYUZ1bkZabmVMa3YySEVwNjRWS29MdEdZREI2aXdzRzhwRUVFNVp6OXBaaDNvQmZhZ1Zaa1JlZzlQSjZCTGc?oc=5,https://news.google.com/rss/articles/CBMiT0FVX3lxTE52NkExMTdpcEJKYUZ1bkZabmVMa3YySEVwNjRWS29MdEdZREI2aXdzRzhwRUVFNVp6OXBaaDNvQmZhZ1Zaa1JlZzlQSjZCTGc?oc=5&hl=ko&gl=KR&ceid=KR%3Ako,206.5,"ai_infrastructure_security,digital_asset_stablecoin",ai_infrastructure_security,,no_original_date_found,no_original_date_found_kept,0.0,-235.05,,0.0,,,0.0,,,,issue_representative_attempt,I030,self_filler_reference:ai 동맹 엔비디아 ms 손잡은 lg그룹 고점 회복은 언제쯤 stock 톡,MS,경쟁사/해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,자사_및_계열사_이슈,자사 및 계열사 이슈,,
정부_국회,정부/국회,네이버,"교섭 공백 두 달째···네이버제트 노조 120명, 이해진·김창욱에 책임 묻는다",시사저널e,시사저널e,"Wed, 23 Sep 2026 05:17:29 GMT","Wed, 23 Sep 2026 05:17:29 GMT","교섭 공백 두 달째···네이버제트 노조 120명, 이해진·김창욱에 책임 묻는다 시사저널e",Google 뉴스가 전세계 매체로부터 종합한 최신 뉴스,30,meta_description_short,-103.0,meta_description_not_full_body,-26.0,False,False,https://news.google.com/rss/articles/CBMidkFVX3lxTE5lRTFnMHBnSDdVS0lVYXktZVQ3alV6cEJnSERCZ0RJcEpJVHotSkJxd194ejFzRHdGUE5KUXM1akRVWkpOTS03di0tR1hUUzFzX1JLVUFkd3JSU09rSUlGa1JUWk1fV2tBUlRVMXpwTEVvdUIwZVHSAXZBVV95cUxOZUUxZzBwZ0g3VUtJVWF5LWVUN2pVenBCZ0hEQmdESXBKSVR6LUpCcXdfeHoxc0R3RlBOSlFzNWpEVVpKTk0tN3YtLUdYVFMxc19SS1VBZHdyUlNPa0lJRmtSVFpNX1drQVJUVTF6cExFb3VCMGVR?oc=5,https://news.google.com/rss/articles/CBMidkFVX3lxTE5lRTFnMHBnSDdVS0lVYXktZVQ3alV6cEJnSERCZ0RJcEpJVHotSkJxd194ejFzRHdGUE5KUXM1akRVWkpOTS03di0tR1hUUzFzX1JLVUFkd3JSU09rSUlGa1JUWk1fV2tBUlRVMXpwTEVvdUIwZVHSAXZBVV95cUxOZUUxZzBwZ0g3VUtJVWF5LWVUN2pVenBCZ0hEQmdESXBKSVR6LUpCcXdfeHoxc0R3RlBOSlFzNWpEVVpKTk0tN3YtLUdYVFMxc19SS1VBZHdyUlNPa0lJRmtSVFpNX1drQVJUVTF6cExFb3VCMGVR?oc=5&hl=ko&gl=KR&ceid=KR%3Ako,158.0,"labor_dispute,labor_negotiation",labor_general,,no_original_date_found,no_original_date_found_kept,0.0,-182.9,,16.0,global_incident:labor_ir:naver:labor_ir:conflict_escalation,global_incident:labor_ir:naver:labor_ir,0.0,,,,issue_representative_attempt,I001,AI 정책 컨트롤타워 인선/공백,네이버,경쟁사/해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,정부_국회,정부/국회,,
정부_국회,정부/국회,국가AI전략위원회,"박홍근 기획예산처 장관…“정부 예산, AI 친화적으로 개편”",동행일보,동행일보,"Tue, 22 Sep 2026 23:40:00 GMT","Tue, 22 Sep 2026 23:40:00 GMT","박홍근 기획예산처 장관…“정부 예산, AI 친화적으로 개편” 동행일보",Google 뉴스가 전세계 매체로부터 종합한 최신 뉴스,30,meta_description_short,-103.0,meta_description_not_full_body,42.5,False,False,https://news.google.com/rss/articles/CBMiaEFVX3lxTE1oNFhIQUpoaWE1c2YxYlcxckduNXNlNDExblFpZTNzS0MwbUNLTXVBd05zUXFLZ2pNVjlObEJwNXczSzJJVVl3d1RlRzd5R1JzTk9nRGEyQVAtUDVoQlFaaExleDhtSi1S?oc=5,https://news.google.com/rss/articles/CBMiaEFVX3lxTE1oNFhIQUpoaWE1c2YxYlcxckduNXNlNDExblFpZTNzS0MwbUNLTXVBd05zUXFLZ2pNVjlObEJwNXczSzJJVVl3d1RlRzd5R1JzTk9nRGEyQVAtUDVoQlFaaExleDhtSi1S?oc=5&hl=ko&gl=KR&ceid=KR%3Ako,86.8,ai_infrastructure_security,ai_infrastructure_security,,no_original_date_found,no_original_date_found_kept,0.0,-134.95,,0.0,,,0.0,,,,issue_representative_attempt,I001,AI 정책 컨트롤타워 인선/공백,국가AI전략위원회,정부/국회,정부_국회,정부_국회,정부_국회,정부/국회,,
정부_국회,정부/국회,정무위원회,"유동수 정무위원장, 조희대 대법원장 강력 비판…“사법부 공백 책임 물을 것”",뉴스투데이,뉴스투데이,"Wed, 23 Sep 2026 00:49:00 GMT","Wed, 23 Sep 2026 00:49:00 GMT","유동수 정무위원장, 조희대 대법원장 강력 비판…“사법부 공백 책임 물을 것” 뉴스투데이",Google 뉴스가 전세계 매체로부터 종합한 최신 뉴스,30,meta_description_short,-103.0,meta_description_not_full_body,-45.5,False,False,https://news.google.com/rss/articles/CBMiXkFVX3lxTE5CU2ZOX1Z4WFZEdzdTTFZoU1lJaFBVV3BTVXdDSklpOXpCSVVmdDgyY1drQUZhYW4tajI0U25MdXBJWTZaRGFIWnItZUhHYmxvbTBlWFQ3emdwaHhTVVE?oc=5,https://news.google.com/rss/articles/CBMiXkFVX3lxTE5CU2ZOX1Z4WFZEdzdTTFZoU1lJaFBVV3BTVXdDSklpOXpCSVVmdDgyY1drQUZhYW4tajI0U25MdXBJWTZaRGFIWnItZUhHYmxvbTBlWFQ3emdwaHhTVVE?oc=5&hl=ko&gl=KR&ceid=KR%3Ako,-56.0,,,,no_original_date_found,no_original_date_found_kept,0.0,-196.55,,0.0,,,0.0,,,,issue_representative_attempt,I001,AI 정책 컨트롤타워 인선/공백,정무위원회,정부/국회,정부_국회,경쟁사_해외이슈,정부_국회,정부/국회,,
정부_국회,정부/국회,플랫폼 산업 동향,"Mavenir-Neysa, 통신사업자·기업·네오클라우드 위한 AI 네이티브 인프라 제공 위해 협력",CEO경제신문,CEO경제신문,"Wed, 23 Sep 2026 07:00:00 GMT","Wed, 23 Sep 2026 07:00:00 GMT","Mavenir-Neysa, 통신사업자·기업·네오클라우드 위한 AI 네이티브 인프라 제공 위해 협력 CEO경제신문",Google 뉴스가 전세계 매체로부터 종합한 최신 뉴스,30,meta_description_short,-103.0,meta_description_not_full_body,-38.5,False,False,https://news.google.com/rss/articles/CBMibEFVX3lxTFBUNGpTQ3JqS2tENG9TRnQ0RUh3SFU2TmFvR3JMbzVCa1B1X0dBNVVCeHU3a3Zxc1pkUXpHZHpKQ3YzaF9GNWhlOUxNdDl6cl9TQnJLSDN6Z0pYSnZUTDRpVmZSclNmQWNVZGVMMg?oc=5,https://news.google.com/rss/articles/CBMibEFVX3lxTFBUNGpTQ3JqS2tENG9TRnQ0RUh3SFU2TmFvR3JMbzVCa1B1X0dBNVVCeHU3a3Zxc1pkUXpHZHpKQ3YzaF9GNWhlOUxNdDl6cl9TQnJLSDN6Z0pYSnZUTDRpVmZSclNmQWNVZGVMMg?oc=5&hl=ko&gl=KR&ceid=KR%3Ako,218.5,ai_infrastructure_security,ai_infrastructure_security,,no_original_date_found,no_original_date_found_kept,0.0,-191.65,,0.0,global_incident:leadership_service:google:leadership_service:general,global_incident:leadership_service:google:leadership_service,0.0,,,,issue_representative_attempt,I006,government_ai_core_policy:mavenir neysa 통신사업자 기업 네오클라우드 위한 ai 네이티브 인프라 제공 위해 협력,플랫폼 산업 동향,산업동향,산업동향,경쟁사_해외이슈,정부_국회,정부/국회,,
정부_국회,정부/국회,과학기술정보통신부,[단독]무신사 개인정보 유출 후 8곳 추가 사고 접수…정부 조사 중,경향신문,경향신문,"Wed, 23 Sep 2026 01:57:00 GMT","Wed, 23 Sep 2026 01:57:00 GMT",[단독]무신사 개인정보 유출 후 8곳 추가 사고 접수…정부 조사 중 경향신문,Google 뉴스가 전세계 매체로부터 종합한 최신 뉴스,30,meta_description_short,-103.0,meta_description_not_full_body,73.5,False,False,https://news.google.com/rss/articles/CBMiX0FVX3lxTE5QZzJOTC1VT3N1ZDZsT0tNUC01eTFiTzYtcFBhN2FVU3UwazVzdnI0cEJ6OGhSQmM2YmJsZUE1cTNOZHVxSm5MVXc0MWtVRklSWWFuVDhnV0NadTAwUk9j0gFfQVVfeXFMTlBnMk5MLVVPc3VkNmxPS01QLTV5MWJPNi1wUGE3YVVTdTBrNXN2cjRwQno4aFJCYzZiYmxlQTVxM05kdXFKbkxVdzQxa1VGSVJZYW5UOGdXQ1p1MDBST2M?oc=5,https://news.google.com/rss/articles/CBMiX0FVX3lxTE5QZzJOTC1VT3N1ZDZsT0tNUC01eTFiTzYtcFBhN2FVU3UwazVzdnI0cEJ6OGhSQmM2YmJsZUE1cTNOZHVxSm5MVXc0MWtVRklSWWFuVDhnV0NadTAwUk9j0gFfQVVfeXFMTlBnMk5MLVVPc3VkNmxPS01QLTV5MWJPNi1wUGE3YVVTdTBrNXN2cjRwQno4aFJCYzZiYmxlQTVxM05kdXFKbkxVdzQxa1VGSVJZYW5UOGdXQ1p1MDBST2M?oc=5&hl=ko&gl=KR&ceid=KR%3Ako,101.6,"phishing_security,privacy_security_reliability",security_privacy_leak,,no_original_date_found,no_original_date_found_kept,0.0,-113.25,privacy_security:google:data_leak:initial_investigation_response,0.0,global_incident:platform_enforcement:google:privacy_data_violation:investigation_review,global_incident:platform_enforcement:google:privacy_data_violation,24.0,,,,issue_representative_attempt,I010,global_incident:platform_regulation:platform_sector:platform_regulation,과학기술정보통신부,정부/국회,정부_국회,정부_국회,정부_국회,정부/국회,,
정부_국회,정부/국회,방송미디어통신위원회,"IPTV 단독상품 가입 막은 통신3사 제재…방미통위, 4900만원 과징금",뉴스토마토,뉴스토마토,"Wed, 23 Sep 2026 09:29:45 GMT","Wed, 23 Sep 2026 09:29:45 GMT","IPTV 단독상품 가입 막은 통신3사 제재…방미통위, 4900만원 과징금 뉴스토마토",Google 뉴스가 전세계 매체로부터 종합한 최신 뉴스,30,meta_description_short,-103.0,meta_description_not_full_body,-5.0,False,False,https://news.google.com/rss/articles/CBMiYEFVX3lxTFBvVHBqZjRTYXJtaWsyaXNhdlhWTWdDN0dEaUlkbU02aUJxMG05c3QtZW5oOXZpdF9KcU9FSUtSbVlXNnFUeFhrbERCb1NDa2QxSmIwaktuODlQWUdVeTFtMA?oc=5,https://news.google.com/rss/articles/CBMiYEFVX3lxTFBvVHBqZjRTYXJtaWsyaXNhdlhWTWdDN0dEaUlkbU02aUJxMG05c3QtZW5oOXZpdF9KcU9FSUtSbVlXNnFUeFhrbERCb1NDa2QxSmIwaktuODlQWUdVeTFtMA?oc=5&hl=ko&gl=KR&ceid=KR%3Ako,21.5,"antitrust_platform,legal_regulatory_enforcement",antitrust_general,,no_original_date_found,no_original_date_found_kept,0.0,-168.2,,54.0,global_incident:platform_regulation:google:platform_regulation:sanction_penalty,global_incident:platform_regulation:google:platform_regulation,24.0,,,,issue_representative_attempt,I010,global_incident:platform_regulation:platform_sector:platform_regulation,방송미디어통신위원회,정부/국회,정부_국회,정부_국회,정부_국회,정부/국회,,
정부_국회,정부/국회,방송미디어통신위원회,"IPTV 단독가입 막은 통신3사…방미통위, 4900만원 과징금",뉴시스,뉴시스,"Wed, 23 Sep 2026 08:14:07 GMT","Wed, 23 Sep 2026 08:14:07 GMT","IPTV 단독가입 막은 통신3사…방미통위, 4900만원 과징금 뉴시스",Google 뉴스가 전세계 매체로부터 종합한 최신 뉴스,30,meta_description_short,-103.0,meta_description_not_full_body,-8.0,False,False,https://news.google.com/rss/articles/CBMiYEFVX3lxTE5XTENNR205bjI4SkM5R1FsYkdtbjk2aUN4Rl94VXNIR2VBdHBGaVl4ODhFWlJCcUZmTWF2bmI4cUw1NEE2WGY4Mi00Q24wVkhtem9laDlIMEU4QVI2V1g1bdIBeEFVX3lxTE1iTFBCTEhlTkg4YmRlbnBLTDYzSVNzSEpiWWEzREZldGVvTVdDREhJRmJsOUhuQjdPZlBfaDl3LTllWV96cHlWcTg3UU1zakVlZjVQQkJuVEVHU2h0am9QeTdOVkJpcHN6dFVwbkRKd1U2dHhNZ0ZvUw?oc=5,https://news.google.com/rss/articles/CBMiYEFVX3lxTE5XTENNR205bjI4SkM5R1FsYkdtbjk2aUN4Rl94VXNIR2VBdHBGaVl4ODhFWlJCcUZmTWF2bmI4cUw1NEE2WGY4Mi00Q24wVkhtem9laDlIMEU4QVI2V1g1bdIBeEFVX3lxTE1iTFBCTEhlTkg4YmRlbnBLTDYzSVNzSEpiWWEzREZldGVvTVdDREhJRmJsOUhuQjdPZlBfaDl3LTllWV96cHlWcTg3UU1zakVlZjVQQkJuVEVHU2h0am9QeTdOVkJpcHN6dFVwbkRKd1U2dHhNZ0ZvUw?oc=5&hl=ko&gl=KR&ceid=KR%3Ako,22.5,"antitrust_platform,legal_regulatory_enforcement",antitrust_general,,no_original_date_found,no_original_date_found_kept,0.0,-156.3,,54.0,global_incident:platform_regulation:google:platform_regulation:sanction_penalty,global_incident:platform_regulation:google:platform_regulation,0.0,,,,issue_representative_attempt,I010,global_incident:platform_regulation:platform_sector:platform_regulation,방송미디어통신위원회,정부/국회,정부_국회,경쟁사_해외이슈,정부_국회,정부/국회,,
정부_국회,정부/국회,플랫폼 산업 동향,"셀프 호스팅 클라우드 플랫폼 시장 크기, 공유, 동향",Spherical Insights,Spherical Insights,"Tue, 22 Sep 2026 15:46:46 GMT","Tue, 22 Sep 2026 15:46:46 GMT","셀프 호스팅 클라우드 플랫폼 시장 크기, 공유, 동향 Spherical Insights",Google 뉴스가 전세계 매체로부터 종합한 최신 뉴스,30,meta_description_short,-103.0,meta_description_not_full_body,-38.5,False,False,https://news.google.com/rss/articles/CBMihAFBVV95cUxOZ3J2M19xaUViMzE1cXd2Q2o2aUdPeUIxenFDb2lzV2haQnpEQmVUdVZQRHd1eWMzSklkRzBEQm83SlZwWmNTUnVMYkVHcWhVazZtdWJuUzJHTTVObUFobnduT0FhZTNwbncxZ2JjMzBQR1hXVVdaN2dRa3cwNnVDMWlFWmM?oc=5,https://news.google.com/rss/articles/CBMihAFBVV95cUxOZ3J2M19xaUViMzE1cXd2Q2o2aUdPeUIxenFDb2lzV2haQnpEQmVUdVZQRHd1eWMzSklkRzBEQm83SlZwWmNTUnVMYkVHcWhVazZtdWJuUzJHTTVObUFobnduT0FhZTNwbncxZ2JjMzBQR1hXVVdaN2dRa3cwNnVDMWlFWmM?oc=5&hl=ko&gl=KR&ceid=KR%3Ako,72.5,market_power_platform,market_power_platform,,no_original_date_found,no_original_date_found_kept,0.0,-191.65,,0.0,global_incident:platform_regulation:google:platform_regulation:general,global_incident:platform_regulation:google:platform_regulation,0.0,,,,issue_representative_attempt,I010,global_incident:platform_regulation:platform_sector:platform_regulation,플랫폼 산업 동향,산업동향,산업동향,경쟁사_해외이슈,정부_국회,정부/국회,,
