id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key,v26가드레일사유,v26_2_profile_reason
2035,경쟁사/해외이슈,경쟁사_해외이슈,구글,"美통신사, AI 교육에 1000억원 쏜다...구글·MS·오픈AI도 참여",통신사 ai 교육에 1000억원 쏜다 구글 ms 오픈ai도 참여,지디넷코리아,지디넷코리아,"Wed, 23 Sep 2026 23:15:01 GMT","美통신사, AI 교육에 1000억원 쏜다...구글·MS·오픈AI도 참여 지디넷코리아",https://news.google.com/rss/articles/CBMiVkFVX3lxTFBwWkZqU21ZUzZORU5WUDQ0MzI1bjM3MHVpc3p5S2xIRm5GU2NxQVdETHVIRHNYQWYwRk9XWFhvTU5fcVRDVW1QeDJnMGl3Ync0MjFYUW5R?oc=5,google_rss_구글 when:2d,323.0,16.0,ai_infrastructure_security,ai_infrastructure_security,"구글,오픈AI",,,,,,,general,24.0,published_today,business_change,global_incident:ai_security_policy:google:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,global,323.0,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:google:openai_security_access:general,global_incident:ai_security_policy:google:openai_security_access,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:google:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:google:openai_security_access,comp_overseas_platform_ai,,,
2271,경쟁사/해외이슈,경쟁사_해외이슈,MS,"KT·LG, MS·AWS 기반 '소버린 클라우드' 확대… 클라우드 경쟁 격화",kt lg ms aws 기반 소버린 클라우드 확대 클라우드 경쟁 격화,kcloudnews.co.kr,kcloudnews.co.kr,"Tue, 22 Sep 2026 23:31:01 GMT","KT·LG, MS·AWS 기반 '소버린 클라우드' 확대… 클라우드 경쟁 격화 kcloudnews.co.kr",https://news.google.com/rss/articles/CBMic0FVX3lxTE9GeUtzR0U0SU9zdTA5Y2x2LXJaM0dLbVU5dTlXZWNSWDBpc2pVX1E2NUo3cjAxYXh2UEh0TjFxMHhVbWxnVmxSdV9xWDlDb1gyU3U3a0ZESmcwQ3FyVzhsZG5VVmtEdWtmMDBfeEx2b0xpRUnSAXNBVV95cUxPRnlLc0dFNElPc3UwOWNsdi1yWjNHS21VOXU5V2VjUlgwaXNqVV9RNjVKN3IwMWF4dlBIdE4xcTB4VW1sZ1ZsUnVfcVg5Q29YMlN1N2tGREpnMENxclc4bGRuVVZrRHVrZjAwX3hMdm9MaUVJ?oc=5,google_rss_MS when:2d,292.5,4.0,,,KT,,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,292.5,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:kt lg ms aws 기반 소버린 클라우드 확대 클라우드 경쟁 격화,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:kt lg ms aws 기반 소버린 클라우드 확대 클라우드 경쟁 격화,comp_domestic_ai_platform,,,
1759,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"[IT라운지] KT-LG유플러스 '추석 혜택'·SKT '가족 로밍'·팀스파르타 '엔비디아 인셉션 톱20'·네이버 클립 '캠페인'·임팩트재단 '사회혁신 AX가이드'·​​​​​​​위베어-티맥스, 람다256-원셀프 'MOU'·플래티어 '금융 테크컨퍼런스'",it라운지 kt lg유플러스 추석 혜택 skt 가족 로밍 팀스파르타 엔비디아 인셉션 톱20 네이버 클립 캠페인 임팩트재단 사회혁신 ax가이드 위베어 티맥스 람다256 원셀프 mou 플래티어 금융 테크컨퍼런스,newsworks.co.kr,newsworks.co.kr,"Wed, 23 Sep 2026 00:25:53 GMT","[IT라운지] KT-LG유플러스 '추석 혜택'·SKT '가족 로밍'·팀스파르타 '엔비디아 인셉션 톱20'·네이버 클립 '캠페인'·임팩트재단 '사회혁신 AX가이드'·​​​​​​​위베어-티맥스, 람다256-원셀프 'MOU'·플래티어 '금융 테크컨퍼런스' newsworks.co.kr",https://news.google.com/rss/articles/CBMib0FVX3lxTFBnSjNaeGFQYzV6dEJZVE02cXpQa1JZczVfcFRFV3hmN3BmWERCbkM1VS01TlZBUFBxSThUSC1jeEM1bDhpSktaUGN3U2ZfeVdUZmlsVld4YnFqZmljaFFTNnlpRDcwYVJZZ0xOT0lONNIBc0FVX3lxTE1ZSlk3SUc3dnJFbTR0SGNaeUptQ1R2QTk4YXZVRE85UWQtQk5sUm1DM1NZWXJFM3lDa0JpZlV5c0ZsMl84TTl4WE11LXBsemJMYVRoQldsaHhYN3ZMX0RYeWo1eDZSc0FSTkpyM3NxMTMzak0?oc=5,google_rss_SKT when:2d,246.0,-20.5,self_pr_promo,,"KT,LGU+,SKT,네이버",low_value:혜택;low_value:캠페인,,,,,,general,14.0,published_yesterday,general,,general,,"weak_form_without_full_basis:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,246.0,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,competitor_general_low_relevance,KT 금융 AX/AI 인프라 전략,카카오 대외협력 관점 간접 참고,2,2,2,,,로컬 보조 라벨,local_low_confidence,,,COMP_GENERAL_LOW_RELEVANCE,mixed,,카카오 대외협력 관점 간접 참고,KT 금융 AX/AI 인프라 전략,competitor_general_low_relevance,,,
2750,산업동향,산업동향,플랫폼 시장점유율,AI 데이터센터 수요로 리튬 니오베이트 웨이퍼 시장 가속…2035년까지 성장 견인,ai 데이터센터 수요로 리튬 니오베이트 웨이퍼 시장 가속 2035년까지 성장 견인,IndexBox,IndexBox,"Wed, 23 Sep 2026 23:01:05 GMT",AI 데이터센터 수요로 리튬 니오베이트 웨이퍼 시장 가속…2035년까지 성장 견인 IndexBox,https://news.google.com/rss/articles/CBMiwwFBVV95cUxPRFV1U0hHMkRmZUFNRFJEWTJlVllGeGNXTjcwNGUwQjRFSlFQb2RzUDVFOEdncEdZQzNPM0U2RWdXNUc1UU81djdVMk9WcUpSRThtakl0TFdEUHVRaUJmRUplZEpBMzRiSkZxVmpNdzZzTmpNd3FBN3g2V0VOVER0eG5Jbkt1cHV1WHc2dXVMUHJsa21VampIdXZFWDR5MGNsNjk3dnRKb0VSZHUtTE5ncTVabmdod2NkSlFvbHl2OWJfaFE?oc=5,google_rss_플랫폼 시장점유율 when:2d,245.0,35.0,"ai_infrastructure_security,aidc_datacenter",aidc_general,,,,,,,,general,24.0,published_today,business_change,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,245.0,"market_power_platform,ai_infrastructure_security",industry:ai_infrastructure,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,국가 AI 인프라/AIDC/GPU 정책,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,국가 AI 인프라/AIDC/GPU 정책,government_ai_core_policy,,,
620,정부/국회,정부_국회,공정거래위원회,"다비치안경 가맹점주 대표단, 공정위 과징금에 ""사실관계 바로잡아야"" : 네이버 블로그",다비치안경 가맹점주 대표단 공정위 과징금에 사실관계 바로잡아야 네이버 블로그,blog.naver.com,blog.naver.com,"Tue, 22 Sep 2026 18:54:11 GMT","다비치안경 가맹점주 대표단, 공정위 과징금에 ""사실관계 바로잡아야"" : 네이버 블로그 blog.naver.com",https://news.google.com/rss/articles/CBMijgFBVV95cUxNc3RRaXJ4bUlMaGdRVTZCSllGTmptWEE4a2Vha1ZuNzVkd3AyeHh1VExoUjBsNEN1ZlFoRzZaSXlrSUtVNmxFX2tTUV9mODhUZjFsMndhNnF4M3d6UmRGdGV6ZkZ2YkxZYUFxZGFWdWNVUy1uQVJVbkpnY09KUzNtQ2dMLUZMc0JrYUJjWFJ3?oc=5,google_rss_공정거래위원회 AI when:2d,244.6,105.0,"antitrust_platform,legal_regulatory_enforcement",antitrust_general,"공정위,네이버",,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,official_action,global_incident:platform_regulation:naver:platform_operator_obligation,penalty_or_sanction,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,244.6,"legal_regulatory_enforcement,policy_legislation",government:platform_obligation,global_incident:platform_regulation:naver:platform_operator_obligation:sanction_penalty,global_incident:platform_regulation:naver:platform_operator_obligation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,global_incident:platform_regulation:naver:platform_operator_obligation,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,GOV_GENERAL_LOW_RELEVANCE,COMP_DOMESTIC_DIRECT_RISK,domestic,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,global_incident:platform_regulation:naver:platform_operator_obligation,comp_domestic_direct_risk,,,
2734,산업동향,산업동향,인공지능 산업 동향,2035년 데이터센터 변압기 시장: AI 전력 밀도가 성장 견인 - 뉴스 및 통계,2035년 데이터센터 변압기 시장 ai 전력 밀도가 성장 견인 뉴스 및 통계,IndexBox,IndexBox,"Wed, 23 Sep 2026 20:51:05 GMT",2035년 데이터센터 변압기 시장: AI 전력 밀도가 성장 견인 - 뉴스 및 통계 IndexBox,https://news.google.com/rss/articles/CBMisAFBVV95cUxQeU5pRFJkQ0xkVkRDdkZWbkhOc0VybW1WdzRpLWU0dzdYT0JMMFFkRlluaGlKNkg3RGNoMjFEQXA2VFVTZHFQUjVjMGpWbUZlbHlyYTlSaXg1bUowWGx3VnR0N2pHdE9WcEtFMDJtOUtZTWJlSUgwX3FkWGt6azRtbUJtY2RXVndOaWFkTFNkaHdZUDFUT0U4NzhqeTFHbFZNU1RBdXp5T3l5NGkxNGNoTQ?oc=5,google_rss_인공지능 산업 동향 when:2d,233.0,28.0,ai_infrastructure_security,ai_infrastructure_security,,,,,,,,general,24.0,published_today,business_change,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,233.0,ai_infrastructure_security,industry:ai_infrastructure,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:2035년 데이터센터 변압기 시장 ai 전력 밀도가 성장 견인 뉴스 및 통계,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:2035년 데이터센터 변압기 시장 ai 전력 밀도가 성장 견인 뉴스 및 통계,government_ai_core_policy,,,
1791,경쟁사/해외이슈,경쟁사_해외이슈,KT,IPTV 단독가입 막고 약정 제한…SKB·KT·LGU+ 과징금,iptv 단독가입 막고 약정 제한 skb kt lgu+ 과징금,뉴스1,뉴스1,"Wed, 23 Sep 2026 07:46:14 GMT",IPTV 단독가입 막고 약정 제한…SKB·KT·LGU+ 과징금 뉴스1,https://news.google.com/rss/articles/CBMiZkFVX3lxTFBkMnEwUHpoSDJfNC1HNmFra0IxNS1lSXNIS0FRQ3FYaTBhY1ROLW5mSVBPTm1hTDd3Y3BTQ2ZmaG5iN0daU3AwMGVKU21PRl9aN3paanZKSTBhemc0OFhDVGx5T0x3Z9IBZkFVX3lxTFBkMnEwUHpoSDJfNC1HNmFra0IxNS1lSXNIS0FRQ3FYaTBhY1ROLW5mSVBPTm1hTDd3Y3BTQ2ZmaG5iN0daU3AwMGVKU21PRl9aN3paanZKSTBhemc0OFhDVGx5T0x3Zw?oc=5,google_rss_KT when:2d,225.75,36.0,"antitrust_platform,legal_regulatory_enforcement",antitrust_general,"KT,LGU+",,,,,,,general,19.0,published_yesterday+exclusive_breaking,official_action,global_incident:platform_regulation:kt:platform_regulation,penalty_or_sanction,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,naver_telco_strategy_or_infra,Y,telco,225.75,legal_regulatory_enforcement,competitor:regulatory_enforcement,global_incident:platform_regulation:kt:platform_regulation:sanction_penalty,global_incident:platform_regulation:kt:platform_regulation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,global_incident:platform_regulation:kt:platform_regulation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_DIRECT_RISK,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:kt:platform_regulation,comp_domestic_direct_risk,,,
2721,산업동향,산업동향,인공지능 산업 동향,"[유럽] EU, 데이터센터 에너지·물사용 효율 공통 등급제 도입 추진",유럽 eu 데이터센터 에너지 물사용 효율 공통 등급제 도입 추진,워터저널,워터저널,"Tue, 22 Sep 2026 23:56:00 GMT","[유럽] EU, 데이터센터 에너지·물사용 효율 공통 등급제 도입 추진 워터저널",https://news.google.com/rss/articles/CBMickFVX3lxTFBvYTBHR0daYVVDaHhrV1NjYkZMdU9sRnQ3dTFBNzQ5c29vWGQ0eUtqTnRFMUYxM3NvTlFLeUZtZDRPZmZUQnlVbEQ5eEtsaDIyWk55ejdKX3JjelV4aUdyNFFqeE5LNE1xa2NKUElxX253Z9IBdkFVX3lxTFA4NFk1ZVhkZm1JSlE4eUZ3bUpsX0NUdWs0Z3U5V01teTUwenVXZVZBSDAwSUdOWVBDRlB5bU5xbEc4eXNEZldfVTczclNFMXJRS0FTSWVuSVZJcHRqUEVfd2dXN3lGVHpSSWpzUlFXeS1xNWhGZEE?oc=5,google_rss_인공지능 산업 동향 when:2d,225.5,28.0,ai_infrastructure_security,ai_infrastructure_security,,,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,225.5,ai_infrastructure_security,industry:ai_infrastructure,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:유럽 eu 데이터센터 에너지 물사용 효율 공통 등급제 도입 추진,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:유럽 eu 데이터센터 에너지 물사용 효율 공통 등급제 도입 추진,government_ai_core_policy,,,
2744,산업동향,산업동향,플랫폼 산업 동향,"Mavenir-Neysa, 통신사업자·기업·네오클라우드 위한 AI 네이티브 인프라 제공 위해 협력",mavenir neysa 통신사업자 기업 네오클라우드 위한 ai 네이티브 인프라 제공 위해 협력,CEO경제신문,CEO경제신문,"Wed, 23 Sep 2026 07:00:00 GMT","Mavenir-Neysa, 통신사업자·기업·네오클라우드 위한 AI 네이티브 인프라 제공 위해 협력 CEO경제신문",https://news.google.com/rss/articles/CBMibEFVX3lxTFBUNGpTQ3JqS2tENG9TRnQ0RUh3SFU2TmFvR3JMbzVCa1B1X0dBNVVCeHU3a3Zxc1pkUXpHZHpKQ3YzaF9GNWhlOUxNdDl6cl9TQnJLSDN6Z0pYSnZUTDRpVmZSclNmQWNVZGVMMg?oc=5,google_rss_플랫폼 산업 동향 when:2d,218.5,25.0,ai_infrastructure_security,ai_infrastructure_security,,,,,,,,general,14.0,published_yesterday,business_change,,general,Y,"industry_basis_pass:actor=False,change=True,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,218.5,"market_power_platform,ai_infrastructure_security",industry:ai_infrastructure,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:mavenir neysa 통신사업자 기업 네오클라우드 위한 ai 네이티브 인프라 제공 위해 협력,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local_low_confidence,,OFF_TOPIC,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:mavenir neysa 통신사업자 기업 네오클라우드 위한 ai 네이티브 인프라 제공 위해 협력,government_ai_core_policy,,,
2119,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"앨버니지 호주 총리 ""오픈AI 에이전트가 호주 정부 웹사이트 해킹""",앨버니지 호주 총리 오픈ai 에이전트가 호주 정부 웹사이트 해킹,지디넷코리아,지디넷코리아,"Thu, 24 Sep 2026 01:38:07 GMT","앨버니지 호주 총리 ""오픈AI 에이전트가 호주 정부 웹사이트 해킹"" 지디넷코리아",https://news.google.com/rss/articles/CBMiVkFVX3lxTE9Jbm40eFZkMHMtblZyNUNnY2U2aHRyZmdfbGttbXV0bTdvUWVkeXpFa0JSazdwcWd1QVJsUng5SVZOUkJQcVhUbk5SVDZJbzdpMm15cE93?oc=5,google_rss_오픈AI when:2d,218.0,48.5,"ai_agent,ai_infrastructure_security,phishing_security,privacy_security_reliability",security_hacking_incident,오픈AI,,,,,,,general,24.0,published_today,direct_risk,privacy_security:openai:data_leak,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,218.0,"privacy_security_reliability,ai_infrastructure_security",government:tech_security_policy,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_platform_ai,,,
