id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v26가드레일사유,v27_event_key,v32_weak_non_digital_gov
1543,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"[전망] 네이버, 단기 수익성 하락에도 엔비디아 AI팩토리 기대감",전망 네이버 단기 수익성 하락에도 엔비디아 ai팩토리 기대감,알파경제,알파경제,"Sun, 19 Jul 2026 21:00:00 GMT","[전망] 네이버, 단기 수익성 하락에도 엔비디아 AI팩토리 기대감 알파경제",https://news.google.com/rss/articles/CBMibkFVX3lxTE9tOGNuUVVkd1ZtbDgyYl9YY3NrbE5mLS00WWE5S2lncndNMnl6M3V2Yk12cWRFb0pmMUpUQjIweG1PYnRRQzkzUTRvT0hGaEF4M3lLODhfd0cxbmVRaWVQa1VmN1dlUFRWdktJZzlR?oc=5,google_rss_네이버 when:4d,356.5,20.5,"ai_infrastructure_security,financial_performance",ai_infrastructure_security,네이버,,,,,,,general,12.0,published_today+analysis_without_direct_event,analysis_feature,event:네이버:ai_infrastructure_security+financial_performance,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,356.5,"financial_performance,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,comp_domestic_public_infra:전망 네이버 단기 수익성 하락에도 엔비디아 ai팩토리 기대감,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_PUBLIC_INFRA,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_public_infra:전망 네이버 단기 수익성 하락에도 엔비디아 ai팩토리 기대감,comp_domestic_public_infra,,,,
1631,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"HD현대·네이버클라우드, 조선업 AX·데이터센터 전력망 협력 추진",hd현대 네이버클라우드 조선업 ax 데이터센터 전력망 협력 추진,네이트,네이트,"Mon, 20 Jul 2026 00:35:00 GMT","HD현대·네이버클라우드, 조선업 AX·데이터센터 전력망 협력 추진 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE9fbGlpdHAtZXcyM1ZUQjlGOTR6YkdzcTdoZ01uWmVaYURFSmlmZzAyblpwQjNvS1g4TWNsU3JtSjFzUWhqSWNLVFUyLXdMcHBSdEdZ?oc=5,google_rss_네이버 AI when:4d,354.5,16.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,general,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,354.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,comp_domestic_public_infra:hd현대 네이버클라우드 조선업 ax 데이터센터 전력망 협력 추진,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_public_infra:hd현대 네이버클라우드 조선업 ax 데이터센터 전력망 협력 추진,comp_domestic_public_infra,,,,
1558,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"HD현대·네이버클라우드, 조선업 AX·데이터센터 전력망 협력 추진",hd현대 네이버클라우드 조선업 ax 데이터센터 전력망 협력 추진,이투데이,이투데이,"Mon, 20 Jul 2026 00:34:00 GMT","HD현대·네이버클라우드, 조선업 AX·데이터센터 전력망 협력 추진 이투데이",https://news.google.com/rss/articles/CBMiVEFVX3lxTE9lTGk3SUVqQmNLMDVjaWVFeEUxTjNsM19hT3VyaFpUMWMzWmVYejJqMFpEU3BWYjhOMHg0enBVRXpmWVEzZTUyY3JsbE1UNG9wNU9oMg?oc=5,google_rss_네이버 when:4d,354.5,16.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,general,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,354.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,comp_domestic_public_infra:hd현대 네이버클라우드 조선업 ax 데이터센터 전력망 협력 추진,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_public_infra:hd현대 네이버클라우드 조선업 ax 데이터센터 전력망 협력 추진,comp_domestic_public_infra,,,,
2485,경쟁사/해외이슈,경쟁사_해외이슈,구글,"개인정보위, KT 개인정보 유출 제재안 이르면 29일 심의",개인정보위 kt 개인정보 유출 제재안 이르면 29일 심의,전자신문,전자신문,"Sun, 19 Jul 2026 01:49:06 GMT","개인정보위, KT 개인정보 유출 제재안 이르면 29일 심의 전자신문",https://news.google.com/rss/articles/CBMiTkFVX3lxTFA5aVFEempUMG9qMk9iWTEwTHhIUzFrNmJTTVJpNWg1ZWZJNklrN2dBamRSZTNrTVBqdWdKUlFGZTA1MnFybHRfRWc0VE1tQQ?oc=5,google_rss_구글 site:etnews.com when:4d,347.5,89.0,"legal_regulatory_enforcement,phishing_security,privacy_security_reliability",security_privacy_leak,KT,brand_not_in_title,Y,,,,competitor:platform_obligation,platform_operator_obligation,14.0,published_yesterday,official_action,privacy_security:kt:data_leak,penalty_or_sanction,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,347.5,"legal_regulatory_enforcement,privacy_security_reliability",competitor:platform_obligation,global_incident:platform_regulation:kt:platform_data_protection_obligation:sanction_penalty,global_incident:platform_regulation:kt:platform_data_protection_obligation,정부_국회,GOV_PLATFORM_REGULATION,government_platform_regulation,global_incident:platform_regulation:kt:platform_data_protection_obligation,카카오 또는 주요 플랫폼 사업자에게 직접 의무·차단·보고·준수 부담이 생김,5,5,5,,,로컬 보조 라벨,local_low_confidence,,GOV_DIRECT_PLATFORM_OBLIGATION,COMP_DOMESTIC_DIRECT_RISK,mixed,카카오 또는 주요 플랫폼 사업자에게 직접 의무·차단·보고·준수 부담이 생김,카카오 또는 주요 플랫폼 사업자에게 직접 의무·차단·보고·준수 부담이 생김,global_incident:platform_regulation:kt:platform_data_protection_obligation,government_platform_regulation,,,,
2635,경쟁사/해외이슈,경쟁사_해외이슈,MS,"KT, 개인정보 유출 과징금 이달 결론...정부 제재 수위 곧 확정",kt 개인정보 유출 과징금 이달 결론 정부 제재 수위 곧 확정,청년일보,청년일보,"Sun, 19 Jul 2026 00:45:34 GMT","KT, 개인정보 유출 과징금 이달 결론...정부 제재 수위 곧 확정 청년일보",https://news.google.com/rss/articles/CBMiZ0FVX3lxTFBaNEJCMmVqR284WnRqc2hMdVJxNmhrcmxsOGdwWFR2VzFoM1JTZGVIaXp0OEhEeDc3eTBUbnZ4N19aX0FTMk1yRkpOOXVvSGVTY3lpMnV6aEktXzZwNEdNRE11T3B2dlU?oc=5,google_rss_MS 개인정보 when:4d,344.5,121.0,"antitrust_platform,legal_regulatory_enforcement,phishing_security,privacy_security_reliability",antitrust_general,KT,brand_not_in_title,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,official_action,privacy_security:kt:data_leak,penalty_or_sanction,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,344.5,"legal_regulatory_enforcement,privacy_security_reliability",government:platform_obligation,global_incident:platform_regulation:kt:platform_data_protection_obligation:policy_change,global_incident:platform_regulation:kt:platform_data_protection_obligation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,global_incident:platform_regulation:kt:platform_data_protection_obligation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_DIRECT_RISK,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:kt:platform_data_protection_obligation,comp_domestic_direct_risk,,,,
1794,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 글로벌 수준 보안 다진다…개인정보 자문위 첫 회의",kt 글로벌 수준 보안 다진다 개인정보 자문위 첫 회의,이코노미스트,이코노미스트,"Mon, 20 Jul 2026 01:50:00 GMT","KT, 글로벌 수준 보안 다진다…개인정보 자문위 첫 회의 이코노미스트",https://news.google.com/rss/articles/CBMiYkFVX3lxTE44bnFpbVc4WlBOWW1LRW9ydWRYR3oza0dORWwxNjhzV1hUa1NBRDUzU3FTT2JoLTZNaWlHZFcwRXRmdnlFYmE5Mk4xeFVreXl6QnlKcW8wbVpNX0dvSk9MbkxR?oc=5,google_rss_KT when:4d,342.0,36.0,"phishing_security,privacy_security_reliability",security_general,KT,,,,,,,general,24.0,published_today,direct_risk,privacy_security:kt:data_leak,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,342.0,privacy_security_reliability,competitor:security_reliability,global_incident:platform_regulation:kt:platform_regulation:general,global_incident:platform_regulation:kt:platform_regulation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,global_incident:platform_regulation:kt:platform_regulation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_DIRECT_RISK,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:kt:platform_regulation,comp_domestic_direct_risk,,,,
1647,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"엔비디아, 네이버와 AI 인프라 확장... 차세대 AI 인프라 확장 개시",엔비디아 네이버와 ai 인프라 확장 차세대 ai 인프라 확장 개시,인벤,인벤,"Fri, 17 Jul 2026 23:34:33 GMT","엔비디아, 네이버와 AI 인프라 확장... 차세대 AI 인프라 확장 개시 인벤",https://news.google.com/rss/articles/CBMiakFVX3lxTFBqVjdzQ3Z6SmdpRjkxV29QLU52aEN4ejdoVlVRcVFpSngxZldQck9VV2xXcTlRbXpUU05ZMDZGRDZnel92bzhqbFNvamRoRXZTNS1PZmVDX3RYWHhYNHVjczRRWmlFY0l0YVE?oc=5,google_rss_네이버 규제 when:4d,341.5,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,0.0,,business_change,event:네이버:ai_infrastructure_security,action_started,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,341.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,,,
2427,경쟁사/해외이슈,경쟁사_해외이슈,구글,'생활' 네이버 vs '전문성' 구글 AI 검색 플랫폼 3파전,생활 네이버 vs 전문성 구글 ai 검색 플랫폼 3파전,아이보스,아이보스,"Mon, 20 Jul 2026 00:06:12 GMT",'생활' 네이버 vs '전문성' 구글 AI 검색 플랫폼 3파전 아이보스,https://news.google.com/rss/articles/CBMiT0FVX3lxTFBkNFdYN2VqbUZHWWZSVlpoY1ctaFdUcVNBOHZ1VFh1eGpETEdSaW5acGJhME9DVEZ2c1VzZGZrc0YyTWV4QjVNbDBOWTJib3M?oc=5,google_rss_구글 AI when:4d,335.0,26.0,"ai_infrastructure_security,market_power_platform,search_ads",ai_infrastructure_security,"구글,네이버",,,,,,,general,24.0,published_today,business_change,global_incident:platform_regulation:naver:platform_regulation,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,335.0,"market_power_platform,ai_infrastructure_security",competitor:regulatory_enforcement,global_incident:platform_regulation:naver:platform_regulation:general,global_incident:platform_regulation:naver:platform_regulation,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,global_incident:platform_regulation:naver:platform_regulation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:naver:platform_regulation,comp_domestic_ai_platform,,,,
1514,경쟁사/해외이슈,경쟁사_해외이슈,네이버,네이버·구글·다음 AI검색 경쟁…잘하는 분야 달랐다,네이버 구글 다음 ai검색 경쟁 잘하는 분야 달랐다,뉴스1,뉴스1,"Sun, 19 Jul 2026 21:09:00 GMT",네이버·구글·다음 AI검색 경쟁…잘하는 분야 달랐다 뉴스1,https://news.google.com/rss/articles/CBMiaEFVX3lxTE5XNmxCNlJBeFZnSWQyU3hTUDRoVEsteDZpaDU5VHAyT3QwTFl0VXpoeGl1UU5ORlRXaE5WZER5QjRwLV9RYWNfUTB5aDJLM0h1cWxTTEN5YTQ4bGtFN3prRFNyWHo5Q2JW?oc=5,google_rss_네이버 when:4d,327.0,19.0,"ai_infrastructure_security,search_ads",ai_infrastructure_security,"구글,네이버",,,,,,,general,24.0,published_today,business_change,event:구글+네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,327.0,ai_infrastructure_security,self:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 구글 다음 ai검색 경쟁 잘하는 분야 달랐다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 구글 다음 ai검색 경쟁 잘하는 분야 달랐다,comp_domestic_ai_platform,,,,
1876,경쟁사/해외이슈,경쟁사_해외이슈,LGU+,"LGU+, 정보보호백서 발간…AI 통합 보안관제 20만건 이상 대응",lgu+ 정보보호백서 발간 ai 통합 보안관제 20만건 이상 대응,MSN,MSN,"Thu, 16 Jul 2026 20:08:24 GMT","LGU+, 정보보호백서 발간…AI 통합 보안관제 20만건 이상 대응 MSN",https://news.google.com/rss/articles/CBMi6gJBVV95cUxPRXVCLTJ4dWJPY3dwamdfMzJlYnBPaURRZFU3dXZES25FeDlHTm5yUFAtYVFkUXFUbzV0b3JQbFpheUlNc1JOTXpwcVZtVkFyZEFTRkJ3bDBITEM5ZmVnSS10OG1PbF9DOW93RHljWmFhZ2xWSFJwd1hZWGlkT3d2WkFLQVlTVUU1MmVveVUyN0l2U09kX041YUxxZ3NBVzAyX3o0cEhCS05mSkp6S1h2RWRxWWZfWGJORnZ6dUU4RXQzYk5zUHhRcml0M1U0UXI4b3ZfWEozby1SS3dCcUpDdnFKcDFMVjJ5ZWU1ZWtwOEhoU3ZoUGZjMWVBNUlXNm51bnBxNENmb1hZbk1CTng3VE93ZHBHUjBUQm13R0swYWpvU1hUVU40MkF4Zk5vTl94RlQwMGF0dzFMeHFuZ3BLSzktWTlZUG1VZVNpNXNwNGxlMTcya29nTnRNMUtraG5GOUNhOGJzZnBBdw?oc=5,google_rss_LGU+ when:4d,324.0,25.0,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,LGU+,,,,,,,general,0.0,,direct_risk,event:LGU+:ai_infrastructure_security+phishing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,324.0,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:lgu+ 정보보호백서 발간 ai 통합 보안관제 20만건 이상 대응,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:lgu+ 정보보호백서 발간 ai 통합 보안관제 20만건 이상 대응,comp_domestic_ai_platform,,,,
