id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26가드레일사유,v26_2_profile_reason,v27_event_key,v32_weak_non_digital_gov
1850,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"엔비디아, 네이버와 AI 인프라 확장... 차세대 AI 인프라 확장 개시",엔비디아 네이버와 ai 인프라 확장 차세대 ai 인프라 확장 개시,인벤,인벤,"Sun, 19 Jul 2026 23:19:39 GMT","엔비디아, 네이버와 AI 인프라 확장... 차세대 AI 인프라 확장 개시 인벤",https://news.google.com/rss/articles/CBMiakFVX3lxTFBqVjdzQ3Z6SmdpRjkxV29QLU52aEN4ejdoVlVRcVFpSngxZldQck9VV2xXcTlRbXpUU05ZMDZGRDZnel92bzhqbFNvamRoRXZTNS1PZmVDX3RYWHhYNHVjczRRWmlFY0l0YVE?oc=5,google_rss_네이버 규제 when:2d,342.0,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security,action_started,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,342.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,,,
1975,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"갈림길 선 SKT, 앤트로픽 투자 잭팟 계속될까",갈림길 선 skt 앤트로픽 투자 잭팟 계속될까,네이버 프리미엄콘텐츠,네이버 프리미엄콘텐츠,"Mon, 20 Jul 2026 21:50:00 GMT","갈림길 선 SKT, 앤트로픽 투자 잭팟 계속될까 네이버 프리미엄콘텐츠",https://news.google.com/rss/articles/CBMigAFBVV95cUxOX3AtUVYwV2JUNXczY2N6b0RqWXgyRVJNanJXQ05iSmVycE10eHJwU0FsWkYyUjFYWngyMmdQVlQwY2lUWW81cnZ6d0doRHRuRjdXNHJpREwwRGdfRnU4ZG1td1ZWM0tHUWtkVFdaSFVwbldWaTl0WFdtS1lfN2t1Vw?oc=5,google_rss_SKT when:2d,341.5,6.5,,,"SKT,네이버,앤트로픽",,,,,,,general,24.0,published_today,general,global_incident:ai_security_policy:naver:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,341.5,,,global_incident:ai_security_policy:naver:anthropic_glasswing_security:general,global_incident:ai_security_policy:naver:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,global_incident:ai_security_policy:naver:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:naver:anthropic_glasswing_security,comp_domestic_strategy,,,,
2696,경쟁사/해외이슈,경쟁사_해외이슈,구글,'생활' 네이버 vs '전문성' 구글 AI 검색 플랫폼 3파전,생활 네이버 vs 전문성 구글 ai 검색 플랫폼 3파전,아이보스,아이보스,"Mon, 20 Jul 2026 00:06:12 GMT",'생활' 네이버 vs '전문성' 구글 AI 검색 플랫폼 3파전 아이보스,https://news.google.com/rss/articles/CBMiT0FVX3lxTFBkNFdYN2VqbUZHWWZSVlpoY1ctaFdUcVNBOHZ1VFh1eGpETEdSaW5acGJhME9DVEZ2c1VzZGZrc0YyTWV4QjVNbDBOWTJib3M?oc=5,google_rss_구글 AI when:2d,325.5,26.0,"ai_infrastructure_security,market_power_platform,search_ads",ai_infrastructure_security,"구글,네이버",,,,,,,general,14.0,published_yesterday,business_change,global_incident:platform_regulation:naver:platform_regulation,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,325.5,"market_power_platform,ai_infrastructure_security",competitor:regulatory_enforcement,global_incident:platform_regulation:naver:platform_regulation:general,global_incident:platform_regulation:naver:platform_regulation,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,global_incident:platform_regulation:naver:platform_regulation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:naver:platform_regulation,comp_domestic_ai_platform,,,,
1974,경쟁사/해외이슈,경쟁사_해외이슈,SKT,생태계 구축 나선 SKT·글로벌 협력 강화한 LGU+…이통사 AI 전략 진화,생태계 구축 나선 skt 글로벌 협력 강화한 lgu+ 이통사 ai 전략 진화,네이트,네이트,"Tue, 21 Jul 2026 00:32:00 GMT",생태계 구축 나선 SKT·글로벌 협력 강화한 LGU+…이통사 AI 전략 진화 네이트,https://news.google.com/rss/articles/CBMiU0FVX3lxTFBST0VXWUpSU3NfemlmMXFCbXlXb0FyUWNXTkg5UmwyVkhTb1RXc3FYbG9xQ1ROSjRIci04Mnh2RlBUTTIyRG1Rd1FYZTlpWGQ4aERj?oc=5,google_rss_SKT when:2d,324.0,18.0,"ai_infrastructure_security,policy_legislation",ai_infrastructure_security,"LGU+,SKT",,,,,,,general,24.0,published_today,business_change,event:LGU++SKT:ai_infrastructure_security+policy_legislation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,324.0,"policy_legislation,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,,
1905,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버클라우드, 고려대와 합참 AX 거점 구축…200억원 규모 국방 AI 사업 추진 - 머니투데이",네이버클라우드 고려대와 합참 ax 거점 구축 200억원 규모 국방 ai 사업 추진,머니투데이,머니투데이,"Tue, 21 Jul 2026 01:12:35 GMT","네이버클라우드, 고려대와 합참 AX 거점 구축…200억원 규모 국방 AI 사업 추진 - 머니투데이 머니투데이",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE5kTlBzcUF2NTkwZWNoM3NiV3VxUTNVYU5IWEx0QlVwT1JvWXZGd0ctdkJ3eTFLV0YxUVB5VXpIV2FqSm9faXhYTTFpTHNiQzlzUE5XNzlTSXc3a2tEWjR5ME1vY0dCYmvSAWxBVV95cUxQR3oyLUpWcXBqcVJWX3lYWWhRcGE0b3F1Qzd4cDlqRk5CS0tPaC01OHVZNUtSejJlS2s5Qmt2bzhrdVZvSl96TVM2YkJYazV2OXMzYVl3QjlNenRuaDlMZlBBWmVjVUM5NEJwYk4?oc=5,google_rss_네이버 site:mt.co.kr when:2d,320.5,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,320.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버클라우드 고려대와 합참 ax 거점 구축 200억원 규모 국방 ai 사업 추진,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버클라우드 고려대와 합참 ax 거점 구축 200억원 규모 국방 ai 사업 추진,comp_domestic_ai_platform,,,,
1704,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버클라우드, 고려대와 국방 AI 맞손…합참 AX 거점사업 착수",네이버클라우드 고려대와 국방 ai 맞손 합참 ax 거점사업 착수,지디넷코리아,지디넷코리아,"Tue, 21 Jul 2026 00:36:38 GMT","네이버클라우드, 고려대와 국방 AI 맞손…합참 AX 거점사업 착수 지디넷코리아",https://news.google.com/rss/articles/CBMiVkFVX3lxTFBNRUV0dXEwZ2pEdU1ZRHJIZW1pOWcxRUg5Q1pvLXZxeFB3ZEphNTFhMDEwZ1doLWo4NXhlQTNTMzFpUUVqMkU5NHRUd00zZWUwQUItbkRn?oc=5,google_rss_네이버 when:2d,320.5,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,320.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버클라우드 고려대와 국방 ai 맞손 합참 ax 거점사업 착수,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버클라우드 고려대와 국방 ai 맞손 합참 ax 거점사업 착수,comp_domestic_ai_platform,,,,
1821,경쟁사/해외이슈,경쟁사_해외이슈,네이버,네이버·구글·다음 AI검색 경쟁…잘하는 분야 달랐다,네이버 구글 다음 ai검색 경쟁 잘하는 분야 달랐다,뉴스1,뉴스1,"Sun, 19 Jul 2026 21:09:00 GMT",네이버·구글·다음 AI검색 경쟁…잘하는 분야 달랐다 뉴스1,https://news.google.com/rss/articles/CBMiaEFVX3lxTE5XNmxCNlJBeFZnSWQyU3hTUDRoVEsteDZpaDU5VHAyT3QwTFl0VXpoeGl1UU5ORlRXaE5WZER5QjRwLV9RYWNfUTB5aDJLM0h1cWxTTEN5YTQ4bGtFN3prRFNyWHo5Q2JW?oc=5,google_rss_네이버 AI when:2d,319.5,19.0,"ai_infrastructure_security,search_ads",ai_infrastructure_security,"구글,네이버",,,,,,,general,14.0,published_yesterday,business_change,event:구글+네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,319.5,ai_infrastructure_security,self:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 구글 다음 ai검색 경쟁 잘하는 분야 달랐다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 구글 다음 ai검색 경쟁 잘하는 분야 달랐다,comp_domestic_ai_platform,,,,
2702,경쟁사/해외이슈,경쟁사_해외이슈,구글,네이버·구글·다음 AI검색 경쟁…잘하는 분야 달랐다,네이버 구글 다음 ai검색 경쟁 잘하는 분야 달랐다,MSN,MSN,"Mon, 20 Jul 2026 13:30:40 GMT",네이버·구글·다음 AI검색 경쟁…잘하는 분야 달랐다 MSN,https://news.google.com/rss/articles/CBMiiwNBVV95cUxNMzNaTDBKQmJZakp4YWVvWk1kekZPN0JHemZNNVBVU0JvcmJYaGhlb0YxaTBSTC1TalNsWDd2aHdQeGtyUmZqcTdSUEJhMzN5NldVQVVNclBsTUtWcExuaGVYOGJDc3ctYVIzRkdSS0NsTld2OEliOFhhcFFJMWJ4U0Z6V093MDdKc1Y1amU1T3gtZVgtMHp6OWF4NTMwcExhTTM0aG14NUx4NFF5SEIxam1ES0NHTTFuWVAtdFZwYTBiUG5wS211UmdDMnRfOExTVXphaE1HUnRvRU5HX0Zidk9UQmVHTG10OU04NEZzaDB6YXZSSE5CVGFCV21sSGZDLWhqTXBodlRnMThKT2dHZjUweTVjLUVuQ3lGX1A0NWpTQWNBTVpFM0dwOHNleFlNT2t1R1h4OU1VODNiazdlMUFSR2RleThKeU1JbHdkSWw1U0gtQ0x1RVItN3RxSEV0SDR5RGdOVFNabEd6eHZ2eDNDZUtFdHZNME9BZnFQMU14d3hvQkV0QlZoZw?oc=5,google_rss_구글 AI when:2d,318.5,19.0,"ai_infrastructure_security,search_ads",ai_infrastructure_security,"구글,네이버",,,,,,,general,14.0,published_yesterday,business_change,event:구글+네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,318.5,ai_infrastructure_security,self:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 구글 다음 ai검색 경쟁 잘하는 분야 달랐다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 구글 다음 ai검색 경쟁 잘하는 분야 달랐다,comp_domestic_ai_platform,,,,
1760,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버클라우드, 고려대와 합참 AX 거점 구축…국방 AI 사업 본격화",네이버클라우드 고려대와 합참 ax 거점 구축 국방 ai 사업 본격화,네이트,네이트,"Tue, 21 Jul 2026 01:39:00 GMT","네이버클라우드, 고려대와 합참 AX 거점 구축…국방 AI 사업 본격화 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTFBMNk1RV3hESWRBdkx2QlRxd1FUZEtvd3Fmek01a2RqRExVZlEwaUJ2N0c1c2h6d1VCc3gxa3pxWlEycjJSRFJSOHlwYzAxOE05cUlJ?oc=5,google_rss_네이버 when:2d,316.5,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,316.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버클라우드 고려대와 합참 ax 거점 구축 국방 ai 사업 본격화,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버클라우드 고려대와 합참 ax 거점 구축 국방 ai 사업 본격화,comp_domestic_ai_platform,,,,
1729,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버클라우드, 고려대와 합참 AX 거점 구축…국방 AI 사업 본격화",네이버클라우드 고려대와 합참 ax 거점 구축 국방 ai 사업 본격화,이투데이,이투데이,"Tue, 21 Jul 2026 01:38:00 GMT","네이버클라우드, 고려대와 합참 AX 거점 구축…국방 AI 사업 본격화 이투데이",https://news.google.com/rss/articles/CBMiVEFVX3lxTE10TmRNVzV4WEMzeDNSTEw2VkZQcExWM0hGXzFndGQzYURwM1BhR0k5b2hjM0N6Q05QQ0g3RFZpaVRTbmJvTGx5ZEprWTdQY1M2bE1JSg?oc=5,google_rss_네이버 when:2d,316.5,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,316.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버클라우드 고려대와 합참 ax 거점 구축 국방 ai 사업 본격화,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버클라우드 고려대와 합참 ax 거점 구축 국방 ai 사업 본격화,comp_domestic_ai_platform,,,,
