kind,order,issue_id,category,priority,best_article_id,backup_article_ids,reason,issue_group,issue_family,internal_category,issue_score,titles
selected,1,I004,자사_및_계열사_이슈,4,2516,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,self_filler_reference:ai 허위광고 막는다 식약처 네이버 쿠팡 등과 공동 대응,self_filler_reference,SELF_AFFILIATE_BUSINESS,636.5,"""AI 허위광고 막는다""…식약처, 네이버·쿠팡 등과 공동 대응"
selected,2,I023,자사_및_계열사_이슈,5,526,"503,2454,2388,551,2362,165,2397,2381,2404",로컬 보조 라벨 / v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영 / 로컬 보조 라벨 / v26.2: overseas structural industry candidate / 로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전 / v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural indu,국가 AI 인프라/AIDC/GPU 정책,self_strategic_reference,SELF_AFFILIATE_BUSINESS,594.05,"SKT, 과기정통부 ‘모두의 AI’ 사업자 선정… 연내 국민 AI 비서 출시 | 지난 26일 이재한 카카오엔터프라이즈 대표가 서울 여의도 인근에서 개최한 '증권형 AI 인프라의 미래' 세미나에서 개회사를 하고 있다. | LGU+, AIDC 2조 투자에도 빚 8200억 감소…순차입금비율 60.8%→48.6%"
selected,3,I001,정부_국회,5,2359,,로컬 보조 라벨,global_incident:platform_regulation:naver:platform_transaction_user_protection_obligation,government_platform_regulation,GOV_PLATFORM_REGULATION,689.5,"식약처, 네이버·쿠팡과 ‘온라인 불법 식의약품’ 차단…판매자 제재 강화 - 조선비즈"
selected,4,I032,정부_국회,5,2546,"2310,3009",로컬 보조 라벨 / v26.2: no central Korean public actor/action for Government section: foreign_public_policy / v26.2: overseas structural industry candidate / 로컬 보조 라벨 / v26.2: overseas structural industry candidate,global_incident:platform_regulation:platform_sector:platform_data_protection_obligation,government_platform_regulation,GOV_PLATFORM_REGULATION,553.5,"개인정보위, GS리테일 과징금 발표 직전 '돌연' 연기 | HD현대 계열사 보안 허점에 9503명 개인정보 유출…과징금·과태료 제재 | HD현대 계열사 보안 허점에 9503명 개인정보 유출…과징금·과태료 제재"
selected,5,I033,정부_국회,4,2267,2364,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_public_infra:네이버클라우드 lg cns 정부 보안 특화 ai 도전,comp_domestic_public_infra,COMPETITOR_PLATFORM_RISK,536.0,"[AI픽] 네이버클라우드·LG CNS, 정부 '보안 특화 AI' 도전 | [AI픽] 네이버클라우드·LG CNS, 정부 '보안 특화 AI' 도전"
selected,6,I002,경쟁사_해외이슈,4,2311,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:ai 허위광고 막는다 식약처 네이버 쿠팡 등과 공동 대응,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,684.5,"""AI 허위광고 막는다""…식약처, 네이버·쿠팡 등과 공동 대응"
selected,7,I003,경쟁사_해외이슈,4,2994,2984,로컬 보조 라벨 / v26.2: overseas structural industry candidate,global_incident:ai_security_policy:naver:openai_security_access,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,650.0,"2027년 덩치 키워 상장하려던 오픈AI, 괜찮나?…데이터센터 총괄 크리스 말론마저 이탈 | 애플 M6·오픈AI 할라피뇨... 자체 칩 시대 열렸다"
selected,8,I005,경쟁사_해외이슈,4,2324,2264,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버클라우드 lg cns 풀스택 자체 기술로 보안 특화 ai 구축 나선다,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,633.0,"네이버클라우드-LG CNS, 풀스택 자체 기술로 보안 특화 AI 구축 나선다 | 네이버클라우드-LG CNS, 풀스택 자체 기술로 보안 특화 AI 구축 나선다"
selected,9,I006,경쟁사_해외이슈,4,2301,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버클라우드 lg cns 공동 컨소시엄으로 보안 ai 국책 사업 응모,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버클라우드·LG CNS, 공동 컨소시엄으로 보안 AI 국책 사업 응모"
selected,10,I007,경쟁사_해외이슈,4,2279,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버클라우드 lg cns 보안 특화 ai 사업 참여,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버클라우드·LG CNS, 보안 특화 AI 사업 참여"
