kind,order,issue_id,category,priority,best_article_id,backup_article_ids,reason,issue_group,issue_family,internal_category,issue_score,titles
selected,1,I025,자사_및_계열사_이슈,4,1993,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,self_filler_reference:네이버가 투자한 씨냅스에이아이 딥픽셀 비전 ai 모델 연동 협력 ai 모델 활용 문턱 낮춘다,self_filler_reference,SELF_AFFILIATE_BUSINESS,583.5,"네이버가 투자한 씨냅스에이아이-딥픽셀, 비전 AI 모델 연동 협력⋯“AI 모델 활용 문턱 낮춘다”"
selected,2,I038,자사_및_계열사_이슈,5,91,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,self_direct_risk:뛰는 카카오증권 나는 토스증권 더 벌어지는 핀테크 증권사 실적격차,self_direct_risk,SELF_DIRECT_RISK,449.8,"뛰는 카카오증권, 나는 토스증권…더 벌어지는 핀테크 증권사 실적격차"
selected,3,I018,정부_국회,4,2212,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,global_incident:platform_regulation:kt:platform_data_protection_obligation,comp_domestic_direct_risk,COMPETITOR_PLATFORM_RISK,589.5,"[KT 점검②] 해킹 알고도 미신고·로그 삭제…KT, 개인정보위 고발까지"
selected,4,I024,정부_국회,5,470,"2183,2171,2253,2007,1995,449,3429,3456,2126",로컬 보조 라벨 / 로컬 보조 라벨 / v26.2: overseas structural industry candidate / v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate / v26.2: no central Korean public actor/action for Government,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,COMPETITOR_PLATFORM_RISK,588.0,"[AI픽] GPU 일변도 벗어난다…정부·AMD, 국산 NPU 실증 본격화 | KT, 전자파학회서 고효율 AI 인프라 전략 제시 | 하나금융·SKT 지분참여 비트고코리아, 해외기업 첫 가상자산사업자 신고 수리"
selected,5,I029,정부_국회,4,2100,"2911,1963,2073,737,804",로컬 보조 라벨 / v26.2: overseas structural industry candidate / v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,global_incident:platform_regulation:naver:platform_regulation,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,526.0,"네이버 디지털트윈 플랫폼, 사우디 ‘국가 표준’ 됐다…지자체 우선 도입 | 소셜 미디어 제국에서 인공지능(AI) 플랫폼으로, '효율성의 해'를 지나 대규모 인프라 투자의 시대로 - 메타(META) | 팀네이버 클라우드 디지털트윈 플랫폼, 사우디 지자체 표준으로 승인"
selected,6,I001,경쟁사_해외이슈,4,1991,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:엔비디아의 아시아 전진기지 된 네이버 gw급 ai 팩토리 짓는다,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"“엔비디아의 아시아 전진기지 된 네이버, ‘GW급’ AI 팩토리 짓는다”"
selected,7,I002,경쟁사_해외이슈,4,2020,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:엔비디아 투자 브룩필드 자금 눈앞 네이버 글로벌 ai 허브 도약 가속,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"‘엔비디아 투자‧브룩필드 자금 눈앞’...네이버, 글로벌 AI 허브 도약 가속"
selected,8,I003,경쟁사_해외이슈,4,2002,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:2030년 매출 12조 네이버 ai 팩토리 사업 본격화,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"""2030년 매출 12조""…네이버, AI 팩토리 사업 본격화 |"
selected,9,I004,경쟁사_해외이슈,4,2009,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:40만원 간다 vs 시간 필요 naver ai팩토리 두고 엇갈린 시선,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"“40만원 간다"" vs ”시간 필요”…NAVER AI팩토리 두고 엇갈린 시선"
selected,10,I005,경쟁사_해외이슈,4,2008,2097,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:플랜티엠 네이버 ai 검색에 모아진 잡지 콘텐츠 공급 계약,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,633.0,"플랜티엠, 네이버 AI 검색에 '모아진' 잡지 콘텐츠 공급 계약 | 플랜티엠, 네이버 AI 검색에 '모아진' 잡지 콘텐츠 공급 계약"
selected,11,I032,정부_국회,4,479,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,comp_domestic_direct_risk:독자 ai 프로젝트 평가 투명성 논란에 과기정통부 항목별 1위 공개 sk텔레콤 lg ai연구원 두 항목씩 1,comp_domestic_direct_risk,COMPETITOR_PLATFORM_RISK,499.75,독자 AI 프로젝트 평가 투명성 논란에 과기정통부 항목별 1위 공개 : SK텔레콤·LG AI연구원 두 항목씩 1등 나눠가졌다
selected,12,I033,정부_국회,5,460,,로컬 보조 라벨,government_ai_core_policy:엔비디아 의존 벗어나자 정부 amd와 국산 npu 실증 약속,government_ai_core_policy,GOV_AI_DIGITAL_POLICY,494.5,"'엔비디아 의존 벗어나자'... 정부, AMD와 국산 NPU 실증 약속"
selected,13,I063,자사_및_계열사_이슈,5,38,"32,43,372,159,116,394,117,126,133",로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,카카오 노조 임단협/파업 및 내부 갈등,self_labor,SELF_DIRECT_RISK,394.8,"카카오뱅크 노조, 오는 31일부터 닷새간 총파업 | 카카오뱅크 노조, 오는 31일부터 닷새간 총파업 | 카카오뱅크 노조, 31일부터 5일간 총파업"
selected,14,I066,자사_및_계열사_이슈,5,30,"85,180,173,182,68,183,28,71,172",로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전 / v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,global_incident:mna_capital:kakao:mna_capital,self_strategic_reference,SELF_AFFILIATE_BUSINESS,386.3,"카카오모빌리티, TPG 지분으로 美 ADR 상장 추진…카카오 이사회는 '선 긋기' | 카카오모빌리티 美 IPO 추진...카카오 ""TPG 지분만 ADR 상장 검토"" | TPG, 롯데렌탈 1.3조 인수…카카오모빌리티와 시너지 주목"
backup,1,I006,경쟁사_해외이슈,4,1994,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버 네오클라우드 매출 2029년부터 연 4 5조원 이상,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버 '네오클라우드' 매출 ""2029년부터 연 4.5조원 이상"""
backup,2,I007,경쟁사_해외이슈,4,2046,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_finance_commerce:네이버 쇼핑 가구매 정말 안전할까 연매출 200억 광고사 지사장이 말하는 현실,comp_domestic_finance_commerce,COMPETITOR_PLATFORM_RISK,631.5,"네이버 쇼핑 가구매, 정말 안전할까? 연매출 200억 광고사 지사장이 말하는 현실"
backup,3,I008,경쟁사_해외이슈,4,1939,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버가 투자한 씨냅스에이아이 딥픽셀 비전 ai 모델 연동 협력 ai 모델 활용 문턱 낮춘다,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버가 투자한 씨냅스에이아이-딥픽셀, 비전 AI 모델 연동 협력···""AI 모델 활용 문턱 낮춘다"""
backup,4,I009,경쟁사_해외이슈,4,2014,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버 네오클라우드 ai dc 고성장 가시화,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,631.5,"네이버, 네오클라우드·AI DC 고성장 가시화"
backup,5,I010,경쟁사_해외이슈,4,2283,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:ai로 건물 관리한다 lgu+ ai빌딩넷 by 익시 출시,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,619.5,"AI로 건물 관리한다···LGU+, ‘AI빌딩넷 by 익시’ 출시"
