id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key,v26_2_profile_reason
3190,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"2027년 덩치 키워 상장하려던 오픈AI, 괜찮나?…데이터센터 총괄 크리스 말론마저 이탈",2027년 덩치 키워 상장하려던 오픈ai 괜찮나 데이터센터 총괄 크리스 말론마저 이탈,네이버 프리미엄콘텐츠,네이버 프리미엄콘텐츠,"Wed, 26 Aug 2026 22:10:00 GMT","2027년 덩치 키워 상장하려던 오픈AI, 괜찮나?…데이터센터 총괄 크리스 말론마저 이탈 네이버 프리미엄콘텐츠",https://news.google.com/rss/articles/CBMihwFBVV95cUxOLTJFQVJSamVyX202dUVRbzFaRDZ0bE5XZmp0SDBFc3ZSNUdmVUN6N2VGY0QtdGFTNE4xc2ZfNFhNM2tHNXIzSlNrRnY3bnM5UTBFWWhzb3ZMWE1GNGhxN2JJQjZGZ3NxbU9XblZNNllxeUtyWUlON3FyOWFkMGJSLVJKS0tlTWc?oc=5,google_rss_오픈AI when:2d,368.0,29.0,"ai_infrastructure_security,strategy_mna_governance",ai_infrastructure_security,"네이버,오픈AI",,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:naver:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,368.0,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:naver:openai_security_access:general,global_incident:ai_security_policy:naver:openai_security_access,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,global_incident:ai_security_policy:naver:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:naver:openai_security_access,comp_domestic_ai_platform,,
2509,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"디에스앤지, 네이버클라우드에 엔비디아 B300 GPU 서버 389대 공급",디에스앤지 네이버클라우드에 엔비디아 b300 gpu 서버 389대 공급,전자신문,전자신문,"Tue, 25 Aug 2026 23:28:19 GMT","디에스앤지, 네이버클라우드에 엔비디아 B300 GPU 서버 389대 공급 전자신문",https://news.google.com/rss/articles/CBMiTkFVX3lxTE1mcGplYUxCbTNmZlRQQ3FDdGwyZ3VvYlBPV2wzNGtEdFpVWEhJZDN0ZnNsbExhR1d1X1EtZENFNG05RDZDR0JNZld0djNhdw?oc=5,google_rss_네이버 site:etnews.com when:2d,361.0,23.5,"ai_infrastructure_security,aidc_datacenter",aidc_gpu_npu,네이버,,,,,,,general,14.0,published_yesterday,general,event:네이버:ai_infrastructure_security+aidc_datacenter,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,361.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,
2412,경쟁사/해외이슈,경쟁사_해외이슈,네이버,네이버 AI탭 출시 총정리 | 구글 AI 모드와 다른 점은?,네이버 ai탭 출시 총정리 구글 ai 모드와 다른 점은,오픈애즈,오픈애즈,"Wed, 26 Aug 2026 05:41:00 GMT",네이버 AI탭 출시 총정리 | 구글 AI 모드와 다른 점은? 오픈애즈,https://news.google.com/rss/articles/CBMibkFVX3lxTE85dzFQblN4ZDZYTHVIMmlMb2trLWhwOUhmdFZ2RGdYUkdyZ2tvV2txWUtKbUtpNTZ2Y2ZxcHdpeE1TMVUxS3lDUkV1aE1BckZRQlhGZHd6LWF3aHZyOFI4cGs0ek9QaVNVbkJZMG93?oc=5,google_rss_네이버 AI when:2d,315.5,19.0,"ai_agent,ai_infrastructure_security",ai_infrastructure_security,"구글,네이버",,,,,,,general,14.0,published_yesterday,business_change,event:구글+네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,315.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 ai탭 출시 총정리 구글 ai 모드와 다른 점은,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 ai탭 출시 총정리 구글 ai 모드와 다른 점은,comp_domestic_ai_platform,,
2631,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 협력 기업 12개사와 태국 '테크소스 글로벌 서밋' 참가",kt 협력 기업 12개사와 태국 테크소스 글로벌 서밋 참가,AI타임스,AI타임스,"Thu, 27 Aug 2026 04:30:24 GMT","KT, 협력 기업 12개사와 태국 '테크소스 글로벌 서밋' 참가 AI타임스",https://news.google.com/rss/articles/CBMiakFVX3lxTE9mSE1LaHB3cWRObEQxRXNBSGxBY1QwUzhXZS13alBUdGR6WV9kUGozNTBIbG5Qa1lhR1dHYk0xWjZtbkN6dXBNdVl6cUt1SXRDMWJJTW1EQlZtbFNNcm5vYWVTZHFScmZvV0E?oc=5,google_rss_KT when:2d,314.0,11.0,ai_infrastructure_security,ai_infrastructure_security,KT,,,,,,,general,24.0,published_today,business_change,event:KT:ai_infrastructure_security,general,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,naver_telco_strategy_or_infra,Y,telco,314.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,
2398,경쟁사/해외이슈,경쟁사_해외이슈,네이버,댓글 : 애플 M6·오픈AI 할라피뇨... 자체 칩 시대 열렸다,댓글 애플 m6 오픈ai 할라피뇨 자체 칩 시대 열렸다,네이버 프리미엄콘텐츠,네이버 프리미엄콘텐츠,"Thu, 27 Aug 2026 03:00:00 GMT",댓글 : 애플 M6·오픈AI 할라피뇨... 자체 칩 시대 열렸다 네이버 프리미엄콘텐츠,https://news.google.com/rss/articles/CBMihAFBVV95cUxNXzdpQnRSUFE2cUFTMGhOcFNtN1FxdGtYdEQ1Z2JtbWdrWXRpRms1RTNCOWtIdjVpbVIyMTB5T0J2LWdkRVZfVW1sTWI1WGdpMkgzQ21NOGhTM0ltb0RERlpNcTg2eV9zLXpBcWozTzNsdTgyamtJY0ZsZHhUeEVpb24xUlQ?oc=5,google_rss_네이버 AI when:2d,309.0,16.0,ai_infrastructure_security,ai_infrastructure_security,"네이버,애플,오픈AI",brand_not_in_title,,,,,,general,24.0,published_today,business_change,global_incident:ai_security_policy:naver:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,309.0,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:naver:openai_security_access:general,global_incident:ai_security_policy:naver:openai_security_access,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,global_incident:ai_security_policy:naver:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:naver:openai_security_access,comp_domestic_ai_platform,,
2703,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 협력사 12곳과 태국서 열릴 ‘테크소스 글로벌 서밋’ 참가",kt 협력사 12곳과 태국서 열릴 테크소스 글로벌 서밋 참가,디지틀조선TV,디지틀조선TV,"Thu, 27 Aug 2026 04:40:00 GMT","KT, 협력사 12곳과 태국서 열릴 ‘테크소스 글로벌 서밋’ 참가 디지틀조선TV",https://news.google.com/rss/articles/CBMifEFVX3lxTE1pcE43ZW5vTWljNzdCS19FM3BSN1NCejZESDlObDRwSmlmSkd5X1NZNU5UV3hOclNoTEdVcmdkbWpxZl8xYlZsWG9vd083cFBJMmNyaHNITjNvQ2hQNTJHWTJFRHZaUl85UDVtek16S01oNWk3ZU9uQTlxYzg?oc=5,"google_rss_""KT"" when:2d",304.0,4.0,,,KT,,,,,,,general,24.0,published_today,general,,general,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,naver_telco_strategy_or_infra,Y,telco,304.0,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:kt 협력사 12곳과 태국서 열릴 테크소스 글로벌 서밋 참가,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:kt 협력사 12곳과 태국서 열릴 테크소스 글로벌 서밋 참가,comp_domestic_strategy,,
2636,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 협력 중소벤처와 ‘테크소스 글로벌 서밋 2026’ 참가",kt 협력 중소벤처와 테크소스 글로벌 서밋 2026 참가,IT조선,IT조선,"Thu, 27 Aug 2026 02:43:58 GMT","KT, 협력 중소벤처와 ‘테크소스 글로벌 서밋 2026’ 참가 IT조선",https://news.google.com/rss/articles/CBMidEFVX3lxTE5lOFVTVFBCdU01ZGFfR1BXcFlwYnhBVWhqVG1DekoxSVBCck8xc0c3LVA0OGVmVmJJVWVNckUzSzNyZm9mNkF6Z1RRbG82djRjRnNsY215cVhTWU9VVjh5bUM2ZzBUYUQ2a2NJM1MwaFBwbkpQ0gF0QVVfeXFMTmU4VVNUUEJ1TTVkYV9HUFdwWXBieEFVaGpUbUN6SjFJUEJyTzFzRzctUDQ4ZWZWYklVZU1yRTNLM3Jmb2Y2QXpnVFFsbzZ2NGNGc2xjbXlxWFNZT1VWOHltQzZnMFRhRDZrY0kzUzBoUHBuSlA?oc=5,google_rss_KT when:2d,304.0,4.0,,,KT,,,,,,,general,24.0,published_today,general,,general,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,naver_telco_strategy_or_infra,Y,telco,304.0,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:kt 협력 중소벤처와 테크소스 글로벌 서밋 2026 참가,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:kt 협력 중소벤처와 테크소스 글로벌 서밋 2026 참가,comp_domestic_strategy,,
2664,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 협력 중소벤처와 '테크소스 글로벌 서밋 2026' 참가",kt 협력 중소벤처와 테크소스 글로벌 서밋 2026 참가,KIPOST,KIPOST,"Thu, 27 Aug 2026 01:55:14 GMT","KT, 협력 중소벤처와 '테크소스 글로벌 서밋 2026' 참가 KIPOST",https://news.google.com/rss/articles/CBMibEFVX3lxTE01Q1BjckJHT2FjR01Jdk1XR0JZcUlsalVaQ3JsYlotaVk4Z0J2bU1Fa21rOEJLWWNSUFlZamFYVzBXN3UtT3RoMWdNTEo1WDg3YnR6V3hLbmVqRlFUVk0zbW81ZTN2Z2M0dGsxNdIBbEFVX3lxTE01Q1BjckJHT2FjR01Jdk1XR0JZcUlsalVaQ3JsYlotaVk4Z0J2bU1Fa21rOEJLWWNSUFlZamFYVzBXN3UtT3RoMWdNTEo1WDg3YnR6V3hLbmVqRlFUVk0zbW81ZTN2Z2M0dGsxNQ?oc=5,google_rss_KT when:2d,301.0,14.0,strategy_mna_governance,strategy_mna_governance,KT,,,,,,,general,24.0,published_today,direct_risk,global_incident:mna_capital:kt:mna_capital,general,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,naver_telco_strategy_or_infra,Y,telco,301.0,strategy_mna_governance,competitor:strategy_mna,global_incident:mna_capital:kt:mna_capital:general,global_incident:mna_capital:kt:mna_capital,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,global_incident:mna_capital:kt:mna_capital,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:mna_capital:kt:mna_capital,comp_domestic_strategy,,
2642,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 테크소스 글로벌 서밋 참가…협력사 동남아 진출 지원",kt 테크소스 글로벌 서밋 참가 협력사 동남아 진출 지원,전자신문,전자신문,"Thu, 27 Aug 2026 00:30:36 GMT","KT, 테크소스 글로벌 서밋 참가…협력사 동남아 진출 지원 전자신문",https://news.google.com/rss/articles/CBMiTkFVX3lxTFA2emJITEhlYlJFWFFhekJoekQ1MmNXYzNBU2l4VF9nNUxwWjFJRmJPNUVLNmpzOXFKR3NHRmdGVmhwbHlWVGFpaFdqT0JPUQ?oc=5,google_rss_KT when:2d,292.0,4.0,,,KT,,,,,,,general,24.0,published_today,general,,general,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,naver_telco_strategy_or_infra,Y,telco,292.0,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:kt 테크소스 글로벌 서밋 참가 협력사 동남아 진출 지원,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:kt 테크소스 글로벌 서밋 참가 협력사 동남아 진출 지원,comp_domestic_strategy,,
2667,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, ‘테크소스 글로벌 서밋’ 참가…협력 중소벤처 동남아 진출 지원",kt 테크소스 글로벌 서밋 참가 협력 중소벤처 동남아 진출 지원,인더뉴스,인더뉴스,"Thu, 27 Aug 2026 05:06:27 GMT","KT, ‘테크소스 글로벌 서밋’ 참가…협력 중소벤처 동남아 진출 지원 인더뉴스",https://news.google.com/rss/articles/CBMiZEFVX3lxTE5ZNy1DMGlTMkpPeGxrWTRxRWdMMWl5ZVptQ2dYSlhqZDUwWmp6VC1fV0Jsb2F2X2pDWGI5el9peXRQaVlIMUtRZHpMMnVLSk14VkNJWVlwd21UN2pveTlWMllIQlA?oc=5,google_rss_KT when:2d,288.0,4.0,,,KT,,,,,,,general,24.0,published_today,general,,general,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,naver_telco_strategy_or_infra,Y,telco,288.0,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:kt 테크소스 글로벌 서밋 참가 협력 중소벤처 동남아 진출 지원,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:kt 테크소스 글로벌 서밋 참가 협력 중소벤처 동남아 진출 지원,comp_domestic_strategy,,
