id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key,v26_2_profile_reason,v26가드레일사유,v32_weak_non_digital_gov
2016,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, AI팩토리 계약구조 공개…""엔비디아 투자금으로 GPU 사는 구조 아냐""",네이버 ai팩토리 계약구조 공개 엔비디아 투자금으로 gpu 사는 구조 아냐,네이트,네이트,"Mon, 03 Aug 2026 01:51:00 GMT","네이버, AI팩토리 계약구조 공개…""엔비디아 투자금으로 GPU 사는 구조 아냐"" 네이트",https://news.google.com/rss/articles/CBMiYEFVX3lxTE51ZWNFbFlsQXp5WUJLRmtGNTZCaHhsLUxTTVU0MzBtM3pwcWZxcFBVdERDTllLUVQ1NGZaN19BRGM5a2t5ZmZ6UjAyd1pGYlRkdEctanVVMjc0WmtzYlplOA?oc=5,google_rss_네이버 when:4d,364.5,23.5,"ai_infrastructure_security,aidc_datacenter",aidc_gpu_npu,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security+aidc_datacenter,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,364.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,,,
1991,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, AI 팩토리 계약구조 공개… GPU는 엔비디아·자금은 브룩필드 - 조선비즈",네이버 ai 팩토리 계약구조 공개 gpu는 엔비디아 자금은 브룩필드,Chosunbiz,Chosunbiz,"Mon, 03 Aug 2026 01:29:00 GMT","네이버, AI 팩토리 계약구조 공개… GPU는 엔비디아·자금은 브룩필드 - 조선비즈 Chosunbiz",https://news.google.com/rss/articles/CBMiggFBVV95cUxNYmdaQTY4WHR0NTJIaE8wQUZDV0JWTEhJSWFoRjVxMUI0VE41eUJVLUNNWmZuMGpsVHp5VEk2M2wybzFQS2F4RUJOMHRQUjFKbWFqNWpPRWgtaG9FZzNvVmJLaXh1R216U3ZVRXN4WkRFcS0yOGtoWGFLT3RELWpUZVln0gGWAUFVX3lxTE9mb245Vy05UDVwQlRDMUpidWV4T25PeHhKSEJwX2piZFl0SkhsSTVvQUo0dktidk5ULVNkNzFhNDlYc3VPVTg0MUdlQk9FM3BEcGgyd2V4TGgtY0d3MjhGUnF0Nk5SbUJLUFpDX2F0d0ZtNXUxVDg4TlVXMUJfazhDRVhsT2JxeV84Tk1sRzJORks2NDB3dw?oc=5,google_rss_네이버 when:4d,364.5,23.5,"ai_infrastructure_security,aidc_datacenter",aidc_gpu_npu,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security+aidc_datacenter,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,364.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,,,
2023,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, AI팩토리 계약구조 공개…""엔비디아 GPU 받고, 브룩필드 SPV로 재무 부담 던다""",네이버 ai팩토리 계약구조 공개 엔비디아 gpu 받고 브룩필드 spv로 재무 부담 던다,네이트,네이트,"Mon, 03 Aug 2026 01:29:00 GMT","네이버, AI팩토리 계약구조 공개…""엔비디아 GPU 받고, 브룩필드 SPV로 재무 부담 던다"" 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE1aWG56a3c4TjRPTmNZZXFRLWJLRXRaTnNxajRDdnQtejY5VXZQOVU0UXpJT1UtelhDbXhZcFlDM3F2UGU2TFVSVElDOUxNS3B3a2xV?oc=5,google_rss_네이버 when:4d,364.5,23.5,"ai_infrastructure_security,aidc_datacenter",aidc_gpu_npu,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security+aidc_datacenter,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,364.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,,,
1998,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버 AI 팩토리, 엔비디아 GPU·브룩필드 자금 협의…투자 부담 낮춘다",네이버 ai 팩토리 엔비디아 gpu 브룩필드 자금 협의 투자 부담 낮춘다,디지털투데이,디지털투데이,"Mon, 03 Aug 2026 01:13:11 GMT","네이버 AI 팩토리, 엔비디아 GPU·브룩필드 자금 협의…투자 부담 낮춘다 디지털투데이",https://news.google.com/rss/articles/CBMic0FVX3lxTE5hdVl4RmJQUDFnNlNhSDR4a2o3VzFVeGVCVnkxblltZmhIMGdiRnlCU3VVaFNuRjFkbVBLeS14eHU2UXE5U2hmMHctb2hNQWpxeVFzM2s3dC1sMWcwM2Y0OFZLTHRLUTFUX1hLMlU2cEZ1Zlk?oc=5,google_rss_네이버 when:4d,364.5,23.5,"ai_infrastructure_security,aidc_datacenter",aidc_gpu_npu,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security+aidc_datacenter,consultation,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,364.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,,,
2099,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, AI팩토리 투자 구조 공개…엔비디아 GPU·브룩필드 자금 '투트랙' 승부수",네이버 ai팩토리 투자 구조 공개 엔비디아 gpu 브룩필드 자금 투트랙 승부수,중앙이코노미뉴스,중앙이코노미뉴스,"Mon, 03 Aug 2026 00:45:00 GMT","네이버, AI팩토리 투자 구조 공개…엔비디아 GPU·브룩필드 자금 '투트랙' 승부수 중앙이코노미뉴스",https://news.google.com/rss/articles/CBMickFVX3lxTFBmV0RUVk5BdUNvX1hzRGhLelowaVNtYzZJVHJLNFNBNDA3MFB2TDZkR3dsaWtkMW9yVUY3VkR1TUU4dUhyLTdyQUlQRmJmc09NRmw1SXdVRktCNTdNTFlIenNfV21JX3lZRFE1TzlLQzRxdw?oc=5,google_rss_네이버 AI when:4d,364.5,23.5,"ai_infrastructure_security,aidc_datacenter",aidc_gpu_npu,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security+aidc_datacenter,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,364.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,,,
2138,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, 엔비디아·브룩필드 '14조 AI팩토리' 구조 공개…SPV 설립",네이버 엔비디아 브룩필드 14조 ai팩토리 구조 공개 spv 설립,뉴스1,뉴스1,"Mon, 03 Aug 2026 01:33:45 GMT","네이버, 엔비디아·브룩필드 '14조 AI팩토리' 구조 공개…SPV 설립 뉴스1",https://news.google.com/rss/articles/CBMiaEFVX3lxTE1mTnpjS0FuOFJMekZNM3lrZW9nT0tCZXVDMnlEbjNzQXFPa09CUjIyMEVQd09hVHcxNmJTM21JeEY2cmJuR2J0MlpzaWltSXdoOTA5TUJPeE4wNU9qZm8yZFVzbzhlQjZm?oc=5,google_rss_네이버 site:news1.kr when:4d,355.5,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,355.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 엔비디아 브룩필드 14조 ai팩토리 구조 공개 spv 설립,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 엔비디아 브룩필드 14조 ai팩토리 구조 공개 spv 설립,comp_domestic_ai_platform,,,,
2015,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, AI팩토리 운영사 새로 세운다…엔비디아·브룩필드 역할은?",네이버 ai팩토리 운영사 새로 세운다 엔비디아 브룩필드 역할은,네이트,네이트,"Mon, 03 Aug 2026 01:40:00 GMT","네이버, AI팩토리 운영사 새로 세운다…엔비디아·브룩필드 역할은? 네이트",https://news.google.com/rss/articles/CBMiYEFVX3lxTE9Ccm9LV3VwcGJ3TGNJVjdJR2p4UDdTa1U0YjJfOXRvQkZndXEzSW5FVFZ1UGhiRi16bVBVN1BPUzRBV1RiTUtVLTVzOHlKRHFNMFdPc3JVcFVrRjR4d2o1dw?oc=5,google_rss_네이버 when:4d,351.5,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,351.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 ai팩토리 운영사 새로 세운다 엔비디아 브룩필드 역할은,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 ai팩토리 운영사 새로 세운다 엔비디아 브룩필드 역할은,comp_domestic_ai_platform,,,,
2017,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, 엔비디아·브룩필드 '14조 AI팩토리' 구조 공개…SPV 설립",네이버 엔비디아 브룩필드 14조 ai팩토리 구조 공개 spv 설립,네이트,네이트,"Mon, 03 Aug 2026 01:34:00 GMT","네이버, 엔비디아·브룩필드 '14조 AI팩토리' 구조 공개…SPV 설립 네이트",https://news.google.com/rss/articles/CBMiYEFVX3lxTE5NbXNYS1RRSlV4aFRTZ0h6dzl4OElGQ3pWMEJ5QjR3NHdiVE5ORXloY3k4TDlnOWdTYmJ3a01kdFB3NWZoaDNWMlBrVXljZENMcUJTeXZjd3Ayb3hHS3JKdg?oc=5,google_rss_네이버 when:4d,351.5,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,351.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 엔비디아 브룩필드 14조 ai팩토리 구조 공개 spv 설립,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 엔비디아 브룩필드 14조 ai팩토리 구조 공개 spv 설립,comp_domestic_ai_platform,,,,
2019,경쟁사/해외이슈,경쟁사_해외이슈,네이버,엔비디아 1.5조 투자 뜯어보니…네이버 AI팩토리 '10조 금융' 구조 드러났다,엔비디아 1 5조 투자 뜯어보니 네이버 ai팩토리 10조 금융 구조 드러났다,네이트,네이트,"Mon, 03 Aug 2026 00:47:00 GMT",엔비디아 1.5조 투자 뜯어보니…네이버 AI팩토리 '10조 금융' 구조 드러났다 네이트,https://news.google.com/rss/articles/CBMiYEFVX3lxTE9GSzFxR0NJa21ZY2lUVU05dDgwTVg5ZWxrUERPNmViUmUzbTkzMFFpNk1yV2c0TmFzZ2RZUklMT2g5ejRjZXhwcm5zNUpiNlFHUGdZcl9SaHpHRGhyMHdsTA?oc=5,google_rss_네이버 when:4d,351.5,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,351.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:엔비디아 1 5조 투자 뜯어보니 네이버 ai팩토리 10조 금융 구조 드러났다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:엔비디아 1 5조 투자 뜯어보니 네이버 ai팩토리 10조 금융 구조 드러났다,comp_domestic_ai_platform,,,,
1989,경쟁사/해외이슈,경쟁사_해외이슈,네이버,네이버 AI 팩토리 투자구조 공개…브룩필드 PF·엔비디아 10억달러 투자,네이버 ai 팩토리 투자구조 공개 브룩필드 pf 엔비디아 10억달러 투자,v.daum.net,v.daum.net,"Mon, 03 Aug 2026 00:39:00 GMT",네이버 AI 팩토리 투자구조 공개…브룩필드 PF·엔비디아 10억달러 투자 v.daum.net,https://news.google.com/rss/articles/CBMiT0FVX3lxTE1ZZ1c4RDhqOWhJX21IRnJPWVRDSDRHU3lwMjJFT09ES2Q5S0ZzcXdoR2hpbk1sd0ZiQy1RZ0NqLVM1eHZIaUZUOE5ZR2k4czg?oc=5,google_rss_네이버 when:4d,351.5,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,351.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:네이버 ai 팩토리 투자구조 공개 브룩필드 pf 엔비디아 10억달러 투자,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,5,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local_low_confidence,OFF_TOPIC,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,self_filler_reference:네이버 ai 팩토리 투자구조 공개 브룩필드 pf 엔비디아 10억달러 투자,self_filler_reference,,,,
