kind,order,issue_id,category,priority,best_article_id,backup_article_ids,reason,issue_group,issue_family,internal_category,issue_score,titles
selected,1,I044,자사_및_계열사_이슈,4,2050,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,self_filler_reference:네이버랩스 유럽 차세대 로봇 두뇌 디바인 공개,self_filler_reference,SELF_AFFILIATE_BUSINESS,583.5,"[AI픽] 네이버랩스 유럽, 차세대 로봇 두뇌 디바인 공개"
selected,2,I046,자사_및_계열사_이슈,5,40,"70,21,467,412,476,455,106,113,323",로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전 / v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,global_incident:mna_capital:kakao:mna_capital,self_strategic_reference,SELF_AFFILIATE_BUSINESS,577.8,"[#IT라운지] 사방넷 '와이즈트래커 인수'·카카오 'AI산업博 참가'·'아이디어스 데이' 진행·잡코 '커리어 콘텐츠 개편'·네이버 '자율주행 인코더' | 카카오게임즈 매각이사진 전면 개편…라인게임즈 합병론엔 선 긋기 : 네이버 블로그 | 카카오뱅크·수협, 1조 미만 '가성비' 캐피탈사 인수 속도전"
selected,3,I053,정부_국회,4,1215,,로컬 보조 라벨,government_regulatory_enforcement:한투운용 스페이스x etf 광고 논란 금감원 검사 경찰 내사 착수 1부,government_regulatory_enforcement,GOV_PLATFORM_REGULATION,486.5,한투운용 스페이스X ETF 광고 논란…금감원 검사·경찰 내사 착수(1부)
selected,4,I054,정부_국회,5,983,,로컬 보조 라벨,government_ai_core_policy:대구시 섬유 산업 ax 공모 선정 ai봉제자율제조센터 구축,government_ai_core_policy,GOV_AI_DIGITAL_POLICY,478.5,대구시 '섬유 산업 AX' 공모 선정…AI봉제자율제조센터 구축
selected,5,I078,정부_국회,4,3496,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,government_ai_core_policy:글로벌 가상화 라이선스 대격변 투라인클라우드 하이브리드 daas 기술로 동남아 인프라 시장 정조준,government_ai_core_policy,GOV_AI_DIGITAL_POLICY,414.5,"글로벌 가상화 라이선스 대격변… 투라인클라우드, '하이브리드 DaaS' 기술로 동남아 인프라 시장 정조준"
selected,6,I001,경쟁사_해외이슈,4,2529,"2272,2456,2509,2538,2524,2483,2478",로컬 보조 라벨 / v26.2: overseas structural industry candidate / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,global_incident:platform_regulation:coupang:coupang_designation_disclosure,comp_domestic_direct_risk,COMPETITOR_PLATFORM_RISK,693.0,"쿠팡, 역대급 과징금에도 일자리 창출…고용 인원 10만명 돌파 - 머니투데이 | ""최대 2000억"" 과징금 부과 앞둔 KT, 쿠팡·SKT 선례에 '긴장' | 쿠팡, 작년 일자리 1위 창출…올해는 `과징금 변수`에 고용 갈림길"
selected,7,I002,경쟁사_해외이슈,5,1936,"2409,2225,2188,2324,2296,2269,2163,2279,2402",로컬 보조 라벨 / 로컬 보조 라벨 / v26.2: overseas structural industry candidate / v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate / v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영 / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,국가 AI 인프라/AIDC/GPU 정책,comp_overseas_regulation_data,COMPETITOR_PLATFORM_RISK,669.0,"[Tech & Now] 정부 AI 전환 가속페달…삼성SDS, 공공시장 공략 본격화 | KT, ‘AX 전환’ 협력 스타트업 공개 모집…최종 20곳 선발 | [2026 100대 CEO]네이버 최수연 대표, '엔비디아 동맹' 글로벌 AI 인프라 영토 넓힌다"
selected,8,I003,경쟁사_해외이슈,4,2159,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:40만원 간다 vs 시간 필요 naver ai팩토리 두고 엇갈린 시선,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"“40만원 간다"" vs ”시간 필요”…NAVER AI팩토리 두고 엇갈린 시선"
selected,9,I004,경쟁사_해외이슈,4,2238,2147,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버랩스 유럽 차세대 로봇 두뇌 디바인 공개,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,633.0,"[AI픽] 네이버랩스 유럽, 차세대 로봇 두뇌 디바인 공개 | [AI픽] 네이버랩스 유럽, 차세대 로봇 두뇌 디바인 공개"
selected,10,I005,경쟁사_해외이슈,4,2258,2122,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:더 적은 메모리로 ai 로봇 가동 네이버랩스 디바인 공개,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,633.0,"더 적은 메모리로 AI 로봇 가동…네이버랩스, ‘디바인’ 공개 | 더 적은 메모리로 AI 로봇 가동…네이버랩스, '디바인' 공개"
selected,11,I076,자사_및_계열사_이슈,4,2797,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,self_filler_reference:구글 픽셀폰 2000대로 데이터센터 만든다,self_filler_reference,SELF_AFFILIATE_BUSINESS,418.5,"구글, 픽셀폰 2000대로 데이터센터 만든다"
selected,12,I077,자사_및_계열사_이슈,5,316,"415,175,167,158,149,126,160,159,329",로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전 / v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,카카오게임즈 최대주주 변경 및 공동대표 체제,self_governance_mna,SELF_DIRECT_RISK,416.4,"카카오게임즈, 신임 사내이사 선임…라인게임즈 합병설엔 ""미정"" | 라인야후에 인수된 카카오게임즈 “라인게임즈와 합병, 결정된 바 없다” | [애프터마켓 리뷰] 카카오게임즈, 라인야후 출자 법인에 인수 절차 완료"
selected,13,I079,정부_국회,4,3433,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,government_ai_core_policy:경기도 4차산업혁명센터 유럽 ai 핵심 거점 ecaie와 맞손 글로벌 ai 협력 네트워크 확대,government_ai_core_policy,GOV_AI_DIGITAL_POLICY,413.25,"경기도 4차산업혁명센터, 유럽 AI 핵심 거점 ECAIE와 맞손… 글로벌 AI 협력 네트워크 확대"
selected,14,I090,정부_국회,5,1432,"1638,1615,1601,1995,3477,1599",로컬 보조 라벨 / v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,global_incident:platform_regulation:platform_sector:platform_regulation,government_regulatory_enforcement,GOV_PLATFORM_REGULATION,386.0,중기부 '모두의 창업'서 대규모 개인정보 유출…협력사 관리 허점 드러나 | 공공기관 개인정보 유출…과징금 격차 논란 속 공정성 도마 위에 | 공공기관 개인정보 유출…과징금 형평성 논란 확산
