id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형
128,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"서승욱 카카오 노조 지회장이 지난달 27일 경기 수원시 경기지방노동위원회에서 열린 카카오 노사 2차 조정 회의에 참석, 조정회의실로 들어가고 있다. 〈자료 연합뉴스〉",서승욱 카카오 노조 지회장이 지난달 27일 경기 수원시 경기지방노동위원회에서 열린 카카오 노사 2차 조정 회의에 참석 조정회의실로 들어가고 있다 자료 연합뉴스,전자신문,전자신문,"Mon, 08 Jun 2026 07:22:38 GMT","서승욱 카카오 노조 지회장이 지난달 27일 경기 수원시 경기지방노동위원회에서 열린 카카오 노사 2차 조정 회의에 참석, 조정회의실로 들어가고 있다. 〈자료 연합뉴스〉 전자신문",https://news.google.com/rss/articles/CBMisgtBVV95cUxNMXJzellOcnI4eFJoY2RPQnc5dWhuM2tYQ2NjN3RXNDE3NjdVNDV4NVJqUTJIR3JBMmYtdlBWZ3lmTk9XMVVmeEdKQzVPNFh3VE1kODRTX1JyQm91TFVMYkdLUG9RMmpzWHlnYjF5eTh3cko0YWd2c01MTHY1bHcyS3pqXzFmU09tTHUwMnVXd01IMHYwMy1VY0ZScU5TX0c1bVVSWFNpNUF2UU1SbDlfWUtnOWZEVl8tTDZVbTR1eGZZTWRuUXNVNV9mSm56LWxYcjZLNEg4cWh3b3hlMFU0bzFQczBObzk3WloxNHY3MHBBQXRXbTdYUlJ6ZjhFTFgwc0ZzbjRkWUw2bEhWM05HSm01MHdTWkZtSFhjdWlRRDRuVGx5dWpYRVZDSjB1R3h5a1hoVGJaaU9rUEl1RmVoOUhMZnQ4aUptcHlkcnlKYTQ5VHdybzRmYmlsalN1VXVWQkFKYmhyaWVycEk2M3hmaFpQNXQ2OS1YeWZvMVVSNnV1Z3pRVk5EZHJCLWJVYThQS2QyVExxNWJuN3dveWtQZkZsZVJFNHEwaVpCaDZ0NEFGR3VKOGpoT2l2OVVFY2xqRkVxeXFDTjE0RE9uUnJsZXo5VU9aUEh3M2ZHZjFGbDB0VlNkUldsSjkxSWxsazRwNmhWdkowWkloTXV6dVJjdHFtOHlDYU93bmlqbDgxRXJSWGdncnRsTVlPdWRGakNMX2dDWTRkSUc3blhpcUc1ZldxTzcxSVlVOTlFS0JkY1FNMGJoLVVXS3g1WGd0UXY4ZlE4MjI4LXA0aVgtOE50cGpJTUNjUGk3Yk52ZVZ2VUhjLWx2QVJudXhCTzROcHpQTGJIb29ka202czNQaHhVTGJiN2tTS1UzaW5MbkthdUpsV0d4Y25zODFvdUY1R000cF9tMmE3SjRYTjJfXzQtQmxTR2NGeWNabWtJUXU2WmQ2aHkza0FsaVR3MDJhZWEwOEpRcllzLXRfcHRUd2dDYlBKR1NfdDVieFJiNWVMN3dOUUNoVllqMWFBbnF0a2xrZzgxSlBjMmd2RVcxUG1pTElGYlh4QVpPQXpuLUNzb0s4LW9TeDlIME5leTdYU1hQTmNRVzFSN3BxVDEySnFDQ0VRbDBzRHNoZUo2VGRjOGFGbnJHOUJXUF82dThSX1FwMVlIcW53NnAwNzkxbGhtWWMzeTR1eHIwX2l6UHdWbWF5TkxVU2RuQTFjcUNLS3d2ZURfSE1WWWoxaDlIZE9oSlBHRTlpTzVxV25kMWV2UlVUUVVkTDktekZvY3F2blR5OXdWWEpMdG9KTWpSaTdMTy1IWnN1VmpSdTlXSFZzbFVPQ2V1ZUVQejF1OVEwcjlYYVlFeE1UTjZXWDJqWF96Uk5jemtjckdyWXJwOUVpX3RuSjh5YVdveWs1MjRxR0FhWXEwTWJBb2pqMHVncDliX0tySm0zMmFOUjlpTk1nWTZtSkl5MGx0dFF4N01Ibks5eTBMdU9sVnlBM0ppY25HY3VuWFRoaXV5ZUNTa2NTSDgyT18wQm5kUngwQm4yMlZ6UW12X3JxQ1BRQ2Rzdk51Q0NvUm1Hc0xCWTZIbE5QQ084OXBfaXZqNGtPOWRGdERieS1yNzJKTnotdEZDbzdVekRtYzBncC1NTjBiZllEdzc2X2NrMnA1RDA3OEJtZHVpYml1ZTZZN19DRnd1a0FqX29ObjQ1WVFvZXNoQTJrQW04bGlYSDhRTUw1T3FFU1owbkFfQTFrLUg1YURUcVB5NXFBREMzemJyd2JIWHdfMzlTbGtySzQwbTJUVElTRHV1Tk8wQlhHQWF4WmphYUQxR0RpQTlpdEgwVzRtdnluN0tFc2JOV29MYW4xVmlMSzAwXzk2OHlFZEJkWldHWUFRNmNYaDl1d3hQcFZoWXFuY3FZb21kSUNEUExqWVJJNGpxYWc?oc=5,google_rss_카카오 조정 when:1d,102.0,93.5,"labor_dispute,labor_negotiation,policy_legislation",labor_mediation_meeting,"고용노동부,카카오",,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,102.0,"labor_negotiation,policy_legislation",self:labor_strike,global_incident:labor_ir:kakao:labor_ir:conflict_escalation,global_incident:labor_ir:kakao:labor_ir,자사_및_계열사_이슈,SELF_DIRECT_RISK,노사갈등,카카오 노조 임단협/파업 및 내부 갈등,카카오 노조의 부분 파업 예고로 서비스 중단 가능성에 대한 우려 및 정부 차원의 관심 증대.,1,1,1,,,"카카오 노조의 파업 예고와 관련하여 정부 차원에서도 긴급 점검 회의를 개최하는 등 주목하고 있어, 직접적인 리스크로 판단됨.",gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노사갈등
65,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오 파업 D-2 '카톡 먹통' 될라…과기정통부, 긴급 점검 회의 - 머니투데이",카카오 파업 d 2 카톡 먹통 될라 과기정통부 긴급 점검 회의,머니투데이,머니투데이,"Mon, 08 Jun 2026 05:30:00 GMT","카카오 파업 D-2 '카톡 먹통' 될라…과기정통부, 긴급 점검 회의 - 머니투데이 머니투데이",https://news.google.com/rss/articles/CBMibEFVX3lxTE04X0ttVGNPWDA1ZzB2T2xGaFc0bmxEbmw4QmxpUTQ0enVQcnViZUFZVFNhMXZydzd4WkxJRWc1V0E5aUFDX0VRRmxIYWpIaWVnNkgzY3psS1JjRXQzNS1BSWJUSFp0UVk0SjM3MdIBbEFVX3lxTE04X0ttVGNPWDA1ZzB2T2xGaFc0bmxEbmw4QmxpUTQ0enVQcnViZUFZVFNhMXZydzd4WkxJRWc1V0E5aUFDX0VRRmxIYWpIaWVnNkgzY3psS1JjRXQzNS1BSWJUSFp0UVk0SjM3MQ?oc=5,google_rss_카카오 when:1d,100.0,130.0,"labor_dispute,labor_negotiation,privacy_security_reliability",labor_general,"과기정통부,카카오,카카오서비스,카카오톡",,,Y,must_review:self_strict:labor_strike:labor_negotiation+privacy_security_reliability,,,direct_self_risk,100.0,"labor_negotiation,privacy_security_reliability",self:labor_strike,global_incident:privacy_security:kakao:kakao:service_outage:general,global_incident:privacy_security:kakao:kakao,자사_및_계열사_이슈,SELF_DIRECT_RISK,노사갈등,카카오 노조 임단협/파업 및 내부 갈등,"카카오 노동조합의 부분 파업 예고로 카카오톡 서비스 중단 가능성에 대한 우려가 커지고 있으며, 과기정통부에서 긴급 점검 회의를 개최함.",1,1,1,,,"카카오 노조의 파업 예고로 인해 서비스 중단 가능성이 제기되며, 정부(과기정통부)에서도 긴급 점검 회의를 개최하는 등 직접적인 이슈로 판단됨.",gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노사갈등
22,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,카카오 파업 예고에 정부 촉각…비상대응체계 점검,카카오 파업 예고에 정부 촉각 비상대응체계 점검,연합뉴스,연합뉴스,"Mon, 08 Jun 2026 05:30:01 GMT",카카오 파업 예고에 정부 촉각…비상대응체계 점검 연합뉴스,https://news.google.com/rss/articles/CBMiYEFVX3lxTE5hRm9NQlhETW85RUFka1I0aVU1WmRITVB1Sjl2TWREdWwtTlVDUkNUQVUtUlBPRjZiTlFOaHJSazBHTThvN3Buamhldjk5cGw5ZG1lbEhUbGNncnZ1S0N6b9IBYEFVX3lxTE5hRm9NQlhETW85RUFka1I0aVU1WmRITVB1Sjl2TWREdWwtTlVDUkNUQVUtUlBPRjZiTlFOaHJSazBHTThvN3Buamhldjk5cGw5ZG1lbEhUbGNncnZ1S0N6bw?oc=5,google_rss_카카오 when:1d,100.0,86.5,"labor_dispute,labor_negotiation",labor_strike_action,카카오,,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,100.0,labor_negotiation,self:labor_strike,global_incident:labor_ir:kakao:strike_negotiation:conflict_escalation,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,노사갈등,카카오 노조 임단협/파업 및 내부 갈등,카카오 노조의 파업 예고에 대해 정부가 촉각을 곤두세우며 비상대응체계 점검에 나섬.,1,1,1,,,카카오 노조의 파업 예고와 관련하여 정부 차원에서 비상대응체계 점검을 진행하는 등 직접적인 관심과 개입이 예상되는 사안.,gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노사갈등
45,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"과기정통부-카카오, 노조 파업 대비 서비스 점검 논의",과기정통부 카카오 노조 파업 대비 서비스 점검 논의,전자신문,전자신문,"Mon, 08 Jun 2026 06:16:51 GMT","과기정통부-카카오, 노조 파업 대비 서비스 점검 논의 전자신문",https://news.google.com/rss/articles/CBMiTkFVX3lxTFB2LURiSTItVHF5U3lpMXhiQ3lDU1JIR0t3bTlybHRWNEtMV2thaS1hLXFKTVdabWs4bWZuYnZTOHEyRFhkazVJN0xiTUliZw?oc=5,google_rss_카카오 when:1d,99.0,95.0,"labor_dispute,labor_negotiation",labor_general,"과기정통부,카카오",,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,99.0,labor_negotiation,self:labor_strike,global_incident:labor_ir:kakao:strike_negotiation:conflict_escalation,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,노사갈등,카카오 노조 임단협/파업 및 내부 갈등,과기정통부가 카카오와 함께 노조 파업에 대비하여 서비스 점검 논의를 진행함.,1,1,1,,,카카오 노조 파업에 대한 정부(과기정통부)의 직접적인 논의 및 점검은 카카오의 서비스 운영 및 정책 대응에 영향을 미치는 중요한 이슈.,gemini,DIRECT_RISK,GOV_GENERAL_LOW_RELEVANCE,,other,"정부(과기정통부)가 카카오의 서비스 안정성 확보 방안에 대해 점검하고 논의함으로써, 향후 서비스 중단 발생 시 정부의 개입 및 관리 감독이 강화될 수 있음.",,카카오 노조 임단협/파업 및 내부 갈등,노사갈등
127,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"과기부, 카카오 파업 예고에 긴급 점검…“서비스 안정성 확보 당부”",과기부 카카오 파업 예고에 긴급 점검 서비스 안정성 확보 당부,이데일리,이데일리,"Mon, 08 Jun 2026 05:30:03 GMT","과기부, 카카오 파업 예고에 긴급 점검…“서비스 안정성 확보 당부” 이데일리",https://news.google.com/rss/articles/CBMigAFBVV95cUxOQ1RMMmRYQ1JHdzU2R3d5cWdkbUZsNFN3RkZkaENBRXQ1Mm9yNzB6LVhFQW95dVNYUzJMeHlyR19YQjJ0RnVieVRxZVFSYUQ0LXdGa2FVVzZQaFgyNjNxNUdmVlZfckZiMi1JbnplamNlRWxZWFlrNjZYWVdqQjVMaw?oc=5,google_rss_카카오 성과급 when:1d,98.0,89.0,"labor_dispute,labor_negotiation",labor_strike_action,"과기정통부,카카오",,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,98.0,labor_negotiation,self:labor_strike,global_incident:labor_ir:kakao:strike_negotiation:conflict_escalation,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,노사갈등,카카오 노조 임단협/파업 및 내부 갈등,과기부가 카카오 파업 예고에 따라 긴급 점검을 실시하며 서비스 안정성 확보를 당부함.,1,1,1,,,정부(과기부)가 카카오 노조 파업 예고에 대해 긴급 점검을 실시하고 서비스 안정성 확보를 당부하는 것은 직접적인 관리 감독 행위로 볼 수 있다.,gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노사갈등
49,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오,'파업 리스크' 관리 총력…국민플랫폼 안정성 확보 나서",카카오 파업 리스크 관리 총력 국민플랫폼 안정성 확보 나서,mstoday.co.kr,mstoday.co.kr,"Mon, 08 Jun 2026 06:50:32 GMT","카카오,'파업 리스크' 관리 총력…국민플랫폼 안정성 확보 나서 mstoday.co.kr",https://news.google.com/rss/articles/CBMibkFVX3lxTFBxNGFGUGpSSUxpdFEyQXpwQ3lkRC10WUNiRU9wVUh0Z1dtRk5jOUU2ZEdablBwbGxXaGtub2xGS2lZcXRqNjVDSlVSbUFQNnF0eGFFcy14Q1NDYzRyYzNvMVBQYmFPdXFmNTJ0VHR3?oc=5,google_rss_카카오 when:1d,97.0,114.5,"digital_asset_stablecoin,labor_dispute,labor_negotiation,market_power_platform",labor_general,카카오,,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,97.0,"labor_negotiation,market_power_platform,digital_asset_stablecoin",self:labor_strike,global_incident:platform_regulation:kakao:platform_regulation:general,global_incident:platform_regulation:kakao:platform_regulation,자사_및_계열사_이슈,SELF_DIRECT_RISK,노사갈등,카카오 노조 임단협/파업 및 내부 갈등,카카오가 '파업 리스크' 관리에 총력을 기울이며 국민 플랫폼으로서의 안정성 확보에 나섬.,1,1,1,,,"카카오가 노조 파업 리스크 관리에 집중하고 있으며, 이는 서비스 안정성 및 국민 신뢰와 직결되는 핵심 이슈.",gemini,DIRECT_RISK,,COMP_OVERSEAS_PLATFORM_AI,other,,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,카카오 노조 임단협/파업 및 내부 갈등,노사갈등
226,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오톡,"SK하이닉스, 이달 임단협 개시…""AI 시대 다음 성장 준비할 때""",sk하이닉스 이달 임단협 개시 ai 시대 다음 성장 준비할 때,연합뉴스,연합뉴스,"Mon, 08 Jun 2026 21:05:01 GMT","SK하이닉스, 이달 임단협 개시…""AI 시대 다음 성장 준비할 때"" 연합뉴스",https://news.google.com/rss/articles/CBMiYEFVX3lxTE5nUi1nVUc3bWdCUlNMbFZQS0djT1pTM3Z5ejVhRkpuUGx0MDlqTm5fTHFYemRRMkJOd2NXNjF4T083cGIwWm9jSEtfdW5LMjJGQ3ZXN1FtYnFhU0kxSFdfNtIBYEFVX3lxTE5nUi1nVUc3bWdCUlNMbFZQS0djT1pTM3Z5ejVhRkpuUGx0MDlqTm5fTHFYemRRMkJOd2NXNjF4T083cGIwWm9jSEtfdW5LMjJGQ3ZXN1FtYnFhU0kxSFdfNg?oc=5,google_rss_카카오톡 성과급 when:1d,97.0,100.0,"ai_infrastructure_security,labor_dispute,labor_negotiation",labor_general,,brand_not_in_title,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,97.0,"labor_negotiation,ai_infrastructure_security",self:labor_strike,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,노사갈등,카카오 노조 임단협/파업 및 내부 갈등,SK하이닉스의 임단협 개시 소식.,3,3,1,,Y,"SK하이닉스의 임단협 관련 소식으로 카카오와 직접적인 관련성이 낮고, 'AI 시대 다음 성장 준비'라는 내용은 카카오의 AI 전략과 비교해볼 수는 있으나 직접적인 영향 경로는 불분명함. / v23_category_reassign:industry_item_is_competitor_issue",gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노사갈등
63,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"""카톡·카맵 문제 안 멈추게""…과기정통부, 카카오 노조 파업 대비 점검회의",카톡 카맵 문제 안 멈추게 과기정통부 카카오 노조 파업 대비 점검회의,뉴시스,뉴시스,"Mon, 08 Jun 2026 05:30:00 GMT","""카톡·카맵 문제 안 멈추게""…과기정통부, 카카오 노조 파업 대비 점검회의 뉴시스",https://news.google.com/rss/articles/CBMieEFVX3lxTE1GWEt2RVFJX0t4SUpWX0hscGh2SU1zTi1pNjQ1U0dGdzBBX2ZMV3dDLVN2czdjN0dKeTBYX0ZiZW1kRWhMRjNXalRtZEhxQm8wdFRSQXFTYUhUOGF0WWJTRC1BMFBzMFphZWNSSDhfbWxDMG9FM3BCYtIBeEFVX3lxTE1GWEt2RVFJX0t4SUpWX0hscGh2SU1zTi1pNjQ1U0dGdzBBX2ZMV3dDLVN2czdjN0dKeTBYX0ZiZW1kRWhMRjNXalRtZEhxQm8wdFRSQXFTYUhUOGF0WWJTRC1BMFBzMFphZWNSSDhfbWxDMG9FM3BCYg?oc=5,google_rss_카카오 when:1d,97.0,95.0,"labor_dispute,labor_negotiation",labor_general,"과기정통부,카카오,카카오서비스,카카오톡",,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,97.0,labor_negotiation,self:labor_strike,global_incident:labor_ir:kakao:strike_negotiation:conflict_escalation,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,노사갈등,카카오 노조 임단협/파업 및 내부 갈등,과기정통부가 카카오 노조 파업에 대비하여 '카톡·카맵' 서비스 중단 방지를 위한 점검 회의를 개최함.,1,1,1,,,"카카오 노조 파업으로 인한 핵심 서비스(카톡, 카맵)의 중단 가능성과 관련하여 정부(과기정통부)가 직접적인 점검 회의를 진행하고 있음.",gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노사갈등
3,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오 노조, 10일 부분 파업 예고...정부·카카오, 대응 방안 논의",카카오 노조 10일 부분 파업 예고 정부 카카오 대응 방안 논의,뉴스핌,뉴스핌,"Mon, 08 Jun 2026 23:31:00 GMT","카카오 노조, 10일 부분 파업 예고...정부·카카오, 대응 방안 논의 뉴스핌",https://news.google.com/rss/articles/CBMiXEFVX3lxTFBCSmNuVTcyN1E3TXAwa2NoTlByejNfZnljMUZkV0xLQmE4aHlyUFNsUHl0MFc3RkhQdmZFa25kcDV0NUo2QVFZZWdDdlB1cjRjUHoySThmMF9aMzdG?oc=5,google_rss_카카오 when:1d,97.0,89.5,"labor_dispute,labor_negotiation",labor_strike_action,카카오,,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,97.0,labor_negotiation,self:labor_strike,global_incident:labor_ir:kakao:strike_negotiation:conflict_escalation,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,노사갈등,카카오 노조 임단협/파업 및 내부 갈등,"카카오 노조가 10일 부분 파업을 예고했으며, 정부와 카카오가 이에 대한 대응 방안을 논의하고 있다.",1,1,1,,,카카오 노조의 부분 파업 예고와 정부의 대응 논의는 카카오의 직접적인 경영 리스크 사안.,gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노사갈등
93,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"노조 파업에 카톡 멈출까...정부, 서비스 안정성 점검",노조 파업에 카톡 멈출까 정부 서비스 안정성 점검,지디넷코리아,지디넷코리아,"Mon, 08 Jun 2026 05:31:52 GMT","노조 파업에 카톡 멈출까...정부, 서비스 안정성 점검 지디넷코리아",https://news.google.com/rss/articles/CBMiVkFVX3lxTE5jV3hwV29RWFFDTEdxUFBmLVJ5enNCNlpMTlFYZnB5ZHFlWldyekdfOWtOelF4YmtNVWRuVWlOYkZSQXlOR2lIZG1HRVNEXzZuMjRibi1n?oc=5,google_rss_카카오 노조 when:1d,97.0,89.5,"labor_dispute,labor_negotiation",labor_general,"카카오,카카오서비스,카카오톡",,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,97.0,labor_negotiation,self:labor_strike,,,자사_및_계열사_이슈,SELF_DIRECT_RISK,노사갈등,카카오 노조 임단협/파업 및 내부 갈등,카카오 노조 파업 시 카카오톡 서비스 중단 가능성에 대해 정부가 서비스 안정성 점검에 나섬.,1,1,1,,,카카오 노조 파업으로 인한 카카오톡 서비스 중단 가능성에 대해 정부가 서비스 안정성 점검을 진행하는 것은 직접적인 리스크 요인.,gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노사갈등
