"date","url","title","press","issue_group","canonical_url","event_key","event_stage","title_hash","source_version"
"2026.6.8","https://www.newsworks.co.kr/news/articleView.html?idxno=843135","올해 국가정보보호백서 살펴보니…""AI가 스스로 해킹하는 시대 왔다""","뉴스웍스","국가정보보호백서, AI 기반 해킹 시대 도래","","","","",""
"2026.6.8","https://www.dataeconomy.co.kr/news/articleView.html?idxno=40506","AI 서버 랙 하나가 65가구분 전력을 삼킨다, 미국 30개 주 300건 법안의 경고","한국데이터경제신문","AI 서버 전력 소비 규제","","","","",""
"2026.6.8","https://digitalchosun.dizzo.com/site/data/html_dir/2026/06/08/2026060880043.html","뉴엔AI-한국에너지정보문화재단, AI 기반 에너지 이슈 분석·정보 검증 협력","디지틀조선일보","AI 기반 에너지 이슈 분석·정보 검증 협력","","","","",""
"2026.6.8","https://news.nate.com/view/20260608n00073","지선 끝났는데 또 미뤄진 디지털자산기본법…업계 ""답답함 넘어 분통""","네이트","디지털자산기본법 제정 지연","","","","",""
"2026.6.8","https://www.sedaily.com/article/20052980?ref=sedailyEng","‘통신사→AI 인프라 기업’…SKT, 그룹 AI 전략 핵심축 부상","서울경제","국가 AI 인프라/AIDC/GPU 정책","","","","",""
"2026.6.8","http://www.newsworker.co.kr/news/articleView.html?idxno=430132","[분석_AI플랫폼 ②네이버] 최수연 체제 네이버, AI 투자 확대에 순이익 급감... 플랫폼 성장 이어갔지만 수익성 방어 시험대 올라","뉴스워커","네이버 AI 투자 확대 및 수익성 시험대","","","","",""
"2026.6.8","https://v.daum.net/v/QWQVIgEoWj?f=p","CU편의점·티빙 등 대형서비스 3곳 해킹… 개인정보 줄줄 새","v.daum.net","CU편의점·티빙 등 해킹","","","","",""
"2026.6.8","https://v.daum.net/v/20260607163817116?f=p","美 정부, AI기업 지분 보유 검토… 오픈AI와 논의","v.daum.net","미국 정부, AI 기업 지분 보유 검토 (오픈AI 논의)","","","","",""
"2026.6.8","https://news.nate.com/view/20260608n24097","'새만금 AI·수소도시' 속도…김윤덕 장관, 베이징·내몽골 수소생태계 점검","네이트","새만금 AI·수소도시 추진","","","","",""
"2026.6.9","https://www.yna.co.kr/amp/view/AKR20260608070700017","카카오 파업 예고에 정부 촉각…비상대응체계 점검","연합뉴스","카카오 노조 임단협/파업 및 내부 갈등","","","","",""
"2026.6.9","https://news.nate.com/view/20260605n33662","실적 좋은데 카카오는 날 수 없다, 왜?","네이트","카카오 실적 대비 주가 부진","","","","",""
"2026.6.9","https://www.newsis.com/view/NISX20260609_0003661784","카카오 준신위, 'AI 기본법' 대응 워크숍 개최","뉴시스","카카오 준신위, AI 기본법 대응 워크숍 개최","","","","",""
"2026.6.9","https://www.businesspost.co.kr/BP?command=article_view&num=439495","캐피털업계 지형 변화 일어날까, 1조 규모 애큐온캐피탈 인수전 뜨겁고 카카오뱅크도 진출 예고","비즈니스포스트","애큐온캐피탈 인수전 및 카카오뱅크 진출","","","","",""
"2026.6.9","https://v.daum.net/v/pcudYb8BWV?f=p","개인정보 유출한 티빙·CU…쿠팡 최종 제재 수위만 기다린다","v.daum.net","티빙·CU 개인정보 유출, 쿠팡 제재 수위 주목","","","","",""
"2026.6.9","https://www.daenews.co.kr/25441","“아동·청소년 디지털 성범죄 대응체계 개선 방안 모색”…여성가족부·방통위·경찰청 및 법조·시민사회 모여 플랫폼 규제와 공조 체계 진단:동아경제신문 & daenews.co.kr","동아경제","global_incident:platform_regulation:platform_sector:platform_regulation","","","","",""
"2026.6.9","https://newsyonhap.com/news/107786","스테이블코인 감독권 갈등에 막힌 '디지털 자산 기본법'…원화 스테이블코인·현물 ETF로 돌파구 모색","뉴스N연합","스테이블코인 감독권 갈등에 막힌 '디지털 자산 기본법'","","","","",""
"2026.6.9","http://www.bubb.co.kr/news/articleView.html?idxno=4886","중국, ‘뒷광고·가짜 리뷰’ 겨냥…온라인 제품평가 규제 강화","법치뉴스","중국, 온라인 제품평가 규제 강화","","","","",""
"2026.6.9","https://www.newsis.com/view/NISX20260609_0003661376","오픈AI도 IPO 비공개 신청서 제출…""시기 아직 결정 안해""","뉴시스","오픈AI IPO 추진","","","","",""
"2026.6.9","https://www.ddaily.co.kr/page/view/2026060909393680546","삼성SDS, 과기정통부 첨단 GPU 사업 선정에 주가 강세","디지털데일리","국가 AI 인프라/AIDC/GPU 정책","","","","",""
"2026.6.9","https://contents.premium.naver.com/ahnlaw/anlaw/contents/260608115043751vx","일베금지법 완벽정리 처벌부터 위헌 논란까지, 정말 커뮤니티 폐쇄가 가능할까","네이버 프리미엄콘텐츠","global_incident:platform_regulation:naver:platform_content_moderation_obligation","","","","",""
"2026.6.9","https://www.thefairnews.co.kr/news/articleView.html?idxno=78988","배민 1:1 맞춤 컨설팅 통했다…외식업주 주문·매출 두 자릿수 성장","thefairnews.co.kr","배민 1:1 맞춤 컨설팅 효과","","","","",""
"2026.6.9","https://www.businessplus.kr/news/articleView.html?idxno=112663","[마켓+]엔비디아 생태계 올라탄 'K-로봇'…'피지컬 AI' 시대 글로벌 격전지 부상","비즈니스플러스","K-로봇, 피지컬 AI 시대 글로벌 격전지 부상","","","","",""
"2026-06-10","https://www.sedaily.com/article/20054067","[속보] 카카오 노조 “이달 29일 또 파업할 것”","서울경제","카카오 노조 임단협/파업 및 내부 갈등","https://www.sedaily.com/article/20054067","global_incident:platform_regulation:kakao:platform_operator_obligation","action_started","카카오 노조 이달 29일 또 파업할 것","google_rss_v27_generic_event_industry_guardrails"
"2026-06-10","https://www.hankyung.com/article/2026060957157","'와우회원가'면 항상 싼줄 알았는데…'기만 광고' 쿠팡, 5억 과징금","한국경제","쿠팡 기만 광고 제재","https://www.hankyung.com/article/2026060957157","v27:platform_enforcement:coupang:deceptive_membership_price_ad","penalty_or_sanction","와우회원가 면 항상 싼줄 알았는데 기만 광고 쿠팡 5억 과징금","google_rss_v27_generic_event_industry_guardrails"
"2026-06-10","https://www.ceoscoredaily.com/page/view/2026060916291581509","배민·쿠팡이츠, 공정위 제재 임박…‘최혜대우’ 쟁점 부상, ‘동의의결’ 받아들여질까","CEO스코어데일리","배달앱 최혜대우 규제","https://www.ceoscoredaily.com/page/view/2026060916291581509","v27:platform_enforcement:coupang:delivery_platform_fee_mfn","litigation","배민 쿠팡이츠 공정위 제재 임박 최혜대우 쟁점 부상 동의의결 받아들여질까","google_rss_v27_generic_event_industry_guardrails"
"2026-06-10","https://www.etnews.com/20260609000326","개인정보위, 10일 쿠팡 제재안 심의…과징금 수위 주목","전자신문","쿠팡 개인정보 유출 관련 과징금 논란","https://www.etnews.com/20260609000326","v27:platform_enforcement:coupang:privacy_data_violation","litigation","개인정보위 10일 쿠팡 제재안 심의 과징금 수위 주목","google_rss_v27_generic_event_industry_guardrails"
"2026-06-10","https://www.yna.co.kr/view/AKR20260610067700017?section=culture%2Fmedia","방미통위·과기정통부 정책협의회 출범…AI 데이터 공유","연합뉴스","AI 데이터 공유 정책","https://www.yna.co.kr/view/AKR20260610067700017?section=culture%2Fmedia","privacy_security:kakao:data_leak","action_started","방미통위 과기정통부 정책협의회 출범 ai 데이터 공유","google_rss_v27_generic_event_industry_guardrails"
"2026-06-10","https://www.etnews.com/20260610000279","네이버, 고품질 '숏폼' 생태계 만든다…'클립' 수익화 콘텐츠 기준 강화","전자신문","네이버, '클립' 수익화 콘텐츠 기준 강화","https://www.etnews.com/20260610000279","privacy_security:naver:data_leak","action_started","네이버 고품질 숏폼 생태계 만든다 클립 수익화 콘텐츠 기준 강화","google_rss_v27_generic_event_industry_guardrails"
"2026-06-10","https://www.sisajournal.com/news/articleViewAmp.html?idxno=375936","박용진 “대형마트 주말 의무휴업 규제, 쿠팡만 키웠다”","시사저널","대형마트 의무휴업 규제 논란","https://www.sisajournal.com/news/articleViewAmp.html?idxno=375936","privacy_security:coupang:data_leak","vote_or_mediation","박용진 대형마트 주말 의무휴업 규제 쿠팡만 키웠다","google_rss_v27_generic_event_industry_guardrails"
"2026-06-10","https://kpenews.com/View.aspx?No=4106834","KT, 마케팅 혁신 가속..AI·데이터 기반 통합 광고 플랫폼 적용","한국정경신문","국가 AI 인프라/AIDC/GPU 정책","https://kpenews.com/View.aspx?No=4106834","privacy_security:kt:data_leak","action_started","kt 마케팅 혁신 가속 ai 데이터 기반 통합 광고 플랫폼 적용","google_rss_v27_generic_event_industry_guardrails"
"2026-06-10","https://v.daum.net/v/V3yrlDDg5u?f=p","AI 공개한 애플, “보안·프라이버시 최우선"" 강조...강화되는 빅테크 규제 의식","v.daum.net","애플의 AI 서비스 출시 및 규제 대응","https://v.daum.net/v/V3yrlDDg5u?f=p","v27:platform_enforcement:google:privacy_data_violation","action_started","ai 공개한 애플 보안 프라이버시 최우선 강조 강화되는 빅테크 규제 의식","google_rss_v27_generic_event_industry_guardrails"
"2026-06-10","https://www.edaily.co.kr/News/Read?newsId=03345606645480408&mediaCodeNo=257","LG·현대차·네이버까지…AI 보안 스타트업 '에임인텔리전스'에 전략 투자","이데일리","국내 기업의 AI 보안 스타트업 투자","https://www.edaily.co.kr/News/Read?newsId=03345606645480408&mediaCodeNo=257","v27:platform_enforcement:naver:privacy_data_violation","general","lg 현대차 네이버까지 ai 보안 스타트업 에임인텔리전스 에 전략 투자","google_rss_v27_generic_event_industry_guardrails"
"2026-06-10","https://www.esnews.kr/news/articleView.html?idxno=4371","MS와 OPEN AI 샘 알트만의 오리온원자로 건설","에너지안전신문","MS와 오픈AI의 원자로 건설","https://www.esnews.kr/news/articleView.html?idxno=4371","global_incident:ai_security_policy:openai:openai_security_access","general","ms와 open ai 샘 알트만의 오리온원자로 건설","google_rss_v27_generic_event_industry_guardrails"
