id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key,v26_2_profile_reason,v26가드레일사유
2113,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"팀네이버, 프랑스와 AI·콘텐츠 협력 확대 … 유럽 사업 보폭 넓힌다",팀네이버 프랑스와 ai 콘텐츠 협력 확대 유럽 사업 보폭 넓힌다,워크투데이,워크투데이,"Wed, 09 Sep 2026 01:46:48 GMT","팀네이버, 프랑스와 AI·콘텐츠 협력 확대 … 유럽 사업 보폭 넓힌다 워크투데이",https://news.google.com/rss/articles/CBMibEFVX3lxTFA2MnZWaDNuektQd2RvZlhPaWdrVlVRUXByb0ZIWUpmU1lwa2VCNGplWVV3aU1ZVmdQSkhHS2VtOUNwQlFKbDMwN2d1cWtIeFhTbDJuNkUzdmFLM0tVdUNwM3F2akNER21wUDFtaw?oc=5,google_rss_네이버 when:2d,352.0,53.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,Y,,,,competitor:platform_obligation,platform_operator_obligation,24.0,published_today,business_change,global_incident:platform_regulation:naver:platform_content_moderation_obligation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,352.0,ai_infrastructure_security,competitor:platform_obligation,global_incident:platform_regulation:naver:platform_content_moderation_obligation:general,global_incident:platform_regulation:naver:platform_content_moderation_obligation,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,global_incident:platform_regulation:naver:platform_content_moderation_obligation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:naver:platform_content_moderation_obligation,comp_domestic_ai_platform,,,
2182,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"""글로벌 AI 팩토리 협력 제안""…팀네이버, 프랑스서 AI·콘텐츠 비즈니스 확장",글로벌 ai 팩토리 협력 제안 팀네이버 프랑스서 ai 콘텐츠 비즈니스 확장,thefairnews.co.kr,thefairnews.co.kr,"Wed, 09 Sep 2026 00:48:24 GMT","""글로벌 AI 팩토리 협력 제안""…팀네이버, 프랑스서 AI·콘텐츠 비즈니스 확장 thefairnews.co.kr",https://news.google.com/rss/articles/CBMicEFVX3lxTE1pUm94Rzg4RUs5dUhtSjNpbEgxNTZ3QzBpLTlyS0ltWUxoeVpwVW53LXNPTzFZWDZmeWpMaEJvNkh2ZWw1QzQ2Z0k3NXNHeVhGaFREYUtpQkxUN1Q0R1M5TzljLUFLczFQSkoxTC1xa0U?oc=5,google_rss_네이버 AI when:2d,349.5,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,349.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:글로벌 ai 팩토리 협력 제안 팀네이버 프랑스서 ai 콘텐츠 비즈니스 확장,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:글로벌 ai 팩토리 협력 제안 팀네이버 프랑스서 ai 콘텐츠 비즈니스 확장,comp_domestic_ai_platform,,,
2115,경쟁사/해외이슈,경쟁사_해외이슈,네이버,엔비디아의 모션 캡쳐 파트너…AI기업 무빈 100억 조달 : 네이버 블로그,엔비디아의 모션 캡쳐 파트너 ai기업 무빈 100억 조달 네이버 블로그,Naver Blog,Naver Blog,"Tue, 08 Sep 2026 19:58:28 GMT",엔비디아의 모션 캡쳐 파트너…AI기업 무빈 100억 조달 : 네이버 블로그 Naver Blog,https://news.google.com/rss/articles/CBMijwFBVV95cUxNbTM0Y1loT3djd2FlbERVTDY3dnE0OGlTdVBSUmI5N1VOWDVTV0ZUZ1VGNk16bTBRczNyOHpOeVFtUDkwWEkxZE9EQXF6XzlTbnI0WWQxSFM4R1dvTS1FdWNDcERFS3llRVhrUF9HTmVlS09Sbi1xY3RfV2F6UFozQXpQTlBiUkxEbjJhSkk2OA?oc=5,google_rss_네이버 when:2d,319.5,-16.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,319.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:엔비디아의 모션 캡쳐 파트너 ai기업 무빈 100억 조달 네이버 블로그,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:엔비디아의 모션 캡쳐 파트너 ai기업 무빈 100억 조달 네이버 블로그,comp_domestic_ai_platform,,,
2092,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, 프랑스와 AI 협력 확대 나서",네이버 프랑스와 ai 협력 확대 나서,글로벌뉴스통신GNA,글로벌뉴스통신GNA,"Wed, 09 Sep 2026 01:57:06 GMT","네이버, 프랑스와 AI 협력 확대 나서 글로벌뉴스통신GNA",https://news.google.com/rss/articles/CBMidEFVX3lxTFBTQXRPR04xM29vMU03Y3RraVg4RUdmdDA1dm9rZHNURVBCMXZRRVB3alFURkhPU3BiYWZma2d6QWk1VXoyak1KaGpPdExxV09OcWdKVlBpUm5ZS1FNT0pGTHlVNzNWbmI1XzAyZU11dFFCRTIy?oc=5,google_rss_네이버 when:2d,316.5,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,316.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 프랑스와 ai 협력 확대 나서,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 프랑스와 ai 협력 확대 나서,comp_domestic_ai_platform,,,
2398,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, AI 기반 업무 방식 전사 확산…'AX 디자인 클리닉' 가동",kt ai 기반 업무 방식 전사 확산 ax 디자인 클리닉 가동,Nate News,Nate News,"Wed, 09 Sep 2026 00:17:00 GMT","KT, AI 기반 업무 방식 전사 확산…'AX 디자인 클리닉' 가동 Nate News",https://news.google.com/rss/articles/CBMieEFVX3lxTFBjMF9wUVNiMHVxcHY0UF9vdWs4ZDhwWHJhcVh5dDctNlBtV0lHb3JDNUs2ZUlKZkJFYVV5V3B5QmpFcHBkYUV3T3Y1TXlfaThsZjZuUlEtYXgyXy1QOGs5anpHSWttcUJ5eFpsRUhyazBQQmVpMmlNQQ?oc=5,google_rss_KT when:2d,314.0,11.0,ai_infrastructure_security,ai_infrastructure_security,KT,,,,,,,general,24.0,published_today,business_change,event:KT:ai_infrastructure_security,action_started,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,314.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,
2397,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 현업 아이디어 122건 AI로 바꾼다…'AX Design Clinic' 가동",kt 현업 아이디어 122건 ai로 바꾼다 ax design clinic 가동,Nate News,Nate News,"Wed, 09 Sep 2026 00:10:00 GMT","KT, 현업 아이디어 122건 AI로 바꾼다…'AX Design Clinic' 가동 Nate News",https://news.google.com/rss/articles/CBMieEFVX3lxTE16NWUweWRTRTZNNHJWOTBZam5QTkdsYmVyUHZ1Qm5sRWVHVFhkbFVmd01pNjZRaHBHQlF1UGRKMjJtNG5KcmYxMmVFWWI2c1BwcDZuUXcxQ19qb1B2WXVKZms1U0puOVc1SGtmLS0zUGVLbGFxWF91VQ?oc=5,google_rss_KT when:2d,314.0,11.0,ai_infrastructure_security,ai_infrastructure_security,KT,,,,,,,general,24.0,published_today,business_change,event:KT:ai_infrastructure_security,action_started,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,naver_telco_strategy_or_infra,Y,telco,314.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,
2381,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, AI 기반 업무 방식 전사 확산…‘AX 디자인 클리닉’ 가동",kt ai 기반 업무 방식 전사 확산 ax 디자인 클리닉 가동,biz.heraldcorp.com,헤럴드경제,"Wed, 09 Sep 2026 00:16:19 GMT","KT, AI 기반 업무 방식 전사 확산…‘AX 디자인 클리닉’ 가동 biz.heraldcorp.com",https://news.google.com/rss/articles/CBMiVkFVX3lxTFBkXzhJQmozcmxFN1I1RkhRaEJFZTdXRldkN2hCX3pkekNUVlhtT09QZDg5dUt2ZjR2emNKc3ZUM1JrR2d2d1RXcUZPT0xxT0RaVVVUeVZ3?oc=5,google_rss_KT when:2d,312.0,11.0,ai_infrastructure_security,ai_infrastructure_security,KT,,,,,,,general,24.0,published_today,business_change,event:KT:ai_infrastructure_security,action_started,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,312.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,
2230,경쟁사/해외이슈,경쟁사_해외이슈,네이버,한국·프랑스 총 10억 유로 투자 협력…SLL·네이버 등 민간 글로벌 제휴 본격화,한국 프랑스 총 10억 유로 투자 협력 sll 네이버 등 민간 글로벌 제휴 본격화,지디넷코리아,지디넷코리아,"Tue, 08 Sep 2026 07:40:01 GMT",한국·프랑스 총 10억 유로 투자 협력…SLL·네이버 등 민간 글로벌 제휴 본격화 지디넷코리아,https://news.google.com/rss/articles/CBMiVkFVX3lxTFB6eG5lN0l0UjlBZU5BQkV2S0FaTnEyYzZiZ0NBRnBJVWQ1Z3N0cFhUMzlybXg1VnJFOHJIbFF0cF9mb2U3eWlsaFpVUzlRWm84V0NVbWdn?oc=5,google_rss_네이버 site:zdnet.co.kr when:2d,304.0,6.5,,,네이버,,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,304.0,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:한국 프랑스 총 10억 유로 투자 협력 sll 네이버 등 민간 글로벌 제휴 본격화,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:한국 프랑스 총 10억 유로 투자 협력 sll 네이버 등 민간 글로벌 제휴 본격화,comp_domestic_strategy,,,
2210,경쟁사/해외이슈,경쟁사_해외이슈,네이버,한국·프랑스 총 10억 유로 투자 협력…SLL·네이버 등 민간 글로벌 제휴 본격화,한국 프랑스 총 10억 유로 투자 협력 sll 네이버 등 민간 글로벌 제휴 본격화,v.daum.net,v.daum.net,"Tue, 08 Sep 2026 07:41:47 GMT",한국·프랑스 총 10억 유로 투자 협력…SLL·네이버 등 민간 글로벌 제휴 본격화 v.daum.net,https://news.google.com/rss/articles/CBMiRkFVX3lxTE1iQzd2aFd5LXpKUnBSZDZ3QnZ3Z2JJek05OWhIMGZUalNSRXpfVkNMR3VyV1NBeUliWjZaYWdFSlJEckVfeUE?oc=5,google_rss_네이버 개인정보 when:2d,300.0,6.5,,,네이버,,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,300.0,,,,,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:한국 프랑스 총 10억 유로 투자 협력 sll 네이버 등 민간 글로벌 제휴 본격화,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,5,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local_low_confidence,OFF_TOPIC,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,self_filler_reference:한국 프랑스 총 10억 유로 투자 협력 sll 네이버 등 민간 글로벌 제휴 본격화,self_filler_reference,,,
2385,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 현업 아이디어 122건 AI로 바꾼다…‘AX Design Clinic’ 가동",kt 현업 아이디어 122건 ai로 바꾼다 ax design clinic 가동,edaily.co.kr,이데일리,"Wed, 09 Sep 2026 00:08:37 GMT","KT, 현업 아이디어 122건 AI로 바꾼다…‘AX Design Clinic’ 가동 edaily.co.kr",https://news.google.com/rss/articles/CBMigAFBVV95cUxQQUMxYm9HMnpmcDVNdGRrMC1jV01SQmtJeEloVU91bFVWRXRsQnRCRnpzLWx2RDkycGhtYmRaeDRjQ2p5Um9CTjcyVTRldkRCVU16RlZPVk9fMkl0NFlWMm0zbDh3S3VPMkRyRDhLYTltNFA1WlhUdDJPejFrT0FpOA?oc=5,google_rss_KT when:2d,296.0,11.0,ai_infrastructure_security,ai_infrastructure_security,KT,,,,,,,general,24.0,published_today,business_change,event:KT:ai_infrastructure_security,action_started,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,naver_telco_strategy_or_infra,Y,telco,296.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,
