id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v27_event_key,v26가드레일사유,v32_weak_non_digital_gov
1937,경쟁사/해외이슈,경쟁사_해외이슈,네이버,최수연 네이버 '독자 AI' 추진 진심이었을까 : 앤트로픽 한국 상륙으로 개발자 조직의 '클로드 코드' 전면 활용 추진이 확인됐다,최수연 네이버 독자 ai 추진 진심이었을까 앤트로픽 한국 상륙으로 개발자 조직의 클로드 코드 전면 활용 추진이 확인됐다,허프포스트코리아,허프포스트코리아,"Thu, 18 Jun 2026 07:37:11 GMT",최수연 네이버 '독자 AI' 추진 진심이었을까 : 앤트로픽 한국 상륙으로 개발자 조직의 '클로드 코드' 전면 활용 추진이 확인됐다 허프포스트코리아,https://news.google.com/rss/articles/CBMiV0FVX3lxTE8yalEtTWtubl91RW05ZGttQ2J6bThMQ3RoTjlOTzYxeTMtUElsMTVRVWl4RVpfZGJTUVQ5N1Z5a2xVZjktc2ZvaVphZENrWEluRlpKSFppZw?oc=5,google_rss_네이버 AI when:2d,351.0,16.5,"ai_agent,ai_infrastructure_security",ai_infrastructure_security,"네이버,앤트로픽",,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:naver:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,351.0,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:naver:anthropic_glasswing_security:announcement,global_incident:ai_security_policy:naver:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,global_incident:ai_security_policy:naver:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:naver:anthropic_glasswing_security,comp_domestic_ai_platform,,,,
1935,경쟁사/해외이슈,경쟁사_해외이슈,네이버,19만원 바닥 찍은 네이버…엔비디아와 손잡고 GW급 AI 팩토리 도전,19만원 바닥 찍은 네이버 엔비디아와 손잡고 gw급 ai 팩토리 도전,economicsignal.co.kr,economicsignal.co.kr,"Thu, 18 Jun 2026 06:22:39 GMT",19만원 바닥 찍은 네이버…엔비디아와 손잡고 GW급 AI 팩토리 도전 economicsignal.co.kr,https://news.google.com/rss/articles/CBMickFVX3lxTFA1UldYSUZSU2V1Vm1IcS1JVGxtd19oYl96NS1Tem1aVDFKNjFoRVVKQ0pucFd2NUNwNzJodklIWUMzV0ZfNEVidVNfbHQ0ek1SM3BkdG90ZEppVHE0NTFhVUdFcE1PWm9TSnV4dTN0ckVGUQ?oc=5,google_rss_네이버 AI when:2d,343.0,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,343.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:19만원 바닥 찍은 네이버 엔비디아와 손잡고 gw급 ai 팩토리 도전,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:19만원 바닥 찍은 네이버 엔비디아와 손잡고 gw급 ai 팩토리 도전,comp_domestic_ai_platform,,,,
665,정부/국회,정부_국회,공정거래위원회,"미국 매체 한국 정부의 쿠팡 과징금 비판, ""SK텔레콤 알리바바보다 많아""",미국 매체 한국 정부의 쿠팡 과징금 비판 sk텔레콤 알리바바보다 많아,비즈니스포스트,비즈니스포스트,"Thu, 18 Jun 2026 02:53:46 GMT","미국 매체 한국 정부의 쿠팡 과징금 비판, ""SK텔레콤 알리바바보다 많아"" 비즈니스포스트",https://news.google.com/rss/articles/CBMic0FVX3lxTFA1UlhEZjFSQzZGNk11clJnRnVMcGM4c3VzWTlCWFk1MlBMaUozQkZ6Vk1KYVVnTHpxcmlxZTZFTURDRzN5UGpvLU40WU4waWZkcVB3eWZhQ2Q2SXo2dGRPeHY3UHdPVHJiMGhIck1lMjBzb28?oc=5,google_rss_공정거래위원회 개인정보 when:2d,341.6,127.0,"antitrust_platform,legal_regulatory_enforcement",antitrust_general,"SKT,쿠팡",,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,official_action,global_incident:platform_regulation:coupang:platform_operator_obligation,penalty_or_sanction,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,coupang_competitor_enforcement_or_risk,Y,coupang,341.6,"legal_regulatory_enforcement,policy_legislation",government:platform_obligation,global_incident:platform_regulation:coupang:platform_operator_obligation:sanction_penalty,global_incident:platform_regulation:coupang:platform_operator_obligation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,global_incident:platform_regulation:coupang:platform_operator_obligation,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,GOV_GENERAL_LOW_RELEVANCE,COMP_DOMESTIC_DIRECT_RISK,domestic,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,global_incident:platform_regulation:coupang:platform_operator_obligation,comp_domestic_direct_risk,,,,
2094,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 최대 2000억대 과징금 초읽기…쿠팡 6246억 제재 후폭풍에 ‘비상’",kt 최대 2000억대 과징금 초읽기 쿠팡 6246억 제재 후폭풍에 비상,이코노미트리뷴,이코노미트리뷴,"Fri, 19 Jun 2026 02:39:17 GMT","KT, 최대 2000억대 과징금 초읽기…쿠팡 6246억 제재 후폭풍에 ‘비상’ 이코노미트리뷴",https://news.google.com/rss/articles/CBMid0FVX3lxTE5GNVl0WU5qLVd0Q0g0aF9TUU1DSlVJSFVxLU1UNUR2bUpNZ1JSZWhjTExINzNaN3M0eXQ3TU13OWJIWWhSVEg0ZFFRcXlocWRIUkJmcUhvRlVRNVBoeVg4RlZKeFR4dE14cHVEQmNpYXhFZjBvcmR3?oc=5,google_rss_KT when:2d,335.0,79.0,"antitrust_platform,legal_regulatory_enforcement",antitrust_general,"KT,쿠팡",,Y,,,,competitor:platform_obligation,platform_operator_obligation,24.0,published_today,official_action,global_incident:platform_regulation:coupang:platform_operator_obligation,penalty_or_sanction,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,coupang_competitor_enforcement_or_risk,Y,coupang,335.0,legal_regulatory_enforcement,competitor:platform_obligation,global_incident:platform_regulation:coupang:platform_operator_obligation:sanction_penalty,global_incident:platform_regulation:coupang:platform_operator_obligation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,global_incident:platform_regulation:coupang:platform_operator_obligation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_DIRECT_RISK,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:coupang:platform_operator_obligation,comp_domestic_direct_risk,,,,
2216,경쟁사/해외이슈,경쟁사_해외이슈,쿠팡,"KT, 1000억원 이상 과징금 가능성 급증…“개보위가 쿠팡 다음 목표로 정조준 중”",kt 1000억원 이상 과징금 가능성 급증 개보위가 쿠팡 다음 목표로 정조준 중,필드뉴스,필드뉴스,"Thu, 18 Jun 2026 06:30:46 GMT","KT, 1000억원 이상 과징금 가능성 급증…“개보위가 쿠팡 다음 목표로 정조준 중” 필드뉴스",https://news.google.com/rss/articles/CBMiaEFVX3lxTE9CTWNwRUFpeWpFVkJwZDNqWmVza3NQY21OSmwxYkZTVXdici1YcXhQZEI5NE1QU1V1MVdKZDVzT2Q1bGlDbGVkcnZ0bnl3cFdIdG0xVXNpRmVtckZjS2RVWi1WLUY4Ulh40gFsQVVfeXFMUFUzR09kTXhtR2JKUFhobzlSUHFHdEt6NU5FZFJNVGk1MjlSalVnVzhvNWlBV0RhLVVNNG1RTUx0SktndXVDVkZuNjBzcWdIVVFXX0oxSENLeExGdUZFNFVmcGNkWDJscnh1U2Q1?oc=5,google_rss_쿠팡 과징금 when:2d,328.5,107.0,"antitrust_platform,legal_regulatory_enforcement",antitrust_general,"KT,쿠팡",,Y,,,,self:platform_obligation,platform_operator_obligation,14.0,published_yesterday,official_action,global_incident:platform_regulation:coupang:platform_operator_obligation,penalty_or_sanction,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,coupang_competitor_enforcement_or_risk,Y,coupang,328.5,legal_regulatory_enforcement,self:platform_obligation,global_incident:platform_regulation:coupang:platform_operator_obligation:sanction_penalty,global_incident:platform_regulation:coupang:platform_operator_obligation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,global_incident:platform_regulation:coupang:platform_operator_obligation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_DIRECT_RISK,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:coupang:platform_operator_obligation,comp_domestic_direct_risk,,,,
2036,경쟁사/해외이슈,경쟁사_해외이슈,SKT,[#통신 풍향계] SKT 'A.X K2 세미나'·KT '부산 클라우드 데이' 참가-'고객경청포럼'·세종텔레콤 '장애인 연계고용' 재계약·TTA '국방 AX 표준화 MOU',통신 풍향계 skt a x k2 세미나 kt 부산 클라우드 데이 참가 고객경청포럼 세종텔레콤 장애인 연계고용 재계약 tta 국방 ax 표준화 mou,뉴스웍스,뉴스웍스,"Thu, 18 Jun 2026 06:15:08 GMT",[#통신 풍향계] SKT 'A.X K2 세미나'·KT '부산 클라우드 데이' 참가-'고객경청포럼'·세종텔레콤 '장애인 연계고용' 재계약·TTA '국방 AX 표준화 MOU' 뉴스웍스,https://news.google.com/rss/articles/CBMic0FVX3lxTE5RaTY1aEMyN3h5VGZSN3liR01LVk56YWYzZTktTFhUZWZqclNaUHNmXzdrQlVLWmI0Mi1kYUdneG1VSFlwTEdvYlhzel9mb2k5bGNVbWVhV1pVWlNPTF90bk9kSTBVVmtER2E1SHhTR3UydDTSAXNBVV95cUxOUWk2NWhDMjd4eVRmUjd5YkdNS1ZOemFmM2U5LUxYVGVmanJTWlBzZl83a0JVS1piNDItZGFHZ3htVUhZcExHb2JYc3pfZm9pOWxjVW1lYVdaVVpTT0xfdG5PZEkwVVZrREdhNUh4U0d1MnQ0?oc=5,google_rss_SKT when:2d,325.5,29.0,privacy_security_reliability,privacy_security_reliability,"KT,SKT",,,,,,,general,14.0,published_yesterday,direct_risk,event:KT+SKT:privacy_security_reliability,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,325.5,privacy_security_reliability,competitor:security_reliability,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_DIRECT_RISK,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_direct_risk,,,,
2034,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"해외 AI 종속 끊어낼 학문적 뼈대 세운다... SKT, ‘독파모’ 세미나 가동",해외 ai 종속 끊어낼 학문적 뼈대 세운다 skt 독파모 세미나 가동,보안뉴스,보안뉴스,"Thu, 18 Jun 2026 02:00:00 GMT","해외 AI 종속 끊어낼 학문적 뼈대 세운다... SKT, ‘독파모’ 세미나 가동 보안뉴스",https://news.google.com/rss/articles/CBMickFVX3lxTE5FOE9xSVhnc0c0TnJraFpXakt6bDdLNkxXdlpKZkdTOTFRNkVyMFpDbWpjSXNNX0haRGluSlduSWZQUTdLSF80ZzdFTkFhTjl5X3JnTzFVWnU5eFZxZFJIa2NnYUJPMlloRU5nRWlLVVB0dw?oc=5,google_rss_SKT when:2d,324.5,25.0,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,SKT,,,,,,,general,14.0,published_yesterday,direct_risk,event:SKT:ai_infrastructure_security+phishing_security,action_started,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,324.5,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,,
2125,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT ""부울경 지역 기업 AX 돕겠다...보안·비용절감 자신""",kt 부울경 지역 기업 ax 돕겠다 보안 비용절감 자신,지디넷코리아,지디넷코리아,"Thu, 18 Jun 2026 09:03:52 GMT","KT ""부울경 지역 기업 AX 돕겠다...보안·비용절감 자신"" 지디넷코리아",https://news.google.com/rss/articles/CBMiVkFVX3lxTFBVWlNuTG1IOHJ1cnFBZ0tpbUN6b1NmT3RaaTFfa1dPZFVYZzVneVhjS0JmUlAtenlRRXJtU0Z3NWhOWlczMzhxdWo2bC1fa1lrQ1pqeVd3?oc=5,google_rss_KT when:2d,321.5,18.0,"phishing_security,privacy_security_reliability",security_general,KT,,,,,,,general,14.0,published_yesterday,direct_risk,event:KT:phishing_security+privacy_security_reliability,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,321.5,privacy_security_reliability,competitor:security_reliability,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,,
2156,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 부산 기업에 ‘현장형 AX 전략’ 공개…“물류·제조 중심 부울경을 AI 혁신 거점으로”",kt 부산 기업에 현장형 ax 전략 공개 물류 제조 중심 부울경을 ai 혁신 거점으로,나눔경제뉴스,나눔경제뉴스,"Thu, 18 Jun 2026 10:20:37 GMT","KT, 부산 기업에 ‘현장형 AX 전략’ 공개…“물류·제조 중심 부울경을 AI 혁신 거점으로” 나눔경제뉴스",https://news.google.com/rss/articles/CBMibEFVX3lxTE1HNkhQOG9EVjVPUTZtQ3dNaE9LMG8zQ3dQMnJQLXV4ZUdPcnUwSDBxWmdyTjBVMGxnS0RpYnR5UkFQLTRncXBaeEFqM1g1cGhiV2tMeXVEcHZ5ZVUtaG5oUXlDb19JYmFwSE53RA?oc=5,google_rss_KT when:2d,317.5,18.0,"ai_infrastructure_security,policy_legislation",ai_infrastructure_security,KT,,,,,,,general,14.0,published_yesterday,business_change,event:KT:ai_infrastructure_security+policy_legislation,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,317.5,"policy_legislation,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,,
2136,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT ""부울경 지역 기업 AX 돕겠다...보안·비용절감 자신""",kt 부울경 지역 기업 ax 돕겠다 보안 비용절감 자신,v.daum.net,v.daum.net,"Thu, 18 Jun 2026 09:06:00 GMT","KT ""부울경 지역 기업 AX 돕겠다...보안·비용절감 자신"" v.daum.net",https://news.google.com/rss/articles/CBMiVEFVX3lxTE4tODBxaGRvTTVySjdKZFE4M3gteExMT0t3N0VGdGItSi1STlVEMC16bERFcGhrRnpQQmtWVmpFLVdTak42S25ZdW9kcVVaejNZRHEtWQ?oc=5,google_rss_KT when:2d,317.5,18.0,"phishing_security,privacy_security_reliability",security_general,KT,,,,,,,general,14.0,published_yesterday,direct_risk,event:KT:phishing_security+privacy_security_reliability,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,317.5,privacy_security_reliability,competitor:security_reliability,,,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,5,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local_low_confidence,OFF_TOPIC,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,self_filler_reference,,,,
