id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key,v26_2_profile_reason,v26가드레일사유,v32_weak_non_digital_gov
1922,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, AI가 실적도 키웠다…엔비디아 AI 팩토리로 새 성장축 확보",네이버 ai가 실적도 키웠다 엔비디아 ai 팩토리로 새 성장축 확보,아시아타임즈,아시아타임즈,"Fri, 07 Aug 2026 01:43:00 GMT","네이버, AI가 실적도 키웠다…엔비디아 AI 팩토리로 새 성장축 확보 아시아타임즈",https://news.google.com/rss/articles/CBMiXkFVX3lxTE1aMTlDdVR0YW5PcWxoaTdDY2tEeTREU3plMzdXM2ZNbFloRGpWR0w3WEVud2Jfc1dQc3cwdWRFSVpmM2J6WVZFbUh2di1kbjZoUC1YaXBLdlkxSmRXTVE?oc=5,google_rss_네이버 AI when:2d,385.5,41.5,"ai_infrastructure_security,earnings,financial_performance",ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,direct_risk,event:네이버:ai_infrastructure_security+financial_performance,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,385.5,"financial_performance,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 ai가 실적도 키웠다 엔비디아 ai 팩토리로 새 성장축 확보,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 ai가 실적도 키웠다 엔비디아 ai 팩토리로 새 성장축 확보,comp_domestic_ai_platform,,,,
1917,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"[컨콜] 네이버 ""엔비디아와 'AI 팩토리' 협력⋯내년 상반기 매출 발생 예상""",컨콜 네이버 엔비디아와 ai 팩토리 협력 내년 상반기 매출 발생 예상,아이뉴스24,아이뉴스24,"Fri, 07 Aug 2026 00:32:05 GMT","[컨콜] 네이버 ""엔비디아와 'AI 팩토리' 협력⋯내년 상반기 매출 발생 예상"" 아이뉴스24",https://news.google.com/rss/articles/CBMiR0FVX3lxTE9QVG1BVVZBUnlIaldNSmp3QUF4cVhySHZJNEM2eWNCbnVuVGg5RTB0YTlmamlQSXB1NFYzbVh4TGEtVDlfeWo0?oc=5,google_rss_네이버 when:2d,385.5,38.5,"ai_infrastructure_security,earnings,financial_performance",ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security+financial_performance,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,385.5,"financial_performance,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:컨콜 네이버 엔비디아와 ai 팩토리 협력 내년 상반기 매출 발생 예상,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:컨콜 네이버 엔비디아와 ai 팩토리 협력 내년 상반기 매출 발생 예상,comp_domestic_ai_platform,,,,
1905,경쟁사/해외이슈,경쟁사_해외이슈,네이버,네이버 2분기 매출 3.4조원… 엔비디아와의 AI팩토리 “내년 상반기 매출 발생”,네이버 2분기 매출 3 4조원 엔비디아와의 ai팩토리 내년 상반기 매출 발생,한겨레,한겨레,"Fri, 07 Aug 2026 02:13:00 GMT",네이버 2분기 매출 3.4조원… 엔비디아와의 AI팩토리 “내년 상반기 매출 발생” 한겨레,https://news.google.com/rss/articles/CBMiYEFVX3lxTE4ybDJjT0lBYm8zZVV0YVNhTFA2Yk55aHdWbElEQzh5Z1ZjNUhsRzVpUUF1dVdINnUzWWt0ZUQxVnBMc0JZMUpxQlVIWXBMc0pxcC1nSkdRZVNVQzlGZl9IcA?oc=5,google_rss_네이버 when:2d,382.5,38.5,"ai_infrastructure_security,earnings,financial_performance",ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security+financial_performance,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,382.5,"financial_performance,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 2분기 매출 3 4조원 엔비디아와의 ai팩토리 내년 상반기 매출 발생,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 2분기 매출 3 4조원 엔비디아와의 ai팩토리 내년 상반기 매출 발생,comp_domestic_ai_platform,,,,
1882,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"“엔비디아 협력 AI 팩토리, 내년 상반기 첫 매출 예상” [네이버 컨콜]",엔비디아 협력 ai 팩토리 내년 상반기 첫 매출 예상 네이버 컨콜,IT조선,IT조선,"Fri, 07 Aug 2026 01:39:11 GMT","“엔비디아 협력 AI 팩토리, 내년 상반기 첫 매출 예상” [네이버 컨콜] IT조선",https://news.google.com/rss/articles/CBMicEFVX3lxTE44QmVjYmYzcVFLamxXTzk1UDlfallCVF9KMUxWeFJJVE9PM2xNYk9rakFYRjNDUzhMcjVEdmdCbHBfMXZmenE0MHJsLVFBOUpNVVVuS2ViS3pNNWZqWlpEV2xMbHdiWnpoMVRMXzVlUnTSAXRBVV95cUxOQWFEeUJMaURLdFRSNHU3Q0M0dDhQTkptd2hDSzRlVUZ6WXoxZ25NSGdYZVFDeGg3djhfVXBsVURMZEZUR3ZQcTJ1TWxDWnFfWHN3cWR0cFJ4TmxLWFVBemw3M2lLYjVvS1JoRkR3Q25Bckp6cw?oc=5,google_rss_네이버 when:2d,382.5,38.5,"ai_infrastructure_security,earnings,financial_performance",ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security+financial_performance,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,382.5,"financial_performance,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:엔비디아 협력 ai 팩토리 내년 상반기 첫 매출 예상 네이버 컨콜,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:엔비디아 협력 ai 팩토리 내년 상반기 첫 매출 예상 네이버 컨콜,comp_domestic_ai_platform,,,,
1898,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, 매출 3조 '역대 최대'…최수연 ""엔비디아 글로벌 AI 팩토리, 내년 수익화""",네이버 매출 3조 역대 최대 최수연 엔비디아 글로벌 ai 팩토리 내년 수익화,신아일보,신아일보,"Fri, 07 Aug 2026 01:08:32 GMT","네이버, 매출 3조 '역대 최대'…최수연 ""엔비디아 글로벌 AI 팩토리, 내년 수익화"" 신아일보",https://news.google.com/rss/articles/CBMicEFVX3lxTFBkU0xRS214OHpPTmF6NDdpcmRYN013SzdWUC1JeFpZb3VoaVl5NlpXMjUzT3VFLVZaTFBnYUs1ZE81N2d3S0lnYV8wbjZld25LQnZGaER0Z1hmWnU4YXVYYVhDU0VYM3dSdGlRQW5PQTM?oc=5,google_rss_네이버 when:2d,382.5,38.5,"ai_infrastructure_security,earnings,financial_performance",ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security+financial_performance,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,382.5,"financial_performance,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 매출 3조 역대 최대 최수연 엔비디아 글로벌 ai 팩토리 내년 수익화,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 매출 3조 역대 최대 최수연 엔비디아 글로벌 ai 팩토리 내년 수익화,comp_domestic_ai_platform,,,,
1911,경쟁사/해외이슈,경쟁사_해외이슈,네이버,[컨콜] 네이버 “엔비디아 협력 ‘AI 팩토리’ 내년 매출 본격화”,컨콜 네이버 엔비디아 협력 ai 팩토리 내년 매출 본격화,천지일보,천지일보,"Fri, 07 Aug 2026 00:42:26 GMT",[컨콜] 네이버 “엔비디아 협력 ‘AI 팩토리’ 내년 매출 본격화” 천지일보,https://news.google.com/rss/articles/CBMiakFVX3lxTE1fM1JHVW9WN2lvdkNnYkZXSGQ4bGNxZVZYMl9ySElpNElmYS1zRlZPX2RjQUZUY1EzNGVwcS05TTJ0cG0wUG9nc1A0R1VwN0VDU0dUbUFBbzE3dE9LMDgteUNtQm9KSC1CTHc?oc=5,google_rss_네이버 when:2d,382.5,38.5,"ai_infrastructure_security,earnings,financial_performance",ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security+financial_performance,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,382.5,"financial_performance,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:컨콜 네이버 엔비디아 협력 ai 팩토리 내년 매출 본격화,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:컨콜 네이버 엔비디아 협력 ai 팩토리 내년 매출 본격화,comp_domestic_ai_platform,,,,
1894,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"[컨콜] 네이버 엔비디아 AI 팩토리, 2027년 상반기부터 매출…구조적 성장 투자",컨콜 네이버 엔비디아 ai 팩토리 2027년 상반기부터 매출 구조적 성장 투자,아주경제,아주경제,"Fri, 07 Aug 2026 00:28:53 GMT","[컨콜] 네이버 엔비디아 AI 팩토리, 2027년 상반기부터 매출…구조적 성장 투자 아주경제",https://news.google.com/rss/articles/CBMiWkFVX3lxTE5mX0RQZGVUSC14N19MQlV4MjZoNGhXQ01KaVRSY25hanEzU1FWTW1SelVBa2Y3Q0VyN3lvaWZ4WHJBaGZsUmlieC1TQlhNaF9qVjFWMFZyYnNMUdIBWEFVX3lxTE5YQmxuSVRqeDVYUzJRZzJCS3p6RndXN0wtYThObUhhQnNhX2lpcWg3T0NmMW0wQUVhV29Oc1AyZ1RVYnVkZ1pHdEhEalBTeWVLRzVNTURxd1c?oc=5,google_rss_네이버 when:2d,382.5,38.5,"ai_infrastructure_security,earnings,financial_performance",ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security+financial_performance,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,382.5,"financial_performance,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:컨콜 네이버 엔비디아 ai 팩토리 2027년 상반기부터 매출 구조적 성장 투자,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:컨콜 네이버 엔비디아 ai 팩토리 2027년 상반기부터 매출 구조적 성장 투자,comp_domestic_ai_platform,,,,
1950,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"AI 투자로 영업익 하락한 네이버…최수연 “AI 첫 수익화 실현, 엔비디아 협력 매출도 본격”",ai 투자로 영업익 하락한 네이버 최수연 ai 첫 수익화 실현 엔비디아 협력 매출도 본격,biz.heraldcorp.com,헤럴드경제,"Fri, 07 Aug 2026 01:36:58 GMT","AI 투자로 영업익 하락한 네이버…최수연 “AI 첫 수익화 실현, 엔비디아 협력 매출도 본격” biz.heraldcorp.com",https://news.google.com/rss/articles/CBMiVkFVX3lxTE1SYkZiTG41MWdLNzY1VGY5TUR2UXljWmJKeUg2TUhKWW5NQmJhWi1HcUtlcHRyZjVJU3V6d2sxRENkTktrZ0xzcTFqQkhFckpnN2N6czZR?oc=5,google_rss_네이버 AI when:2d,380.5,38.5,"ai_infrastructure_security,earnings,financial_performance",ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security+financial_performance,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,380.5,"financial_performance,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:ai 투자로 영업익 하락한 네이버 최수연 ai 첫 수익화 실현 엔비디아 협력 매출도 본격,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:ai 투자로 영업익 하락한 네이버 최수연 ai 첫 수익화 실현 엔비디아 협력 매출도 본격,comp_domestic_ai_platform,,,,
2014,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"[IR]네이버 ""엔비디아와 AI 팩토리 구축…내년 상반기 매출 발생 예상""",ir 네이버 엔비디아와 ai 팩토리 구축 내년 상반기 매출 발생 예상,news1.kr,뉴스1,"Fri, 07 Aug 2026 00:18:12 GMT","[IR]네이버 ""엔비디아와 AI 팩토리 구축…내년 상반기 매출 발생 예상"" news1.kr",https://news.google.com/rss/articles/CBMiaEFVX3lxTFB1V2t5ZlE5NWdERVVFemw2eTFpU3dVOVVYc2hhY0RjaHJlTWtheTMybXNfRTB0bjIxOFJFY2R1anhmcTlPUUo2bjhjaEdva2VqaWU3MUp3UzBGNk9uLThEeWFGOUlsZkFf?oc=5,google_rss_네이버 site:news1.kr when:2d,380.5,38.5,"ai_infrastructure_security,earnings,financial_performance",ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security+financial_performance,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,380.5,"financial_performance,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:ir 네이버 엔비디아와 ai 팩토리 구축 내년 상반기 매출 발생 예상,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:ir 네이버 엔비디아와 ai 팩토리 구축 내년 상반기 매출 발생 예상,comp_domestic_ai_platform,,,,
2080,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"“AI? 잘하는 기업 투자하면 그만”…SKT, 앤트로픽 지분가치 ‘쑥’[오늘 나온 보고서]",ai 잘하는 기업 투자하면 그만 skt 앤트로픽 지분가치 쑥 오늘 나온 보고서,매일경제,매일경제,"Wed, 05 Aug 2026 22:43:48 GMT","“AI? 잘하는 기업 투자하면 그만”…SKT, 앤트로픽 지분가치 ‘쑥’[오늘 나온 보고서] 매일경제",https://news.google.com/rss/articles/CBMiUkFVX3lxTE1sQnlPOExTM3pjRDhiZjl6WGJSM1JqTGw2RF9XTkx6UGhBeEpET1BfQUozeUV1UWZoUnhZMTc0bXRZaDBXYThtQUNON1RleFdMTHc?oc=5,google_rss_SKT when:2d,370.5,36.0,"ai_infrastructure_security,strategy_mna_governance",ai_infrastructure_security,"SKT,앤트로픽",,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:ai_security_policy:skt:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,370.5,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:skt:anthropic_glasswing_security:general,global_incident:ai_security_policy:skt:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,,
