"date","url","title","press","issue_group","canonical_url","event_key","event_stage","title_hash","source_version"
"2026.6.8","https://www.newsworks.co.kr/news/articleView.html?idxno=843135","올해 국가정보보호백서 살펴보니…""AI가 스스로 해킹하는 시대 왔다""","뉴스웍스","국가정보보호백서, AI 기반 해킹 시대 도래","","","","",""
"2026.6.8","https://www.dataeconomy.co.kr/news/articleView.html?idxno=40506","AI 서버 랙 하나가 65가구분 전력을 삼킨다, 미국 30개 주 300건 법안의 경고","한국데이터경제신문","AI 서버 전력 소비 규제","","","","",""
"2026.6.8","https://digitalchosun.dizzo.com/site/data/html_dir/2026/06/08/2026060880043.html","뉴엔AI-한국에너지정보문화재단, AI 기반 에너지 이슈 분석·정보 검증 협력","디지틀조선일보","AI 기반 에너지 이슈 분석·정보 검증 협력","","","","",""
"2026.6.8","https://news.nate.com/view/20260608n00073","지선 끝났는데 또 미뤄진 디지털자산기본법…업계 ""답답함 넘어 분통""","네이트","디지털자산기본법 제정 지연","","","","",""
"2026.6.8","https://www.sedaily.com/article/20052980?ref=sedailyEng","‘통신사→AI 인프라 기업’…SKT, 그룹 AI 전략 핵심축 부상","서울경제","국가 AI 인프라/AIDC/GPU 정책","","","","",""
"2026.6.8","http://www.newsworker.co.kr/news/articleView.html?idxno=430132","[분석_AI플랫폼 ②네이버] 최수연 체제 네이버, AI 투자 확대에 순이익 급감... 플랫폼 성장 이어갔지만 수익성 방어 시험대 올라","뉴스워커","네이버 AI 투자 확대 및 수익성 시험대","","","","",""
"2026.6.8","https://v.daum.net/v/QWQVIgEoWj?f=p","CU편의점·티빙 등 대형서비스 3곳 해킹… 개인정보 줄줄 새","v.daum.net","CU편의점·티빙 등 해킹","","","","",""
"2026.6.8","https://v.daum.net/v/20260607163817116?f=p","美 정부, AI기업 지분 보유 검토… 오픈AI와 논의","v.daum.net","미국 정부, AI 기업 지분 보유 검토 (오픈AI 논의)","","","","",""
"2026.6.8","https://news.nate.com/view/20260608n24097","'새만금 AI·수소도시' 속도…김윤덕 장관, 베이징·내몽골 수소생태계 점검","네이트","새만금 AI·수소도시 추진","","","","",""
"2026.6.9","https://www.yna.co.kr/amp/view/AKR20260608070700017","카카오 파업 예고에 정부 촉각…비상대응체계 점검","연합뉴스","카카오 노조 임단협/파업 및 내부 갈등","","","","",""
"2026.6.9","https://news.nate.com/view/20260605n33662","실적 좋은데 카카오는 날 수 없다, 왜?","네이트","카카오 실적 대비 주가 부진","","","","",""
"2026.6.9","https://www.newsis.com/view/NISX20260609_0003661784","카카오 준신위, 'AI 기본법' 대응 워크숍 개최","뉴시스","카카오 준신위, AI 기본법 대응 워크숍 개최","","","","",""
"2026.6.9","https://www.businesspost.co.kr/BP?command=article_view&num=439495","캐피털업계 지형 변화 일어날까, 1조 규모 애큐온캐피탈 인수전 뜨겁고 카카오뱅크도 진출 예고","비즈니스포스트","애큐온캐피탈 인수전 및 카카오뱅크 진출","","","","",""
"2026.6.9","https://v.daum.net/v/pcudYb8BWV?f=p","개인정보 유출한 티빙·CU…쿠팡 최종 제재 수위만 기다린다","v.daum.net","티빙·CU 개인정보 유출, 쿠팡 제재 수위 주목","","","","",""
"2026.6.9","https://www.daenews.co.kr/25441","“아동·청소년 디지털 성범죄 대응체계 개선 방안 모색”…여성가족부·방통위·경찰청 및 법조·시민사회 모여 플랫폼 규제와 공조 체계 진단:동아경제신문 & daenews.co.kr","동아경제","global_incident:platform_regulation:platform_sector:platform_regulation","","","","",""
"2026.6.9","https://newsyonhap.com/news/107786","스테이블코인 감독권 갈등에 막힌 '디지털 자산 기본법'…원화 스테이블코인·현물 ETF로 돌파구 모색","뉴스N연합","스테이블코인 감독권 갈등에 막힌 '디지털 자산 기본법'","","","","",""
"2026.6.9","http://www.bubb.co.kr/news/articleView.html?idxno=4886","중국, ‘뒷광고·가짜 리뷰’ 겨냥…온라인 제품평가 규제 강화","법치뉴스","중국, 온라인 제품평가 규제 강화","","","","",""
"2026.6.9","https://www.newsis.com/view/NISX20260609_0003661376","오픈AI도 IPO 비공개 신청서 제출…""시기 아직 결정 안해""","뉴시스","오픈AI IPO 추진","","","","",""
"2026.6.9","https://www.ddaily.co.kr/page/view/2026060909393680546","삼성SDS, 과기정통부 첨단 GPU 사업 선정에 주가 강세","디지털데일리","국가 AI 인프라/AIDC/GPU 정책","","","","",""
"2026.6.9","https://contents.premium.naver.com/ahnlaw/anlaw/contents/260608115043751vx","일베금지법 완벽정리 처벌부터 위헌 논란까지, 정말 커뮤니티 폐쇄가 가능할까","네이버 프리미엄콘텐츠","global_incident:platform_regulation:naver:platform_content_moderation_obligation","","","","",""
"2026.6.9","https://www.thefairnews.co.kr/news/articleView.html?idxno=78988","배민 1:1 맞춤 컨설팅 통했다…외식업주 주문·매출 두 자릿수 성장","thefairnews.co.kr","배민 1:1 맞춤 컨설팅 효과","","","","",""
"2026.6.9","https://www.businessplus.kr/news/articleView.html?idxno=112663","[마켓+]엔비디아 생태계 올라탄 'K-로봇'…'피지컬 AI' 시대 글로벌 격전지 부상","비즈니스플러스","K-로봇, 피지컬 AI 시대 글로벌 격전지 부상","","","","",""
"2026-06-10","https://www.fnnews.com/ampNews/202606091638497938","""카톡 멈추진 않겠지""...카카오 노조, 오늘 부분 파업한다","파이낸셜뉴스","카카오 노조 임단협/파업 및 내부 갈등","https://www.fnnews.com/ampNews/202606091638497938","global_incident:platform_regulation:kakao:platform_operator_obligation","action_started","카톡 멈추진 않겠지 카카오 노조 오늘 부분 파업한다","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","https://www.etnews.com/20260609000326","개인정보위, 10일 쿠팡 제재안 심의…과징금 수위 주목","전자신문","쿠팡 개인정보 유출 관련 개인정보보호위원회 제재","https://www.etnews.com/20260609000326","v27:platform_enforcement:coupang:privacy_data_violation","litigation","개인정보위 10일 쿠팡 제재안 심의 과징금 수위 주목","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","https://news.kbs.co.kr/news/pc/view/view.do?ncd=8582084","‘와우회원가’의 함정…공정위, 쿠팡 기만 광고 제재","KBS 뉴스","쿠팡 기만 광고 제재","https://news.kbs.co.kr/news/pc/view/view.do?ncd=8582084","v27:platform_enforcement:coupang:deceptive_membership_price_ad","penalty_or_sanction","와우회원가의 함정 공정위 쿠팡 기만 광고 제재","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","http://www.timesisa.com/news/view.html?section=1&category=149&item=&no=49518","과기정통부, 피지컬 AI 핵심기술 국산화 위한 선도사업 본격 착수","시사타임즈","피지컬 AI 핵심 기술 국산화 선도사업","http://www.timesisa.com/news/view.html?section=1&category=149&item=&no=49518","global_incident:platform_regulation:kt:platform_content_moderation_obligation","decision","과기정통부 피지컬 ai 핵심기술 국산화 위한 선도사업 본격 착수","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","https://www.news1.kr/amp/finance/general-finance/6193415","[단독] 금감원, 사회공헌·광고 집행 현장조사 착수…우리금융 첫 타자","뉴스1","government_regulatory_enforcement:금감원 사회공헌 광고 집행 현장조사 착수 우리금융 첫 타자","https://www.news1.kr/amp/finance/general-finance/6193415","global_incident:platform_regulation:financial_authority:platform_algorithm_ad_obligation","investigation","금감원 사회공헌 광고 집행 현장조사 착수 우리금융 첫 타자","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","https://news.einfomax.co.kr/news/articleViewAmp.html?idxno=4419213","금감원 ""토스 중복출금 오류 재발 방지책 제출하라""…현장점검 검토 |","연합인포맥스","금융감독원, 토스 중복출금 오류 재발 방지책 제출 요구","https://news.einfomax.co.kr/news/articleViewAmp.html?idxno=4419213","global_incident:platform_regulation:toss:platform_operator_obligation","decision","금감원 토스 중복출금 오류 재발 방지책 제출하라 현장점검 검토","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","https://news.nate.com/view/20260610n25291","과기정통부·방미통위, AI·OTT 협력 강화…데이터 공유 나선다","네이트","government_ai_core_policy:과기정통부 방미통위 ai ott 협력 강화 데이터 공유 나선다","https://news.nate.com/view/20260610n25291","global_incident:platform_regulation:science_ict_ministry:platform_content_moderation_obligation","consultation","과기정통부 방미통위 ai ott 협력 강화 데이터 공유 나선다","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","https://www.mt.co.kr/amp/economy/2026/06/09/2026060909150224538","공정위, 허위·거짓광고 위반 과징금 2배 가중…감경은 축소 - 머니투데이","머니투데이","global_incident:platform_regulation:fair_trade_authority:platform_algorithm_ad_obligation","https://www.mt.co.kr/amp/economy/2026/06/09/2026060909150224538","global_incident:platform_regulation:fair_trade_authority:platform_algorithm_ad_obligation","penalty_or_sanction","공정위 허위 거짓광고 위반 과징금 2배 가중 감경은 축소","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","https://www.sisajournal.com/news/articleViewAmp.html?idxno=375936","박용진 “대형마트 주말 의무휴업 규제, 쿠팡만 키웠다”","시사저널","대형마트 주말 의무휴업 규제 관련 발언","https://www.sisajournal.com/news/articleViewAmp.html?idxno=375936","privacy_security:coupang:data_leak","vote_or_mediation","박용진 대형마트 주말 의무휴업 규제 쿠팡만 키웠다","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","https://www.newsis.com/view/NISX20260610_0003663376","과기정통부, 'AI 미래 유니콘 기업'에 리벨리온 등 15개사 선정","뉴시스","government_ai_core_policy:과기정통부 ai 미래 유니콘 기업 에 리벨리온 등 15개사 선정","https://www.newsis.com/view/NISX20260610_0003663376","event:과기정통부:ai_infrastructure_security","general","과기정통부 ai 미래 유니콘 기업 에 리벨리온 등 15개사 선정","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","https://www.etnews.com/20260610000279","네이버, 고품질 '숏폼' 생태계 만든다…'클립' 수익화 콘텐츠 기준 강화","전자신문","네이버 클립 수익화 정책 강화","https://www.etnews.com/20260610000279","privacy_security:naver:data_leak","action_started","네이버 고품질 숏폼 생태계 만든다 클립 수익화 콘텐츠 기준 강화","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","https://www.newspim.com/news/view/20260609001148","[슈퍼 IPO] 앤스로픽 대해부 ⑦매출·수익성 모두 오픈AI 앞질렀다","뉴스핌","앤트로픽, 오픈AI 대비 매출·수익성 우위","https://www.newspim.com/news/view/20260609001148","global_incident:ai_security_policy:kakao:openai_security_access","action_started","슈퍼 ipo 앤스로픽 대해부 매출 수익성 모두 오픈ai 앞질렀다","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","https://www.edaily.co.kr/News/Read?newsId=03345606645480408&mediaCodeNo=257","LG·현대차·네이버까지…AI 보안 스타트업 '에임인텔리전스'에 전략 투자","이데일리","LG·현대차·네이버 AI 보안 스타트업 투자","https://www.edaily.co.kr/News/Read?newsId=03345606645480408&mediaCodeNo=257","v27:platform_enforcement:naver:privacy_data_violation","general","lg 현대차 네이버까지 ai 보안 스타트업 에임인텔리전스 에 전략 투자","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-10","https://www.newsfreezone.co.kr/news/articleViewAmp.html?idxno=693821","KT, AI·데이터 광고 플랫폼 볼보 EX90 마케팅에 적용","뉴스프리존","국가 AI 인프라/AIDC/GPU 정책","https://www.newsfreezone.co.kr/news/articleViewAmp.html?idxno=693821","privacy_security:kt:data_leak","action_started","kt ai 데이터 광고 플랫폼 볼보 ex90 마케팅에 적용","google_rss_v28_self_rescue_competitor_summary_scope"
"2026-06-11","https://v.daum.net/v/20260610082935861?f=p","'경영 부담' vs '1000만원 성과급'…카카오 노조, 오늘 창사 첫 파업","v.daum.net","카카오 노조 임단협/파업 및 내부 갈등","https://v.daum.net/v/20260610082935861?f=p","global_incident:platform_regulation:kakao:platform_regulation","action_started","경영 부담 vs 1000만원 성과급 카카오 노조 오늘 창사 첫 파업","google_rss_v31_competitor_enforcement_strict_policy_gate_naver_telco_boost"
"2026-06-11","https://www.yna.co.kr/view/AKR20260611120700004","中알리페이에 고객정보 넘긴 카카오페이…法 ""과징금 60억원 적법""","연합뉴스","카카오페이 개인정보 유출 관련 법원 판결","https://www.yna.co.kr/view/AKR20260611120700004","v27:platform_enforcement:kakao:privacy_data_violation","penalty_or_sanction","알리페이에 고객정보 넘긴 카카오페이 과징금 60억원 적법","google_rss_v31_competitor_enforcement_strict_policy_gate_naver_telco_boost"
"2026-06-11","https://v.daum.net/v/20260610175434542?f=p","AI 데이터 공유부터 미디어·디지털 정책까지...과기정통부·방미통위 차관급 협의회 출범","v.daum.net","AI 데이터 공유 및 미디어 정책 협력","https://v.daum.net/v/20260610175434542?f=p","global_incident:platform_enforcement:microsoft:delivery_platform_fee_mfn","action_started","ai 데이터 공유부터 미디어 디지털 정책까지 과기정통부 방미통위 차관급 협의회 출범","google_rss_v31_competitor_enforcement_strict_policy_gate_naver_telco_boost"
"2026-06-11","https://www.newsworks.co.kr/news/articleView.html?idxno=843607","모험자본 공급길 넓힌다…금감원·네이버페이 플랫폼 7월 출범","뉴스웍스","금감원·네이버페이 모험자본 플랫폼 출범","https://www.newsworks.co.kr/news/articleView.html?idxno=843607","global_incident:platform_regulation:naver:platform_algorithm_ad_obligation","action_started","모험자본 공급길 넓힌다 금감원 네이버페이 플랫폼 7월 출범","google_rss_v31_competitor_enforcement_strict_policy_gate_naver_telco_boost"
"2026-06-11","http://www.nbnnews.co.kr/news/articleView.html?idxno=1034452","현대건설, 공정거래 협약 체결 및 협력사 상생지원 체계 강화 공정위·대한전문건설협회와 ‘건설산업 상생협력 협약’ 체결…AI계약 검토·동반성장펀드 연계로 이행 구체화","내외뉴스통신","global_incident:platform_regulation:fair_trade_authority:platform_regulation","http://www.nbnnews.co.kr/news/articleView.html?idxno=1034452","v27:platform_enforcement:kakao:content_moderation_obligation","vote_or_mediation","현대건설 공정거래 협약 체결 및 협력사 상생지원 체계 강화 공정위 대한전문건설협회와 건설산업 상생협력 협약 체결 ai계약 검토 동반성장펀드 연계로 이행 구체화","google_rss_v31_competitor_enforcement_strict_policy_gate_naver_telco_boost"
"2026-06-11","https://www.lawtimes.co.kr/news/articleView.html?idxno=221901","공정위, ‘중점조사기획단’ 신설 – 플랫폼 및 대기업집단 규제 강화 본격화","법률신문","공정위 중점조사기획단 신설","https://www.lawtimes.co.kr/news/articleView.html?idxno=221901","global_incident:platform_regulation:fair_trade_authority:platform_operator_obligation","general","공정위 중점조사기획단 신설 플랫폼 및 대기업집단 규제 강화 본격화","google_rss_v31_competitor_enforcement_strict_policy_gate_naver_telco_boost"
"2026-06-11","https://www.yna.co.kr/amp/view/AKR20260611062300530","쿠팡, 3천750만명 개인정보 유출·무단수집…과징금 6천246억","연합뉴스","쿠팡 개인정보 유출 관련 과징금 부과","https://www.yna.co.kr/amp/view/AKR20260611062300530","v27:platform_enforcement:coupang:privacy_data_violation","penalty_or_sanction","쿠팡 3천750만명 개인정보 유출 무단수집 과징금 6천246억","google_rss_v31_competitor_enforcement_strict_policy_gate_naver_telco_boost"
"2026-06-11","https://industryjournal.co.kr/news/246285","쿠팡 ‘와우회원가’ 기만광고… 공정위, 과징금 5억·시정명령","산업종합저널","쿠팡 와우회원가 기만광고 제재","https://industryjournal.co.kr/news/246285","v27:platform_enforcement:coupang:deceptive_membership_price_ad","penalty_or_sanction","쿠팡 와우회원가 기만광고 공정위 과징금 5억 시정명령","google_rss_v31_competitor_enforcement_strict_policy_gate_naver_telco_boost"
"2026-06-11","https://www.tfmedia.co.kr/news/article.html?no=205043","브로드컴, 월가 손잡고 53조원대 AI인프라 구축…앤트로픽 지원","조세금융신문","국가 AI 인프라/AIDC/GPU 정책","https://www.tfmedia.co.kr/news/article.html?no=205043","global_incident:platform_regulation:google:platform_data_protection_obligation","action_started","브로드컴 월가 손잡고 53조원대 ai인프라 구축 앤트로픽 지원","google_rss_v31_competitor_enforcement_strict_policy_gate_naver_telco_boost"
"2026-06-11","http://www.nbnnews.co.kr/news/articleView.html?idxno=1034364","삼성전자, 임직원에 챗GPT·제미나이·클로드 공식 도입…AI 업무 혁신 시동","내외뉴스통신","삼성전자, 임직원 대상 AI 도구 공식 도입","http://www.nbnnews.co.kr/news/articleView.html?idxno=1034364","v27:platform_enforcement:naver:content_moderation_obligation","decision","삼성전자 임직원에 챗gpt 제미나이 클로드 공식 도입 ai 업무 혁신 시동","google_rss_v31_competitor_enforcement_strict_policy_gate_naver_telco_boost"
