id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v26가드레일사유,v32_weak_non_digital_gov
1869,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"""네이버, 엔비디아 투자 이어 연말 두나무 합병으로 밸류업""-하나",네이버 엔비디아 투자 이어 연말 두나무 합병으로 밸류업 하나,한국경제,한국경제,"Mon, 27 Jul 2026 23:04:15 GMT","""네이버, 엔비디아 투자 이어 연말 두나무 합병으로 밸류업""-하나 한국경제",https://news.google.com/rss/articles/CBMiWkFVX3lxTFBTLVJxLXNkRjh3bHd0eHVYNmZtb2VkNXd2ajZuNEhSdlpKRV9SMlk3RVF6eXlLTl9pTFpBbnYwYzRiVmxaeDlVRENXZmpWSVBMV011VmR6ZERNQQ?oc=5,google_rss_네이버 AI when:2d,394.0,45.5,"digital_asset_stablecoin,dunamu_stake,strategy_mna_governance",dunamu_merger_exchange,"네이버,두나무",,,,,,,general,24.0,published_today,direct_risk,global_incident:mna_capital:naver:dunamu_upbit_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,394.0,"strategy_mna_governance,digital_asset_stablecoin",competitor:strategy_mna,global_incident:mna_capital:naver:dunamu_upbit_capital:general,global_incident:mna_capital:naver:dunamu_upbit_capital,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,global_incident:mna_capital:naver:dunamu_upbit_capital,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:mna_capital:naver:dunamu_upbit_capital,comp_domestic_strategy,,,
1853,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"""네이버, 엔비디아 투자 이어 연말 두나무 합병으로 밸류업""-하나",네이버 엔비디아 투자 이어 연말 두나무 합병으로 밸류업 하나,네이트,네이트,"Mon, 27 Jul 2026 23:05:00 GMT","""네이버, 엔비디아 투자 이어 연말 두나무 합병으로 밸류업""-하나 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE1CQWpHS0QxcFVfUmFKcFVjNFgycURPZjJrUkphaGpkUlNURWYtaWpPU3BOanZDOWJJeVFYYWFRYWVSd3EySGlnYXc1YWp2Mk1rakNr?oc=5,google_rss_네이버 when:2d,389.0,45.5,"digital_asset_stablecoin,dunamu_stake,strategy_mna_governance",dunamu_merger_exchange,"네이버,두나무",,,,,,,general,24.0,published_today,direct_risk,global_incident:mna_capital:naver:dunamu_upbit_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,389.0,"strategy_mna_governance,digital_asset_stablecoin",competitor:strategy_mna,global_incident:mna_capital:naver:dunamu_upbit_capital:general,global_incident:mna_capital:naver:dunamu_upbit_capital,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,global_incident:mna_capital:naver:dunamu_upbit_capital,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:mna_capital:naver:dunamu_upbit_capital,comp_domestic_strategy,,,
2028,경쟁사/해외이슈,경쟁사_해외이슈,네이버,엔비디아 '네이버 지분 인수' 소버린 AI 아시아 거점 확보 전략-대신 - 머니투데이,엔비디아 네이버 지분 인수 소버린 ai 아시아 거점 확보 전략 대신,머니투데이,머니투데이,"Sun, 26 Jul 2026 23:53:04 GMT",엔비디아 '네이버 지분 인수' 소버린 AI 아시아 거점 확보 전략-대신 - 머니투데이 머니투데이,https://news.google.com/rss/articles/CBMiaEFVX3lxTE4zS3dEdlQ0M3ZLMFBfQTdZNnV4Ny1QWVE1Xy1IeWU0cXJiY3BuckdqdDVOY2M2aFFMRjhNWXI5dEpEZTVQc1VlcTJ1V3A1Unc5dnpuS1VfeVVUaTRwSFZvd2xsSXZwSmlu0gFuQVVfeXFMTUZCbjk3a29fQ283QzBYN0EyendzdVVnWkNZc1VfcE5KS0t6Ymh6QmVkSmQ0R0tZakRzZ3hqUnhraC03Z1JmaUJVLUlIWGRLY1l1QVJZaGtqSEdQa1BkT2FlbDgyUGkxQlczQ1JzZ1E?oc=5,google_rss_네이버 site:mt.co.kr when:2d,383.5,48.5,"ai_infrastructure_security,policy_legislation,strategy_mna_governance",ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:mna_capital:naver:mna_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,383.5,"policy_legislation,strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:mna_capital:naver:mna_capital:general,global_incident:mna_capital:naver:mna_capital,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,global_incident:mna_capital:naver:mna_capital,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:mna_capital:naver:mna_capital,comp_domestic_ai_platform,,,
1778,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"엔비디아 지분 투자로 성장성 입증한 네이버, 목표주가 40만 원 유지",엔비디아 지분 투자로 성장성 입증한 네이버 목표주가 40만 원 유지,2news.co.kr,2news.co.kr,"Tue, 28 Jul 2026 00:02:00 GMT","엔비디아 지분 투자로 성장성 입증한 네이버, 목표주가 40만 원 유지 2news.co.kr",https://news.google.com/rss/articles/CBMiaEFVX3lxTE5WUkZuaEhFMWtyV1lIOTMtV29SNUpfWFdtSl9vTTdBQjE3TkRvYzJUQk1haGxlcHVZTDFoRUtVWmpxU045UmdveUpZUC1uaVpiNlYtUjlUVW8zMjlYY1hlSml2ZGdYVjJi?oc=5,google_rss_네이버 when:2d,377.5,38.5,"financial_performance,strategy_mna_governance",financial_performance,네이버,,,,,,,general,24.0,published_today,direct_risk,global_incident:mna_capital:naver:mna_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,377.5,"strategy_mna_governance,financial_performance",competitor:strategy_mna,global_incident:mna_capital:naver:mna_capital:general,global_incident:mna_capital:naver:mna_capital,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,global_incident:mna_capital:naver:mna_capital,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:mna_capital:naver:mna_capital,comp_domestic_strategy,,,
1782,경쟁사/해외이슈,경쟁사_해외이슈,네이버,AI 보안 연합체 띄운 엔비디아…네이버·SKT 합류(종합),ai 보안 연합체 띄운 엔비디아 네이버 skt 합류,아시아경제,아시아경제,"Tue, 28 Jul 2026 01:28:30 GMT",AI 보안 연합체 띄운 엔비디아…네이버·SKT 합류(종합) 아시아경제,https://news.google.com/rss/articles/CBMiYEFVX3lxTFBhaUpNUEZ6c3FFVkM0SmtOWjRvRWFWVks3UHNiX2h6SFV0NDlneTY0NndQbUNuSjdNNi1Wd1Nobk5XOFNoU0dYTmJpU2FnSjNid0NSalpLYk1iVnpGbURPcA?oc=5,google_rss_네이버 when:2d,375.75,27.5,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,"SKT,네이버",,,,,,,general,29.0,published_today+exclusive_breaking,direct_risk,global_incident:ai_security_policy:naver:ai_security_policy,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,375.75,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,global_incident:ai_security_policy:naver:ai_security_policy:announcement,global_incident:ai_security_policy:naver:ai_security_policy,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,
1817,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, 엔비디아·브룩필드와 100억달러 규모 AI 인프라 동맹… 2027년부터 매출 창출 - 조선비즈",네이버 엔비디아 브룩필드와 100억달러 규모 ai 인프라 동맹 2027년부터 매출 창출,Chosunbiz,Chosunbiz,"Sun, 26 Jul 2026 23:52:00 GMT","네이버, 엔비디아·브룩필드와 100억달러 규모 AI 인프라 동맹… 2027년부터 매출 창출 - 조선비즈 Chosunbiz",https://news.google.com/rss/articles/CBMiggFBVV95cUxNZk0zWnpkM0Fack1OU3ZwZ0gxN190NldSaDNhSUF1OTRzSjFNZkV4VUZaUjRQbVJHLVRRMHBfb0Y5UTh2YTlnQU84UTVfSnBtZk1NWFpxTUJscDhZWXg3VGozc25UZk5qRHFYMFk0VG8tWHA5OUwyOUUxYmdqS2NicDNn0gGWAUFVX3lxTFBpbWdKQkRITk9JT0hxTlB1cUdnTUV5TERsNGY3VGJ6Y2ZDaXZTR1ZPS0xKeDNKOTNJVDVJejhOVTdGeTFHMjZYRl9qTk5SeXNzY1J0dVF3NXlWSWxLTHpkbm1DXzdSSWZYbUg0S3M3ZmNmSzFJN25hYktLUHBlZ0ZMaS1YalJfREJSUlZDLW4xMGhlcy12dw?oc=5,google_rss_네이버 when:2d,373.0,38.5,"ai_infrastructure_security,earnings,financial_performance",ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security+financial_performance,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,373.0,"financial_performance,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,,
1882,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, AI팩토리 사업 속도낸다...엔비디아에 지분 4.5% 팔아 실탄 장전",네이버 ai팩토리 사업 속도낸다 엔비디아에 지분 4 5 팔아 실탄 장전,소비자가 만드는 신문,소비자가 만드는 신문,"Mon, 27 Jul 2026 09:31:35 GMT","네이버, AI팩토리 사업 속도낸다...엔비디아에 지분 4.5% 팔아 실탄 장전 소비자가 만드는 신문",https://news.google.com/rss/articles/CBMic0FVX3lxTE9YbE1IU2t0c3h6T01NTjB6SUw0OGtUby1fWS01Z2cwZVkxOW5PLS1jcDB3ZEVjUFFULUxoUUt0VDdZNDBSTDVvYnhiQUs0SzlELVRPRktyb0Y0UFUxdUZCakdvNHJNWWhMRkJYdUJMR2xDc1E?oc=5,google_rss_네이버 AI when:2d,373.0,38.5,"ai_infrastructure_security,strategy_mna_governance",ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:mna_capital:naver:mna_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,373.0,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:mna_capital:naver:mna_capital:general,global_incident:mna_capital:naver:mna_capital,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,global_incident:mna_capital:naver:mna_capital,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:mna_capital:naver:mna_capital,comp_domestic_ai_platform,,,
1832,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"엔비디아, 글로벌 AI 보안 연합체 출범…네이버·SKT 참여",엔비디아 글로벌 ai 보안 연합체 출범 네이버 skt 참여,연합뉴스,연합뉴스,"Mon, 27 Jul 2026 11:12:01 GMT","엔비디아, 글로벌 AI 보안 연합체 출범…네이버·SKT 참여 연합뉴스",https://news.google.com/rss/articles/CBMiW0FVX3lxTFBKZl9waXA1VjhiYlBGa1NvOGtod0dHeFhiQXM3OHBFNTFiNHFkQ2c1TnQ4bXFOX19uQVNGaloxOE5hM0FwUWRTRUx3bGVsNklEdk93dEtqcGR5WlXSAWBBVV95cUxNS3JqbXZkX2w3MUNlbWdFUGZQLVhlYWwzYWdWX25DY0Q4eEdWSEU5V1Zfa3ZuV1d4bWV5Q0JHMkpMZGRUaWZPekZBMEtHNjZmVTZJZDV6dk9yM2tKRy1Qci0?oc=5,google_rss_네이버 when:2d,372.0,27.5,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,"SKT,네이버",,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:ai_security_policy:naver:ai_security_policy,action_started,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,372.0,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,global_incident:ai_security_policy:naver:ai_security_policy:general,global_incident:ai_security_policy:naver:ai_security_policy,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,
1799,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"엔비디아, AI 보안연합 결성···네이버·SKT 창립 멤버로",엔비디아 ai 보안연합 결성 네이버 skt 창립 멤버로,서울파이낸스,서울파이낸스,"Tue, 28 Jul 2026 01:29:53 GMT","엔비디아, AI 보안연합 결성···네이버·SKT 창립 멤버로 서울파이낸스",https://news.google.com/rss/articles/CBMiakFVX3lxTE5qRlFnVW1KTmc0d3ZZVkRYdVZxV2dnZFFxYm9pdFljcURKZEtaZEF2WGFmZmkzSkVpZ2xxQnFBem13QTJqMDYzX3RvTHlPc2xMSWltdjdfU3F1bkFpQkEweVNLT1F4b3pXR2c?oc=5,google_rss_네이버 when:2d,371.5,27.5,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,"SKT,네이버",,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:naver:ai_security_policy,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,371.5,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,global_incident:ai_security_policy:naver:ai_security_policy:general,global_incident:ai_security_policy:naver:ai_security_policy,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,
1849,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"엔비디아, AI 보안 연합체 출범…네이버·SK텔레콤도 창립 멤버 합류",엔비디아 ai 보안 연합체 출범 네이버 sk텔레콤도 창립 멤버 합류,키즈맘,키즈맘,"Mon, 27 Jul 2026 21:41:21 GMT","엔비디아, AI 보안 연합체 출범…네이버·SK텔레콤도 창립 멤버 합류 키즈맘",https://news.google.com/rss/articles/CBMiaEFVX3lxTE9xWFdKam9rUEhoOFpaTGdNRWQzN05lU1YzQ0F1TkZKTHc4Q3k4VTBCaElfYlRqeWpCckdpd3FIYWNtRGI4Y2V0aVVLSFFhZ0p3ZmQ2eVNyekNLbjJOcTFvandRVlIxcnlW?oc=5,google_rss_네이버 when:2d,371.5,27.5,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,"SKT,네이버",,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:naver:ai_security_policy,action_started,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,371.5,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,global_incident:ai_security_policy:naver:ai_security_policy:announcement,global_incident:ai_security_policy:naver:ai_security_policy,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,global_incident:ai_security_policy:naver:ai_security_policy,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:naver:ai_security_policy,comp_domestic_ai_platform,,,
