id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v27_event_key,v26가드레일사유,v32_weak_non_digital_gov
1320,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"구글에 뒤쳐진 네이버, AI 팩토리 고도화로 '미래 성장동력' 정조준",구글에 뒤쳐진 네이버 ai 팩토리 고도화로 미래 성장동력 정조준,파이낸셜포스트,파이낸셜포스트,"Sun, 16 Aug 2026 21:00:00 GMT","구글에 뒤쳐진 네이버, AI 팩토리 고도화로 '미래 성장동력' 정조준 파이낸셜포스트",https://news.google.com/rss/articles/CBMidEFVX3lxTE5BaHlvQjNuQzJ1c2FMajRfNUtMMWFJQ05RclkyRFNzTDAzejZ1Z0VZLWdPbEpkX3RMUGxRSTVEMzl3UWt2OTB6RXhoZmtweHJlR1pQZ0FKN2pfME5RMjBOeld3Q1pYWVpwT2sxcEJFSER6enZS?oc=5,google_rss_네이버 when:2d,344.5,16.0,ai_infrastructure_security,ai_infrastructure_security,"구글,네이버",,,,,,,general,14.0,published_yesterday,business_change,event:구글+네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,344.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:구글에 뒤쳐진 네이버 ai 팩토리 고도화로 미래 성장동력 정조준,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:구글에 뒤쳐진 네이버 ai 팩토리 고도화로 미래 성장동력 정조준,comp_domestic_ai_platform,,,,
1402,경쟁사/해외이슈,경쟁사_해외이슈,KT,"kt cloud, 다음달 ‘서밋 2026’ 개최…AIDC·클라우드 기반 AX 전략 공유",kt cloud 다음달 서밋 2026 개최 aidc 클라우드 기반 ax 전략 공유,이코노뉴스,이코노뉴스,"Tue, 18 Aug 2026 00:30:00 GMT","kt cloud, 다음달 ‘서밋 2026’ 개최…AIDC·클라우드 기반 AX 전략 공유 이코노뉴스",https://news.google.com/rss/articles/CBMibkFVX3lxTE02Ty1nS1NTWDMzdFlJSFpGX0pHaGF4dXFJa1hwQ1VxQTZSTGx3bWduTXdRVW9yb1A2YkhQVDZ6N3lOSnoxcFZrSk1lWHdWNUswVzgzYngyM1YtRnlDOC0tSnJMUmt2RDVxdUMxN2V3?oc=5,google_rss_KT when:2d,337.0,28.0,"ai_infrastructure_security,aidc_datacenter,policy_legislation",aidc_general,KT,,,,,,,general,24.0,published_today,business_change,event:KT:ai_infrastructure_security+aidc_datacenter,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,337.0,"policy_legislation,ai_infrastructure_security",self:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,,,
1386,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 농협경제지주·한국MS와 유통 AX 혁신…'에이전틱 AI' 도입",kt 농협경제지주 한국ms와 유통 ax 혁신 에이전틱 ai 도입,아이뉴스24,아이뉴스24,"Mon, 17 Aug 2026 23:59:24 GMT","KT, 농협경제지주·한국MS와 유통 AX 혁신…'에이전틱 AI' 도입 아이뉴스24",https://news.google.com/rss/articles/CBMiS0FVX3lxTE5DYVNZMXhnUjlUVFg0RWpYaVUteENSc1NLb2pIMFVmSnlLVmwyNmVaalRTczhFVTBNWWsta2hRWnppc19UV1dJUG4yQQ?oc=5,google_rss_KT when:2d,323.0,14.0,"ai_agent,ai_infrastructure_security",ai_infrastructure_security,KT,,,,,,,general,24.0,published_today,business_change,event:KT:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,323.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,,
1426,경쟁사/해외이슈,경쟁사_해외이슈,KT,"진료부터 연구까지 AI로…KT·서울대병원, 의료 AX 플랫폼 구축",진료부터 연구까지 ai로 kt 서울대병원 의료 ax 플랫폼 구축,디지털데일리,디지털데일리,"Mon, 17 Aug 2026 04:30:08 GMT","진료부터 연구까지 AI로…KT·서울대병원, 의료 AX 플랫폼 구축 디지털데일리",https://news.google.com/rss/articles/CBMiYkFVX3lxTE1pWmozUjA2MlpSN3c3c29ENGZpWEdrN2J6SkhLTjJ1NkEya2pCZ3IxNjRfZlF0N0I3QTFCYVcyS1JSV2dKd0xrM3p4Y1ZPQ3EtSktCQlpLeHlYelhaQnlOLWlR?oc=5,google_rss_KT when:2d,321.5,18.0,"ai_infrastructure_security,market_power_platform",ai_infrastructure_security,KT,,,,,,,general,14.0,published_yesterday,business_change,global_incident:platform_regulation:kt:platform_regulation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,321.5,"market_power_platform,ai_infrastructure_security",competitor:regulatory_enforcement,global_incident:platform_regulation:kt:platform_regulation:general,global_incident:platform_regulation:kt:platform_regulation,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,,
1417,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 농협경제지주·한국MS와 유통 AX 혁신…'에이전틱 AI' 도입",kt 농협경제지주 한국ms와 유통 ax 혁신 에이전틱 ai 도입,네이트,네이트,"Tue, 18 Aug 2026 00:00:00 GMT","KT, 농협경제지주·한국MS와 유통 AX 혁신…'에이전틱 AI' 도입 네이트",https://news.google.com/rss/articles/CBMiYEFVX3lxTFBtSHZwbEExOUhCLS1HcnNHZi1QWkNYWmxUYWEwX0V2Nk13SnF5Yk11Q2U0TTdTVXIwOXpWSzViTkZTNFBxb0s4eERhdjlVbXR6YVhaM3R0MW9OVG5fSkc1bg?oc=5,google_rss_KT when:2d,320.0,14.0,"ai_agent,ai_infrastructure_security",ai_infrastructure_security,KT,,,,,,,general,24.0,published_today,business_change,event:KT:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,320.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,,
1431,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 서울대병원과 의료 AX 플랫폼 구축 협력…공공 의료 AI 모델 발굴",kt 서울대병원과 의료 ax 플랫폼 구축 협력 공공 의료 ai 모델 발굴,라이센스뉴스,라이센스뉴스,"Mon, 17 Aug 2026 06:09:12 GMT","KT, 서울대병원과 의료 AX 플랫폼 구축 협력…공공 의료 AI 모델 발굴 라이센스뉴스",https://news.google.com/rss/articles/CBMia0FVX3lxTE9tNUc0aC1EbUNVTk1ONEFidlBsczJUNW9qMVhFN1BkdThmRURodmt2VkdFanVDZ1M3dV9XTVdsWjNlNk5SLXdQekZvRnVuc204TF9jbTcwUnhwbHByWlpQRW1rWDVoM3FpTzZB?oc=5,google_rss_KT when:2d,317.5,18.0,"ai_infrastructure_security,market_power_platform",ai_infrastructure_security,KT,,,,,,,general,14.0,published_yesterday,business_change,global_incident:platform_regulation:kt:platform_regulation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,317.5,"market_power_platform,ai_infrastructure_security",competitor:regulatory_enforcement,global_incident:platform_regulation:kt:platform_regulation:general,global_incident:platform_regulation:kt:platform_regulation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_public_infra,,,,
1435,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT·서울대병원, ‘의료 AX 플랫폼’ 구축 맞손…공공의료 AI 혁신",kt 서울대병원 의료 ax 플랫폼 구축 맞손 공공의료 ai 혁신,매일일보,매일일보,"Mon, 17 Aug 2026 04:58:01 GMT","KT·서울대병원, ‘의료 AX 플랫폼’ 구축 맞손…공공의료 AI 혁신 매일일보",https://news.google.com/rss/articles/CBMiZEFVX3lxTE93dVp5UVg2TXRtdlMwZzZwNEllT3hKOFdvY3o0OGFXNFFnQndVZjBtZDROVzh6eTdfbFZzU2Z1cjE1dGkzbzJQNmxmaTdZR21SVVc3b05BSWpzZnUyWDZMU3BQaWY?oc=5,google_rss_KT when:2d,317.5,18.0,"ai_infrastructure_security,market_power_platform",ai_infrastructure_security,KT,,,,,,,general,14.0,published_yesterday,business_change,global_incident:platform_regulation:kt:platform_regulation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,317.5,"market_power_platform,ai_infrastructure_security",competitor:regulatory_enforcement,global_incident:platform_regulation:kt:platform_regulation:general,global_incident:platform_regulation:kt:platform_regulation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_public_infra,,,,
1429,경쟁사/해외이슈,경쟁사_해외이슈,KT,"“공공 의료 AI 표준모델 만든다”...KT-서울대병원, 의료 AX 플랫폼 구축 협력",공공 의료 ai 표준모델 만든다 kt 서울대병원 의료 ax 플랫폼 구축 협력,인공지능신문,인공지능신문,"Mon, 17 Aug 2026 00:04:31 GMT","“공공 의료 AI 표준모델 만든다”...KT-서울대병원, 의료 AX 플랫폼 구축 협력 인공지능신문",https://news.google.com/rss/articles/CBMiZ0FVX3lxTFB6TVpTN0tUc3RMM0pZeDZsV3QxaHZaM25tMTVMUXppTTBSUkFrbllnWWxjdU9QT0d4TGlUOC01OWhiT1piVnN3TVBtdk9JV3ZYRGI2ZlJzQ0JYNVhITkxqYjFHenlaMWc?oc=5,google_rss_KT when:2d,314.5,18.0,"ai_infrastructure_security,market_power_platform",ai_infrastructure_security,KT,,,,,,,general,14.0,published_yesterday,business_change,global_incident:platform_regulation:kt:platform_regulation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,314.5,"market_power_platform,ai_infrastructure_security",competitor:regulatory_enforcement,global_incident:platform_regulation:kt:platform_regulation:general,global_incident:platform_regulation:kt:platform_regulation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_public_infra,,,,
1443,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT-서울대병원, 의료 AX 플랫폼 구축 협력",kt 서울대병원 의료 ax 플랫폼 구축 협력,AI타임스,AI타임스,"Mon, 17 Aug 2026 00:00:00 GMT","KT-서울대병원, 의료 AX 플랫폼 구축 협력 AI타임스",https://news.google.com/rss/articles/CBMiakFVX3lxTE5pREFpOGJsbUUxUFlrMWZ1LXBOcHQxWWJGZnFpRUJ4WF90RDdCdEF3VS1xaktOdk5aa0hGREZncjRhSWxLNDZabk0wMHlXMWpVREJVd0dyUWlId084SlBTZDFEdndfUmNRWkE?oc=5,google_rss_KT when:2d,314.5,18.0,"ai_infrastructure_security,market_power_platform",ai_infrastructure_security,KT,,,,,,,general,14.0,published_yesterday,business_change,global_incident:platform_regulation:kt:platform_regulation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,314.5,"market_power_platform,ai_infrastructure_security",competitor:regulatory_enforcement,global_incident:platform_regulation:kt:platform_regulation:general,global_incident:platform_regulation:kt:platform_regulation,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,,
1822,경쟁사/해외이슈,경쟁사_해외이슈,MS,농산물 주문·배송 상담도 AI가 처리…KT·농협·MS ‘유통 AX 동맹’,농산물 주문 배송 상담도 ai가 처리 kt 농협 ms 유통 ax 동맹,뉴스퀘스트,뉴스퀘스트,"Tue, 18 Aug 2026 00:57:59 GMT",농산물 주문·배송 상담도 AI가 처리…KT·농협·MS ‘유통 AX 동맹’ 뉴스퀘스트,https://news.google.com/rss/articles/CBMib0FVX3lxTE13UUQtUEQ3Nkp3WldQSlAzLUhnX19Sa2Foc3VCLWVXT1JJeXhfTTFmSllHQWdnQ0pjclIzRFlPR2hLNjg1ejlhRjVzdXhTdlYwdnhHZWxQemw4dlVNMkpXYmhMOGcyUVN2QUFaR0UyTdIBc0FVX3lxTFBoVjJWOWV2V2xoNmtjaHZiVkk1b0NLWGZTcE0ybmxwTkhrUDh6SlVSdW9hOENVekszblc5ZHp6c2RRTU1mWkkzZHlnNHhqckxBOUJHRC1iMXVGRWFqT2tFTHRjQVluNVk5c1h2T1BjMThQRnM?oc=5,google_rss_MS when:2d,314.0,11.0,ai_infrastructure_security,ai_infrastructure_security,KT,,,,,,,general,24.0,published_today,business_change,event:KT:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,314.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,,
