id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26가드레일사유,v26_2_profile_reason
1945,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"SKT, 앤트로픽에 추가 투자하며 지분가치 3조5000억…'AI 동맹' 가치 더 커진다",skt 앤트로픽에 추가 투자하며 지분가치 3조5000억 ai 동맹 가치 더 커진다,네이트,네이트,"Fri, 14 Aug 2026 05:19:00 GMT","SKT, 앤트로픽에 추가 투자하며 지분가치 3조5000억…'AI 동맹' 가치 더 커진다 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE5rMEZiRkV3SUdpZldTRVdVcGw3cVg1WEJNekZnUzNHczFrcFoxMWFteFV4MkhWbVE5SXc3b29Qd25vVXVZdXd5azZCSkFERkVNeHlN?oc=5,google_rss_SKT when:4d,367.0,36.0,"ai_infrastructure_security,strategy_mna_governance",ai_infrastructure_security,"SKT,앤트로픽",,,,,,,general,0.0,,direct_risk,global_incident:ai_security_policy:skt:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,367.0,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:skt:anthropic_glasswing_security:general,global_incident:ai_security_policy:skt:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,
1915,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"SKT, 앤트로픽에 추가 투자하며 지분가치 3조5000억…‘AI 동맹’ 가치 더 커진다",skt 앤트로픽에 추가 투자하며 지분가치 3조5000억 ai 동맹 가치 더 커진다,아시아투데이,아시아투데이,"Fri, 14 Aug 2026 05:17:56 GMT","SKT, 앤트로픽에 추가 투자하며 지분가치 3조5000억…‘AI 동맹’ 가치 더 커진다 아시아투데이",https://news.google.com/rss/articles/CBMibkFVX3lxTE1BUXZEcGpwYktXU0FXQ1kzVW9KcHd4NEZndDR6bUE1c3JnU0tvUkxxX09sM0pVLU42ZE9jRUItMlVxdWlQTHA0TW9ydGR4T3Q1a05nMi0zckp0WXdyYmtjVE9MYVYxWHdCSUMxTmx3?oc=5,google_rss_SKT when:4d,367.0,36.0,"ai_infrastructure_security,strategy_mna_governance",ai_infrastructure_security,"SKT,앤트로픽",,,,,,,general,0.0,,direct_risk,global_incident:ai_security_policy:skt:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,367.0,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:skt:anthropic_glasswing_security:general,global_incident:ai_security_policy:skt:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,
1995,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT·서울대병원, 의료 AX 플랫폼 구축…진료부터 병원 운영까지 AI 적용",kt 서울대병원 의료 ax 플랫폼 구축 진료부터 병원 운영까지 ai 적용,서울타임즈뉴스,서울타임즈뉴스,"Mon, 17 Aug 2026 00:00:01 GMT","KT·서울대병원, 의료 AX 플랫폼 구축…진료부터 병원 운영까지 AI 적용 서울타임즈뉴스",https://news.google.com/rss/articles/CBMia0FVX3lxTE53bFViQmp2bWk0LTRpX1ZudnVpNTBOdkZwZXozTk5jY3ZTTWpCdE45Ty14VHlMYmU2R0JZcDhnS2IxWkUtdG02Vno1Y0swSU1RS0lYOFprMXVEc3NhUERnVGp2MU9IUHo1QVhF?oc=5,google_rss_KT when:4d,358.0,79.0,"ai_infrastructure_security,market_power_platform,platform_obligation",ai_infrastructure_security,KT,,Y,,,,competitor:platform_obligation,platform_operator_obligation,24.0,published_today,business_change,global_incident:platform_regulation:kt:platform_operator_obligation,action_started,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,358.0,"market_power_platform,ai_infrastructure_security,platform_obligation",competitor:platform_obligation,global_incident:platform_regulation:kt:platform_operator_obligation:general,global_incident:platform_regulation:kt:platform_operator_obligation,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,
1744,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"구글에 뒤쳐진 네이버, AI 팩토리 고도화로 '미래 성장동력' 정조준",구글에 뒤쳐진 네이버 ai 팩토리 고도화로 미래 성장동력 정조준,파이낸셜포스트,파이낸셜포스트,"Sun, 16 Aug 2026 21:00:00 GMT","구글에 뒤쳐진 네이버, AI 팩토리 고도화로 '미래 성장동력' 정조준 파이낸셜포스트",https://news.google.com/rss/articles/CBMidEFVX3lxTE5BaHlvQjNuQzJ1c2FMajRfNUtMMWFJQ05RclkyRFNzTDAzejZ1Z0VZLWdPbEpkX3RMUGxRSTVEMzl3UWt2OTB6RXhoZmtweHJlR1pQZ0FKN2pfME5RMjBOeld3Q1pYWVpwT2sxcEJFSER6enZS?oc=5,google_rss_네이버 when:4d,354.0,16.0,ai_infrastructure_security,ai_infrastructure_security,"구글,네이버",,,,,,,general,24.0,published_today,business_change,event:구글+네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,354.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:구글에 뒤쳐진 네이버 ai 팩토리 고도화로 미래 성장동력 정조준,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:구글에 뒤쳐진 네이버 ai 팩토리 고도화로 미래 성장동력 정조준,comp_domestic_ai_platform,,
1985,경쟁사/해외이슈,경쟁사_해외이슈,KT,[밸류업-KT] ‘AICT→AX’ 목표 조정…AIDC 품고 매출 2배 노린다,밸류업 kt aict ax 목표 조정 aidc 품고 매출 2배 노린다,fetv.co.kr,fetv.co.kr,"Sun, 16 Aug 2026 22:00:00 GMT",[밸류업-KT] ‘AICT→AX’ 목표 조정…AIDC 품고 매출 2배 노린다 fetv.co.kr,https://news.google.com/rss/articles/CBMiaEFVX3lxTE90VEViZnNPRFlZUlJwS3RCZGlSMlRjMWF3Sk8xWHp6T3NMZEJJaEczcERPUXNZdjl3SHM3bHBTc2x2czVxeVBlWFRKSDBWYi1Eb3B2d2tJLXNzRWRwMklEQW02NU9wR0Jz?oc=5,google_rss_KT when:4d,342.0,53.0,"ai_infrastructure_security,aidc_datacenter,earnings,financial_performance,labor_dispute",labor_general,KT,,,,,,,general,24.0,published_today,business_change,event:KT:ai_infrastructure_security+aidc_datacenter,vote_or_mediation,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,naver_telco_strategy_or_infra,Y,telco,342.0,"financial_performance,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,
1824,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, AI 팩토리 새 성장축 부상…글로벌 협력이 열쇠",네이버 ai 팩토리 새 성장축 부상 글로벌 협력이 열쇠,프라임경제,프라임경제,"Thu, 13 Aug 2026 23:00:34 GMT","네이버, AI 팩토리 새 성장축 부상…글로벌 협력이 열쇠 프라임경제",https://news.google.com/rss/articles/CBMickFVX3lxTE5PY1VSZ3d1NE1QX1FjZWV4VDZVVjNKZEZQWjhqY21jSW1xWW03bDMzNDR6eDdqbDNKN0pMZlJwcHpOTVJFRnE1d2J2RGdadGJya1hUREY4YTBVOER2cjA3V2h5dGJNZzVHbjlaU3dUSTZhQQ?oc=5,"google_rss_""네이버"" when:4d",341.5,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,0.0,,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,341.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 ai 팩토리 새 성장축 부상 글로벌 협력이 열쇠,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 ai 팩토리 새 성장축 부상 글로벌 협력이 열쇠,comp_domestic_ai_platform,,
1837,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"[버핏 리포트] NAVER, AI 팩토리 가치 '14.4조'...'글로벌 프런티어' 제휴에 시선 - 키움",버핏 리포트 naver ai 팩토리 가치 14 4조 글로벌 프런티어 제휴에 시선 키움,버핏연구소,버핏연구소,"Fri, 14 Aug 2026 00:00:55 GMT","[버핏 리포트] NAVER, AI 팩토리 가치 '14.4조'...'글로벌 프런티어' 제휴에 시선 - 키움 버핏연구소",https://news.google.com/rss/articles/CBMiYkFVX3lxTE1jSnpXbUJpclZwUlc5eW9BODBUTTlMWWhPQWZjWlZDeEI3TXlXYWdqVkdKUTVhMTNjNS1scm4xWGZiVm80REh2YnMxZDVYd0lGUmJudWdzMlQ0clhMR2labUJ3?oc=5,google_rss_네이버 AI when:4d,338.5,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,-12.0,analysis_without_direct_event,analysis_feature,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,naver,338.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:버핏 리포트 naver ai 팩토리 가치 14 4조 글로벌 프런티어 제휴에 시선 키움,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:버핏 리포트 naver ai 팩토리 가치 14 4조 글로벌 프런티어 제휴에 시선 키움,comp_domestic_ai_platform,,
1989,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT·서울대병원, 의료 AX 플랫폼 공동 구축…“공공의료 AI 표준 만든다”",kt 서울대병원 의료 ax 플랫폼 공동 구축 공공의료 ai 표준 만든다,서울경제,서울경제,"Mon, 17 Aug 2026 00:05:07 GMT","KT·서울대병원, 의료 AX 플랫폼 공동 구축…“공공의료 AI 표준 만든다” 서울경제",https://news.google.com/rss/articles/CBMiZkFVX3lxTE5XRUJvZVdfSGwzeHFQZ1lfcFo5c3c2Q0pINlpXYkJwcmNNT084MFZyOThKVmVxZHltbkJjNE1MWk0wRmM0YmpkSmlMd1FBZjFTM19XOTlId2tDbjVtLWVSMW43TXNlZw?oc=5,google_rss_KT when:4d,329.0,18.0,"ai_infrastructure_security,market_power_platform",ai_infrastructure_security,KT,,,,,,,general,24.0,published_today,business_change,global_incident:platform_regulation:kt:platform_regulation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,329.0,"market_power_platform,ai_infrastructure_security",competitor:regulatory_enforcement,global_incident:platform_regulation:kt:platform_regulation:general,global_incident:platform_regulation:kt:platform_regulation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_public_infra,,
1962,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT-서울대병원, 의료 AX 플랫폼 구축 맞손…의료 AI 혁신 나선다 - 머니투데이",kt 서울대병원 의료 ax 플랫폼 구축 맞손 의료 ai 혁신 나선다,머니투데이,머니투데이,"Mon, 17 Aug 2026 00:00:00 GMT","KT-서울대병원, 의료 AX 플랫폼 구축 맞손…의료 AI 혁신 나선다 - 머니투데이 머니투데이",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE9FX2xGM0E5RkFJM2lQOWd2TFpmWG9DRXhTVnpjWVFRTTB5eC1tLXlnNFVWUEdvcGIxRVM3UXBzRlJJV2NyZHVQWHlGbjZqSkJGSWZUNVhaR3RRVmhUVFctajFoTUhlSjjSAWxBVV95cUxObDJ5V2dFX1c4RkJIWldFRXNSMUJaTE5tRXRKc2xkZ0VSYjZBaklpamQzTkkxY3NjUFJIdmxWTmdXcVZUd1BtaGhZYTFYd3lhUEx1eFhHRDhKTUE1UDUzQjVJX3RMbDdwRnpFX2o?oc=5,google_rss_KT when:4d,328.0,18.0,"ai_infrastructure_security,market_power_platform",ai_infrastructure_security,KT,,,,,,,general,24.0,published_today,business_change,global_incident:platform_regulation:kt:platform_regulation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,328.0,"market_power_platform,ai_infrastructure_security",competitor:regulatory_enforcement,global_incident:platform_regulation:kt:platform_regulation:general,global_incident:platform_regulation:kt:platform_regulation,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,
1965,경쟁사/해외이슈,경쟁사_해외이슈,KT,"“공공 의료 AI 표준모델 만든다”...KT-서울대병원, 의료 AX 플랫폼 구축 협력",공공 의료 ai 표준모델 만든다 kt 서울대병원 의료 ax 플랫폼 구축 협력,인공지능신문,인공지능신문,"Mon, 17 Aug 2026 00:04:31 GMT","“공공 의료 AI 표준모델 만든다”...KT-서울대병원, 의료 AX 플랫폼 구축 협력 인공지능신문",https://news.google.com/rss/articles/CBMiZ0FVX3lxTFB6TVpTN0tUc3RMM0pZeDZsV3QxaHZaM25tMTVMUXppTTBSUkFrbllnWWxjdU9QT0d4TGlUOC01OWhiT1piVnN3TVBtdk9JV3ZYRGI2ZlJzQ0JYNVhITkxqYjFHenlaMWc?oc=5,google_rss_KT when:4d,324.0,18.0,"ai_infrastructure_security,market_power_platform",ai_infrastructure_security,KT,,,,,,,general,24.0,published_today,business_change,global_incident:platform_regulation:kt:platform_regulation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,324.0,"market_power_platform,ai_infrastructure_security",competitor:regulatory_enforcement,global_incident:platform_regulation:kt:platform_regulation:general,global_incident:platform_regulation:kt:platform_regulation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_public_infra,,
