id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key,v26가드레일사유,v26_2_profile_reason,v32_weak_non_digital_gov
1755,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, 클로드 개발사 앤트로픽에 간접투자",네이버 클로드 개발사 앤트로픽에 간접투자,주간동아,주간동아,"Wed, 12 Aug 2026 22:00:01 GMT","네이버, 클로드 개발사 앤트로픽에 간접투자 주간동아",https://news.google.com/rss/articles/CBMiZEFVX3lxTE5JbUt5VUZwXzY4ZDhZbmUyalA4UzNUVkxEaTZtNGN4ZnB5cloxVWlSbHdxV3VlaDdVNURUTzVoeFNXUm1qNWZyRE1pVG1TTTBaN25nS1VLUng5WHh4YUh2N3hVOFM?oc=5,google_rss_네이버 when:2d,344.5,9.5,ai_agent,,"네이버,앤트로픽",,,,,,,general,12.0,published_today+analysis_without_direct_event,analysis_feature,global_incident:ai_security_policy:naver:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,344.5,,,global_incident:ai_security_policy:naver:anthropic_glasswing_security:general,global_incident:ai_security_policy:naver:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,global_incident:ai_security_policy:naver:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:naver:anthropic_glasswing_security,comp_domestic_strategy,,,,
2076,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 금융권 중심 AI 도입 확대…""'AX 플랫폼 컴퍼니' 전략 이어갈 것""",kt 금융권 중심 ai 도입 확대 ax 플랫폼 컴퍼니 전략 이어갈 것,AI타임스,AI타임스,"Wed, 12 Aug 2026 05:24:22 GMT","KT, 금융권 중심 AI 도입 확대…""'AX 플랫폼 컴퍼니' 전략 이어갈 것"" AI타임스",https://news.google.com/rss/articles/CBMiakFVX3lxTFBJYzZKa1lISXlobF8wLWg0WUV5LXF4cFBxam9LcV8wZnlfX2hSVHJwVkMyQlZVS0JfWXVTNE4ta1BZM2NQUU90RFBFU0phYzQyclBSV01uRzMzWC1TaG1PZ0JfX2xHWHE5S1E?oc=5,google_rss_KT when:2d,327.5,25.0,"ai_infrastructure_security,market_power_platform,policy_legislation",ai_infrastructure_security,KT,,,,,,,general,14.0,published_yesterday,business_change,global_incident:platform_regulation:kt:platform_regulation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,327.5,"policy_legislation,market_power_platform,ai_infrastructure_security",competitor:regulatory_enforcement,global_incident:platform_regulation:kt:platform_regulation:general,global_incident:platform_regulation:kt:platform_regulation,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,금융권 AI 도입 가이드라인/모범사례,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,금융권 AI 도입 가이드라인/모범사례,comp_domestic_ai_platform,,,,
1877,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버클라우드, 행정 AI 협업툴 강화…공공 AX 시장 선점 나선다",네이버클라우드 행정 ai 협업툴 강화 공공 ax 시장 선점 나선다,네이트,네이트,"Wed, 12 Aug 2026 06:29:00 GMT","네이버클라우드, 행정 AI 협업툴 강화…공공 AX 시장 선점 나선다 네이트",https://news.google.com/rss/articles/CBMieEFVX3lxTE9sVHdyQ2toVTVLczZfY2ZKT3pqQTR1dVlSdlM2c2MtTXJ6bEliQm11WWhZOFZVZFRnU2xnWDYxczZZdm9WM3ktRmRoeWZFUXZLWVNxWUdWcExXOTZyVzJ0elFNZk13UE9GSzRWekV2YUxwdUFTQjctaw?oc=5,google_rss_네이버 AI when:2d,320.0,20.5,"ai_infrastructure_security,government_ai",ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security+government_ai,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,320.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,comp_domestic_public_infra:네이버클라우드 행정 ai 협업툴 강화 공공 ax 시장 선점 나선다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_public_infra:네이버클라우드 행정 ai 협업툴 강화 공공 ax 시장 선점 나선다,comp_domestic_public_infra,,,,
1847,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버클라우드, 행정 AI 협업툴 강화… 공공 AX 시장 선점 나선다 - 조선비즈",네이버클라우드 행정 ai 협업툴 강화 공공 ax 시장 선점 나선다,Chosunbiz,Chosunbiz,"Wed, 12 Aug 2026 06:28:00 GMT","네이버클라우드, 행정 AI 협업툴 강화… 공공 AX 시장 선점 나선다 - 조선비즈 Chosunbiz",https://news.google.com/rss/articles/CBMilgFBVV95cUxOeldkbUNwV1N0UGIyczdmcTFfSHlsQV9nX1VFNnJPb0VuZjdYc2JVSFRvdlNXWEoyZlNLSG5NbjZrcm9PNzQ5bS1iQTlaYXcxMVNjdmFRc2RGYi1lSkVHT1RiYTQzOVFDWm5SX21iNjBFZEhyYl83WHB3cHVSM19tQ1h5QzRXMEpnZnVrTUdaX2ZLWGVNdEHSAZYBQVVfeXFMTnpXZG1DcFdTdFBiMnM3ZnExX0h5bEFfZ19VRTZyT29FbmY3WHNiVUhUb3ZTV1hKMmZTS0huTW42a3JvTzc0OW0tYkE5WmF3MTFTY3ZhUXNkRmItZUpFR09UYmE0MzlRQ1puUl9tYjYwRWRIcmJfN1hwd3B1UjNfbUNYeUM0VzBKZ2Z1a01HWl9mS1hlTXRB?oc=5,google_rss_네이버 AI when:2d,320.0,20.5,"ai_infrastructure_security,government_ai",ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security+government_ai,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,320.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,comp_domestic_public_infra:네이버클라우드 행정 ai 협업툴 강화 공공 ax 시장 선점 나선다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_public_infra:네이버클라우드 행정 ai 협업툴 강화 공공 ax 시장 선점 나선다,comp_domestic_public_infra,,,,
2099,경쟁사/해외이슈,경쟁사_해외이슈,KT,[조타수] KT AX 성장 스토리 뒤에 가려진 과징금 540억원,조타수 kt ax 성장 스토리 뒤에 가려진 과징금 540억원,콕스뉴스,콕스뉴스,"Wed, 12 Aug 2026 12:59:19 GMT",[조타수] KT AX 성장 스토리 뒤에 가려진 과징금 540억원 콕스뉴스,https://news.google.com/rss/articles/CBMiakFVX3lxTE4zMGJuSENjakJRUU1mblRlQVNGTWpESHhwUVp2aEUwQ0VEWDBUTXpYanltOE5sTncyLWY2ajJBUFpndjJtTWhXdm1La21DRlB6cE9adGN3MU45RXl0bWF4Nno5aHRGWXV6emc?oc=5,google_rss_KT when:2d,319.5,36.0,"antitrust_platform,legal_regulatory_enforcement",antitrust_general,KT,,,,,,,general,14.0,published_yesterday,official_action,global_incident:platform_regulation:kt:platform_regulation,penalty_or_sanction,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,naver_telco_strategy_or_infra,Y,telco,319.5,legal_regulatory_enforcement,competitor:regulatory_enforcement,global_incident:platform_regulation:kt:platform_regulation:sanction_penalty,global_incident:platform_regulation:kt:platform_regulation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨,local_low_confidence,,,COMP_DOMESTIC_DIRECT_RISK,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_direct_risk,,,,
2552,경쟁사/해외이슈,경쟁사_해외이슈,구글,"네이버가 구글에 처음 밀렸다…검색창을 떠나는 한국인, ‘AI 검색’이 30년 질서 흔든다",네이버가 구글에 처음 밀렸다 검색창을 떠나는 한국인 ai 검색이 30년 질서 흔든다,시사프리즘,시사프리즘,"Wed, 12 Aug 2026 00:21:00 GMT","네이버가 구글에 처음 밀렸다…검색창을 떠나는 한국인, ‘AI 검색’이 30년 질서 흔든다 시사프리즘",https://news.google.com/rss/articles/CBMiaEFVX3lxTE1lZGtaVk1GVFpubWJLdjZEVExVSUEyVXY3T3NsMmdGUFhoTXFpNDdrd3pic1JPUWRaS2ZkTFBoWVZsWnBUZ01KNjFrVk5hd3JSbEplVFBKS0M3VXZIWFJiWXhWbEtad1hI?oc=5,google_rss_구글 AI when:2d,315.5,19.0,"ai_infrastructure_security,search_ads",ai_infrastructure_security,"구글,네이버",,,,,,,general,14.0,published_yesterday,business_change,event:구글+네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,315.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버가 구글에 처음 밀렸다 검색창을 떠나는 한국인 ai 검색이 30년 질서 흔든다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버가 구글에 처음 밀렸다 검색창을 떠나는 한국인 ai 검색이 30년 질서 흔든다,comp_domestic_ai_platform,,,,
1791,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버 D2SF, 피지컬 AI 데이터 스타트업 엔닷라이트에 세 번째 투자",네이버 d2sf 피지컬 ai 데이터 스타트업 엔닷라이트에 세 번째 투자,글로벌뉴스통신GNA,글로벌뉴스통신GNA,"Wed, 12 Aug 2026 17:30:52 GMT","네이버 D2SF, 피지컬 AI 데이터 스타트업 엔닷라이트에 세 번째 투자 글로벌뉴스통신GNA",https://news.google.com/rss/articles/CBMidEFVX3lxTE9RS3dqbE5GX3A2MzB6U0Y1QzU5LWpaTW9CUUFHTFpDUkt5UVhKMWNQVVJaMjd3UEdRN2FWMnRwTkZ6ZUlhQnRHUnRpNWFUMVd4U0xuWDk4c3l0dDlvMFVMWnVHbkVEcXJtZUY3WDZURDRhY0dP?oc=5,google_rss_네이버 when:2d,314.5,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,314.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 d2sf 피지컬 ai 데이터 스타트업 엔닷라이트에 세 번째 투자,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 d2sf 피지컬 ai 데이터 스타트업 엔닷라이트에 세 번째 투자,comp_domestic_ai_platform,,,,
2551,경쟁사/해외이슈,경쟁사_해외이슈,구글,"""제미나이·클라우드 무료""…KT, 구글과 'AI 요금제' 출시",제미나이 클라우드 무료 kt 구글과 ai 요금제 출시,하이테크정보,하이테크정보,"Tue, 11 Aug 2026 15:10:00 GMT","""제미나이·클라우드 무료""…KT, 구글과 'AI 요금제' 출시 하이테크정보",https://news.google.com/rss/articles/CBMiaEFVX3lxTE9QY29WN2VwVHp2eGhnTmN6OVRFcEl3b0FHYTJOSVZFQnJoaHhGWGJwd2RRc000cUJseHYzaHBiWnpHYk5ySmlCVTc1cTFZajNEb0hOQVU2bGVaazhLREpYNlRWZjV2YWtL?oc=5,google_rss_구글 AI when:2d,313.0,16.5,"ai_agent,ai_infrastructure_security",ai_infrastructure_security,"KT,구글",,,,,,,general,14.0,published_yesterday,business_change,event:KT+구글:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,313.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,,
1803,경쟁사/해외이슈,경쟁사_해외이슈,네이버,[네이버 밸류업②] 엔비디아·두나무가 바꾼 계산법…네이버 몸값 다시 쓸까,네이버 밸류업 엔비디아 두나무가 바꾼 계산법 네이버 몸값 다시 쓸까,테크M,테크M,"Wed, 12 Aug 2026 22:05:00 GMT",[네이버 밸류업②] 엔비디아·두나무가 바꾼 계산법…네이버 몸값 다시 쓸까 테크M,https://news.google.com/rss/articles/CBMiZkFVX3lxTE82a0h2MndWZktyYVZOaGVyb21jeDRzamJ6REZJYlM1TE5PdElkYlB1OXZ6dzRkS1lOMWtWUk9sX2lBQnhGTnYwWURURmVHUWRkWTBEb3FySjBfc2ljZ0pCNWhKTEo1QdIBakFVX3lxTFBrV3V5aklaTUgzbjZhSlBwMTc4SVhaQTZXUkVmamVMYVdLRDNjTHltRHRKeDJXWEp3czBnTnpXZ2g4clZEei1xS2ZUdWdlbndPOGM5MDNvUmxwazZNOVgtcVZyM0g5akxIdnc?oc=5,google_rss_네이버 when:2d,311.5,20.5,"digital_asset_stablecoin,dunamu_stake",dunamu_merger_exchange,"네이버,두나무",v43_not_true_competitor,,,,,,general,24.0,published_today,general,event:네이버+두나무:digital_asset_stablecoin+dunamu_stake,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,311.5,digital_asset_stablecoin,competitor:general,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:네이버 밸류업 엔비디아 두나무가 바꾼 계산법 네이버 몸값 다시 쓸까,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:네이버 밸류업 엔비디아 두나무가 바꾼 계산법 네이버 몸값 다시 쓸까,comp_domestic_strategy,,,,
1854,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버클라우드, 공공 AX 전략 세미나 개최...네이버웍스 신기능 공개",네이버클라우드 공공 ax 전략 세미나 개최 네이버웍스 신기능 공개,파이낸셜투데이,파이낸셜투데이,"Wed, 12 Aug 2026 09:20:20 GMT","네이버클라우드, 공공 AX 전략 세미나 개최...네이버웍스 신기능 공개 파이낸셜투데이",https://news.google.com/rss/articles/CBMibkFVX3lxTE9nLWp5VFRwcWpna0hLZUNSNmZ6c1NQRFBNMmhWa3p2LXNzLTdkM0VQYU9seGQ4TU1yYVNtTldYeDdTSDNjNEVBS2poOGhJUGx2aUo1bnQ1YXZQbUx0c2llb2lzSzZrbV84YjJERm1n0gFuQVVfeXFMT2ctanlUVHBxamdrSEtlQ1I2ZnpzU1BEUE0yaFZrenYtc3MtN2QzRVBhT2x4ZDhNTXJhU21OV1h4N1NIM2M0RUFLamg4aElQbHZpSjVudDVhdlBtTHRzaWVvaXNLNmttXzhiMkRGbWc?oc=5,google_rss_네이버 AI when:2d,310.0,13.5,policy_legislation,policy_legislation,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:policy_legislation,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,310.0,policy_legislation,competitor:general,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,comp_domestic_public_infra:네이버클라우드 공공 ax 전략 세미나 개최 네이버웍스 신기능 공개,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_public_infra:네이버클라우드 공공 ax 전략 세미나 개최 네이버웍스 신기능 공개,comp_domestic_public_infra,,,,
