kind,order,issue_id,category,priority,best_article_id,backup_article_ids,reason,issue_group,issue_family,internal_category,issue_score,titles
selected,1,I040,자사_및_계열사_이슈,4,1842,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,self_filler_reference:네이버클라우드 공공용 네이버웍스에 ai검색 에이전트 기능 추가,self_filler_reference,SELF_AFFILIATE_BUSINESS,583.5,"네이버클라우드, 공공용 네이버웍스에 AI검색·에이전트 기능 추가"
selected,2,I047,자사_및_계열사_이슈,5,55,"28,78,133,109,93,106,108,270,110",로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,카카오 노조 임단협/파업 및 내부 갈등,self_labor,SELF_DIRECT_RISK,541.4,"[현장] 카카오 이어 네이버 덮친 노사 갈등, 네이버 노조 '노란봉투법' 앞세워 자회사 통합교섭 요구 | 네이버 노조, 통합교섭 추진…카카오도 이달 말 요구 | 카카오뱅크 노조, 준법투쟁 돌입…""야간·휴일근무 거부"""
selected,3,I001,정부_국회,5,901,"405,334,1746,2002,1938,2071,1777,1773,1769",로컬 보조 라벨 / 로컬 보조 라벨 / v26.2: overseas structural industry candidate / v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,711.0,"금융위, 'D-테스트베드' 하반기 참여자 모집…AI 전형에 GPU 지원 | 삼성SDS, 과기정통부 ‘2026년 AI 연구용 컴퓨팅 지원 프로젝트’ GPU 공급사 선정 | 청년 AI 창업가에 GPU·투자 지원…정부, 경진대회 확대 추진"
selected,4,I033,정부_국회,5,280,"569,2512,723,516,607",로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전 / 로컬 보조 라벨 / v26: 해외 정부·규제기관 이슈는 경쟁사/해외로 분류 / v26.2: overseas structural industry candidate / v26.2: no central Korean public actor/action for Government section: foreign_public_policy / v26.2: overseas structural industry candidate,global_incident:platform_enforcement:google:delivery_platform_fee_mfn,government_platform_regulation,GOV_PLATFORM_REGULATION,593.0,"美 압박에 ‘구글 제재’ 부담 커진 공정위…구글 수수료 인하도 변수 | 구글 수수료 10%로 낮췄지만…방미통위 ""과징금 감경 별도 검토"" | 구글 수수료 10%로 낮췄지만…방미통위 과징금 감경 별도 검토"
selected,5,I044,정부_국회,5,279,"539,537,549,534,530,2885,272,532,566",로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전 / 로컬 보조 라벨 / v26.2: no central Korean public actor/action for Government section: foreign_public_policy / v26.2: overseas structural industry candidate / 로컬 보조 라벨 / v26.2: overseas structural industry candidate / v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas,global_incident:platform_enforcement:google:app_market_payment_fee,government_platform_regulation,GOV_PLATFORM_REGULATION,566.0,"구글·애플 인앱결제 제재 ‘막바지’…방미통위, 최종 숙의 돌입 | 방미통위 구글·애플 인앱결제 제재 마지막 의견청취…4시간 '마라톤 소명' | 구글·애플 인앱결제 제재 또 연기…방미통위, 본사 의견 직접 청취"
selected,6,I002,경쟁사_해외이슈,4,1778,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버 ai 전력난 해법 바다서 찾는다 파력 데이터센터 판탈라사 투자,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"네이버, AI 전력난 해법 바다서 찾는다..파력 데이터센터 ‘판탈라사’ 투자"
selected,7,I003,경쟁사_해외이슈,4,1759,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버의 다음 데이터센터 실험 파도 위 판탈라사,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"네이버의 다음 데이터센터 실험, 파도 위 판탈라사"
selected,8,I004,경쟁사_해외이슈,4,1784,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:네이버 바다 위 데이터센터에 베팅한 이유는,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"네이버, 바다 위 데이터센터에 베팅한 이유는?"
selected,9,I147,산업동향,3,3156,,로컬 보조 라벨,industry_structural_change:반도체 부활에 외자 53조원 tsmc 마이크론 투자 러시,industry_structural_change,INDUSTRY_STRUCTURAL_CHANGE,193.25,日 반도체 부활에 외자 53조원⋯TSMC·마이크론 투자 러시
selected,10,I005,경쟁사_해외이슈,4,1752,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:바닷물로 서버 냉각 네이버 부유식 데이터센터 개발사 투자,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"“바닷물로 서버 냉각” 네이버, 美 부유식 데이터센터 개발사 투자"
