id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26가드레일사유,v26_2_profile_reason
1731,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, AI ‘클로드’ 개발사 앤트로픽에 간접 투자",네이버 ai 클로드 개발사 앤트로픽에 간접 투자,서울경제TV,서울경제TV,"Tue, 11 Aug 2026 00:12:36 GMT","네이버, AI ‘클로드’ 개발사 앤트로픽에 간접 투자 서울경제TV",https://news.google.com/rss/articles/CBMiZEFVX3lxTE11dUJMbndjSWs2YkduVlk5dHN6NElwVmlWZFlGcXpJN2RhY2h0VzA1SjVBNzF4M3hIaHRvakxtU1hzNm5GdjNqN3NHOWl4TW9NQU5jSjc3OHhTa1J6aDF1UjlTWlA?oc=5,google_rss_네이버 when:2d,362.5,16.5,"ai_agent,ai_infrastructure_security",ai_infrastructure_security,"네이버,앤트로픽",,,,,,,general,24.0,published_today,business_change,global_incident:ai_security_policy:naver:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,362.5,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:naver:anthropic_glasswing_security:general,global_incident:ai_security_policy:naver:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,global_incident:ai_security_policy:naver:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:naver:anthropic_glasswing_security,comp_domestic_ai_platform,,
1738,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, AI '클로드' 개발사 앤트로픽에 간접 투자",네이버 ai 클로드 개발사 앤트로픽에 간접 투자,아이뉴스24,아이뉴스24,"Mon, 10 Aug 2026 21:57:44 GMT","네이버, AI '클로드' 개발사 앤트로픽에 간접 투자 아이뉴스24",https://news.google.com/rss/articles/CBMiS0FVX3lxTE55UnJtZVU5Vk9IcFhWbG1oeGFTNVdfU3ZlRzRMOWRWbWZyRlZxWlFDekswZmdnR19QdUJiQmlEYXE4UkRGc2pSd2dZQQ?oc=5,google_rss_네이버 when:2d,360.5,16.5,"ai_agent,ai_infrastructure_security",ai_infrastructure_security,"네이버,앤트로픽",,,,,,,general,24.0,published_today,business_change,global_incident:ai_security_policy:naver:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,360.5,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:naver:anthropic_glasswing_security:general,global_incident:ai_security_policy:naver:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,global_incident:ai_security_policy:naver:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:naver:anthropic_glasswing_security,comp_domestic_ai_platform,,
1744,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"엔비디아, AI 인프라에 710조원 금융자본 끌어온다…네이버 영향은? [IT썰] - 머니투데이",엔비디아 ai 인프라에 710조원 금융자본 끌어온다 네이버 영향은 it썰,머니투데이,머니투데이,"Mon, 10 Aug 2026 22:09:43 GMT","엔비디아, AI 인프라에 710조원 금융자본 끌어온다…네이버 영향은? [IT썰] - 머니투데이 머니투데이",https://news.google.com/rss/articles/CBMibEFVX3lxTFBmYlRsaUNDVXlEV29vMldSeTZoUWo4ZDkyZVZpWU1IMV9kenpzSTNuUXpNTDg3a0w0WDBoWUw0cHNPZlVieVZDS2ltUzBlQkNSWG9CZDFQaEVRZ2Vwb2hZMEE5WUNFdGN3V1pud9IBbEFVX3lxTFBmYlRsaUNDVXlEV29vMldSeTZoUWo4ZDkyZVZpWU1IMV9kenpzSTNuUXpNTDg3a0w0WDBoWUw0cHNPZlVieVZDS2ltUzBlQkNSWG9CZDFQaEVRZ2Vwb2hZMEE5WUNFdGN3V1pudw?oc=5,google_rss_네이버 when:2d,355.5,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,355.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,
1717,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"[단독] 네이버, 클로드 개발사 美 앤트로픽에 투자",네이버 클로드 개발사 앤트로픽에 투자,한국경제,한국경제,"Tue, 11 Aug 2026 00:24:00 GMT","[단독] 네이버, 클로드 개발사 美 앤트로픽에 투자 한국경제",https://news.google.com/rss/articles/CBMiWkFVX3lxTE83YTFXMUM1LUljNkxtdHJ6c3Q2V3hqcXlIZVZPQy1sd1hXQ1A0aVVyd2lOYlVLZHVRWnN5aVVWbi02aFVReGkyclNMNjExb21NcF84UV82RXRzQQ?oc=5,google_rss_네이버 when:2d,353.75,9.5,ai_agent,,"네이버,앤트로픽",,,,,,,general,29.0,published_today+exclusive_breaking,general,global_incident:ai_security_policy:naver:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,353.75,,,global_incident:ai_security_policy:naver:anthropic_glasswing_security:general,global_incident:ai_security_policy:naver:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,global_incident:ai_security_policy:naver:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:naver:anthropic_glasswing_security,comp_domestic_strategy,,
1919,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"SKT, 글로벌 통신사 데이터센터 확장 1위···소프트뱅크·NTT 제쳐",skt 글로벌 통신사 데이터센터 확장 1위 소프트뱅크 ntt 제쳐,뉴스프리존,뉴스프리존,"Tue, 11 Aug 2026 00:42:50 GMT","SKT, 글로벌 통신사 데이터센터 확장 1위···소프트뱅크·NTT 제쳐 뉴스프리존",https://news.google.com/rss/articles/CBMic0FVX3lxTE0tdkRITzhXTDNMV2o3ZE55Yk1YbER1ODh6NU1ieGJaT1VuZjJEVzQyeGxBS2ExTlQtLUJGLWVkWnFwcjR6ZFdTZlRIRXZUVkx0NDhCMWxnNG9GcURnQ2VRLURKeWVSSHdSXzRrQ3V4R29FSjjSAXdBVV95cUxORHhhd2VLU004QjhNeENxRUVpcmNZQ20zQ1ZXRGg0bnhCSGhINVRmY29vMXVEb054TnlBWXhSNnl3RUUtZXVfNlo5Xy1VV2tveWRTUnQzY2l1WktGTWVpZ1ZPWENLWTVWRXFjdFc2SnR4VTA3UkxMaw?oc=5,google_rss_SKT when:2d,352.0,14.0,ai_infrastructure_security,ai_infrastructure_security,SKT,,,,,,,general,24.0,published_today,general,event:SKT:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,352.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:skt 글로벌 통신사 데이터센터 확장 1위 소프트뱅크 ntt 제쳐,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:skt 글로벌 통신사 데이터센터 확장 1위 소프트뱅크 ntt 제쳐,comp_domestic_ai_platform,,
1924,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"""SKT, 데이터센터 확장 글로벌 통신사 1위…업계 최고 15GW 목표""",skt 데이터센터 확장 글로벌 통신사 1위 업계 최고 15gw 목표,네이트,네이트,"Tue, 11 Aug 2026 00:39:00 GMT","""SKT, 데이터센터 확장 글로벌 통신사 1위…업계 최고 15GW 목표"" 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE9LbUFUaFNIUElhMm8xN2traTdXVmo2Vl9YdFJhbk11SzFxUENtek5kbERoWjlUeGlWS2RFcVdTbV9WaXIzaVgtOV9WYUlBYUQ2SF9B?oc=5,google_rss_SKT when:2d,352.0,14.0,ai_infrastructure_security,ai_infrastructure_security,SKT,,,,,,,general,24.0,published_today,general,event:SKT:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,352.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:skt 데이터센터 확장 글로벌 통신사 1위 업계 최고 15gw 목표,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:skt 데이터센터 확장 글로벌 통신사 1위 업계 최고 15gw 목표,comp_domestic_ai_platform,,
1932,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"SKT, 데이터센터 확장 글로벌 통신사 1위…소프트뱅크 제쳐",skt 데이터센터 확장 글로벌 통신사 1위 소프트뱅크 제쳐,네이트,네이트,"Mon, 10 Aug 2026 23:01:00 GMT","SKT, 데이터센터 확장 글로벌 통신사 1위…소프트뱅크 제쳐 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE5IcENpb3BKb1djM04za1QyUUNPT1JVdWhFemxVeWE2cDdKTXh4dWwwS2RDNGt3OUwtTDJicGh6UDMxWFRGVG9qUWpfUGFNQVJENi1R?oc=5,google_rss_SKT when:2d,352.0,14.0,ai_infrastructure_security,ai_infrastructure_security,SKT,,,,,,,general,24.0,published_today,general,event:SKT:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,352.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:skt 데이터센터 확장 글로벌 통신사 1위 소프트뱅크 제쳐,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:skt 데이터센터 확장 글로벌 통신사 1위 소프트뱅크 제쳐,comp_domestic_ai_platform,,
1823,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"엔비디아, AI 인프라에 710조원 금융자본 끌어온다…네이버 영향은? [IT썰]",엔비디아 ai 인프라에 710조원 금융자본 끌어온다 네이버 영향은 it썰,네이트,네이트,"Mon, 10 Aug 2026 22:10:00 GMT","엔비디아, AI 인프라에 710조원 금융자본 끌어온다…네이버 영향은? [IT썰] 네이트",https://news.google.com/rss/articles/CBMieEFVX3lxTE44cXlkUks5UXJWRm1nM09WU05vVVBXUmJIYzNhRzVXZGpKcWdDY2gtcVJxeFFvR29ITGdtRF9HOEJBQ2tKc3QtbEc4YUFSWGI3allPaXhDNExZS2MtSEJwVzdlQ0hmNDl6RFoyeUhHcjlFMWp3SS13QQ?oc=5,google_rss_네이버 AI when:2d,351.5,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,351.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,
1856,경쟁사/해외이슈,경쟁사_해외이슈,네이버,[광통신] 미국의 중국산 데이터센터 부품 규제로 보는 광통신 관련주,광통신 미국의 중국산 데이터센터 부품 규제로 보는 광통신 관련주,네이버 프리미엄콘텐츠,네이버 프리미엄콘텐츠,"Mon, 10 Aug 2026 05:47:00 GMT",[광통신] 미국의 중국산 데이터센터 부품 규제로 보는 광통신 관련주 네이버 프리미엄콘텐츠,https://news.google.com/rss/articles/CBMiigFBVV95cUxNaU0tRThuVkFTSjRqN2pFUk9NQXZIQ3BId1VpOVNESmJ6TjdGMUdnNWJxdGZ0Y0N0cHF1XzdtaERIZEtKaGxBX0ljZlZmU0dmWFJ5eDRvOGMzOTdqZjBmWGRPbnpmZEZFelVOSV9XUHVVT21zLVRRay1pSFdVZTVDT1Z1Z0hHaDE5OXc?oc=5,google_rss_네이버 규제 when:2d,348.0,23.5,"ai_infrastructure_security,policy_legislation",ai_infrastructure_security,네이버,brand_not_in_title,,,,,,general,14.0,published_yesterday,general,event:네이버:ai_infrastructure_security+policy_legislation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,348.0,"policy_legislation,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:광통신 미국의 중국산 데이터센터 부품 규제로 보는 광통신 관련주,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:광통신 미국의 중국산 데이터센터 부품 규제로 보는 광통신 관련주,comp_domestic_ai_platform,,
1835,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, 엔비디아·브룩필드와 'AI 동맹'…100억달러 투입",네이버 엔비디아 브룩필드와 ai 동맹 100억달러 투입,글로벌 비즈 뉴스,글로벌 비즈 뉴스,"Mon, 10 Aug 2026 08:55:41 GMT","네이버, 엔비디아·브룩필드와 'AI 동맹'…100억달러 투입 글로벌 비즈 뉴스",https://news.google.com/rss/articles/CBMiaEFVX3lxTE5Uc3VPUmFyRlZzUE9BbmFZRkNzQzBYd2Fnc1lVem9uYS1XSGNkMzg0U0o0Ylp6QzFzbWkwN2wzdk5DWWVlYXg1cDNqQTdXQkxUS1VfdnFDNkVmTGxrR3FRemV6RWNoSFdG0gFoQVVfeXFMTlRzdU9SYXJGVnNQT0FuYVlGQ3NDMFh3YWdzWVV6b25hLVdIY2QzODRTSjRiWnpDMXNtaTA3bDN2TkNZZWVheDVwM2pBN1dCTFRLVV92cUM2RWZMbGtHcVF6ZXpFY2hIV0Y?oc=5,google_rss_네이버 AI when:2d,345.0,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,345.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 엔비디아 브룩필드와 ai 동맹 100억달러 투입,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 엔비디아 브룩필드와 ai 동맹 100억달러 투입,comp_domestic_ai_platform,,
