kind,order,issue_id,category,priority,best_article_id,backup_article_ids,reason,issue_group,issue_family,internal_category,issue_score,titles
selected,1,I001,자사_및_계열사_이슈,5,116,"64,392,2495,1744,1954,2021,2504,2020,2005",로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전 / 로컬 보조 라벨 / 로컬 보조 라벨 / v26.2: overseas structural industry candidate / v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영 / v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,715.0,"네이버는 AI 인프라, 카카오는 에이전트…실적 뒤 드러난 '네카오' 엇갈린 승부수 | AI 인프라 투자 않겠다는 카카오 … 자회사 매각대금 2조원 어디에 쓸까? | 엘리스그룹, 정부 AI 연구용 GPU 사업 공급사 선정…국내 학·연 AI 연구 지원"
selected,2,I027,자사_및_계열사_이슈,4,199,"111,115",로컬 보조 라벨,self_filler_reference:ai 팩토리 에 미래 건 네이버 카톡 에 올인 카카오,self_filler_reference,SELF_AFFILIATE_BUSINESS,548.8,'AI 팩토리'에 미래 건 네이버…'카톡'에 올인 카카오 | 'AI 팩토리'에 미래 건 네이버…'카톡'에 올인 카카오 | 'AI 팩토리'에 미래 건 네이버…'카톡'에 올인 카카오
selected,3,I017,정부_국회,4,500,"2236,484",로컬 보조 라벨 / v26.2: overseas structural industry candidate / v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,global_incident:platform_regulation:coupang:platform_algorithm_ad_obligation,comp_domestic_direct_risk,COMPETITOR_PLATFORM_RISK,614.5,"[단독] ""안 눌렀는데 쿠팡이?""…방미통위, '납치광고' 이달 중 제재 | [단독] “안 눌렀는데 쿠팡이?”…방미통위, ‘납치광고’ 이달 중 제재 | [단독]“쿠팡이 왜 떠?”…‘납치광고’ 이달 중 제재"
selected,4,I042,정부_국회,4,674,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,global_incident:platform_regulation:naver:platform_regulation,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,456.5,"공정위, 가맹사업 투명성 높인다…정보공개서 개편안 국무회의 통과 [ 신아일보 강동완 기자 ] : 네이버 블로그"
selected,5,I043,정부_국회,4,3189,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,government_ai_core_policy:hd현대중공업 미 빅테크 데이터센터에 9560억원 발전설비 공급,government_ai_core_policy,GOV_AI_DIGITAL_POLICY,450.25,"HD현대중공업, 미 빅테크 데이터센터에 9560억원 발전설비 공급"
selected,6,I002,경쟁사_해외이슈,4,1831,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:올해는 투자 내년은 회수 네이버 ai 팩토리 2027년 매출 본격화,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"올해는 투자, 내년은 회수…네이버 AI 팩토리 2027년 매출 본격화"
selected,7,I003,경쟁사_해외이슈,4,1845,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:nh투자 네이버 단기 수익성 악화 불가피 2027년 ai 팩토리 결실 기대,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"NH투자 “네이버, 단기 수익성 악화 불가피…2027년 AI 팩토리 결실 기대”"
selected,8,I004,경쟁사_해외이슈,4,1825,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:초점 네이버 2분기 영업익 정체 증권가 ai 팩토리는 긍정적,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,666.5,"[초점] 네이버, 2분기 영업익 정체…증권가 ""AI 팩토리는 긍정적"""
selected,9,I035,산업동향,4,1856,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,comp_domestic_ai_platform:광통신 미국의 중국산 데이터센터 부품 규제로 보는 광통신 관련주,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,481.5,[광통신] 미국의 중국산 데이터센터 부품 규제로 보는 광통신 관련주
selected,10,I005,경쟁사_해외이슈,4,1731,"1717,1843,1836,1792,1738,1911,1780,1779,1784",로컬 보조 라벨 / v26.2: overseas structural industry candidate,global_incident:ai_security_policy:naver:anthropic_glasswing_security,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,641.0,"네이버, AI ‘클로드’ 개발사 앤트로픽에 간접 투자 | [단독] 네이버, 클로드 개발사 美 앤트로픽에 투자 | 네이버, 클로드 개발사 앤트로픽에 간접 투자…규모는 '비공개'"
