id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key,v26가드레일사유,v26_2_profile_reason,v32_weak_non_digital_gov
2113,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"국책 보안 AI 해외 나간다…네이버클라우드 ""세계 AI 팩토리서 작동""",국책 보안 ai 해외 나간다 네이버클라우드 세계 ai 팩토리서 작동,디일렉,디일렉,"Thu, 17 Sep 2026 07:42:15 GMT","국책 보안 AI 해외 나간다…네이버클라우드 ""세계 AI 팩토리서 작동"" 디일렉",https://news.google.com/rss/articles/CBMiZkFVX3lxTE5HTXRrV21sVWZ4YXJPNHVOSmVDNHBYb2hzODE5a0pMaWdvUmpWVzhPUVVEdkduLTk2MWdjSmxSU3ZkWXNaOWUzOW9MUXhpMFJuSkpHTWE1Y2ZvbGxCRjVwM3NPNHNGZw?oc=5,google_rss_네이버 AI when:2d,365.0,27.5,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,네이버,,,,,,,general,14.0,published_yesterday,direct_risk,event:네이버:ai_infrastructure_security+phishing_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,365.0,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:국책 보안 ai 해외 나간다 네이버클라우드 세계 ai 팩토리서 작동,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:국책 보안 ai 해외 나간다 네이버클라우드 세계 ai 팩토리서 작동,comp_domestic_ai_platform,,,,
2117,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"AI가 바꾼 사이버戰…네이버클라우드, ‘글로벌 보안 연대’ 강조",ai가 바꾼 사이버 네이버클라우드 글로벌 보안 연대 강조,서울경제TV,서울경제TV,"Thu, 17 Sep 2026 09:30:50 GMT","AI가 바꾼 사이버戰…네이버클라우드, ‘글로벌 보안 연대’ 강조 서울경제TV",https://news.google.com/rss/articles/CBMiZEFVX3lxTE9WN1Q5LW5VTkp3R3FQSXFsOFIzV01yZE1BdG82ZWVDM3NfenZOWVVmV2x0bF9WeTYxMEU1WUJMNzZsZFZoNHVWaUpQNlBJODgtTzUwU2IydldIclA1WDJWS0lMVDE?oc=5,google_rss_네이버 AI when:2d,335.0,27.5,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,네이버,,,,,,,general,14.0,published_yesterday,direct_risk,event:네이버:ai_infrastructure_security+phishing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,335.0,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:ai가 바꾼 사이버 네이버클라우드 글로벌 보안 연대 강조,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:ai가 바꾼 사이버 네이버클라우드 글로벌 보안 연대 강조,comp_domestic_ai_platform,,,,
2325,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"SKT, 글로벌 동맹으로 AI 풀스택 넓힌다…인프라부터 보안까지 확장",skt 글로벌 동맹으로 ai 풀스택 넓힌다 인프라부터 보안까지 확장,위키리크스한국,위키리크스한국,"Thu, 17 Sep 2026 06:52:35 GMT","SKT, 글로벌 동맹으로 AI 풀스택 넓힌다…인프라부터 보안까지 확장 위키리크스한국",https://news.google.com/rss/articles/CBMicEFVX3lxTE9jajFBV0pZLWFHYWUwVXpBRTF2OENnZHA5R3FkWG5mMzhZa1Y1Y0U4WHNZU0MxMHllTll3eUlFZUloWGdlOHNKdlctVXVCQnJlX3BjYTJ0M2R4VXVWdHRNZEVoeGxxYTRySENFMmpjdDA?oc=5,google_rss_SKT when:2d,327.5,25.0,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,SKT,,,,,,,general,14.0,published_yesterday,direct_risk,event:SKT:ai_infrastructure_security+phishing_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,327.5,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,,
2068,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버클라우드, ‘국방 AI 전략 세미나’ 개최…국방 AX 협력 모델 제시",네이버클라우드 국방 ai 전략 세미나 개최 국방 ax 협력 모델 제시,인더뉴스,인더뉴스,"Fri, 18 Sep 2026 02:01:35 GMT","네이버클라우드, ‘국방 AI 전략 세미나’ 개최…국방 AX 협력 모델 제시 인더뉴스",https://news.google.com/rss/articles/CBMiZEFVX3lxTFBwVVVmY3hBM3JRbXRMeUtVUmlzS3pyeGhrU2oybS1YUmpWeFRfTVkxYXlDeVhyRERBXzh1Z3VTRVRJZU12M0xKdDR2RmJ3YnJIbmNrQmxiZzZaa3N0OS1NVWVnWVc?oc=5,google_rss_네이버 when:2d,326.5,20.5,"ai_infrastructure_security,policy_legislation",ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security+policy_legislation,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,326.5,"policy_legislation,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버클라우드 국방 ai 전략 세미나 개최 국방 ax 협력 모델 제시,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버클라우드 국방 ai 전략 세미나 개최 국방 ax 협력 모델 제시,comp_domestic_ai_platform,,,,
2046,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버클라우드, 국방 AX 협력 모델 제시 군이 AI 통제권 갖고 민간기술로 신속 전력화",네이버클라우드 국방 ax 협력 모델 제시 군이 ai 통제권 갖고 민간기술로 신속 전력화,아주경제,아주경제,"Fri, 18 Sep 2026 02:10:47 GMT","네이버클라우드, 국방 AX 협력 모델 제시 군이 AI 통제권 갖고 민간기술로 신속 전력화 아주경제",https://news.google.com/rss/articles/CBMiWkFVX3lxTE16ZmdUb29vN0JFS09pTTU5dVZqTW1fLTl1RURYVkQ4NHNuSmM5eGdrN250ZlNTZlQxYjd6dDcwLUdLV2tuZ20xZE1FMEpESEZpUTdaWU8ydUc2Z9IBWEFVX3lxTE1BUkV2aThRcldwVE94QkE5ZEF5UDZfUDAybWJDOERzUTFOMDVXTDdhOEN3OVV4SnJLdkFZQkRVVnFQazJkRjdGd1Z3bDZWdkZORUxtdFZaaVA?oc=5,google_rss_네이버 when:2d,316.5,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,316.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버클라우드 국방 ax 협력 모델 제시 군이 ai 통제권 갖고 민간기술로 신속 전력화,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버클라우드 국방 ax 협력 모델 제시 군이 ai 통제권 갖고 민간기술로 신속 전력화,comp_domestic_ai_platform,,,,
2304,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"SKT, 아이폰18 프로·프로 맥스 출시…구글 AI 구독권 등 제공",skt 아이폰18 프로 프로 맥스 출시 구글 ai 구독권 등 제공,브레이크뉴스,브레이크뉴스,"Fri, 18 Sep 2026 01:54:00 GMT","SKT, 아이폰18 프로·프로 맥스 출시…구글 AI 구독권 등 제공 브레이크뉴스",https://news.google.com/rss/articles/CBMiQkFVX3lxTFAyLWRDNFhGS3IzWE9SN0wwQ1Y0TGc2TlM0N1dqMThldG5nQ2lZWjBjdEhpSmFCemtPRl9PbGlKa1A4dw?oc=5,google_rss_SKT when:2d,316.5,13.5,ai_infrastructure_security,ai_infrastructure_security,"SKT,구글,애플",,,,,,,general,24.0,published_today,business_change,event:SKT+구글:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,316.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,,
2098,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버클라우드, 국방 AX 협력 모델 제시 ""군이 AI 통제권 갖고 민간기술로 신속 전력화""",네이버클라우드 국방 ax 협력 모델 제시 군이 ai 통제권 갖고 민간기술로 신속 전력화,인포스탁데일리,인포스탁데일리,"Fri, 18 Sep 2026 01:43:09 GMT","네이버클라우드, 국방 AX 협력 모델 제시 ""군이 AI 통제권 갖고 민간기술로 신속 전력화"" 인포스탁데일리",https://news.google.com/rss/articles/CBMidkFVX3lxTE5VaHU2OVlPVzZueGE0TUlGRWg3eVNMNE56SWVCcFNoWmZSeENhbmg1aVB3WUtnOGMtaFZ3RE1Zb0NldjdOVTZPUXZHVEZCOEprVHhidXVVenlqU01hVlI3bFphMWJQMDJHeks0ZDhtaHd6cmcyckE?oc=5,google_rss_네이버 AI when:2d,316.5,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,316.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버클라우드 국방 ax 협력 모델 제시 군이 ai 통제권 갖고 민간기술로 신속 전력화,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버클라우드 국방 ax 협력 모델 제시 군이 ai 통제권 갖고 민간기술로 신속 전력화,comp_domestic_ai_platform,,,,
2033,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버 D2SF, 글로벌 헬스케어 스타트업 2곳 투자…정밀의료·수면 공략",네이버 d2sf 글로벌 헬스케어 스타트업 2곳 투자 정밀의료 수면 공략,edaily.co.kr,이데일리,"Fri, 18 Sep 2026 02:22:22 GMT","네이버 D2SF, 글로벌 헬스케어 스타트업 2곳 투자…정밀의료·수면 공략 edaily.co.kr",https://news.google.com/rss/articles/CBMigAFBVV95cUxNN3k2TFpNYUh2NnNmeXZHQ25YdWJ6XzExdnJOSkYtWFJtLWJFOWNBeTgta2J6OEMtZnZQdUZIY0RhN1FPMXVhSmhlNjBxdEtoOWphaXdhSlF3VzZSaGpGR29hUDBSTDJ1eHc2cnM3SzFFQkM2ZWdIZ0prY0ZSLTdtTQ?oc=5,google_rss_네이버 when:2d,314.5,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,general,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,314.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 d2sf 글로벌 헬스케어 스타트업 2곳 투자 정밀의료 수면 공략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 d2sf 글로벌 헬스케어 스타트업 2곳 투자 정밀의료 수면 공략,comp_domestic_ai_platform,,,,
2300,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"SKT, 아이폰18 프로·프로맥스 출시…구글 AI 구독권·중고폰 최대 127만원 보상",skt 아이폰18 프로 프로맥스 출시 구글 ai 구독권 중고폰 최대 127만원 보상,leadeconomy.co.kr,leadeconomy.co.kr,"Fri, 18 Sep 2026 00:29:30 GMT","SKT, 아이폰18 프로·프로맥스 출시…구글 AI 구독권·중고폰 최대 127만원 보상 leadeconomy.co.kr",https://news.google.com/rss/articles/CBMib0FVX3lxTE1VOFowQ2NZb3NBdjlER3ZQNXRNVVM4RU9zTFFNZ3kyRmVvSGgzVFcxdkUtMFRMMEROaTNmQlVNVm8xajFtMXBjbDZkV0p0U0lNQzF2dllRMExkR25nQmdBMEczT1ZMNHVrcVBOdHd0VQ?oc=5,google_rss_SKT when:2d,314.5,13.5,ai_infrastructure_security,ai_infrastructure_security,"SKT,구글,애플",,,,,,,general,24.0,published_today,business_change,event:SKT+구글:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,314.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,,
2134,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"김유원 네이버클라우드 대표 ""AI 위협, 혼자선 못 막는다… 글로벌 연대 필수""",김유원 네이버클라우드 대표 ai 위협 혼자선 못 막는다 글로벌 연대 필수,디지털데일리,디지털데일리,"Thu, 17 Sep 2026 06:16:38 GMT","김유원 네이버클라우드 대표 ""AI 위협, 혼자선 못 막는다… 글로벌 연대 필수"" 디지털데일리",https://news.google.com/rss/articles/CBMiZEFVX3lxTFA3aFJXOUZQQkdFWTJ6SUlSNm9SU2tQOEpfTE9LZEV4bUUyZ1VqSzc1R2ZGMVVCZnhoNGI3bHNaNjk4R0Z0WnVERmppak1WNXZpdDIwSi1EQVBaVktXUmZ2ZE1JQUI?oc=5,google_rss_네이버 AI when:2d,314.0,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:leadership_service:naver:leadership_service,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,314.0,ai_infrastructure_security,competitor:ai_strategy,global_incident:leadership_service:naver:leadership_service:general,global_incident:leadership_service:naver:leadership_service,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,global_incident:leadership_service:naver:leadership_service,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:leadership_service:naver:leadership_service,comp_domestic_ai_platform,,,,
