kind,order,issue_id,category,priority,best_article_id,backup_article_ids,reason,issue_group,issue_family,internal_category,issue_score,titles
selected,1,I120,자사_및_계열사_이슈,5,126,"169,104,308,296,107,129,70,176,195","카카오 노조가 창사 이래 첫 파업에 돌입했습니다. 서비스 운영 안정성 및 대외 이미지 리스크가 부각되고 있으며, 향후 노사 관계 및 조직 문화에 미칠 영향에 대한 점검이 필요합니다.",카카오 노조 임단협/파업 및 내부 갈등,노조 파업,SELF_DIRECT_RISK,196.4,"카카오 오늘 창사 첫 파업…노조 600명 판교 행진 | 카카오 오늘 창사 첫 파업…노조 600명 판교 행진 | 카카오 오늘 첫 파업...노조 ""참여 인원 1000명 돌파"""
selected,2,I083,자사_및_계열사_이슈,5,1,"14,582,420,59,49,628,629","카카오페이가 중국 알리페이에 고객 정보를 동의 없이 제공한 사안과 관련해 제기한 행정소송 1심에서 패소했습니다. 법원이 개인정보보호위원회의 60억 원 과징금 처분이 정당하다고 판결함에 따라, 계열사의 개인정보보호 규정 준수 및 관련 법적 리스크 관리가 중요한 현안으로 부상했습니다.","카카오페이, 알리페이 고객정보 이전 관련 과징금",카카오페이 개인정보 유출,SELF_DIRECT_RISK,301.8,"中알리페이에 고객정보 넘긴 카카오페이…法 ""과징금 60억원 적법"" | [뉴스줌인]카카오페이 판결 후폭풍…금융권 위수탁 관행 흔들린다 | 법원 ""알리페이에 고객정보 넘긴 카카오페이, 과징금 처분 정당"""
selected,3,I002,경쟁사_해외이슈,5,3600,"2655,2991,2704,2775,2689,2744,2653,2965,2824","개인정보보호위원회가 쿠팡의 개인정보 유출에 대해 역대 최대 규모인 6,247억 원의 과징금을 부과했습니다. 이는 국내 플랫폼 사업자의 개인정보 보호 의무 및 법규 위반 리스크에 대한 중대한 선례가 될 것으로 보입니다.",쿠팡 개인정보 유출 및 과징금 부과,개인정보 유출 및 제재,COMPETITOR_PLATFORM_RISK,698.0,"[속보]개인정보위, 쿠팡에 과징금 6247억원…""3750만명 개인정보 유출"" - 머니투데이 | [속보] 개인정보위, 쿠팡에 과징금 6249억…역대 최고 | 쿠팡에 ‘6246억’ 과징금 철퇴 개인정보위… “쿠팡 한국법인 매출 기준 산정, 해외 기업 여부 고려 안해” - 조선비즈"
selected,4,I003,경쟁사_해외이슈,4,2717,2602,네이버가 엔비디아와 협력해 구축하는 AI 데이터센터 '각 세종' 가동 시 신규 매출이 크게 증가할 것이라는 시장 전망이 나왔습니다. 경쟁사의 AI 인프라 투자 및 사업 전략에 대한 지속적인 모니터링이 필요합니다.,comp_domestic_ai_platform:네이버 ai팩토리 가동땐 연 20조 신규매출 한국주식 원포인트 레슨,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,668.0,"네이버, AI팩토리 가동땐 연 20조 신규매출 [한국주식 원포인트 레슨] | 네이버, AI팩토리 가동땐 연 20조 신규매출 [한국주식 원포인트 레슨]"
selected,5,I017,경쟁사_해외이슈,4,4290,4309,"SK텔레콤이 일본 NTT, 대만 타이완모바일 등과 7,600억 원 규모의 AI 펀드를 조성하며 동아시아 AI 생태계 확장에 나섰습니다. 통신사의 AI 분야 투자 및 글로벌 파트너십 전략 동향을 파악할 수 있는 사례입니다.","SKT, 일본·대만과 AI 펀드 조성",AI 펀드 조성,COMPETITOR_AI_STRATEGY,528.0,"SK텔레콤 동아시아 AI 생태계 확장 앞장선다 : 한국·일본·대만 대표 통신사 뭉쳐서 7600억 규모 AI 펀드 만들었다 | SKT, 日 NTT와 손잡았다…7600억 AI 펀드 조성"
selected,6,I035,경쟁사_해외이슈,3,3629,3508,소셜미디어 플랫폼 X(옛 트위터)가 한국 구글 플레이스토어에서 '청소년 이용불가' 등급으로 변경되었습니다. 유해 콘텐츠 유통에 따른 앱 마켓의 정책 변경 및 규제 강화 동향을 보여주는 사례입니다.,global_incident:platform_regulation:google:platform_content_moderation_obligation,comp_overseas_regulation_data,COMPETITOR_PLATFORM_RISK,420.0,"X, 구글 앱마켓서 ‘청소년 이용불가’…한국만 적용 | X, 구글 앱마켓서 ‘청소년 이용불가’…한국만 적용"
selected,7,I056,정부_국회,4,1597,1626,"금융위원회가 '금융부문 AI 활용 활성화 및 위협 대응 방안'을 발표하며, AI 기반 이상거래탐지시스템(FDS) 고도화 지원과 함께 금융권의 망분리 규제 완화를 본격 추진하기로 했습니다. 카카오뱅크, 카카오페이 등 핀테크 자회사의 AI 도입 및 보안 정책에 직접적인 영향을 미치는 규제 변화입니다.",global_incident:platform_regulation:financial_authority:platform_content_moderation_obligation,government_ai_core_policy,GOV_AI_DIGITAL_POLICY,341.0,"금융위 “AI 공격은 AI로 방어”…망분리 완화·피싱 대응 강화 | 금융위 ""AI 공격은 AI로 방어""…AX시대 해킹·보이스피싱 대응 강화"
selected,8,I016,정부_국회,4,3486,"1192,2535,2668,3510,1199","7월부터 불법 촬영물 차단 의무가 기존 영상물에서 이미지까지 확대 적용됩니다. 네이버, 카카오 등 플랫폼 사업자는 관련 기술적·관리적 조치를 이행해야 하므로, 서비스 운영에 직접적인 영향을 미치는 규제 강화 조치입니다.",플랫폼 불법촬영 이미지 차단 의무 확대,플랫폼 콘텐츠 규제,COMPETITOR_AI_STRATEGY,528.0,"7월부터 ‘불법촬영 이미지’도 차단 의무⋯구글·네카오 등 적용 | 네이버·카카오·구글, 불법촬영 영상·사진 모두 차단해야… 7월부터 삭제 대상 확대 | 불법촬영 이미지도 차단 의무…구글·네이버 적용"
selected,9,I057,정부_국회,3,988,,방송미디어통신위원회와 과학기술정보통신부가 'AI-미디어 정책협의체'를 출범시켜 AI 시대 미디어 정책 방향을 논의하기로 했습니다. AI 관련 서비스 및 미디어 플랫폼 규제 환경 변화를 예측할 수 있는 정부 부처의 공식적인 정책 공조 움직임입니다.,government_ai_core_policy:방미통위 과기정통부 ai 미디어 분야 협력 정책협의체 출범,government_ai_core_policy,GOV_AI_DIGITAL_POLICY,339.5,"방미통위-과기정통부, AI·미디어 분야 협력...정책협의체 출범"
selected,10,I072,정부_국회,3,1733,"2072,1787,1763","금융감독원이 네이버페이 등과 협력해 벤처기업 투자 정보를 제공하는 '모험자본 플랫폼'을 7월에 출범할 예정입니다. 금융 당국이 핀테크 플랫폼과의 협력을 통해 금융 인프라를 구축하는 사례로, 관련 시장 동향 파악에 참고가 됩니다.",global_incident:platform_regulation:financial_authority:platform_regulation,government_regulatory_enforcement,GOV_PLATFORM_REGULATION,324.0,"금감원, 모험자본 플랫폼 간담회 개최…시장 활성화 위한 인프라 마련 | 벤처기업·투자자 한곳에 모은다…금감원, 모험자본 플랫폼 다음달 출범 | 금감원, 투자 플랫폼 출범 추진…내달 '모험자본 플랫폼' 나온다"
selected,11,I001,경쟁사_해외이슈,4,2922,"2930,3698,3746,2955,3812","로컬 보조 라벨 / 로컬 보조 라벨 / v26.2: overseas structural industry candidate / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate / KT가 MS와 협력하여 AI 시장을 공략하는 것은 국내 AI 시장의 경쟁 환경 변화를 보여주며, 카카오의 AI 전략 수립에 참고할 만한 사례임. / KT의 스타트업 AI 전환 지원은 국내 B2B AI 및 클라우드 시장의 경쟁 환경 변화를 보여주며, 카카오의 관련 사업 전략 수립에 참고할 만한 가치가 있음. / KT의 AI 전환 및 5G 기반 사업 확장은 국내 통신 및 I",국가 AI 인프라/AIDC/GPU 정책,AI 전환 지원 및 클라우드 전략,COMPETITOR_AI_STRATEGY,703.0,"KT, 스타트업 AX 혁신 전략 제시…AWS·데이터브릭스와 협력 | KT, 경기 스타트업 AX 지원 나선다…AI·클라우드 혁신 전략 공유 | “미국 내 AI 데이터센터 반대”... 알고보니 중국에서 챗GPT로 만든 여론 조작 게시물"
selected,12,I058,정부_국회,5,1512,,로컬 보조 라벨,government_ai_core_policy:금융위 ai 기반 보험사기 방지체계 구축 tf 출범 9월 종합대책 마련,government_ai_core_policy,GOV_AI_DIGITAL_POLICY,339.5,"금융위, ‘AI 기반 보험사기 방지체계 구축 TF’ 출범…9월 종합대책 마련"
selected,13,I088,자사_및_계열사_이슈,5,387,,"카카오의 특정 사업(한복) 언급과 더불어 AI 보안 등 IT 업계 동향을 포함하여 전략적 참고가 될 수 있으나, 직접적인 리스크는 아님.",카카오 AI 보안 관련 동향,IT 신기술/서비스,SELF_AFFILIATE_BUSINESS,292.3,"[Game & Now] 넷마블 ‘스톰랜드’, 카카오 한복, 넥써쓰 AI 보안…3색 성장 카드"
