id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key,v26_2_profile_reason
1716,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, 하반기 엔비디아 동맹·두나무 합병 모멘텀",네이버 하반기 엔비디아 동맹 두나무 합병 모멘텀,알파경제,알파경제,"Thu, 02 Jul 2026 23:42:43 GMT","네이버, 하반기 엔비디아 동맹·두나무 합병 모멘텀 알파경제",https://news.google.com/rss/articles/CBMibkFVX3lxTFA0Wm51c01ORmlFN2JWakE5dHF3QkltUEhGTFdnb1hmMTQwTEdMQ2ZIdDh2TzRkMWZGTDF6SUZKLXBjMWdfWUktQUtxYURqYzZKdTBmUThsT1RTMEpSS1hzOEtWand1SDB0Z2RTR3Bn?oc=5,google_rss_네이버 when:2d,339.0,45.5,"digital_asset_stablecoin,dunamu_stake,strategy_mna_governance",dunamu_merger_exchange,"네이버,두나무",v43_not_true_competitor,,,,,,general,24.0,published_today,direct_risk,global_incident:mna_capital:naver:dunamu_upbit_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,339.0,"strategy_mna_governance,digital_asset_stablecoin",competitor:strategy_mna,global_incident:mna_capital:naver:dunamu_upbit_capital:general,global_incident:mna_capital:naver:dunamu_upbit_capital,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,global_incident:mna_capital:naver:dunamu_upbit_capital,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:mna_capital:naver:dunamu_upbit_capital,comp_domestic_strategy,,
1919,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"SKT, T 우주 ‘구글 AI 플랜’ 출시...구독 플랫폼 중 가장 다양한 라인업 갖춰",skt t 우주 구글 ai 플랜 출시 구독 플랫폼 중 가장 다양한 라인업 갖춰,인공지능신문,인공지능신문,"Thu, 02 Jul 2026 23:55:15 GMT","SKT, T 우주 ‘구글 AI 플랜’ 출시...구독 플랫폼 중 가장 다양한 라인업 갖춰 인공지능신문",https://news.google.com/rss/articles/CBMiZ0FVX3lxTFB3NGYzcjNIUWlscVFUSmNwR0MtaWtfbDlKcVFYd3lsN2dTM2lUOTlpMk5WYjJ5djlxNWYxdUZNd0xrVEd3c1FfVzBXT1l0a2Vhd2tRMUtjeUJsaGFzMDJPTjlqc2RsUTg?oc=5,google_rss_SKT when:2d,326.5,20.5,"ai_infrastructure_security,market_power_platform",ai_infrastructure_security,"SKT,구글",,,,,,,general,24.0,published_today,business_change,global_incident:platform_regulation:google:platform_regulation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,326.5,"market_power_platform,ai_infrastructure_security",competitor:regulatory_enforcement,global_incident:platform_regulation:google:platform_regulation:general,global_incident:platform_regulation:google:platform_regulation,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,
1966,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"""제미나이 쓰고 클라우드 늘리고""…SKT, T 우주 '구글 AI 플랜' 출시",제미나이 쓰고 클라우드 늘리고 skt t 우주 구글 ai 플랜 출시,뉴시스,뉴시스,"Thu, 02 Jul 2026 23:58:17 GMT","""제미나이 쓰고 클라우드 늘리고""…SKT, T 우주 '구글 AI 플랜' 출시 뉴시스",https://news.google.com/rss/articles/CBMiYEFVX3lxTFBrVEFlNG9CcFJvdlBIR1phak94UXN1TzFWb0VtM0lmTWZWcHB6V1JOMHp3NXdQaXhQZi1VZWF0amxvSTdQSWVJVFRhdTBpWHB4bUxPS0NnU1hOeDYzZmRzTNIBeEFVX3lxTE5pQXVGQnRrT0YxX08wM2xuZVJZdk5kWWJoMUVabDBWaFlQM0dOU2lua0Rrak1vZURmOGprMkhPeV9BMkVlYVQzYXhtbDZERENLdXZqZkVaQUd5UzA4ZDljWVQ2QzV3YlJrRGtBSGNOakJpaVFhdUxLag?oc=5,google_rss_SKT when:2d,326.5,16.5,"ai_agent,ai_infrastructure_security",ai_infrastructure_security,"SKT,구글",,,,,,,general,24.0,published_today,business_change,event:SKT+구글:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,326.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,
2472,경쟁사/해외이슈,경쟁사_해외이슈,구글,"T 우주에서 제미나이 만난다…SK텔레콤, ‘구글 AI 플랜’ 3종 출시",t 우주에서 제미나이 만난다 sk텔레콤 구글 ai 플랜 3종 출시,헤럴드경제,헤럴드경제,"Thu, 02 Jul 2026 23:31:17 GMT","T 우주에서 제미나이 만난다…SK텔레콤, ‘구글 AI 플랜’ 3종 출시 헤럴드경제",https://news.google.com/rss/articles/CBMiVkFVX3lxTE9YcjN4cTRKNmhuYi1mb2V2U2dCdVQ0eTRQcHptR05qVC0yd1p2b1U0bDhydHM3YlM5MjNoQmw1QXY5NEdqRHV1cExNcXJFNU1IRU1ZOVp3?oc=5,google_rss_구글 when:2d,325.5,16.5,"ai_agent,ai_infrastructure_security",ai_infrastructure_security,"SKT,구글",,,,,,,general,24.0,published_today,business_change,event:SKT+구글:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,325.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:t 우주에서 제미나이 만난다 sk텔레콤 구글 ai 플랜 3종 출시,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:t 우주에서 제미나이 만난다 sk텔레콤 구글 ai 플랜 3종 출시,comp_domestic_ai_platform,,
2588,경쟁사/해외이슈,경쟁사_해외이슈,구글,"SKT, T 우주 '구글 AI 플랜' 출시",skt t 우주 구글 ai 플랜 출시,연합뉴스,연합뉴스,"Fri, 03 Jul 2026 01:13:14 GMT","SKT, T 우주 '구글 AI 플랜' 출시 연합뉴스",https://news.google.com/rss/articles/CBMiW0FVX3lxTE42b1VuZXJqVFhHaVlIUExYWVp3OEJjaWt0VkRla051dDN5S2tVUEE2cDZfUUJlSmhYemdBT1JYamJ5eGhpU0dzWUxXQmRidHJoRHN2QjF6Z1ZKNVU?oc=5,google_rss_구글 site:yna.co.kr when:2d,323.5,13.5,ai_infrastructure_security,ai_infrastructure_security,"SKT,구글",,,,,,,general,24.0,published_today,business_change,event:SKT+구글:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,323.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:skt t 우주 구글 ai 플랜 출시,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:skt t 우주 구글 ai 플랜 출시,comp_domestic_ai_platform,,
1942,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"“T 우주에서 제미나이 만난다”…SKT, ‘구글 AI 플랜’ 출시",t 우주에서 제미나이 만난다 skt 구글 ai 플랜 출시,아시아투데이,아시아투데이,"Thu, 02 Jul 2026 23:44:22 GMT","“T 우주에서 제미나이 만난다”…SKT, ‘구글 AI 플랜’ 출시 아시아투데이",https://news.google.com/rss/articles/CBMibkFVX3lxTE9JQVFFS0FjWXpTNmJ1V2xlV0ZRZS1fSHNUQzBJMXZwM3dIZ2d6d0xaSURtU2p1ZUpiMWVjNUZ0b0FiZnRja0VTTXFkUWhiaVE5TnhjekxsTVc2NEtveEhBUk1abTduLWZzOUgwazNR?oc=5,google_rss_SKT when:2d,322.5,16.5,"ai_agent,ai_infrastructure_security",ai_infrastructure_security,"SKT,구글",,,,,,,general,24.0,published_today,business_change,event:SKT+구글:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,322.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,
2458,경쟁사/해외이슈,경쟁사_해외이슈,구글,"SK텔레콤, 'T 우주'에서 제미나이·클라우드 결합 '구글 AI 플랜' 출시",sk텔레콤 t 우주 에서 제미나이 클라우드 결합 구글 ai 플랜 출시,라이센스뉴스,라이센스뉴스,"Fri, 03 Jul 2026 01:48:45 GMT","SK텔레콤, 'T 우주'에서 제미나이·클라우드 결합 '구글 AI 플랜' 출시 라이센스뉴스",https://news.google.com/rss/articles/CBMia0FVX3lxTE1XalB1WmFaVmhmZWlPamw5TGJPS1UzX0FVNjFXVkZuNGNFTG9IbkRYekNlLVhSQ1RURkJLRF9hTVBxVkMxQUV6V0tCX1RsV1F6a0MzTDBDR3hkRFQ1OHBmdzNVZHF6U3hlOVlr?oc=5,google_rss_구글 when:2d,322.5,16.5,"ai_agent,ai_infrastructure_security",ai_infrastructure_security,"SKT,구글",,,,,,,general,24.0,published_today,business_change,event:SKT+구글:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,322.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:sk텔레콤 t 우주 에서 제미나이 클라우드 결합 구글 ai 플랜 출시,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:sk텔레콤 t 우주 에서 제미나이 클라우드 결합 구글 ai 플랜 출시,comp_domestic_ai_platform,,
1949,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"SKT, T 우주에 제미나이 담은 ‘구글 AI 플랜’ 출시",skt t 우주에 제미나이 담은 구글 ai 플랜 출시,디지틀조선TV,디지틀조선TV,"Fri, 03 Jul 2026 01:18:00 GMT","SKT, T 우주에 제미나이 담은 ‘구글 AI 플랜’ 출시 디지틀조선TV",https://news.google.com/rss/articles/CBMifEFVX3lxTFBpQ1NzSVFIbWFSNHJ3Q0VMZWVGYlRkaEg0V25uVjdlenM2OUNoSHk1MHZ2UDRySkJYcjhwcGZtbjhpZVJ5Z1EyaVY5VWw5NnpPeEpfeGswQTd3TEU3ZF9wZVdXdkZTdHpqa1RvX2dVWXNQU3hLSkw5VGJHbDA?oc=5,google_rss_SKT when:2d,322.5,16.5,"ai_agent,ai_infrastructure_security",ai_infrastructure_security,"SKT,구글",,,,,,,general,24.0,published_today,business_change,event:SKT+구글:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,322.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,
1809,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"구글 맹추격에도 격차 벌린 네이버…'AI 검색' 전면 배치 ""통했다""",구글 맹추격에도 격차 벌린 네이버 ai 검색 전면 배치 통했다,한국경제,한국경제,"Wed, 01 Jul 2026 22:00:09 GMT","구글 맹추격에도 격차 벌린 네이버…'AI 검색' 전면 배치 ""통했다"" 한국경제",https://news.google.com/rss/articles/CBMiWkFVX3lxTE5QVmxlZWdvcTZyT2JoaTFrWk96YUxRcTJKVmw0SjF2TGZGVEgxV2pGVFR4YzNrM0tIMThTek4wNWY3TXBrMG1jN3QwUUd3VGtHWmQzeEVQQ1hEUdIBVEFVX3lxTE5KZEZPVHp6c01fMzR5QjNRbEIwNUFWRTJycDYyZk1FNWtBT3FrQXIxdXJaRGRuNl9KYmFQR2J6YkU1c0tybm9FUHF0MUFaenpuT3JueQ?oc=5,google_rss_네이버 AI when:2d,320.5,19.0,"ai_infrastructure_security,search_ads",ai_infrastructure_security,"구글,네이버",,,,,,,general,14.0,published_yesterday,business_change,event:구글+네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,320.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:구글 맹추격에도 격차 벌린 네이버 ai 검색 전면 배치 통했다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:구글 맹추격에도 격차 벌린 네이버 ai 검색 전면 배치 통했다,comp_domestic_ai_platform,,
1937,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"SKT, T우주서 '구글 AI 플랜' 출시…국내 최다 라인업 구축",skt t우주서 구글 ai 플랜 출시 국내 최다 라인업 구축,아이뉴스24,아이뉴스24,"Fri, 03 Jul 2026 00:08:11 GMT","SKT, T우주서 '구글 AI 플랜' 출시…국내 최다 라인업 구축 아이뉴스24",https://news.google.com/rss/articles/CBMiTEFVX3lxTFBPZ3gteVdJWGNYSWg0V2h5YjJpdElKcTNRNmdpSHRQTkRvb050cTc4SXhtQVZQNjRwRnpvWnRXNDE5ZVNkVXNKazMzTU0?oc=5,google_rss_SKT when:2d,319.5,13.5,ai_infrastructure_security,ai_infrastructure_security,"SKT,구글",,,,,,,general,24.0,published_today,business_change,event:SKT+구글:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,319.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,
