id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key,v26가드레일사유,v26_2_profile_reason
1880,경쟁사/해외이슈,경쟁사_해외이슈,네이버,허위정보법 적용 플랫폼 공개…네이버·구글 등 9곳,허위정보법 적용 플랫폼 공개 네이버 구글 등 9곳,연합뉴스TV,연합뉴스TV,"Wed, 08 Jul 2026 20:35:00 GMT",허위정보법 적용 플랫폼 공개…네이버·구글 등 9곳 연합뉴스TV,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE13TkprQ2Qxa2lxTUpKRlA5UU9LZXZSMjNweW4tYzNtNXVSUW1obTVQOVVQWFEtY3hMLVh0RGxHaE01eXI3NVNtWU1UNzVDbkRJcENTcTdsaDZaaUY4YWdZY3hBOUFiOXM?oc=5,google_rss_네이버 when:2d,352.5,77.0,"market_power_platform,platform_obligation",market_power_platform,"구글,네이버",,Y,,,,competitor:platform_obligation,platform_operator_obligation,14.0,published_yesterday,general,global_incident:platform_regulation:naver:platform_operator_obligation,action_started,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,352.5,"market_power_platform,platform_obligation",competitor:platform_obligation,global_incident:platform_regulation:naver:platform_operator_obligation:announcement,global_incident:platform_regulation:naver:platform_operator_obligation,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,global_incident:platform_regulation:naver:platform_operator_obligation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:naver:platform_operator_obligation,comp_domestic_strategy,,,
2496,경쟁사/해외이슈,경쟁사_해외이슈,구글,허위정보법 적용 플랫폼 공개…네이버·카카오·구글 등 8곳,허위정보법 적용 플랫폼 공개 네이버 카카오 구글 등 8곳,MSN,MSN,"Thu, 09 Jul 2026 12:02:52 GMT",허위정보법 적용 플랫폼 공개…네이버·카카오·구글 등 8곳 MSN,https://news.google.com/rss/articles/CBMi8gJBVV95cUxPZV9qRWl6d19nOVlTNnQ4YkFVdm5NTGplT21VU0tnUTBZX2VRdktGYVVaQTBqX1ZXV0VCc0dOcGhJWGpGODVCVFN0bmpoaVdMNmo0UUtncGt0Y01RVXZpTGJwUS16WXJ4U1BMbW9sTEJuWGhERXpQcG5fOXlKd2hGWXJuLThJVkdlS1VwVzN4V2dFWEltVHpzZjVueEhDUnhZeTZjTWlKVWduWTE3TTVCeVpob1l4YWRQNHBQXzZhSG5fM2ZteWNvdGpHeDJjNjdHS1ZrWFJNeGpVb1ZEaWNKZEkwdXpTekw5Yk5zWl9uT09sZEh2c2NVQVJEa3Q3a1JmY1ZnRXpHZG9HQ1VXUHAzS2l6dlNkYjhyZVo0X1JWVWd4N0NBWEdtMWlpckVkQm5vbnZDX2ZOQUR4Q29mNzBDMjJRLW9OOFVlRUpKYlRCQ3VxY3l0VEZqNlMyRGVFOGh5QkRjV1hzcWRrR3REbXhHNHlR?oc=5,google_rss_구글 조사 when:2d,348.5,97.5,"market_power_platform,platform_obligation",market_power_platform,"구글,네이버,카카오",,Y,,,,self:platform_obligation,platform_operator_obligation,14.0,published_yesterday,general,global_incident:platform_regulation:kakao:platform_operator_obligation,action_started,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,348.5,"market_power_platform,platform_obligation",self:platform_obligation,global_incident:platform_regulation:kakao:platform_operator_obligation:announcement,global_incident:platform_regulation:kakao:platform_operator_obligation,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,global_incident:platform_regulation:kakao:platform_operator_obligation,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,COMP_DOMESTIC_STRATEGY,mixed,,카카오 현직자가 사업 방향과 외부 질의 가능성을 참고할 실질 변화,global_incident:platform_regulation:kakao:platform_operator_obligation,self_strategic_reference,,,
1945,경쟁사/해외이슈,경쟁사_해외이슈,네이버,허위정보법 적용 플랫폼 공개…네이버·구글 등 9곳,허위정보법 적용 플랫폼 공개 네이버 구글 등 9곳,v.daum.net,v.daum.net,"Wed, 08 Jul 2026 20:36:53 GMT",허위정보법 적용 플랫폼 공개…네이버·구글 등 9곳 v.daum.net,https://news.google.com/rss/articles/CBMiRkFVX3lxTE5hTWIyUXlZcExvNUZ3VUxOc1Z1djROaHVFNWpPWmFQMmc4dWdiU0hHbk04Wng3UG0tVnc2SEQ5RXh1NEI0NlE?oc=5,google_rss_네이버 개인정보 when:2d,345.5,77.0,"market_power_platform,platform_obligation",market_power_platform,"구글,네이버",,Y,,,,competitor:platform_obligation,platform_operator_obligation,14.0,published_yesterday,general,global_incident:platform_regulation:naver:platform_operator_obligation,action_started,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,345.5,"market_power_platform,platform_obligation",competitor:platform_obligation,global_incident:platform_regulation:naver:platform_operator_obligation:announcement,global_incident:platform_regulation:naver:platform_operator_obligation,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,global_incident:platform_regulation:naver:platform_operator_obligation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,5,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local_low_confidence,OFF_TOPIC,,COMP_DOMESTIC_STRATEGY,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:naver:platform_operator_obligation,self_filler_reference,,,
2497,경쟁사/해외이슈,경쟁사_해외이슈,구글,허위정보법 적용 플랫폼 공개…네이버·구글 등 9곳 / 연합뉴스TV (YonhapnewsTV),허위정보법 적용 플랫폼 공개 네이버 구글 등 9곳 연합뉴스tv yonhapnewstv,MSN,MSN,"Thu, 09 Jul 2026 00:08:09 GMT",허위정보법 적용 플랫폼 공개…네이버·구글 등 9곳 / 연합뉴스TV (YonhapnewsTV) MSN,https://news.google.com/rss/articles/CBMikgNBVV95cUxPWVNVLVdOSFJHbTZMa19UUktNVDVCQ0xPdXVHQmZVUWdoRmFjVlJ3TVAza0ZqMVRCQUNXZ0lQTXljdmlFT3hCYXFmNml1U2ppYU1iMnNBLWhSdEJnRzE3ZTY1eVJwQmNxZlhzRE5SX1RKeUVHdEZkMW1kVmtuclV0MWw3djlTbVE4STZfbGRtcjBjX1dCVWNGak40ZHNWTWtzSFo1WFFhWkE2VF9CM1ZCampSd0JiV3RBNFphaXRndU51NzNQaGJfam0zWS0tOFBrblEyR2N1dlZPTVJWR0Rwbkh1ZEJvU1NwakNtNko3VUMtRDdqRXg0N01DMkgyak5UV2xvTGo1a3d5Y3hpdUNLQ2tmUjlxVGZiVjFIbGRGaTY2RlRxV1kyTkpPTU5idUgyRTFvWW1lb1BKY3FEM0h6NlBTeEd5d3FUbEpodjY3SEc0QjI4aVJlblNyNm9UdG8wazBJajZwSThjckNabWtLYm9VWXVqOTBMYXgwUm1YdGxDUU1xeFYwY2drTkNwTGhlUUE?oc=5,google_rss_구글 법안 when:2d,345.5,77.0,"market_power_platform,platform_obligation",market_power_platform,"구글,네이버",,Y,,,,competitor:platform_obligation,platform_operator_obligation,14.0,published_yesterday,general,global_incident:platform_regulation:naver:platform_operator_obligation,action_started,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,345.5,"market_power_platform,platform_obligation",competitor:platform_obligation,global_incident:platform_regulation:naver:platform_operator_obligation:announcement,global_incident:platform_regulation:naver:platform_operator_obligation,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,global_incident:platform_regulation:naver:platform_operator_obligation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:naver:platform_operator_obligation,comp_domestic_strategy,,,
1912,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버 투자에 엔비디아도 찜한 K-AI, 휴머노이드로 비바테크 접수",네이버 투자에 엔비디아도 찜한 k ai 휴머노이드로 비바테크 접수,초이스스탁,초이스스탁,"Thu, 09 Jul 2026 07:32:48 GMT","네이버 투자에 엔비디아도 찜한 K-AI, 휴머노이드로 비바테크 접수 초이스스탁",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE5VVGRWSThPZ29ZNXRLbldlaTBoZnc1bFV2REtVNFltSG1RekVJYTZoZVUyTkduR2toQkdSNERhRVRZVlNLUjloX2JQYmxUcmxKTlZnVEg4Z01pOFlqR0NZal9OQTJkUVE?oc=5,google_rss_네이버 AI when:2d,345.0,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,345.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 투자에 엔비디아도 찜한 k ai 휴머노이드로 비바테크 접수,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 투자에 엔비디아도 찜한 k ai 휴머노이드로 비바테크 접수,comp_domestic_ai_platform,,,
1852,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"롯데가 공개한 메타버스 쇼핑 플랫폼, 입점할 만할까?: 매출, CS, 그리고 3D 콘텐츠",롯데가 공개한 메타버스 쇼핑 플랫폼 입점할 만할까 매출 cs 그리고 3d 콘텐츠,네이버 프리미엄콘텐츠,네이버 프리미엄콘텐츠,"Thu, 09 Jul 2026 23:06:45 GMT","롯데가 공개한 메타버스 쇼핑 플랫폼, 입점할 만할까?: 매출, CS, 그리고 3D 콘텐츠 네이버 프리미엄콘텐츠",https://news.google.com/rss/articles/CBMifkFVX3lxTE84ZmVfVFBEbHVsRXNraVF6QjVFdDdnVC1NN0lzbVFZUjdiU182THhic2xLNkhPakxXcG8xSW5tdXZVRUg1Yk5rLS1kZ2FNUHdfQVI3UFRjYld0clFtN25mc0xobC05bGZzeVhBV1VRVWw2N1Buck1DQmstUU9sZw?oc=5,google_rss_네이버 when:2d,337.5,38.5,"earnings,financial_performance,market_power_platform",financial_performance,"네이버,메타",brand_not_in_title,,,,,,general,24.0,published_today,general,global_incident:platform_regulation:naver:platform_regulation,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,337.5,"market_power_platform,financial_performance",competitor:regulatory_enforcement,global_incident:platform_regulation:naver:platform_regulation:announcement,global_incident:platform_regulation:naver:platform_regulation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_finance_commerce,global_incident:platform_regulation:naver:platform_regulation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_FINANCE_COMMERCE,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:naver:platform_regulation,comp_domestic_finance_commerce,,,
2143,경쟁사/해외이슈,경쟁사_해외이슈,LGU+,"LGU+, 통신사 최초 AI 보안 전담 조직 신설… '미토스發' 위협 대응",lgu+ 통신사 최초 ai 보안 전담 조직 신설 미토스 위협 대응,MSN,MSN,"Thu, 09 Jul 2026 05:08:10 GMT","LGU+, 통신사 최초 AI 보안 전담 조직 신설… '미토스發' 위협 대응 MSN",https://news.google.com/rss/articles/CBMi7gJBVV95cUxNX19JVm4zUS1uRXp1VzhQLWU0U1ZSSFZQY3FPeGxyeE9yRmZYOW95dWlOcTg5b3hZX0tlOTJ2VlJvbHVCY1Q1ZXozT2xFd3MyU0FqXy1Vdlc4TWhiWGM3T05xTGk1V1FzQmZ5c3duV1pxRTJmeXExWkVmeTlIV2d1Rzh4eVl5aE1aeTBUWVZIQ1hDeS1jMTFUQ1k3R09MYk5FdFdvTi1mME9FVDBYMEYwb1BnOXVCZTJ6VFBhM01DNElPSmpPZ2puQlVNTmcyWDBCYjhrY2VDdFhFdVE3SW9fMTM1RC1XM182V3NDUUNrZWJSYmJ1UEJRLVQxdXNNOExXQU0zTjQxalljMFljYTdiZE50UEZnNHpObEJ1RXNGd1hBc0NqMEpyQ2pCOC14WEY2RWRTT2U3ZWhWc084OXpRWGdMVGhvUXhmejhCbk5ES29lUGYtQklZbDYyVF9aYVd2OVp3VndmSTloWmd3NVE?oc=5,google_rss_LGU+ when:2d,327.5,25.0,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,"LGU+,앤트로픽,토스",,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:ai_security_policy:toss:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,toss,327.5,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,global_incident:ai_security_policy:toss:anthropic_glasswing_security:general,global_incident:ai_security_policy:toss:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,global_incident:ai_security_policy:toss:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:toss:anthropic_glasswing_security,comp_domestic_ai_platform,,,
2098,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 전사 AI 분석 환경 구축해 글로벌 혁신상…""질문만 하면 AI가 데이터 분석""",kt 전사 ai 분석 환경 구축해 글로벌 혁신상 질문만 하면 ai가 데이터 분석,네이트,네이트,"Fri, 10 Jul 2026 00:47:00 GMT","KT, 전사 AI 분석 환경 구축해 글로벌 혁신상…""질문만 하면 AI가 데이터 분석"" 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTFBvTjB2UHZEdkxiOHNXamo3VHg4bjhHTHFJdG1LNlNEenpZdG5WQTlEaTZVMXRLTzQ3V0hEaFNTTHg4Tk9tU2F3YWJSMVBVczE4bms4?oc=5,google_rss_KT when:2d,311.0,11.0,ai_infrastructure_security,ai_infrastructure_security,KT,,,,,,,general,12.0,published_today+analysis_without_direct_event,analysis_feature,event:KT:ai_infrastructure_security,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,311.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,
2112,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 전사 AI 분석 환경 구축해 글로벌 혁신상…“질문만 하면 AI가 데이터 분석”",kt 전사 ai 분석 환경 구축해 글로벌 혁신상 질문만 하면 ai가 데이터 분석,이투데이,이투데이,"Fri, 10 Jul 2026 00:46:00 GMT","KT, 전사 AI 분석 환경 구축해 글로벌 혁신상…“질문만 하면 AI가 데이터 분석” 이투데이",https://news.google.com/rss/articles/CBMibEFVX3lxTE82YmE3X1RJOG5pQ28yWEpMeTRwejA0UERDVjd1R0NtOU8ySG11SGM2TG1fMGg2TzVDdUFwYlRSN1B3aWk4ajliel9PNjQzbEtlcUZJMkw2UHR6dTBKZTBFaHVSajJGTVl3ZWRjRA?oc=5,google_rss_KT when:2d,311.0,11.0,ai_infrastructure_security,ai_infrastructure_security,KT,,,,,,,general,12.0,published_today+analysis_without_direct_event,analysis_feature,event:KT:ai_infrastructure_security,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,311.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,
2009,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"SKT ""AI의 사회적 가치 계산… 글로벌 표준 구축""",skt ai의 사회적 가치 계산 글로벌 표준 구축,파이낸셜뉴스,파이낸셜뉴스,"Thu, 09 Jul 2026 09:17:54 GMT","SKT ""AI의 사회적 가치 계산… 글로벌 표준 구축"" 파이낸셜뉴스",https://news.google.com/rss/articles/CBMiWkFVX3lxTE5vV1FLQmVZblgyLW9Mc1pvN0tBSE9RTVNCa25GTU9GanU3M1EzczF3bzdaZTdRUVVTNEV3VlBSWEZuTndQNXFWVU9PLUhJMkVhTzlyRWg5UHNEZw?oc=5,google_rss_SKT when:2d,310.5,11.0,ai_infrastructure_security,ai_infrastructure_security,SKT,,,,,,,general,14.0,published_yesterday,business_change,event:SKT:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,310.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,
