id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v27_event_key,v26가드레일사유,v32_weak_non_digital_gov
2013,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, AI 검색시대로 전환…'그린닷' 대신 AI탭 전면배치",네이버 ai 검색시대로 전환 그린닷 대신 ai탭 전면배치,mstoday.co.kr,mstoday.co.kr,"Fri, 26 Jun 2026 02:06:04 GMT","네이버, AI 검색시대로 전환…'그린닷' 대신 AI탭 전면배치 mstoday.co.kr",https://news.google.com/rss/articles/CBMibkFVX3lxTE9HbWZJQU5DUk95UGduajhyM0k4bjFGc0k4ODNMOG9BeHFNczZDLXBMWmtvTUZEQmNZUFEtNnJZYXVjM3hvekx3WFNwT1JQeXdDbU9temRGdEY1eWE0WDBMSGZXVE1yeVd1WWdwRW5R?oc=5,google_rss_네이버 when:2d,336.5,26.5,"ai_agent,ai_infrastructure_security,digital_asset_stablecoin,search_ads",ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security+digital_asset_stablecoin,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,336.5,"ai_infrastructure_security,digital_asset_stablecoin",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 ai 검색시대로 전환 그린닷 대신 ai탭 전면배치,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 ai 검색시대로 전환 그린닷 대신 ai탭 전면배치,comp_domestic_ai_platform,,,,
16,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오, KT클라우드와 ‘안전한 AI 생태계 구축 협력’ MOU",카카오 kt클라우드와 안전한 ai 생태계 구축 협력 mou,글로벌경제신문,글로벌경제신문,"Fri, 26 Jun 2026 01:51:47 GMT","카카오, KT클라우드와 ‘안전한 AI 생태계 구축 협력’ MOU 글로벌경제신문",https://news.google.com/rss/articles/CBMibEFVX3lxTE5jU1JrcVE1dGJtMGpIUThBVkJIM25FaVc4dDJwdHNwY1l1VVpSX3NnZ3F5YktSaVZYWTE2LWNNU192RmMtcTU3aEoyQWF3ZjdPemxRUGxSR00wS2lfemNHUEJNODN5V2xPVjJuVtIBcEFVX3lxTFBaSGc5bC1uTEpoS3FtUnozdjkzM3JQcmgxTW1TbnpqbUZFcnlsc252ckVuazU0UkxPc25vNUxVTDZ5MUgxMDB2aHBFTzFFU0ZhV2JheGowYzdFY3VXUDZ2cjRjckJFUmJoM2U0Tm4yNkg?oc=5,google_rss_카카오 when:2d,335.3,29.5,ai_infrastructure_security,ai_infrastructure_security,카카오,,,,,,,general,24.0,published_today,business_change,event:카카오:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,335.3,ai_infrastructure_security,self:ai_strategy,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:카카오 kt클라우드와 안전한 ai 생태계 구축 협력 mou,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오 현직자가 사업 방향과 외부 질의 가능성을 참고할 실질 변화,self_strategic_reference:카카오 kt클라우드와 안전한 ai 생태계 구축 협력 mou,self_strategic_reference,,,,
2374,경쟁사/해외이슈,경쟁사_해외이슈,KT,[AI 인프라 전쟁]엔비디아 훈풍 못 탄 KT…AI 인프라 경쟁서 존재감 숙제 : 네이버 블로그,ai 인프라 전쟁 엔비디아 훈풍 못 탄 kt ai 인프라 경쟁서 존재감 숙제 네이버 블로그,Naver Blog,Naver Blog,"Thu, 25 Jun 2026 19:59:49 GMT",[AI 인프라 전쟁]엔비디아 훈풍 못 탄 KT…AI 인프라 경쟁서 존재감 숙제 : 네이버 블로그 Naver Blog,https://news.google.com/rss/articles/CBMijwFBVV95cUxNWmYyYkJJaDRRdUdIMGZFNjU4UHFUR0RickNMaHpkbEk3UUdNZnVGeU9Ra21vOTRSZWpFLUppWkY2eUJMbFhEX2t3MjA0MmhFSGN5NXdzbnF2ZXFldllrZm1WaDVQU1lHR3RhN3lXTDliMjUxc0g0ZDZLYVhId1M1RkRrbnE2M1laaFg0WE03cw?oc=5,google_rss_KT when:2d,319.5,-16.5,ai_infrastructure_security,ai_infrastructure_security,"KT,네이버",,,,,,,general,24.0,published_today,business_change,event:KT+네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,319.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,,,
2174,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"쿠팡이 개인정보 유출 사태서 헤매는 사이... 네이버, 쇼핑 앱 신규 설치 '독주'",쿠팡이 개인정보 유출 사태서 헤매는 사이 네이버 쇼핑 앱 신규 설치 독주,생생비즈플러스,생생비즈플러스,"Thu, 25 Jun 2026 02:30:35 GMT","쿠팡이 개인정보 유출 사태서 헤매는 사이... 네이버, 쇼핑 앱 신규 설치 '독주' 생생비즈플러스",https://news.google.com/rss/articles/CBMibEFVX3lxTE9NeXUxdlZ4OWpqeDdBaFFuU05MNU81bUpCX0VVZWw3eHEyRXFCWEFPSXJVZjBNMXhsdWhLcnFRNFNWdXZDR1YzdXNESE5rRjRmcVJ1N3loUWswVGNiSHdneW1wSGl0UXZ5QXdrag?oc=5,google_rss_네이버 개인정보 when:2d,318.0,41.5,"phishing_security,privacy_security_reliability",security_privacy_leak,"네이버,쿠팡",,,,,,,general,14.0,published_yesterday,direct_risk,privacy_security:coupang:data_leak,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,coupang_competitor_enforcement_or_risk,Y,naver,318.0,privacy_security_reliability,competitor:security_reliability,global_incident:platform_regulation:naver:coupang_designation_disclosure:general,global_incident:platform_regulation:naver:coupang_designation_disclosure,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,global_incident:platform_regulation:naver:coupang_designation_disclosure,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_DIRECT_RISK,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:naver:coupang_designation_disclosure,comp_domestic_direct_risk,,,,
2198,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, AI 중심 ‘통합보고서’ 발간…글로벌 커머스 스타트업 신규 투자",네이버 ai 중심 통합보고서 발간 글로벌 커머스 스타트업 신규 투자,네이트뷰,네이트뷰,"Thu, 25 Jun 2026 01:21:00 GMT","네이버, AI 중심 ‘통합보고서’ 발간…글로벌 커머스 스타트업 신규 투자 네이트뷰",https://news.google.com/rss/articles/CBMiUEFVX3lxTFB6aE5XemxZUFpPY25yUFNYa1Q1M09iYnNEak9Pd3dfaEVnVk1VdnpGZTZwcXZ6YU9uZkh2NXY2WVo2eFpneTdwbng5NEZxVGVw?oc=5,google_rss_네이버 스테이블코인 when:2d,317.0,20.5,"ai_infrastructure_security,platform_obligation",ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security+platform_obligation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,317.0,"ai_infrastructure_security,platform_obligation",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 ai 중심 통합보고서 발간 글로벌 커머스 스타트업 신규 투자,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 ai 중심 통합보고서 발간 글로벌 커머스 스타트업 신규 투자,comp_domestic_ai_platform,,,,
2139,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, AI 중심 '통합보고서' 발간…글로벌 커머스 스타트업 신규 투자",네이버 ai 중심 통합보고서 발간 글로벌 커머스 스타트업 신규 투자,포인트경제,포인트경제,"Thu, 25 Jun 2026 01:00:09 GMT","네이버, AI 중심 '통합보고서' 발간…글로벌 커머스 스타트업 신규 투자 포인트경제",https://news.google.com/rss/articles/CBMiakFVX3lxTFBXQUpUMVdOR2p1cWhXaUhVWmlIZ09XYjRJMzBrMGQxS0UzSUdoTlRhSVZZYjdlSk5lRTZ5SmFycVBWaTk3dkRGWF9XS012WWZ2ak5uTzBVSGFQelQ4NEVEcHY2ZlZGNEowM3c?oc=5,google_rss_네이버 AI when:2d,317.0,20.5,"ai_infrastructure_security,platform_obligation",ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security+platform_obligation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,317.0,"ai_infrastructure_security,platform_obligation",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 ai 중심 통합보고서 발간 글로벌 커머스 스타트업 신규 투자,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 ai 중심 통합보고서 발간 글로벌 커머스 스타트업 신규 투자,comp_domestic_ai_platform,,,,
2233,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버 D2SF, AI 해외 직구 개척한 스타트업 ‘사줘’ 신규 투자",네이버 d2sf ai 해외 직구 개척한 스타트업 사줘 신규 투자,서울경제,서울경제,"Thu, 25 Jun 2026 05:54:32 GMT","네이버 D2SF, AI 해외 직구 개척한 스타트업 ‘사줘’ 신규 투자 서울경제",https://news.google.com/rss/articles/CBMiU0FVX3lxTE95Njd4cGJ0bTllX2dOaHMtcTZLZ1V1U2tWU2ptdVJpQjVPVUFMVG4wTlpVaWZMWDBkLUM5X2VGQnkxUjdKQ0xvdXdKTXY1T2JIVm1j0gFTQVVfeXFMT3k2N3hwYnRtOWVfZ05ocy1xNktnVXVTa1ZTam11UmlCNU9VQUxUbjBOWlVpZkxYMGQtQzlfZUZCeTFSN0pDTG91d0pNdjVPYkhWbWM?oc=5,google_rss_네이버 site:sedaily.com when:2d,315.0,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,315.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 d2sf ai 해외 직구 개척한 스타트업 사줘 신규 투자,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 d2sf ai 해외 직구 개척한 스타트업 사줘 신규 투자,comp_domestic_ai_platform,,,,
2106,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, AI 해외직구 스타트업 사줘에 투자…글로벌 커머스 인프라 확보 시동",네이버 ai 해외직구 스타트업 사줘에 투자 글로벌 커머스 인프라 확보 시동,한겨레,한겨레,"Thu, 25 Jun 2026 09:46:00 GMT","네이버, AI 해외직구 스타트업 사줘에 투자…글로벌 커머스 인프라 확보 시동 한겨레",https://news.google.com/rss/articles/CBMiYEFVX3lxTE9DeTFJT3Jid1NlY05Sb19pZVIzNWI5OVJsbGpvdHdEeEpRSFZIckFtVmtqNEJuR2RZWDJuWmNFVUlIaFpHako3SnNpT29jM2lKazlQQXlQbGtiWG9UUk43ZQ?oc=5,google_rss_네이버 AI when:2d,310.0,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,310.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 ai 해외직구 스타트업 사줘에 투자 글로벌 커머스 인프라 확보 시동,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 ai 해외직구 스타트업 사줘에 투자 글로벌 커머스 인프라 확보 시동,comp_domestic_ai_platform,,,,
2391,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 클라우드 분사 4년 만에 다시 품나…AI 역량 결집",kt 클라우드 분사 4년 만에 다시 품나 ai 역량 결집,글로벌이코노믹,글로벌이코노믹,"Thu, 25 Jun 2026 08:00:00 GMT","KT, 클라우드 분사 4년 만에 다시 품나…AI 역량 결집 글로벌이코노믹",https://news.google.com/rss/articles/CBMif0FVX3lxTE4xUWtUVDVtQk14TWJKZnZVMnJJNjFVVVpGdXVPcU5qc1hzQkZSX2s5WjhmN1BZUF9YRmdKaVY5MGhnV0trb0d3Yk1uejV1U0NDeVVfNXo5dkZmQ0N3Y2VtbFhrdGVnSmxNZWFSVFpNYUJfa1Q1Y2pwWklxcXlIQkE?oc=5,google_rss_KT when:2d,307.5,11.0,ai_infrastructure_security,ai_infrastructure_security,KT,,,,,,,general,14.0,published_yesterday,business_change,event:KT:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,307.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,,
2345,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"SKT, 글로벌 표준 기반 AI 자율 네트워크 구축 가속",skt 글로벌 표준 기반 ai 자율 네트워크 구축 가속,정보통신신문,정보통신신문,"Thu, 25 Jun 2026 05:27:04 GMT","SKT, 글로벌 표준 기반 AI 자율 네트워크 구축 가속 정보통신신문",https://news.google.com/rss/articles/CBMiaEFVX3lxTE02dGZuNFkxOWp5bXdQSzdWdGxJN2pYX3RXTkp4cG9qVGxtYkpVVFZXelZYU3NRVlFwRENNdUI0NnRja0lwT1luTGVEWHVlUmhoSTIwNDJCN3pfX1NITklyMVloQVhvZDBj0gFsQVVfeXFMUGYxOGVhMzFRaW1DOG04OTE0UUZjTjBFSFpuRktOc2JOWnZnQ3E4UHZpQ2JCdGJnVllSdXpWSmp6c2ZTMnJDVTlVZG5HNXRpdGpsOWRFeEI1aVNZZGd3ODZiazlYU2ZNak9JZXBz?oc=5,google_rss_SKT when:2d,307.5,11.0,ai_infrastructure_security,ai_infrastructure_security,SKT,,,,,,,general,14.0,published_yesterday,business_change,event:SKT:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,307.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,,
