id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key,v26_2_profile_reason,v26가드레일사유
1949,경쟁사/해외이슈,경쟁사_해외이슈,네이버,베라 루빈 vs 스냅드래곤…엔비디아와 다른 퀄컴의 AI 전략,베라 루빈 vs 스냅드래곤 엔비디아와 다른 퀄컴의 ai 전략,네이버 프리미엄콘텐츠,네이버 프리미엄콘텐츠,"Tue, 16 Jun 2026 22:50:00 GMT",베라 루빈 vs 스냅드래곤…엔비디아와 다른 퀄컴의 AI 전략 네이버 프리미엄콘텐츠,https://news.google.com/rss/articles/CBMiiAFBVV95cUxPMS14b203S01Rb21DdFFuMkZpWnNxaUJva2ZkcW9XNlR4LTJWbTROY3Q5RmpXZ1h5MGRTMHlIdlVtanN1VzlBRWh3QTBnQXVRV1BDUkh4RGRUYXF1TTV5M1dKTjJydnVYODl3TFR1aWNfVkFqdTczSmtvOWRydWgyNHAzWWhFZ2lW?oc=5,google_rss_네이버 AI when:2d,351.5,20.5,"ai_infrastructure_security,policy_legislation",ai_infrastructure_security,네이버,brand_not_in_title,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security+policy_legislation,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,351.5,"policy_legislation,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,Qualcomm AI,퀄컴 AI 칩 전략,퀄컴의 AI 칩 전략은 카카오의 온디바이스 AI 및 서비스 전반의 기술 환경 변화를 이해하는 데 필요하다.,2,2,2,,,글로벌 칩 제조사의 AI 전략은 카카오의 AI 서비스 및 기술 환경 변화를 이해하는 데 중요.,gemini,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,"퀄컴의 온디바이스 AI 역량 강화는 모바일 환경에서의 AI 서비스 경쟁 구도 변화를 시사하며, 카카오의 AI 서비스 최적화 및 파트너십 전략에 참고가 된다.",퀄컴 AI 칩 전략,Qualcomm AI,,,
2076,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"통신 넘어 AI 인프라로...SKT, 엔비디아와 'AI 팩토리' 승부수",통신 넘어 ai 인프라로 skt 엔비디아와 ai 팩토리 승부수,디지털투데이,디지털투데이,"Tue, 16 Jun 2026 22:30:00 GMT","통신 넘어 AI 인프라로...SKT, 엔비디아와 'AI 팩토리' 승부수 디지털투데이",https://news.google.com/rss/articles/CBMic0FVX3lxTE1OVUJBSkgzQl9YNkNZQ0lGYnMtNDNSX3NlX0szX1J6R2NLamNWZFlpUzNXek1hVWRaYWZlVllDRjR5Y3I2cDdZV3ZFVXRUcVBUbGZYWVM5UmlTTVFDWnVCendiUlRPM2k4QTlfSzQ2RHJTQVU?oc=5,google_rss_SKT when:2d,349.0,11.0,ai_infrastructure_security,ai_infrastructure_security,SKT,,,,,,,general,24.0,published_today,business_change,event:SKT:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,349.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,SKT AI,국가 AI 인프라/AIDC/GPU 정책,국내 통신사 경쟁사의 AI 인프라 확장 전략은 카카오의 AI 사업 모델 및 경쟁 환경에 중요한 시사점을 제공한다.,1,1,1,,,국내 주요 경쟁사의 AI 인프라 투자 및 글로벌 협력은 카카오의 AI 전략에 직접적인 경쟁 요인.,gemini,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,SKT의 AI 인프라 투자 및 엔비디아와의 협력은 카카오의 AI 기술 개발 및 인프라 구축 전략에 대한 경쟁사 벤치마킹 요소로 작용할 수 있다.,국가 AI 인프라/AIDC/GPU 정책,SKT AI,,,
3001,경쟁사/해외이슈,경쟁사_해외이슈,트럼프 행정부,"“중국 연계 의혹 한국 통신사에 AI 제공”…미 정부, 앤트로픽 수출통제",중국 연계 의혹 한국 통신사에 ai 제공 미 정부 앤트로픽 수출통제,한겨레,한겨레,"Tue, 16 Jun 2026 10:27:00 GMT","“중국 연계 의혹 한국 통신사에 AI 제공”…미 정부, 앤트로픽 수출통제 한겨레",https://news.google.com/rss/articles/CBMib0FVX3lxTE1HdGdZS09OLVVSa0NucmZqeC1XSmV5Z2tOWjNzR0JLZEhHTDJhbmhUT24tak9XNlBoOUtiVUVQTnBQLU8yeG5IOGVkR0xqR1lKTzdrMWFUVkJZbURkaGhmcHo3dWxSeFpid1RSNXlpRQ?oc=5,google_rss_트럼프 행정부 when:2d,342.5,11.0,ai_infrastructure_security,ai_infrastructure_security,앤트로픽,,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:sector:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,global,342.5,ai_infrastructure_security,government:tech_security_policy,global_incident:ai_security_policy:sector:anthropic_glasswing_security:general,global_incident:ai_security_policy:sector:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,앤트로픽 수출통제,美 정부 앤트로픽 AI 서비스 수출통제 (한국 통신사 연관),"미국 정부의 AI 기술 수출통제 정책은 글로벌 AI 시장의 공급망 및 협력 관계에 영향을 미치며, 국내 AI 기업의 해외 파트너십 전략에 대한 정책 리스크를 시사한다.",1,1,1,,,"해외 정부의 AI 기술 수출 통제는 국내 AI 시장 및 경쟁사에 영향을 미치며, 카카오의 AI 전략에 잠재적 리스크로 작용할 수 있음.",gemini,,,COMP_OVERSEAS_PLATFORM_AI,mixed,,"SKT 등 국내 통신사의 AI 파트너십에 영향을 미치는 해외 규제 사례로, 카카오의 AI 기술 확보 및 해외 협력 전략 수립 시 참고해야 한다.",美 정부 앤트로픽 AI 서비스 수출통제 (한국 통신사 연관),앤트로픽 수출통제,,,
3137,경쟁사/해외이슈,경쟁사_해외이슈,중국 AI,"""중국 연계 의혹 한국 통신사에 AI 제공""…미 정부, 앤트로픽 수출통제",중국 연계 의혹 한국 통신사에 ai 제공 미 정부 앤트로픽 수출통제,네이트,네이트,"Tue, 16 Jun 2026 10:25:00 GMT","""중국 연계 의혹 한국 통신사에 AI 제공""…미 정부, 앤트로픽 수출통제 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTFA0UkpNQXFIM3lRRGdkdmYxakVvYl9HWWkwd3pMcjVqMmVLTE52NDBvelVmRTZuXzJqRFRpT1lyQUp0VDRENkRCTGFKenNGNnJqem1B?oc=5,google_rss_중국 AI when:2d,342.5,11.0,ai_infrastructure_security,ai_infrastructure_security,앤트로픽,,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:sector:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,global,342.5,ai_infrastructure_security,government:tech_security_policy,global_incident:ai_security_policy:sector:anthropic_glasswing_security:general,global_incident:ai_security_policy:sector:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,앤트로픽 수출통제,美 정부 앤트로픽 AI 서비스 수출통제 (한국 통신사 연관),"미국 정부의 AI 기술 수출통제 정책은 글로벌 AI 시장의 공급망 및 협력 관계에 영향을 미치며, 국내 AI 기업의 해외 파트너십 전략에 대한 정책 리스크를 시사한다.",1,1,1,,,동일 사건,gemini,,,COMP_OVERSEAS_PLATFORM_AI,mixed,,"SKT 등 국내 통신사의 AI 파트너십에 영향을 미치는 해외 규제 사례로, 카카오의 AI 기술 확보 및 해외 협력 전략 수립 시 참고해야 한다.",美 정부 앤트로픽 AI 서비스 수출통제 (한국 통신사 연관),앤트로픽 수출통제,,,
1977,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"엔비디아, 네이버와 AI 인프라 확장... 차세대 AI 인프라 확장 개시",엔비디아 네이버와 ai 인프라 확장 차세대 ai 인프라 확장 개시,인벤,인벤,"Mon, 15 Jun 2026 15:28:15 GMT","엔비디아, 네이버와 AI 인프라 확장... 차세대 AI 인프라 확장 개시 인벤",https://news.google.com/rss/articles/CBMiXkFVX3lxTE9HNDQ5dERVSmdtM1QySHkyYmltR2kyaWtLRzJCX0hUVWk1X3BSaE1wblpLUGpzR05vUWVCNmV5NU1MWjdUOW9UeGpQaXRKcnR4YUlCNUh3eldxWklla1E?oc=5,google_rss_네이버 AI when:2d,338.0,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security,action_started,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,338.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,네이버 AI,국가 AI 인프라/AIDC/GPU 정책,국내 주요 경쟁사의 AI 인프라 확장 및 글로벌 기업과의 협력은 카카오의 AI 기술 개발 및 인프라 투자 전략 수립에 중요한 경쟁 환경 변화를 의미한다.,1,1,1,,,국내 주요 경쟁사의 AI 인프라 투자 및 글로벌 협력은 카카오의 AI 전략에 직접적인 경쟁 요인.,gemini,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,"네이버의 엔비디아와의 협력은 AI 인프라 구축의 중요성을 강조하며, 카카오의 자체 AI 인프라 투자 및 기술 제휴 전략에 대한 시사점을 제공한다.",국가 AI 인프라/AIDC/GPU 정책,네이버 AI,,,
2106,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"SKT, AI 에이전트에 '26사번' 부여...전사 'AX 혁신 2.0' 본격 가동",skt ai 에이전트에 26사번 부여 전사 ax 혁신 2 0 본격 가동,AI타임스,AI타임스,"Tue, 16 Jun 2026 06:40:12 GMT","SKT, AI 에이전트에 '26사번' 부여...전사 'AX 혁신 2.0' 본격 가동 AI타임스",https://news.google.com/rss/articles/CBMiakFVX3lxTE90QjN3LW5ucEQ5ejdRSjBiZjlsajM5dUs2b0Nqb0x5RlFqVzB1VXJUM0RidHFOR1pnNWNodHc1eHd1YTQtZnNTTUJLTkRKWm9TekhzNzB2SHdqd3YtU3EwVUJ2eGdGMU1zTlE?oc=5,google_rss_SKT when:2d,313.5,14.0,"ai_agent,ai_infrastructure_security",ai_infrastructure_security,SKT,,,,,,,general,14.0,published_yesterday,business_change,event:SKT:ai_infrastructure_security,action_started,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,313.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,SKT AI,KT 금융 AX/AI 인프라 전략,경쟁사의 전사적 AI 전환 및 AI 에이전트 도입은 카카오의 AI 서비스 전략 및 사내 AI 문화 조성에 대한 벤치마킹 요소가 될 수 있다.,1,1,1,,,국내 주요 경쟁사의 AI 에이전트 도입은 카카오의 AI 서비스 전략에 직접적인 경쟁 요인.,gemini,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,"SKT의 AI 에이전트 도입 및 전사적 AX 혁신은 카카오의 AI 서비스 개발 방향 및 조직 문화 변화에 대한 시사점을 제공하며, 경쟁 압력으로 작용할 수 있다.",KT 금융 AX/AI 인프라 전략,SKT AI,,,
1947,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버클라우드, 국방 특화 ‘HyperCLOVA X SEED 4B’ 공개… 드론·전술차량 AI 확대",네이버클라우드 국방 특화 hyperclova x seed 4b 공개 드론 전술차량 ai 확대,테크데일리,테크데일리,"Tue, 16 Jun 2026 16:16:26 GMT","네이버클라우드, 국방 특화 ‘HyperCLOVA X SEED 4B’ 공개… 드론·전술차량 AI 확대 테크데일리",https://news.google.com/rss/articles/CBMibkFVX3lxTE1USDZDRThxVTBYejJWQkVBcWw3emQzS0dVVW1UQS1TX2dITU1ON2ZoMGl3SjBiVmNSakl0UGN3YUhtZDd3TTMyS1VMeXdpTXE0YmVsYkZxSzdPaXZHX0pZUVJSMEwyRFAxazdybi1B0gFyQVVfeXFMTkxwWnFyWUpuMEVfYzAxMDVzdS12RGZaQ184Z0s5VU5ROF81X1JOMVo1NVp0QnRyUEZBaENabW1VT2lucmRmT2U2MjZubEhuek5UejhJQWlkSEF1QkpYalFwZ1YxYXVxMkF6Mm5XZC1NWC1n?oc=5,google_rss_네이버 AI when:2d,312.5,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,market_commentary,event:네이버:ai_infrastructure_security,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,312.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,네이버 AI,네이버클라우드 국방 특화 AI 모델 출시,경쟁사의 특정 산업 분야(국방) AI 모델 개발은 카카오의 버티컬 AI 서비스 확장 가능성 및 기술 활용 전략에 대한 참고가 될 수 있다.,2,2,2,,,국내 경쟁사의 AI 기술 기반 특정 시장 진출은 카카오의 AI 사업 확장에 대한 참고가 된다.,gemini,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,네이버클라우드의 국방 특화 AI 모델 출시는 카카오의 클라우드 및 AI 사업의 버티컬 시장 진출 전략 수립에 대한 시사점을 제공한다.,네이버클라우드 국방 특화 AI 모델 출시,네이버 AI,,,
2285,경쟁사/해외이슈,경쟁사_해외이슈,쿠팡,과징금 이어 피해구제 국면으로…쿠팡 개인정보 유출 집단분쟁조정 재개,과징금 이어 피해구제 국면으로 쿠팡 개인정보 유출 집단분쟁조정 재개,MSN,MSN,"Mon, 15 Jun 2026 15:48:29 GMT",과징금 이어 피해구제 국면으로…쿠팡 개인정보 유출 집단분쟁조정 재개 MSN,https://news.google.com/rss/articles/CBMi6ANBVV95cUxPZFl3b3cwY0dqM3hzVkl4a3c2cXR5YVB6VkZacEdwY2NfRFRRY3lIQlVELWgxaEhObmVqNHlpSktiQTN4emdCNmxWVU9pQ1dVenJYMlhnaERtclpGQklnaUQ3OGMtMEVPU0FDc3FYOEN3QmctNVpGZ0hkNGYxNTVFWkpjUUtUOHlEUEpIdXI3Y1VDZmFsZnR0MXlHSmFDUDlCUVRhc0U5eHFvYXZLMnFQXzRERVpCNHB0N1h0eW9hUWhvN3FhSzVuU3pTaXgyWUlNNjBVUWU3amdDOUZBaEFRTmdfaGlQRmFDVF9lU0lUNlJ0RmlidTFLTVlwYV9VV000Vkp2SVcwanU3dWQ4TFFVRTZuck9ObVF5TlZHWmVQbjJiSlBETXE3eHlSaWc5WmtIM3RyV3RscmdLdnhwMWFocC14U2dmU0piSy1TanhnakgxQXRvd3QyWkN3RnFhOEFYYi1sNzNxNU1JR21EUllhM1JTTGI2RkJNTlgxWHRhTm9PMVVLVzVjUTA1NjZfcGFBdEE3UWxJOHlqVGpvak81ckJvV1NYVS1wQlhTN0FuR1dxbXNRSlZLQTRKbU9sY3VCblQzMlVuOEl2U0lTZWlFR2RIUnZxSzV0bkwxQXByMkJfelRrWDV4aw?oc=5,google_rss_쿠팡 과징금 when:2d,302.5,103.0,"antitrust_platform,labor_dispute,legal_regulatory_enforcement,phishing_security,privacy_security_reliability",labor_general,쿠팡,,Y,,,,competitor:platform_obligation,platform_operator_obligation,14.0,published_yesterday,official_action,v27:platform_enforcement:coupang:privacy_data_violation,penalty_or_sanction,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,coupang_competitor_enforcement_or_risk,Y,coupang,302.5,"legal_regulatory_enforcement,privacy_security_reliability",competitor:platform_obligation,global_incident:platform_enforcement:coupang:privacy_data_violation:sanction_penalty,global_incident:platform_enforcement:coupang:privacy_data_violation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,쿠팡 개인정보,쿠팡 개인정보 유출 집단분쟁조정 재개,국내 주요 플랫폼 사업자의 개인정보 유출 관련 사후 조치 및 집단분쟁조정 사례는 카카오의 개인정보 관리 및 소비자 분쟁 대응 전략 수립에 중요한 참고 자료가 된다.,1,1,1,,,국내 주요 플랫폼 사업자의 개인정보 유출 및 집단분쟁조정은 카카오의 잠재적 리스크 관리 및 대응에 중요한 정보.,gemini,,,COMP_DOMESTIC_DIRECT_RISK,domestic,,"쿠팡의 개인정보 유출에 대한 집단분쟁조정 재개는 플랫폼 사업자의 개인정보 보호 의무 강화 및 소비자 피해 구제 절차에 대한 기준을 제시하며, 카카오의 선제적인 개인정보 관리 노력이 필요함을 시사한다.",쿠팡 개인정보 유출 집단분쟁조정 재개,쿠팡 개인정보,platform_enforcement:coupang:privacy_data_violation,,
2056,경쟁사/해외이슈,경쟁사_해외이슈,SKT,하이닉스 ADR에 앤트로픽 IPO까지…SK스퀘어·SKT '줄경사',하이닉스 adr에 앤트로픽 ipo까지 sk스퀘어 skt 줄경사,데일리안,데일리안,"Wed, 17 Jun 2026 02:11:00 GMT",하이닉스 ADR에 앤트로픽 IPO까지…SK스퀘어·SKT '줄경사' 데일리안,https://news.google.com/rss/articles/CBMiVkFVX3lxTE9HcTc3SW5VMnp6U0pZdndSSDlLVVhUWG8wc05hclVNbjRDdm4xZEhyN0loZ1pHQlZlSlpQelBEa1Q1cGh4bGk4RVFZdmtHS3Q5SW9adl9R0gHmAUFVX3lxTE03T1E2NlE3Q2cwUXdVZnpEeDhmUHhLWEhNLUtDNV8tUzlsZE0yallCTnBMS2h1alJlMXdDaEcwTXRTZ3BxdEhCRDZCLUpFV2E5Zk9CdkFkVFY1TW1rNFMxTkFqSUMzWXJYT1FwOGZUSmRSMVJSZWZ2MFZfOEZzQUFkR01XeUVON3JWeEJGNG9pazV5WGZIRl9YbDBka0pFb0JkaTlMZXpzUDlsOENGalVWUG1Wa3FGdkpOaDVwM0hmcHctUVRXR0w4aFlGTm9CUjNtRDBnakVNZFJ5ZGJzZTdYUDZ5UmVB?oc=5,google_rss_SKT when:2d,302.0,14.0,strategy_mna_governance,strategy_mna_governance,"SKT,앤트로픽",v43_not_true_competitor,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:skt:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,302.0,strategy_mna_governance,competitor:strategy_mna,global_incident:ai_security_policy:skt:anthropic_glasswing_security:general,global_incident:ai_security_policy:skt:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,SKT 투자,SKT 및 SK스퀘어 투자 성과 (앤트로픽 IPO),"경쟁사의 투자 성과는 카카오의 신사업 투자 및 재무 전략에 대한 벤치마킹 요소가 될 수 있으며, AI 시장의 성장 신호를 나타낸다.",2,2,2,,Y,경쟁사의 AI 관련 투자 성과는 카카오의 투자 및 AI 사업 전략에 대한 참고 자료. / v23_guardrail_fail:v41_competitor_guard_no_actual_competitor,gemini,,,COMP_DOMESTIC_STRATEGY,domestic,,"SKT의 앤트로픽 IPO 등 투자 성과는 AI 시장에서의 기회 포착 및 전략적 투자 역량을 보여주며, 카카오의 AI 관련 투자 전략 수립에 시사점을 제공한다.",SKT 및 SK스퀘어 투자 성과 (앤트로픽 IPO),SKT 투자,,,
1903,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"19만원까지 추락했는데 ""45만원 간다""…엔비디아와 손잡고 재평가 받는 네이버[이주의 관.종]",19만원까지 추락했는데 45만원 간다 엔비디아와 손잡고 재평가 받는 네이버 이주의 관 종,아시아경제,아시아경제,"Tue, 16 Jun 2026 22:17:00 GMT","19만원까지 추락했는데 ""45만원 간다""…엔비디아와 손잡고 재평가 받는 네이버[이주의 관.종] 아시아경제",https://news.google.com/rss/articles/CBMiYEFVX3lxTE5pcGhjUHFxMWdjdTJ0ZWwyODI4M2pOdUoyRUhWaWltNGFfMmo5bXlLaVlaRHdCclJEa2FaRkJ1bUNmdnZSQzM5RE15c3ItRWFVd0NaNXBwYktjOWgxejQzTQ?oc=5,google_rss_네이버 when:2d,292.5,6.5,,,네이버,v43_not_true_competitor,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,292.5,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,네이버 주가,네이버 주가 전망 (엔비디아 AI 협력 영향),경쟁사의 AI 전략에 따른 시장 평가 변화는 카카오의 AI 사업 가치 및 투자 매력도를 가늠하는 데 참고가 된다.,2,2,2,,Y,국내 경쟁사의 AI 관련 투자 및 주가 동향은 카카오의 AI 사업 가치 평가 및 투자 유치 전략에 대한 참고가 된다. / v23_guardrail_fail:v41_competitor_guard_no_actual_competitor,gemini,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,네이버의 엔비디아와의 AI 협력으로 인한 시장의 긍정적 평가는 카카오의 AI 기술 투자 및 홍보 전략 수립에 대한 시사점을 제공한다.,네이버 주가 전망 (엔비디아 AI 협력 영향),네이버 주가,,,
