issue_id,issue_group,issue_family,internal_category,primary_category,self_tier,gov_tier,competitor_tier,competitor_scope,issue_score,max_ceo_priority,max_pa_priority,max_relevance,article_count,top_article_id,candidate_article_ids,titles,sources,company_impact,label_reasons,is_pr,exclude,v26_max_todayness,v26_article_forms,v26_event_key,v26_2_roundup,v26_2_gov_ok,v26_2_gov_reason,v26_2_market_stock,v26_2_industry_structural,v27_event_key,v27_industry_ok,v27_industry_reason,v27_industry_score
I001,국가 AI 인프라/AIDC/GPU 정책,경쟁사 AI 전략,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,STRATEGIC_REFERENCE,OFF_TOPIC,COMP_DOMESTIC_AI_PLATFORM,domestic,707.0,4,4,5,36,1940,"1940,1864,1980,1990,2571,1826,1927,1934,1937,1950","SKT, 앤트로픽 베팅 3년 결실…10배 수익에 글래스윙까지 : 네이버 블로그 | [LS] LS 주가, 전력 슈퍼사이클과 AI 데이터센터 수혜로 리레이팅될까 (2026_1Q) | KT, '부산 클라우드 데이 2026'에서 AX 전략 공유 | KT, 글로벌 공급망 위기에 협력사 메모리 선금 지급 나섰다 | ""AI 대리님, 사번 받는다""…SKT, AI와 동료되는 'AX 혁신 2.0' 시행 - 머니투데이",Naver Blog | 네이버 프리미엄콘텐츠 | 전파신문 | ER 이코노믹리뷰 | 머니투데이,"SKT의 앤트로픽 투자 성과는 국내 통신사의 AI 분야 투자 전략과 성과를 보여주며, 카카오의 AI 관련 투자 및 파트너십 전략 수립에 간접적으로 참고할 수 있다. / AI 데이터센터 관련 산업의 투자 매력 증가는 카카오의 AI 인프라 투자 및 데이터센터 운영 전략 수립에 필요한 시장 동향 정보로 활용될 수 있다. / 경쟁 통신사의 AI(AX) 전략 공유는 카카오의 AI 사업 방향 설정에 참고할 수 있으며, 공급망 위기 대응 방식은 유사 상황 발생 시 카카오의 대응 방안 수립에 시사점을 제공한다. / 국내 주요 경쟁사인 SKT가 AI를 조직의 핵심으로 통합하는 혁신적","블로그 기사이므로 우선순위를 낮춤. / 로컬 보조 라벨 / v26.2: overseas structural industry candidate / 글로벌 AI 인프라 시장의 기술 변화 동향을 보여주어 카카오의 AI 인프라 전략 수립에 영향을 미친다. / 국내 경쟁사의 AI 안전성 연구 동향으로, 카카오의 AI 윤리 및 안전성 확보 전략 수립에 참고 가치가 있습니다. / v40: 자사 사업 확장·제휴성 이슈로 2순위 허용 / 국내 주요 클라우드 서비스 제공사(CSP)의 엔비디아 AI 서버 도입은 카카오의 AI 개발 및 인프라 전략에 간접적인 영향을 미칠 수 있는 동향입니다. / SKT의 앤트로픽 투자 성과는 국내 경쟁사의 AI 전략 방향을",False,False,24.0,"business_change,direct_risk,general,market_commentary",global_incident:ai_security_policy:naver:anthropic_glasswing_security,False,True,public_actor_official_action,False,True,,True,"industry_basis_pass:actor=True,change=True,bridge=True",3
I002,global_incident:platform_regulation:naver:platform_content_moderation_obligation,comp_domestic_direct_risk,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,OFF_TOPIC,COMP_DOMESTIC_DIRECT_RISK,domestic,631.5,5,5,5,5,1869,"1869,1859,1862,1879,659","담합 과징금 선제적 비용처리 한국제지, 영업흑자 불구 순손실 전환 | [06.16] EU·미국 규제 강화로 공급망 대전환 신호탄 | [news] 미국, 자외선차단 신성분 Bemotrizinol 승인 — 약 25년 만의 첫 신규 | 🚨 코인베이스 양자 보고서 완전 해부 — ""비트코인은 지금 안전합니다, 하지만 시계는 이미 돌아가기 시작했습니다"" | 현금흐름 마이너스 한솔제지, 담합과징금 1426억 어떻게 충당할까",네이버 프리미엄콘텐츠 | 네이버 프리미엄콘텐츠 | 네이버 프리미엄콘텐츠 | 네이버 프리미엄콘텐츠 | 네이버 프리미엄콘텐츠,카카오와의 직접적인 영향 경로를 찾기 어렵다. 제지 산업의 담합 과징금 이슈는 카카오의 대외협력팀이 알아야 할 내용이 아니다. / 카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈 / 정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,"제지 산업 관련 이슈로 카카오 사업과 직접적인 연관성이 없으며, 대외협력팀이 알아야 할 영향 경로가 명확하지 않다. / 기사의 내용이 카카오의 대외협력 및 정책 리스크와 직접적인 영향 경로가 명확하지 않은 일반적인 경제/국제 동향입니다. / 기사의 내용이 카카오 사업과 전혀 무관합니다. / 코인베이스의 암호화폐 보안 관련 심층 보고서로, 카카오의 디지털자산 관련 사업에 간접적인 배경 정보는 될 수 있으나, 직접적인 영향 경로가 불명확하며 경쟁사(네이버)의 전략적 움직임으로 보기 어려움. / 한솔제지의 담합 과징금 관련 기사로, 카카오의 핵심 사업 영역(플랫폼, AI, 핀테크 등)과 무관한 일반 기업 이슈이다. / v23_guardrail",False,True,24.0,"general,official_action",global_incident:platform_regulation:naver:platform_content_moderation_obligation,False,True,public_actor_official_action,False,True,,True,"industry_basis_pass:actor=True,change=True,bridge=True",3
I003,comp_domestic_ai_platform:ok저축은행 전사 ax 체계 구축 생산성 높인다 네이버 블로그,comp_domestic_ai_platform,OFF_TOPIC,경쟁사_해외이슈,,,COMP_DOMESTIC_AI_PLATFORM,domestic,615.5,5,5,5,1,1722,1722,"OK저축은행, 전사 AX 체계 구축…생산성 높인다 : 네이버 블로그",Naver Blog,"OK저축은행의 내부 AI 도입 사례는 카카오의 직접적인 경쟁 동향이나 정책 리스크와는 거리가 멀며, 블로그 기사로 정보의 신뢰도 및 중요성이 떨어진다.","OK저축은행의 AI 도입 사례는 카카오의 직접적인 경쟁 동향이나 정책 리스크와 거리가 멀고, 블로그 기사로 우선순위가 낮다.",False,True,24.0,general,event:네이버:ai_infrastructure_security,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=True,bridge=True",3
I004,네이버클라우드 국방용 경량 AI 공개,네이버 AI 전략,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,STRATEGIC_REFERENCE,,COMP_DOMESTIC_AI_PLATFORM,domestic,602.0,3,3,3,7,1755,"1755,1821,1905,1803,1823,1845,1835","네이버클라우드, 국방용 경량 옴니모달 AI 공개 | 네이버클라우드, 국방용 경량 옴니모달 AI 공개…드론·전술차량서 실시간 분석 - 머니투데이 | 네이버클라우드, 국방 특화 경량 옴니모달 AI 공개 | 네이버클라우드, 드론·전술車서 구동되는 '국방용 경량 AI' 공개 | 네이버클라우드, 국방용 경량 옴니모달 모델 공개…""2030년 전군 AI 전환""",v.daum.net | 머니투데이 | 파이낸셜뉴스 | 한국클라우드신문 | 아이티비즈,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈 / 네이버클라우드가 국방 분야 AI 시장에 진출하며 새로운 사업 기회를 탐색하는 것은 카카오의 AI B2B 전략 및 클라우드 사업에 간접적인 경쟁 및 시장 변화 요인이 될 수 있다. / 네이버클라우드가 국방 분야 AI 시장에 진출하며 새로운 사업 기회를 탐색하는 것은 카카오의 AI B2B 전략 및 클라우드 사업에 간접적인 경쟁 및 시장 변화 요인이 될 수 있다. 특히 폐쇄망 운영은 보안 및 인프라 구축의 중요성을 시사한다.",v40: 자사 사업 확장·제휴성 이슈로 2순위 허용 / 로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,14.0,"analysis_feature,business_change",event:네이버:ai_infrastructure_security,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=True,bridge=True",3
I005,네이버클라우드 국방 AI,국내 AI 전략,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,STRATEGIC_REFERENCE,,COMP_DOMESTIC_AI_PLATFORM,domestic,601.0,3,3,3,6,1740,"1740,1891,1833,1825,1788,1831","네이버클라우드, 국방 최적화 경량 AI 모델 공개 | 네이버클라우드, 국방 특화 경량 옴니모달 AI 공개 | 네이버클라우드, 국방용 AI 모델 공개…지휘관 상황 판단 돕는다 | 네이버클라우드, 국방 특화 옴니모달 AI 모델 공개 | 네이버클라우드, 국방 최적화 경량 AI 모델 공개",v.daum.net | 연합뉴스 | 뉴스1 | 아이뉴스24 | 더팩트,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈 / 네이버클라우드의 국방 특화 AI 모델 출시는 국내 AI 시장 경쟁 심화를 시사하며, 카카오의 AI 모델 적용 분야 확장 및 B2G 사업 전략 수립에 대한 시사점을 제공한다.","v40: 자사 사업 확장·제휴성 이슈로 2순위 허용 / 국내 경쟁사의 AI 기술 및 사업 확장 동향으로, 카카오의 AI 전략 수립에 직접적인 영향을 미친다.",False,False,14.0,business_change,event:네이버:ai_infrastructure_security,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=True,bridge=True",3
I006,네이버_AI_검색_독주,경쟁사 AI 전략,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_AI_PLATFORM,domestic,555.5,3,3,1,1,1711,1711,AI 검색 확산에도 포털은 네이버 독주…'교차 검증' 수요가 지켰다,전자신문,AI 검색 확산에도 불구하고 네이버가 포털 시장 독주를 유지한다는 분석은 카카오의 검색 서비스 및 AI 기술 도입 전략 수립 시 네이버와의 경쟁 구도를 고려해야 함을 시사한다.,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,14.0,business_change,global_incident:platform_regulation:naver:platform_algorithm_ad_obligation,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=True,bridge=True",3
I007,네이버_엔비디아_AI팩토리,AI 인프라,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_AI_PLATFORM,domestic,544.5,2,2,1,1,1842,1842,네이버 엔비디아 협력 네모트론 연합 AI팩토리 건설 외,브런치,"네이버가 엔비디아와 협력하여 AI 팩토리를 건설하는 것은 국내 AI 인프라 경쟁을 심화시키고, 카카오의 AI 개발 환경 및 비용 효율화 전략에 대한 경쟁적 압박으로 작용할 수 있다.",로컬 보조 라벨,False,False,24.0,business_change,event:네이버:ai_infrastructure_security,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=True,bridge=True",3
I008,네이버클라우드 국방용 AI 공개,네이버 AI 전략,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_AI_PLATFORM,domestic,521.5,2,2,2,1,1786,1786,"[플랫폼2026] 네이버클라우드, 국방용 특화 경량 옴니모달 AI 공개",서울STV뉴스,"네이버클라우드의 AI 기술 개발 및 사업 확장 동향을 파악하고, 카카오의 AI 전략 수립 및 경쟁 구도를 분석하는 데 참고할 수 있습니다.","경쟁사 네이버클라우드의 AI 기술 개발 및 사업 전략 동향으로, 카카오의 AI 전략 수립에 참고 가치가 있습니다.",False,False,14.0,business_change,global_incident:platform_regulation:naver:platform_regulation,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=True,bridge=True",3
I009,샘 올트먼 방한 연기,국내 AI 협력,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_AI_PLATFORM,mixed,521.5,2,2,2,1,1820,1820,"샘 올트먼, 방한 연기…AI 협력 기대감에도 네이버는?",biz.sbs.co.kr.,"샘 올트먼의 방한 연기는 국내 AI 생태계의 국제 협력 분위기에 영향을 줄 수 있으며, 네이버 등 경쟁사의 AI 전략에 대한 간접적인 시사점을 제공하여 카카오의 AI 대외 협력 전략 수립에 참고할 수 있다.",글로벌 AI 주요 인사의 국내 동향이 국내 경쟁사 및 AI 생태계에 미치는 영향을 파악하여 카카오의 대외협력 전략에 참고한다.,False,False,14.0,business_change,event:네이버:ai_infrastructure_security,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
I010,네이버클라우드_국방AI_전략,경쟁사 AI 전략,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_AI_PLATFORM,domestic,500.0,2,2,1,13,1732,"1732,1832,1838,1886,1844,1857,1814,1815,1829,1836","'軍 AX' 힘 싣는 네이버클라우드…드론·전술차 특화 경량모델 공개 | 2030년 전군 AX 목표…네이버클라우드, 국방 AI 풀스택 전략 | [주간 클라우드 동향/6월②] 네이버클라우드, 국방 AX 정조준…소버린 AI로 넓히는 클라우드 전선 | 2030년 전군 AX 목표…네이버클라우드, 국방 AI 풀스택 전략 | 네이버클라우드, 국방 특화 AI 모델 공개…폐쇄망 기반 AX 전략 제시",한국경제 | 뉴시스 | 디지털데일리 | 파이낸셜뉴스 | K뉴스통신,"국내 대표 경쟁사의 AI 사업 전략이 공공 및 국방 영역으로 확장되는 것을 보여주며, 카카오의 AI 사업 전략 수립 및 파트너십 구축에 참고할 만한 경쟁사 동향이다.",로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,14.0,"analysis_feature,business_change,general",event:네이버:ai_infrastructure_security+policy_legislation,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=True,bridge=True",3
