issue_id,issue_group,issue_family,internal_category,primary_category,self_tier,gov_tier,competitor_tier,competitor_scope,issue_score,max_ceo_priority,max_pa_priority,max_relevance,article_count,top_article_id,candidate_article_ids,titles,sources,company_impact,label_reasons,is_pr,exclude,v26_max_todayness,v26_article_forms,v26_event_key,v26_2_roundup,v26_2_gov_ok,v26_2_gov_reason,v26_2_market_stock,v26_2_industry_structural,v27_event_key,v27_industry_ok,v27_industry_reason,v27_industry_score
I001,global_incident:ai_security_policy:naver:openai_security_access,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_AI_PLATFORM,mixed,648.5,4,4,5,1,1960,1960,"[머니네버슬립] 엔비디아, 오픈AI 150조 보증…순환금융 지적 : 네이버 블로그",blog.naver.com,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,business_change,global_incident:ai_security_policy:naver:openai_security_access,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
I002,global_incident:platform_regulation:naver:platform_regulation,comp_domestic_direct_risk,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,OFF_TOPIC,OFF_TOPIC,COMP_DOMESTIC_DIRECT_RISK,domestic,640.0,4,4,5,25,2023,"2023,2042,1882,1967,1913,1986,1976,1983,1974,2021","네이버, 대학생 대상 AI 개인정보보호 아이디어 공모전 개최 | 네이버, 개인정보보호 아이디어 공모전 개최 | 네이버 디지털트윈 플랫폼, 사우디 ‘국가 표준’ 됐다…지자체 우선 도입 | 네이버, 'AI 시대 개인정보 보호' 공모전…""AI 시대 개인정보 유출 막는다"" | 네이버 프라이버시 챌린지 개최 … AI 개인정보 보호 아이디어 겨뤄",뉴시스 | 아이뉴스24 | 헤럴드경제 | 매일일보 | 세이프타임즈,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈 / 카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경 / 카카오 대외협력 관점 간접 참고,로컬 보조 라벨 / 로컬 보조 라벨 / v26.2: overseas structural industry candidate / v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류,False,False,24.0,"analysis_with_direct_risk,direct_risk,general",privacy_security:naver:data_leak,False,True,public_private_project,False,True,,True,"industry_basis_pass:actor=True,change=True,bridge=True",3
I003,comp_domestic_ai_platform:하나 네이버 2030년 네오클라우드 매출 12조 확신의 매수 구간,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_AI_PLATFORM,domestic,631.5,4,4,5,1,1875,1875,"하나證 ""네이버, 2030년 네오클라우드 매출 12조…확신의 매수 구간""",뉴스1,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,general,event:네이버:ai_infrastructure_security+financial_performance,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
I004,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,OFF_TOPIC,OFF_TOPIC,COMP_DOMESTIC_AI_PLATFORM,domestic,620.0,5,4,5,49,731,"731,582,667,2126,2141,2181,2106,2078,2188,2179","SKT, 과기정통부 ‘모두의AI’ 공모 참여…풀스택 역량 총결집 | 과기정통부 '독자 AI 모델' 2차 평가 발표…SKT·LG·업스테이지 생존 | KT, 국산 반도체와 AI모델로 데이터 주권과 AX 도입을 한 번에 해결 | KT, AI 스타트업 16개사와 AX 협력 확대…공동 프로젝트 추진 | KT, AI 스타트업 16곳과 AX 사업 협력…고객 프로젝트 공동 추진",네이트뷰 | 열린뉴스통신 | 연합뉴스 | 서울경제TV | 뉴시스,"카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경 / 카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈 / 카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",로컬 보조 라벨 / v26.2: overseas structural industry candidate / 로컬 보조 라벨 / v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate / v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영 / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate / v26.2: no centr,False,False,24.0,"analysis_feature,business_change,direct_risk,general,market_commentary",event:SKT+과기정통부:ai_infrastructure_security,False,True,public_actor_official_action,False,True,,True,"industry_basis_pass:actor=True,change=True,bridge=True",3
I005,self_filler_reference:김해 데이터센터 정리한 kt 비핵심 법인 군살 빼기,self_filler_reference,SELF_AFFILIATE_BUSINESS,경쟁사_해외이슈,OFF_TOPIC,,COMP_DOMESTIC_AI_PLATFORM,domestic,618.5,4,2,5,1,2130,2130,김해 데이터센터 정리한 KT…비핵심 법인 '군살 빼기',v.daum.net,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,False,False,24.0,general,event:KT:ai_infrastructure_security,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
I006,comp_domestic_strategy:전력사용량 3배 늘어난다 네이버 재생에너지 발전소 투자,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_STRATEGY,domestic,615.5,4,4,5,1,1962,1962,"전력사용량 3배 늘어난다…네이버, 재생에너지 발전소 투자",뉴스1,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,general,,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=True,bridge=True",3
I007,global_incident:mna_capital:naver:mna_capital,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,OFF_TOPIC,,COMP_DOMESTIC_STRATEGY,mixed,610.0,4,4,5,2,2022,"2022,1872","하나증권 ""네이버 톱픽…엔비디아가 지분 투자하는 전진 기지"" | 하나증권 ""네이버 톱픽…엔비디아가 지분 투자하는 전진 기지""",연합뉴스 | v.daum.net,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate / v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,False,False,24.0,direct_risk,global_incident:mna_capital:naver:mna_capital,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=True,bridge=True",3
I008,comp_domestic_strategy:엔비디아가 3대 주주로 등극한 네이버 드디어 오를 때가 된건가 탈출 기회인가 spotify 20 hilekw,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_STRATEGY,mixed,608.5,4,4,5,1,1972,1972,"엔비디아가 3대 주주로 등극한 네이버, 드디어 오를 때가 된건가?! 탈출 기회인가?! Spotify 20 (HIlEkwaMhY)",Mshale,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,general,,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
I009,comp_domestic_strategy:매디슨 황이 찾은 lg전자 엔비디아와 로보틱스 협업 가속화 네이버 블로그,comp_domestic_strategy,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_STRATEGY,mixed,608.5,4,4,5,1,1954,1954,"매디슨 황이 찾은 LG전자, 엔비디아와 로보틱스 협업 가속화 : 네이버 블로그",blog.naver.com,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,14.0,general,,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
I010,comp_domestic_ai_platform:플랜티엠 네이버 ai 검색에 모아진 잡지 콘텐츠 공급,comp_domestic_ai_platform,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_AI_PLATFORM,domestic,591.0,4,4,5,2,2033,"2033,1926","플랜티엠, 네이버 AI 검색에 ‘모아진’ 잡지 콘텐츠 공급 | 플랜티엠, 네이버 AI 검색에 ‘모아진’ 잡지 콘텐츠 공급",마켓인 | edaily.co.kr,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,로컬 보조 라벨 / v26.2: overseas structural industry candidate,False,False,24.0,business_change,event:네이버:ai_infrastructure_security,False,False,no_public_actor_action_domain,False,True,,True,"industry_basis_pass:actor=True,change=False,bridge=True",2
